year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,55,68,53,63,68,53,44,41,55,46,42,44,36,38,37,18,21,20,25,7,9,6,10,10,12,13,11,6,9,7,8,7,6,6,5,2,3,1,2,3,0,1,1,2,1,0,1,0,0,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,11,12,4,16,6,14,8,10,12,13,7,4,4,1,3,1,1,3,2,0,0,0,0,0,0
2020,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,55,68,53,63,67,53,44,41,54,45,41,43,35,37,36,18,21,20,24,7,9,6,10,10,11,12,10,6,8,7,7,6,5,5,4,2,3,1,2,3,0,1,1,2,1,0,1,0,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,11,12,4,15,6,13,8,9,11,12,6,4,4,1,3,1,1,3,2,0,0,0,0,0
2021,25,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,55,67,53,62,66,52,44,41,53,44,40,42,34,36,35,18,21,20,23,7,9,6,10,10,10,11,9,6,7,6,6,5,5,4,4,2,3,1,2,3,0,1,1,2,1,0,0,23,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,11,12,4,14,6,12,8,8,10,11,5,4,4,1,3,1,1,2,2,0,0,0,0
2022,25,25,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,55,66,53,61,65,51,44,41,52,43,39,41,33,35,34,18,20,19,22,7,9,6,10,10,9,10,8,6,6,6,5,5,4,4,4,2,3,1,2,2,0,1,1,1,1,0,24,23,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,11,12,4,13,6,11,8,7,9,10,5,4,4,1,3,1,1,2,2,0,0,0
2023,27,25,25,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,55,65,53,60,64,50,44,41,51,42,38,40,32,34,33,18,19,18,21,7,9,6,10,9,8,9,7,6,6,5,5,4,4,4,3,2,3,1,2,2,0,1,1,1,0,25,24,23,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,11,12,4,12,6,10,7,6,8,9,4,4,3,1,3,1,1,2,1,0,0
2024,27,27,25,25,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,55,64,52,59,63,49,43,40,50,41,37,39,31,33,32,18,18,17,20,7,9,6,9,8,8,8,6,6,5,5,4,4,4,3,3,2,3,1,2,2,0,1,1,0,26,25,24,23,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,11,11,4,11,6,9,6,5,7,8,4,3,3,1,2,1,1,1,1,0
2025,27,27,27,25,25,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,55,63,52,58,62,48,42,39,49,40,36,38,30,32,31,18,17,16,19,7,9,6,9,8,7,7,6,6,5,5,4,4,3,3,3,2,2,1,2,2,0,1,0,26,26,25,24,23,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,11,10,4,10,6,8,6,5,6,7,3,3,3,1,2,1,1,1,0
2026,27,27,27,27,25,25,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,55,62,51,57,61,47,41,38,48,39,35,37,29,31,30,17,16,15,18,7,9,6,8,7,7,6,6,5,5,4,4,3,3,3,3,2,2,1,2,2,0,0,25,26,26,25,24,23,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,10,9,4,9,6,7,5,4,5,6,3,3,2,1,2,1,1,0
2027,27,27,27,27,27,25,25,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,54,61,50,56,60,46,40,37,47,38,34,36,28,30,29,16,15,14,17,7,9,6,7,7,6,6,5,5,4,4,3,3,3,3,2,2,2,1,2,1,0,25,25,26,26,25,24,23,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,18,12,11,4,9,10,9,8,4,8,6,6,4,4,4,5,3,2,2,1,2,1,0
2028,27,27,27,27,27,27,25,25,24,45,48,39,51,40,34,39,35,32,28,33,26,29,34,26,31,39,36,43,52,43,56,47,52,44,53,42,53,44,49,37,45,47,51,47,49,57,59,60,49,64,56,62,42,45,57,48,43,42,46,42,52,53,60,49,55,59,45,39,36,46,37,33,35,27,29,28,15,14,13,16,7,8,6,7,6,6,5,5,4,4,3,3,3,3,2,2,2,2,1,1,0,26,25,25,26,26,25,24,23,23,31,43,44,41,38,50,35,27,24,27,31,34,32,31,15,39,35,41,28,43,43,56,42,44,47,51,49,44,44,41,36,43,34,31,46,41,37,46,42,40,48,40,31,36,36,38,33,36,39,38,47,52,26,47,42,47,42,42,44,48,48,39,35,38,27,25,18,19,20,15,17,12,11,4,9,9,8,7,4,7,5,5,4,3,3,4,2,2,2,1,1,0
