cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
彰化縣員林市新生里,3561,745,3503,739,3441,689,-120,-56
彰化縣員林市南平里,4637,1089,4804,1127,4819,1118,182,29
彰化縣員林市南興里,3940,886,3949,911,3948,932,8,46
彰化縣員林市源潭里,1503,340,1483,343,1433,304,-70,-36
彰化縣員林市大埔里,1950,415,1936,417,1841,383,-109,-32
彰化縣員林市三條里,2303,501,2336,520,2324,494,21,-7
彰化縣員林市三和里,5514,1131,5445,1120,5343,1102,-171,-29
彰化縣員林市三橋里,2518,487,2488,521,2470,508,-48,21
彰化縣員林市中央里,1682,211,1667,213,1669,193,-13,-18
彰化縣員林市溝皂里,2032,332,2071,343,2066,353,34,21
彰化縣員林市大饒里,2840,372,2847,380,2840,390,0,18
彰化縣員林市大明里,2116,285,2072,272,2005,265,-111,-20
彰化縣員林市萬年里,3174,523,3144,487,3149,502,-25,-21
彰化縣員林市崙雅里,2069,256,2004,248,1943,231,-126,-25
彰化縣員林市振興里,2304,318,2307,296,2308,279,4,-39
彰化縣員林市林厝里,2433,334,2436,324,2426,315,-7,-19
彰化縣員林市出水里,1382,153,1332,137,1305,130,-77,-23
彰化縣員林市湖水里,932,121,939,115,922,111,-10,-10
彰化縣員林市大峯里,611,75,569,77,564,68,-47,-7
彰化縣員林市鎮興里,1740,240,1732,236,1689,231,-51,-9
彰化縣員林市浮圳里,1924,322,1896,314,1849,307,-75,-15
彰化縣員林市西東里,1705,347,1693,338,1641,322,-64,-25
彰化縣員林市南東里,1537,179,1487,205,1467,194,-70,15
彰化縣員林市中東里,1555,186,1543,196,1503,192,-52,6
彰化縣員林市東北里,2010,278,1962,276,1928,256,-82,-22
彰化縣員林市三愛里,2464,469,2495,475,2513,506,49,37
彰化縣員林市三信里,1991,455,1982,458,1924,441,-67,-14
彰化縣員林市三多里,2106,490,2148,489,2068,499,-38,9
彰化縣員林市仁愛里,1193,310,1167,322,1135,320,-58,10
彰化縣員林市忠孝里,1968,416,1944,412,1895,409,-73,-7
彰化縣鹿港鎮大有里,927,165,908,178,892,170,-35,5
彰化縣鹿港鎮中興里,406,61,389,58,378,53,-28,-8
彰化縣鹿港鎮洛津里,652,81,652,92,644,99,-8,18
彰化縣鹿港鎮順興里,746,88,735,85,719,80,-27,-8
彰化縣鹿港鎮頂厝里,6969,1705,7001,1741,7077,1789,108,84
彰化縣鹿港鎮東崎里,4700,835,4676,795,4633,768,-67,-67
彰化縣鹿港鎮埔崙里,4561,916,4567,917,4561,904,0,-12
彰化縣鹿港鎮東石里,3843,765,3820,741,3765,733,-78,-32
彰化縣鹿港鎮郭厝里,429,61,423,64,408,64,-21,3
彰化縣鹿港鎮新宮里,670,83,648,76,609,74,-61,-9
彰化縣鹿港鎮玉順里,933,145,914,127,887,129,-46,-16
彰化縣鹿港鎮景福里,916,121,880,125,870,115,-46,-6
彰化縣鹿港鎮泰興里,943,260,919,251,905,248,-38,-12
彰化縣鹿港鎮長興里,226,51,219,50,212,46,-14,-5
彰化縣鹿港鎮龍山里,500,160,488,152,465,140,-35,-20
彰化縣鹿港鎮興化里,479,127,461,128,451,125,-28,-2
彰化縣鹿港鎮菜園里,739,194,724,211,697,201,-42,7
彰化縣鹿港鎮街尾里,1883,452,1888,452,1853,443,-30,-9
彰化縣鹿港鎮頂番里,3460,641,3421,631,3403,635,-57,-6
彰化縣鹿港鎮頭崙里,2298,421,2287,389,2240,384,-58,-37
彰化縣鹿港鎮廖厝里,3651,527,3658,513,3627,500,-24,-27
彰化縣鹿港鎮溝墘里,3724,674,3668,654,3603,632,-121,-42
彰化縣鹿港鎮草中里,2684,422,2639,416,2622,432,-62,10
彰化縣鹿港鎮頭南里,1914,244,1914,257,1900,252,-14,8
彰化縣鹿港鎮山崙里,2571,377,2555,368,2520,350,-51,-27
彰化縣鹿港鎮海埔里,3153,481,3133,482,3082,456,-71,-25
彰化縣鹿港鎮詔安里,1729,251,1780,255,1765,264,36,13
彰化縣鹿港鎮洋厝里,2066,268,2062,250,2040,230,-26,-38
彰化縣鹿港鎮永安里,3852,646,3823,665,3740,613,-112,-33
彰化縣和美鎮竹營里,5585,1019,5590,1019,5571,996,-14,-23
彰化縣和美鎮和東里,3802,680,3807,692,3758,738,-44,58
彰化縣和美鎮和南里,330,50,318,52,318,45,-12,-5
彰化縣和美鎮和北里,1596,315,1558,286,1534,266,-62,-49
彰化縣和美鎮和西里,2756,498,2708,470,2619,451,-137,-47
彰化縣和美鎮四張里,2502,391,2440,384,2431,382,-71,-9
彰化縣和美鎮頭前里,1535,238,1517,236,1503,221,-32,-17
彰化縣和美鎮還社里,750,85,733,88,717,84,-33,-1
彰化縣和美鎮面前里,1933,340,1917,336,1874,325,-59,-15
彰化縣和美鎮鎮平里,2498,322,2495,293,2492,286,-6,-36
彰化縣和美鎮大霞里,1316,162,1284,142,1273,143,-43,-19
彰化縣和美鎮源埤里,1585,181,1596,184,1588,183,3,2
彰化縣和美鎮南佃里,2008,229,1997,244,1967,233,-41,4
彰化縣和美鎮雅溝里,1151,187,1128,183,1093,177,-58,-10
彰化縣和美鎮山犁里,4796,1121,4795,1098,4798,1061,2,-60
彰化縣和美鎮嘉犁里,1696,261,1667,254,1648,220,-48,-41
彰化縣和美鎮鐵山里,2267,283,2264,280,2225,279,-42,-4
彰化縣和美鎮詔安里,1736,147,1761,160,1749,152,13,5
彰化縣和美鎮柑井里,3068,608,3039,607,2987,590,-81,-18
彰化縣和美鎮竹園里,784,133,775,133,754,130,-30,-3
彰化縣和美鎮新庄里,2072,205,2032,208,1987,212,-85,7
彰化縣和美鎮犁盛里,1955,308,1920,284,1894,274,-61,-34
彰化縣和美鎮中寮里,931,146,927,144,911,131,-20,-15
彰化縣和美鎮中圍里,2457,374,2423,358,2396,346,-61,-28
彰化縣和美鎮糖友里,4116,603,4084,595,4032,575,-84,-28
彰化縣和美鎮塗厝里,1471,191,1461,193,1442,193,-29,2
彰化縣和美鎮地潭里,747,74,728,75,705,76,-42,2
彰化縣和美鎮湖內里,1007,102,975,101,971,100,-36,-2
彰化縣和美鎮嘉寶里,1744,253,1720,263,1701,274,-43,21
彰化縣和美鎮月眉里,2646,397,2597,391,2559,389,-87,-8
彰化縣和美鎮好修里,1383,209,1329,194,1278,187,-105,-22
彰化縣和美鎮仁愛里,2539,426,2490,433,2467,411,-72,-15
彰化縣北斗鎮光復里,1571,377,1560,373,1526,395,-45,18
彰化縣北斗鎮新政里,610,114,602,122,600,118,-10,4
彰化縣北斗鎮重慶里,450,59,430,51,413,48,-37,-11
彰化縣北斗鎮五權里,551,65,535,63,530,77,-21,12
彰化縣北斗鎮七星里,1194,147,1167,139,1144,145,-50,-2
彰化縣北斗鎮居仁里,990,166,979,165,963,175,-27,9
彰化縣北斗鎮東光里,1946,343,1922,319,1918,319,-28,-24
彰化縣北斗鎮文昌里,2685,421,2700,410,2721,416,36,-5
彰化縣北斗鎮中和里,1129,170,1120,170,1121,163,-8,-7
彰化縣北斗鎮西德里,4024,693,3949,674,3915,690,-109,-3
彰化縣北斗鎮西安里,1332,238,1366,250,1396,265,64,27
彰化縣北斗鎮中寮里,2287,364,2293,402,2275,405,-12,41
彰化縣北斗鎮大道里,1612,306,1608,293,1600,300,-12,-6
彰化縣北斗鎮新生里,1710,235,1724,234,1698,237,-12,2
彰化縣北斗鎮大新里,1512,179,1513,176,1486,181,-26,2
彰化縣溪湖鎮光平里,1022,208,1002,207,947,222,-75,14
彰化縣溪湖鎮平和里,507,88,501,84,488,78,-19,-10
彰化縣溪湖鎮太平里,1615,568,1611,591,1617,586,2,18
彰化縣溪湖鎮光華里,354,55,340,43,329,48,-25,-7
彰化縣溪湖鎮東寮里,2938,767,2941,778,2932,776,-6,9
彰化縣溪湖鎮西寮里,1882,530,1910,513,1898,516,16,-14
彰化縣溪湖鎮大突里,3128,567,3117,564,3101,524,-27,-43
彰化縣溪湖鎮北勢里,1191,180,1191,164,1217,162,26,-18
彰化縣溪湖鎮汴頭里,2751,417,2715,408,2690,389,-61,-28
彰化縣溪湖鎮大竹里,2134,302,2091,308,2034,303,-100,1
彰化縣溪湖鎮湖西里,2017,324,2030,334,1982,293,-35,-31
彰化縣溪湖鎮田中里,714,97,685,90,677,86,-37,-11
彰化縣溪湖鎮河東里,1554,186,1557,189,1548,188,-6,2
彰化縣溪湖鎮中山里,1933,348,1892,334,1870,341,-63,-7
彰化縣溪湖鎮中竹里,729,99,715,90,688,88,-41,-11
彰化縣溪湖鎮東溪里,1182,168,1160,183,1135,168,-47,0
彰化縣溪湖鎮西溪里,1614,215,1610,218,1572,213,-42,-2
彰化縣溪湖鎮湖東里,4199,905,4147,869,4047,829,-152,-76
彰化縣溪湖鎮頂庄里,542,72,532,76,522,71,-20,-1
彰化縣溪湖鎮忠覺里,1093,139,1064,126,1050,117,-43,-22
彰化縣溪湖鎮湳底里,580,63,558,59,555,64,-25,1
彰化縣溪湖鎮大庭里,1190,144,1171,133,1143,155,-47,11
彰化縣溪湖鎮媽厝里,1038,112,1017,111,1009,111,-29,-1
彰化縣溪湖鎮西勢里,1925,269,1920,264,1904,270,-21,1
彰化縣溪湖鎮番婆里,1503,259,1487,263,1462,259,-41,0
彰化縣田中鎮香山里,680,78,662,65,643,60,-37,-18
彰化縣田中鎮碧峰里,737,70,713,72,692,63,-45,-7
彰化縣田中鎮東源里,623,82,617,76,598,75,-25,-7
彰化縣田中鎮復興里,1248,140,1223,130,1194,124,-54,-16
彰化縣田中鎮平和里,1257,109,1229,119,1176,114,-81,5
彰化縣田中鎮頂潭里,1067,150,1038,133,1002,126,-65,-24
彰化縣田中鎮中潭里,1441,187,1424,175,1414,156,-27,-31
彰化縣田中鎮龍潭里,461,47,442,47,435,41,-26,-6
彰化縣田中鎮北路里,2841,519,2792,511,2758,481,-83,-38
彰化縣田中鎮西路里,2016,314,2003,318,1943,301,-73,-13
彰化縣田中鎮東路里,881,106,863,105,835,108,-46,2
彰化縣田中鎮南路里,911,163,882,144,863,143,-48,-20
彰化縣田中鎮中路里,1546,247,1520,243,1488,234,-58,-13
彰化縣田中鎮新庄里,2052,253,2031,247,2031,248,-21,-5
彰化縣田中鎮三安里,1293,122,1276,124,1238,117,-55,-5
彰化縣田中鎮大崙里,1094,107,1064,111,1037,111,-57,4
彰化縣田中鎮沙崙里,1545,245,1544,240,1544,243,-1,-2
彰化縣田中鎮新民里,3749,611,3680,597,3655,593,-94,-18
彰化縣田中鎮梅州里,1053,156,1043,150,1041,142,-12,-14
彰化縣田中鎮三民里,1321,170,1307,170,1274,146,-47,-24
彰化縣田中鎮三光里,764,90,751,97,734,93,-30,3
彰化縣田中鎮大社里,727,67,711,64,692,62,-35,-5
彰化縣二林鎮東和里,1705,225,1670,226,1655,221,-50,-4
彰化縣二林鎮南光里,2763,664,2751,634,2748,624,-15,-40
彰化縣二林鎮西平里,1210,241,1208,221,1229,219,19,-22
彰化縣二林鎮北平里,2596,434,2561,406,2526,385,-70,-49
彰化縣二林鎮中西里,1366,218,1351,219,1310,204,-56,-14
彰化縣二林鎮廣興里,1069,128,1071,143,1049,143,-20,15
彰化縣二林鎮香田里,752,125,723,110,726,108,-26,-17
彰化縣二林鎮外竹里,744,111,733,117,710,101,-34,-10
彰化縣二林鎮興華里,939,134,922,142,918,125,-21,-9
彰化縣二林鎮東興里,1370,210,1360,211,1377,225,7,15
彰化縣二林鎮後厝里,2922,485,2967,485,2948,455,26,-30
彰化縣二林鎮豐田里,2148,307,2106,309,2083,303,-65,-4
彰化縣二林鎮頂厝里,1103,129,1087,119,1071,112,-32,-17
彰化縣二林鎮趙甲里,1277,121,1244,109,1206,115,-71,-6
彰化縣二林鎮振興里,994,138,973,136,944,123,-50,-15
彰化縣二林鎮萬興里,628,82,618,81,615,92,-13,10
彰化縣二林鎮永興里,1193,164,1158,155,1139,148,-54,-16
彰化縣二林鎮西庄里,1045,96,1020,91,1016,95,-29,-1
彰化縣二林鎮梅芳里,824,72,803,71,812,66,-12,-6
彰化縣二林鎮華崙里,2957,275,2892,262,2837,268,-120,-7
彰化縣二林鎮東勢里,775,54,763,47,757,47,-18,-7
彰化縣二林鎮萬合里,882,97,863,95,854,96,-28,-1
彰化縣二林鎮大永里,710,70,707,64,693,67,-17,-3
彰化縣二林鎮原斗里,995,116,976,110,956,104,-39,-12
彰化縣二林鎮西斗里,869,95,849,87,832,76,-37,-19
彰化縣二林鎮東華里,777,59,771,62,740,49,-37,-10
彰化縣二林鎮復豐里,558,53,544,59,545,57,-13,4
彰化縣線西鄉線西村,1981,372,1950,336,1931,325,-50,-47
彰化縣線西鄉頂庄村,1057,153,1036,149,1016,160,-41,7
彰化縣線西鄉寓埔村,1990,334,2010,329,1997,321,7,-13
彰化縣線西鄉塭仔村,1091,160,1060,154,1029,148,-62,-12
彰化縣線西鄉溝內村,1028,149,1027,151,1037,152,9,3
彰化縣線西鄉下犁村,1672,211,1649,198,1619,200,-53,-11
彰化縣線西鄉頂犁村,2282,330,2243,329,2227,300,-55,-30
彰化縣線西鄉德興村,1195,141,1181,134,1179,133,-16,-8
彰化縣伸港鄉曾家村,1451,197,1458,198,1453,201,2,4
彰化縣伸港鄉蚵寮村,947,110,945,108,945,101,-2,-9
彰化縣伸港鄉埤墘村,1258,219,1353,243,1380,245,122,26
彰化縣伸港鄉溪底村,1715,266,1760,280,1773,300,58,34
彰化縣伸港鄉泉州村,1798,294,1780,289,1765,291,-33,-3
彰化縣伸港鄉泉厝村,1095,142,1095,139,1080,134,-15,-8
彰化縣伸港鄉海尾村,1613,231,1590,232,1571,236,-42,5
彰化縣伸港鄉全興村,1498,257,1493,257,1498,257,0,0
彰化縣伸港鄉定興村,2369,366,2336,350,2281,345,-88,-21
彰化縣伸港鄉新港村,4582,784,4545,794,4537,796,-45,12
彰化縣伸港鄉什股村,2028,318,2080,322,2125,344,97,26
彰化縣伸港鄉大同村,2235,477,2303,476,2366,484,131,7
彰化縣伸港鄉七嘉村,2756,508,2748,509,2704,496,-52,-12
彰化縣伸港鄉汴頭村,1921,348,1905,337,1873,339,-48,-9
彰化縣福興鄉番社村,1295,144,1271,141,1262,139,-33,-5
彰化縣福興鄉社尾村,1220,162,1220,160,1198,142,-22,-20
彰化縣福興鄉大崙村,1045,118,1032,104,1025,107,-20,-11
彰化縣福興鄉外埔村,1304,181,1321,201,1306,205,2,24
彰化縣福興鄉外中村,976,118,969,109,963,108,-13,-10
彰化縣福興鄉元中村,1080,124,1079,121,1079,109,-1,-15
彰化縣福興鄉三汴村,1186,175,1173,182,1173,201,-13,26
彰化縣福興鄉萬豐村,709,84,709,84,701,75,-8,-9
彰化縣福興鄉番婆村,2105,278,2086,276,2043,264,-62,-14
彰化縣福興鄉橋頭村,2334,195,2321,192,2306,188,-28,-7
彰化縣福興鄉秀厝村,2210,308,2244,309,2234,311,24,3
彰化縣福興鄉鎮平村,1036,142,1022,144,1008,141,-28,-1
彰化縣福興鄉三和村,876,119,862,118,843,114,-33,-5
彰化縣福興鄉麥厝村,1874,308,1823,289,1811,284,-63,-24
彰化縣福興鄉廈粘村,1639,261,1589,257,1573,242,-66,-19
彰化縣福興鄉頂粘村,1997,336,1966,305,1927,305,-70,-31
彰化縣福興鄉福寶村,1128,190,1117,172,1089,158,-39,-32
彰化縣福興鄉二港村,1100,144,1092,155,1068,143,-32,-1
彰化縣福興鄉福興村,3230,410,3180,363,3161,333,-69,-77
彰化縣福興鄉福南村,2261,328,2233,322,2207,320,-54,-8
彰化縣福興鄉同安村,2086,344,2078,330,2014,318,-72,-26
彰化縣福興鄉西勢村,1681,266,1650,240,1598,226,-83,-40
彰化縣秀水鄉秀水村,1474,244,1457,228,1415,215,-59,-29
彰化縣秀水鄉安溪村,1851,243,1829,229,1810,208,-41,-35
彰化縣秀水鄉莊雅村,2396,416,2402,436,2367,420,-29,4
彰化縣秀水鄉金興村,1594,204,1570,198,1547,197,-47,-7
彰化縣秀水鄉陝西村,1242,174,1228,167,1211,164,-31,-10
彰化縣秀水鄉安東村,3383,569,3363,562,3294,527,-89,-42
彰化縣秀水鄉鶴鳴村,2790,337,2736,337,2679,315,-111,-22
彰化縣秀水鄉馬興村,1987,227,1984,233,1943,216,-44,-11
彰化縣秀水鄉義興村,1248,142,1265,141,1278,142,30,0
彰化縣秀水鄉福安村,4173,915,4117,890,4098,914,-75,-1
彰化縣秀水鄉埔崙村,1688,420,1667,401,1646,388,-42,-32
彰化縣秀水鄉曾厝村,1495,207,1468,211,1458,218,-37,11
彰化縣秀水鄉金陵村,1473,250,1477,231,1465,238,-8,-12
彰化縣秀水鄉下崙村,1826,271,1799,254,1819,231,-7,-40
彰化縣花壇鄉花壇村,2811,484,2731,463,2679,434,-132,-50
彰化縣花壇鄉金墩村,1545,179,1519,169,1481,165,-64,-14
彰化縣花壇鄉中庄村,2028,248,1985,255,1895,241,-133,-7
彰化縣花壇鄉劉厝村,882,107,859,112,856,118,-26,11
彰化縣花壇鄉崙雅村,1209,146,1195,155,1186,168,-23,22
彰化縣花壇鄉南口村,1662,176,1641,175,1613,162,-49,-14
彰化縣花壇鄉中口村,621,56,601,50,583,42,-38,-14
彰化縣花壇鄉北口村,1553,203,1556,190,1552,197,-1,-6
彰化縣花壇鄉長沙村,4431,823,4338,751,4320,739,-111,-84
彰化縣花壇鄉文德村,2722,284,2704,289,2710,269,-12,-15
彰化縣花壇鄉白沙村,4118,422,4098,433,4005,400,-113,-22
彰化縣花壇鄉岩竹村,1141,120,1135,111,1131,112,-10,-8
彰化縣花壇鄉橋頭村,2948,536,2882,523,2848,516,-100,-20
彰化縣花壇鄉灣雅村,768,97,762,95,749,91,-19,-6
彰化縣花壇鄉灣東村,784,80,765,86,744,73,-40,-7
彰化縣花壇鄉三春村,1690,229,1680,244,1659,228,-31,-1
彰化縣花壇鄉永春村,1762,229,1734,202,1683,205,-79,-24
彰化縣花壇鄉長春村,1428,166,1419,162,1392,154,-36,-12
彰化縣芬園鄉舊社村,1444,161,1438,155,1426,158,-18,-3
彰化縣芬園鄉大埔村,1173,151,1153,143,1129,134,-44,-17
彰化縣芬園鄉竹林村,1475,217,1479,211,1462,204,-13,-13
彰化縣芬園鄉社口村,2071,265,2061,269,2043,258,-28,-7
彰化縣芬園鄉茄荖村,1965,235,1942,213,1911,204,-54,-31
彰化縣芬園鄉嘉興村,1360,145,1340,145,1337,137,-23,-8
彰化縣芬園鄉芬園村,755,134,752,131,740,124,-15,-10
彰化縣芬園鄉縣庄村,936,112,914,115,896,98,-40,-14
彰化縣芬園鄉圳墘村,498,43,488,39,486,38,-12,-5
彰化縣芬園鄉溪頭村,1406,161,1377,164,1330,164,-76,3
彰化縣芬園鄉進芬村,787,128,778,128,761,124,-26,-4
彰化縣芬園鄉同安村,967,87,941,81,914,76,-53,-11
彰化縣芬園鄉中崙村,657,81,648,77,636,76,-21,-5
彰化縣芬園鄉大竹村,790,106,780,98,762,100,-28,-6
彰化縣芬園鄉楓坑村,473,76,465,80,455,71,-18,-5
彰化縣大村鄉大村村,2878,512,2911,499,3088,571,210,59
彰化縣大村鄉茄苳村,1295,184,1276,169,1292,190,-3,6
彰化縣大村鄉南勢村,1265,150,1257,160,1289,178,24,28
彰化縣大村鄉田洋村,1013,143,1017,142,1049,150,36,7
彰化縣大村鄉新興村,934,67,918,69,958,93,24,26
彰化縣大村鄉過溝村,2628,290,2668,328,2877,383,249,93
彰化縣大村鄉美港村,2610,297,2532,289,2642,336,32,39
彰化縣大村鄉平和村,2236,289,2211,292,2248,309,12,20
彰化縣大村鄉貢旗村,1271,184,1294,183,1341,194,70,10
彰化縣大村鄉加錫村,1308,123,1295,117,1303,126,-5,3
彰化縣大村鄉村上村,1237,203,1214,186,1208,203,-29,0
彰化縣大村鄉大橋村,1665,232,1651,236,1681,251,16,19
彰化縣大村鄉大崙村,1371,150,1354,142,1366,156,-5,6
彰化縣大村鄉擺塘村,2119,261,2113,273,2202,299,83,38
彰化縣大村鄉黃厝村,2003,250,2001,241,2081,262,78,12
彰化縣大村鄉福興村,1830,245,1827,255,1878,274,48,29
彰化縣埔鹽鄉埔鹽村,1458,232,1430,223,1401,205,-57,-27
彰化縣埔鹽鄉埔南村,1332,191,1314,186,1290,185,-42,-6
彰化縣埔鹽鄉廍子村,1065,139,1065,113,1052,102,-13,-37
彰化縣埔鹽鄉出水村,785,117,763,100,749,84,-36,-33
彰化縣埔鹽鄉南港村,1435,165,1443,167,1449,161,14,-4
彰化縣埔鹽鄉打廉村,815,56,809,49,788,47,-27,-9
彰化縣埔鹽鄉豐澤村,1096,110,1082,98,1082,98,-14,-12
彰化縣埔鹽鄉崑崙村,910,110,893,115,896,112,-14,2
彰化縣埔鹽鄉角樹村,556,53,542,55,529,51,-27,-2
彰化縣埔鹽鄉瓦󿾨村,1041,141,1029,141,994,135,-47,-6
彰化縣埔鹽鄉好修村,1548,224,1533,223,1538,227,-10,3
彰化縣埔鹽鄉西湖村,1721,234,1713,210,1701,230,-20,-4
彰化縣埔鹽鄉大有村,968,151,954,151,936,153,-32,2
彰化縣埔鹽鄉新興村,344,33,347,28,365,30,21,-3
彰化縣埔鹽鄉永平村,875,110,855,113,850,97,-25,-13
彰化縣埔鹽鄉永樂村,715,109,693,99,683,101,-32,-8
彰化縣埔鹽鄉石埤村,1171,116,1166,111,1152,117,-19,1
彰化縣埔鹽鄉天盛村,705,64,692,64,682,57,-23,-7
彰化縣埔鹽鄉太平村,1235,152,1239,147,1238,137,3,-15
彰化縣埔鹽鄉新水村,1294,150,1287,145,1260,149,-34,-1
彰化縣埔鹽鄉三省村,1104,93,1104,94,1083,87,-21,-6
彰化縣埔鹽鄉南新村,1126,115,1113,115,1081,121,-45,6
彰化縣埔心鄉東門村,3230,512,3215,476,3165,446,-65,-66
彰化縣埔心鄉埔心村,1049,166,1018,156,1002,156,-47,-10
彰化縣埔心鄉義民村,1327,194,1313,190,1311,203,-16,9
彰化縣埔心鄉油車村,1095,100,1090,99,1064,100,-31,0
