cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
宜蘭縣蘇澳鎮蘇南里,301,25,294,21,277,24,-24,-1
宜蘭縣蘇澳鎮蘇東里,408,30,398,39,379,41,-29,11
宜蘭縣蘇澳鎮長安里,382,50,363,59,362,62,-20,12
宜蘭縣蘇澳鎮永光里,314,44,311,37,291,30,-23,-14
宜蘭縣蘇澳鎮永春里,426,42,407,43,394,36,-32,-6
宜蘭縣蘇澳鎮永樂里,334,52,319,42,315,39,-19,-13
宜蘭縣蘇澳鎮南安里,633,59,613,56,591,55,-42,-4
宜蘭縣蘇澳鎮南正里,649,57,633,51,593,41,-56,-16
宜蘭縣蘇澳鎮南成里,748,93,724,78,697,68,-51,-25
宜蘭縣蘇澳鎮南興里,994,99,954,86,913,80,-81,-19
宜蘭縣蘇澳鎮南寧里,737,70,699,57,668,60,-69,-10
宜蘭縣蘇澳鎮南建里,879,91,843,92,798,81,-81,-10
宜蘭縣蘇澳鎮東澳里,250,22,235,22,222,18,-28,-4
宜蘭縣蘇澳鎮南強里,483,67,484,81,468,75,-15,8
宜蘭縣蘇澳鎮朝陽里,362,32,340,31,328,25,-34,-7
宜蘭縣蘇澳鎮聖愛里,2144,282,2080,253,2043,245,-101,-37
宜蘭縣頭城鎮石城里,200,9,202,7,204,9,4,0
宜蘭縣頭城鎮大里里,497,49,481,55,475,56,-22,7
宜蘭縣頭城鎮大溪里,673,81,667,80,668,74,-5,-7
宜蘭縣頭城鎮合興里,251,24,251,27,249,29,-2,5
宜蘭縣頭城鎮更新里,1013,113,1009,104,994,101,-19,-12
宜蘭縣頭城鎮外澳里,690,70,662,76,658,76,-32,6
宜蘭縣頭城鎮港口里,526,74,521,72,509,72,-17,-2
宜蘭縣頭城鎮武營里,1253,191,1203,181,1206,171,-47,-20
宜蘭縣頭城鎮大坑里,1094,135,1067,133,1055,133,-39,-2
宜蘭縣頭城鎮城東里,493,65,475,66,470,67,-23,2
宜蘭縣頭城鎮城北里,358,57,355,60,349,61,-9,4
宜蘭縣頭城鎮城西里,378,51,365,53,347,46,-31,-5
宜蘭縣頭城鎮城南里,465,72,462,74,452,73,-13,1
宜蘭縣頭城鎮竹安里,1708,245,1670,236,1625,238,-83,-7
宜蘭縣頭城鎮新建里,1609,234,1591,233,1571,218,-38,-16
宜蘭縣頭城鎮拔雅里,1718,271,1765,267,1765,265,47,-6
宜蘭縣頭城鎮福成里,709,102,703,98,688,87,-21,-15
宜蘭縣頭城鎮金面里,1326,152,1335,155,1313,178,-13,26
宜蘭縣頭城鎮金盈里,535,64,526,59,512,66,-23,2
宜蘭縣頭城鎮頂埔里,1008,146,983,146,950,144,-58,-2
宜蘭縣頭城鎮下埔里,714,91,695,85,686,80,-28,-11
宜蘭縣頭城鎮中崙里,788,119,774,119,749,123,-39,4
宜蘭縣頭城鎮二城里,875,113,857,113,844,109,-31,-4
宜蘭縣頭城鎮龜山里,543,76,537,75,542,83,-1,7
宜蘭縣礁溪鄉白雲村,1272,163,1232,176,1209,167,-63,4
宜蘭縣礁溪鄉玉石村,1472,206,1434,191,1414,180,-58,-26
宜蘭縣礁溪鄉德陽村,3079,408,3035,424,2970,411,-109,3
宜蘭縣礁溪鄉大忠村,2023,286,1983,284,1932,266,-91,-20
宜蘭縣礁溪鄉大義村,464,71,433,71,428,75,-36,4
宜蘭縣礁溪鄉六結村,1044,169,1000,171,948,165,-96,-4
宜蘭縣礁溪鄉二龍村,913,94,893,88,885,78,-28,-16
宜蘭縣礁溪鄉時潮村,1073,130,1081,137,1074,139,1,9
宜蘭縣礁溪鄉玉田村,1651,184,1619,175,1586,171,-65,-13
宜蘭縣礁溪鄉三民村,1792,222,1780,237,1769,242,-23,20
宜蘭縣礁溪鄉林美村,902,112,886,108,858,96,-44,-16
宜蘭縣礁溪鄉白鵝村,642,77,634,67,615,61,-27,-16
宜蘭縣礁溪鄉玉光村,796,91,769,88,777,95,-19,4
宜蘭縣礁溪鄉光武村,1039,114,1047,119,1053,125,14,11
宜蘭縣礁溪鄉吳沙村,1931,280,1904,296,1898,278,-33,-2
宜蘭縣礁溪鄉龍潭村,2623,356,2595,351,2599,341,-24,-15
宜蘭縣礁溪鄉匏崙村,720,76,706,73,677,62,-43,-14
宜蘭縣礁溪鄉二結村,301,42,296,46,297,43,-4,1
宜蘭縣壯圍鄉吉祥村,2032,291,2072,306,2055,298,23,7
宜蘭縣壯圍鄉美福村,1446,115,1516,122,1504,126,58,11
宜蘭縣壯圍鄉新南村,716,71,718,63,703,67,-13,-4
宜蘭縣壯圍鄉東港村,749,68,749,66,734,65,-15,-3
宜蘭縣壯圍鄉復興村,1253,131,1224,119,1207,122,-46,-9
宜蘭縣壯圍鄉過嶺村,1152,109,1134,102,1109,90,-43,-19
宜蘭縣壯圍鄉永鎮村,620,56,605,51,601,40,-19,-16
宜蘭縣壯圍鄉忠孝村,1877,248,1867,261,1855,260,-22,12
宜蘭縣壯圍鄉古亭村,1228,132,1194,135,1200,137,-28,5
宜蘭縣壯圍鄉功勞村,973,103,938,110,947,111,-26,8
宜蘭縣壯圍鄉美城村,1767,171,1727,157,1703,158,-64,-13
宜蘭縣壯圍鄉新社村,769,58,771,58,761,62,-8,4
宜蘭縣壯圍鄉大福村,1373,121,1357,110,1304,108,-69,-13
宜蘭縣壯圍鄉古結村,849,61,857,84,883,91,34,30
宜蘭縣員山鄉員山村,4719,528,4732,536,4709,517,-10,-11
宜蘭縣員山鄉尚德村,1730,142,1680,133,1641,124,-89,-18
宜蘭縣員山鄉惠好村,1279,187,1286,181,1304,184,25,-3
宜蘭縣員山鄉七賢村,1257,148,1246,165,1231,153,-26,5
宜蘭縣員山鄉深溝村,1492,201,1513,221,1505,217,13,16
宜蘭縣員山鄉蓁巷村,920,91,933,92,927,87,7,-4
宜蘭縣員山鄉內城村,1128,168,1113,157,1086,154,-42,-14
宜蘭縣員山鄉中華村,422,44,381,46,368,42,-54,-2
宜蘭縣員山鄉永和村,1454,168,1446,168,1406,165,-48,-3
宜蘭縣員山鄉頭分村,1152,113,1127,97,1094,92,-58,-21
宜蘭縣員山鄉枕山村,1716,241,1675,232,1655,215,-61,-26
宜蘭縣員山鄉同樂村,1890,223,1873,214,1848,196,-42,-27
宜蘭縣員山鄉湖東村,684,73,676,74,665,77,-19,4
宜蘭縣員山鄉逸仙村,651,53,660,57,681,59,30,6
宜蘭縣員山鄉湖北村,739,81,727,81,702,76,-37,-5
宜蘭縣員山鄉湖西村,969,119,955,105,933,96,-36,-23
宜蘭縣冬山鄉武淵村,945,72,960,85,949,82,4,10
宜蘭縣冬山鄉珍珠村,1299,194,1299,189,1288,174,-11,-20
宜蘭縣冬山鄉補城村,939,149,917,143,896,128,-43,-21
宜蘭縣冬山鄉三奇村,687,88,677,91,679,95,-8,7
宜蘭縣冬山鄉大興村,656,88,631,79,611,74,-45,-14
宜蘭縣冬山鄉東城村,1077,180,1070,176,1067,185,-10,5
宜蘭縣冬山鄉香和村,2478,785,2477,782,2411,755,-67,-30
宜蘭縣冬山鄉南興村,2478,629,2468,626,2405,590,-73,-39
宜蘭縣冬山鄉冬山村,481,71,483,74,473,73,-8,2
宜蘭縣冬山鄉安平村,556,98,561,95,535,89,-21,-9
宜蘭縣冬山鄉太和村,1170,137,1139,142,1098,131,-72,-6
宜蘭縣冬山鄉八寶村,693,69,687,61,672,55,-21,-14
宜蘭縣冬山鄉丸山村,1149,129,1142,130,1121,130,-28,1
宜蘭縣冬山鄉中山村,352,52,334,45,313,36,-39,-16
宜蘭縣冬山鄉順安村,3890,428,3797,413,3756,415,-134,-13
宜蘭縣冬山鄉永美村,2383,252,2393,263,2390,271,7,19
宜蘭縣冬山鄉群英村,3461,402,3384,443,3302,460,-159,58
宜蘭縣冬山鄉清溝村,2922,568,2935,602,2884,617,-38,49
宜蘭縣冬山鄉鹿埔村,1910,183,1937,205,1936,235,26,52
宜蘭縣冬山鄉得安村,837,82,835,85,815,83,-22,1
宜蘭縣冬山鄉廣興村,1931,143,1915,158,1872,157,-59,14
宜蘭縣冬山鄉廣安村,1351,106,1348,104,1298,110,-53,4
宜蘭縣冬山鄉柯林村,1432,136,1389,146,1406,143,-26,7
宜蘭縣冬山鄉大進村,556,86,553,73,537,61,-19,-25
宜蘭縣五結鄉三興村,1545,196,1526,201,1522,203,-23,7
宜蘭縣五結鄉二結村,1362,125,1385,158,1387,163,25,38
宜蘭縣五結鄉鎮安村,2004,214,2026,247,2036,254,32,40
宜蘭縣五結鄉上四村,1173,77,1157,100,1109,95,-64,18
宜蘭縣五結鄉中興村,1015,70,1044,86,1034,104,19,34
宜蘭縣五結鄉四結村,1854,151,1821,172,1837,215,-17,64
宜蘭縣五結鄉福興村,1346,140,1350,165,1323,162,-23,22
宜蘭縣五結鄉五結村,2947,351,2961,399,2925,425,-22,74
宜蘭縣五結鄉大吉村,2968,381,2940,410,2969,449,1,68
宜蘭縣五結鄉協和村,2625,338,2591,353,2526,358,-99,20
宜蘭縣五結鄉孝威村,1191,131,1227,135,1251,139,60,8
宜蘭縣五結鄉錦眾村,1054,108,1036,111,1019,116,-35,8
宜蘭縣五結鄉利澤村,1571,146,1520,148,1482,148,-89,2
宜蘭縣五結鄉成興村,2517,372,2521,380,2517,400,0,28
宜蘭縣五結鄉季新村,2224,245,2195,231,2141,240,-83,-5
宜蘭縣三星鄉員山村,136,2,129,2,125,2,-11,0
宜蘭縣三星鄉天山村,329,38,318,33,313,38,-16,0
宜蘭縣三星鄉天福村,510,66,497,62,489,63,-21,-3
宜蘭縣三星鄉雙賢村,387,42,380,40,359,44,-28,2
宜蘭縣三星鄉人和村,303,35,297,29,288,29,-15,-6
宜蘭縣三星鄉義德村,875,126,848,141,810,141,-65,15
宜蘭縣三星鄉集慶村,821,93,810,97,791,87,-30,-6
宜蘭縣三星鄉月眉村,657,73,641,71,628,70,-29,-3
宜蘭縣三星鄉拱照村,996,70,1002,67,1011,63,15,-7
宜蘭縣三星鄉大隱村,3401,354,3379,339,3359,350,-42,-4
宜蘭縣三星鄉行健村,690,60,661,55,647,54,-43,-6
宜蘭縣三星鄉萬德村,455,43,440,38,431,38,-24,-5
宜蘭縣三星鄉貴林村,396,32,402,25,394,25,-2,-7
宜蘭縣三星鄉萬富村,502,38,492,34,482,38,-20,0
宜蘭縣三星鄉大義村,913,84,920,96,909,108,-4,24
宜蘭縣三星鄉尚武村,565,48,545,40,528,38,-37,-10
宜蘭縣三星鄉大洲村,1189,129,1155,134,1138,120,-51,-9
宜蘭縣三星鄉尾塹村,1120,82,1103,72,1086,68,-34,-14
宜蘭縣大同鄉寒溪村,745,175,733,168,739,165,-6,-10
宜蘭縣大同鄉崙埤村,579,107,550,119,556,125,-23,18
宜蘭縣大同鄉松羅村,608,104,604,105,592,97,-16,-7
宜蘭縣大同鄉復興村,190,25,181,21,177,19,-13,-6
宜蘭縣大同鄉英士村,285,61,266,57,268,59,-17,-2
宜蘭縣大同鄉樂水村,335,73,336,64,325,54,-10,-19
宜蘭縣大同鄉太平村,34,1,33,2,27,0,-7,-1
宜蘭縣大同鄉四季村,687,185,674,168,655,151,-32,-34
宜蘭縣大同鄉南山村,610,184,597,189,588,169,-22,-15
宜蘭縣大同鄉茂安村,176,42,172,46,170,41,-6,-1
宜蘭縣南澳鄉南澳村,1022,202,989,196,975,197,-47,-5
宜蘭縣南澳鄉碧候村,839,226,839,219,842,227,3,1
宜蘭縣南澳鄉東岳村,365,105,351,108,352,104,-13,-1
宜蘭縣南澳鄉金岳村,373,117,361,120,354,107,-19,-10
宜蘭縣南澳鄉武塔村,360,71,347,75,341,63,-19,-8
宜蘭縣南澳鄉金洋村,411,97,421,105,419,106,8,9
宜蘭縣南澳鄉澳花村,618,207,616,192,614,193,-4,-14
