cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
新竹市北區士林里,1283,209,1377,227,1444,268,161,59
新竹市北區福林里,3150,569,3112,555,3001,537,-149,-32
新竹市北區古賢里,626,121,614,106,598,104,-28,-17
新竹市北區湳雅里,2341,419,2302,396,2299,363,-42,-56
新竹市北區舊社里,5115,964,5036,907,4933,925,-182,-39
新竹市北區武陵里,3285,623,3269,613,3233,579,-52,-44
新竹市北區南寮里,4867,728,4790,709,4759,677,-108,-51
新竹市北區舊港里,472,57,451,56,435,49,-37,-8
新竹市北區康樂里,2427,307,2462,317,2468,318,41,11
新竹市北區港北里,1359,203,1456,208,1569,222,210,19
新竹市北區中寮里,3089,476,3102,459,3215,433,126,-43
新竹市北區海濱里,3384,575,3549,563,3636,563,252,-12
新竹市北區客雅里,1372,358,1337,359,1222,338,-150,-20
新竹市北區育英里,2927,964,2850,897,2776,833,-151,-131
新竹市北區曲溪里,4102,575,4074,561,4021,559,-81,-16
新竹市北區西雅里,2234,328,2182,318,2100,313,-134,-15
新竹市北區南勢里,3386,577,3406,596,3387,595,1,18
新竹市北區大鵬里,213,59,199,51,187,50,-26,-9
新竹市北區境福里,3739,859,3695,855,3611,786,-128,-73
新竹市北區磐石里,4437,1381,4389,1322,4347,1265,-90,-116
新竹市北區新雅里,3747,1155,3677,1118,3619,1047,-128,-108
新竹市北區光華里,3358,420,3307,430,3266,416,-92,-4
新竹市北區金華里,3937,682,3929,701,3861,684,-76,2
新竹市北區金竹里,5130,1112,5081,1094,4966,1062,-164,-50
新竹市北區湳中里,5774,1087,5810,1066,5746,978,-28,-109
新竹市北區金雅里,1729,312,1859,354,2298,445,569,133
新竹市北區台溪里,1313,201,1304,202,1262,192,-51,-9
新竹市北區中雅里,2587,618,2659,690,2685,698,98,80
新竹市香山區港南里,2108,292,2128,309,2136,307,28,15
新竹市香山區虎山里,4278,684,4330,651,4330,616,52,-68
新竹市香山區虎林里,1924,309,1892,304,1822,262,-102,-47
新竹市香山區浸水里,1994,375,1976,358,1946,347,-48,-28
新竹市香山區樹下里,1700,245,1662,218,1610,207,-90,-38
新竹市香山區埔前里,2638,514,2668,516,2613,518,-25,4
新竹市香山區中埔里,2350,387,2325,371,2253,340,-97,-47
新竹市香山區牛埔里,3975,558,3961,548,3940,535,-35,-23
新竹市香山區頂埔里,4328,927,4335,848,4311,750,-17,-177
新竹市香山區東香里,3518,556,3531,559,3522,509,4,-47
新竹市香山區香村里,2915,470,2972,460,2975,464,60,-6
新竹市香山區香山里,3740,696,3739,684,3731,675,-9,-21
新竹市香山區大庄里,2359,401,2394,393,2390,403,31,2
新竹市香山區美山里,913,101,885,87,874,98,-39,-3
新竹市香山區朝山里,1739,266,1736,256,1749,247,10,-19
新竹市香山區海山里,1924,296,1914,296,1877,285,-47,-11
新竹市香山區茄苳里,723,101,729,103,731,88,8,-13
新竹市香山區大湖里,723,74,700,72,689,63,-34,-11
新竹市香山區南隘里,610,130,615,134,622,122,12,-8
新竹市香山區中隘里,1501,235,1467,218,1463,203,-38,-32
新竹市香山區內湖里,3700,644,3643,630,3589,587,-111,-57
新竹市香山區鹽水里,1140,167,1135,163,1205,154,65,-13
新竹市香山區南港里,646,116,615,105,598,106,-48,-10
新竹市香山區頂福里,3686,556,3707,538,3734,520,48,-36
