cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
臺南市下營區紅甲里,1576,187,1540,185,1481,186,-95,-1
臺南市六甲區六甲里,2146,363,2113,340,2107,336,-39,-27
臺南市六甲區甲東里,2098,328,2020,298,1953,266,-145,-62
臺南市六甲區甲南里,996,145,953,145,957,147,-39,2
臺南市六甲區七甲里,1447,179,1451,173,1445,172,-2,-7
臺南市六甲區二甲里,2632,403,2563,407,2498,394,-134,-9
臺南市六甲區水林里,1608,250,1550,238,1510,227,-98,-23
臺南市六甲區中社里,1180,117,1173,119,1133,106,-47,-11
臺南市六甲區龜港里,876,105,864,102,866,106,-10,1
臺南市六甲區菁埔里,439,38,430,31,426,32,-13,-6
臺南市六甲區王爺里,510,42,486,45,472,45,-38,3
臺南市六甲區大丘里,364,17,350,15,336,15,-28,-2
臺南市官田區官田里,1572,140,1543,144,1509,135,-63,-5
臺南市官田區二鎮里,2505,315,2542,329,2513,305,8,-10
臺南市官田區大崎里,283,18,280,16,279,17,-4,-1
臺南市官田區隆田里,1477,198,1491,199,1481,181,4,-17
臺南市官田區隆本里,2803,403,2861,441,2835,433,32,30
臺南市官田區南廍里,1031,125,1021,120,1008,117,-23,-8
臺南市官田區社子里,644,79,621,83,606,76,-38,-3
臺南市官田區烏山頭里,904,55,872,68,842,62,-62,7
臺南市官田區渡拔里,1801,171,1754,167,1713,148,-88,-23
臺南市官田區東西庄里,1317,146,1298,126,1243,115,-74,-31
臺南市大內區石湖里,679,61,650,61,627,66,-52,5
臺南市大內區石林里,431,40,414,42,390,35,-41,-5
臺南市大內區石城里,1080,116,1053,115,1040,100,-40,-16
臺南市大內區內江里,599,58,580,57,556,55,-43,-3
臺南市大內區大內里,516,65,497,64,481,57,-35,-8
臺南市大內區內郭里,445,50,425,49,420,45,-25,-5
臺南市大內區頭社里,641,50,634,44,619,43,-22,-7
臺南市大內區環湖里,491,39,471,30,460,26,-31,-13
臺南市大內區二溪里,540,42,517,44,500,42,-40,0
臺南市大內區曲溪里,381,48,371,41,346,48,-35,0
臺南市佳里區東寧里,1561,241,1533,258,1470,240,-91,-1
臺南市佳里區忠仁里,2161,348,2139,353,2110,338,-51,-10
臺南市佳里區鎮山里,4411,646,4317,651,4224,646,-187,0
臺南市佳里區建南里,3239,448,3242,469,3172,494,-67,46
臺南市佳里區安西里,4662,895,4582,916,4461,919,-201,24
臺南市佳里區六安里,3176,547,3139,540,3107,517,-69,-30
臺南市佳里區佳化里,1637,182,1599,177,1582,176,-55,-6
臺南市佳里區海澄里,1685,191,1622,183,1604,178,-81,-13
臺南市佳里區民安里,1237,193,1288,208,1310,197,73,4
臺南市佳里區子龍里,1690,168,1635,151,1602,152,-88,-16
臺南市佳里區營溪里,769,52,749,52,716,52,-53,0
臺南市佳里區文新里,4443,830,4424,828,4341,792,-102,-38
臺南市佳里區佳興里,1468,142,1418,129,1430,134,-38,-8
臺南市佳里區下營里,1367,120,1335,113,1317,95,-50,-25
臺南市佳里區塭內里,1982,170,1913,179,1853,178,-129,8
臺南市佳里區南勢里,3788,701,3838,713,3801,703,13,2
臺南市學甲區仁得里,2933,361,2876,351,2816,351,-117,-10
臺南市學甲區新榮里,1859,254,1855,261,1889,268,30,14
臺南市學甲區光華里,930,100,892,83,870,69,-60,-31
臺南市學甲區宅港里,583,69,566,70,559,63,-24,-6
臺南市學甲區慈福里,1490,202,1495,210,1452,214,-38,12
臺南市學甲區秀昌里,1999,229,1981,244,1934,234,-65,5
臺南市學甲區明宜里,1468,189,1446,189,1397,186,-71,-3
臺南市學甲區豐和里,920,79,884,77,850,73,-70,-6
臺南市學甲區平和里,754,83,735,77,720,74,-34,-9
臺南市學甲區新達里,1516,186,1462,161,1424,147,-92,-39
臺南市學甲區大灣里,710,74,672,68,644,53,-66,-21
臺南市學甲區三慶里,909,106,900,96,861,84,-48,-22
臺南市學甲區中洲里,989,99,957,90,937,81,-52,-18
臺南市西港區西港里,2469,341,2423,334,2390,330,-79,-11
臺南市西港區南海里,1916,224,1846,206,1862,223,-54,-1
臺南市西港區港東里,1275,172,1307,186,1295,184,20,12
臺南市西港區檨林里,1210,129,1186,128,1165,140,-45,11
臺南市西港區後營里,1083,157,1068,148,1041,139,-42,-18
臺南市西港區營西里,1110,127,1070,121,1061,117,-49,-10
臺南市西港區金砂里,516,51,501,44,500,41,-16,-10
臺南市西港區劉厝里,993,105,972,111,997,129,4,24
臺南市西港區竹林里,1044,89,1007,88,956,88,-88,-1
臺南市西港區永樂里,1036,113,1026,99,997,98,-39,-15
臺南市西港區新復里,639,73,627,73,626,68,-13,-5
臺南市西港區慶安里,3371,533,3347,533,3257,490,-114,-43
臺南市七股區後港里,713,57,686,47,664,49,-49,-8
臺南市七股區大潭里,442,29,426,29,401,25,-41,-4
臺南市七股區篤加里,626,104,608,103,591,94,-35,-10
臺南市七股區頂山里,549,28,529,30,544,32,-5,4
臺南市七股區西寮里,344,16,335,16,319,18,-25,2
臺南市七股區塩埕里,310,20,283,19,277,20,-33,0
臺南市七股區龍山里,1123,143,1103,136,1087,140,-36,-3
臺南市七股區溪南里,242,32,233,34,237,38,-5,6
臺南市七股區七股里,673,97,652,94,623,82,-50,-15
臺南市七股區玉成里,551,110,543,113,537,102,-14,-8
臺南市七股區大埕里,1991,429,1950,391,1912,363,-79,-66
臺南市七股區樹林里,1464,217,1433,197,1425,185,-39,-32
臺南市七股區中寮里,436,49,425,43,420,41,-16,-8
臺南市七股區竹橋里,882,104,850,96,824,87,-58,-17
臺南市七股區義合里,1468,112,1443,109,1416,113,-52,1
臺南市七股區永吉里,781,76,762,69,765,68,-16,-8
臺南市七股區三股里,977,85,957,75,936,71,-41,-14
臺南市七股區十份里,1056,85,1040,92,1037,81,-19,-4
臺南市將軍區長榮里,860,96,835,92,844,97,-16,1
臺南市將軍區玉山里,590,40,570,40,549,34,-41,-6
臺南市將軍區廣山里,432,25,418,22,414,19,-18,-6
臺南市將軍區長沙里,1011,109,991,95,969,80,-42,-29
臺南市將軍區平沙里,906,75,874,66,879,64,-27,-11
臺南市將軍區鯤鯓里,1384,134,1352,123,1328,109,-56,-25
臺南市將軍區鯤溟里,695,41,683,36,665,34,-30,-7
臺南市將軍區巷埔里,783,89,762,83,735,76,-48,-13
臺南市將軍區西甲里,1764,183,1722,183,1671,187,-93,4
臺南市將軍區忠嘉里,1787,199,1735,196,1689,185,-98,-14
臺南市將軍區苓仔寮里,1396,131,1360,121,1335,122,-61,-9
臺南市將軍區將軍里,1146,100,1095,91,1014,90,-132,-10
臺南市北門區保吉里,1034,136,1008,136,986,125,-48,-11
臺南市北門區雙春里,325,29,304,26,291,23,-34,-6
臺南市北門區北門里,641,48,619,44,590,41,-51,-7
臺南市北門區錦湖里,696,60,683,57,669,62,-27,2
臺南市北門區三光里,954,111,935,107,914,95,-40,-16
臺南市北門區玉港里,515,32,493,31,473,28,-42,-4
臺南市北門區慈安里,596,56,581,45,575,37,-21,-19
臺南市北門區永隆里,638,45,630,42,611,47,-27,2
臺南市北門區蚵寮里,1161,111,1109,99,1053,97,-108,-14
臺南市北門區文山里,865,82,829,76,791,72,-74,-10
臺南市新化區武安里,2317,299,2247,291,2176,266,-141,-33
臺南市新化區東榮里,2977,439,2950,437,2929,428,-48,-11
臺南市新化區護國里,1944,272,1881,259,1852,236,-92,-36
臺南市新化區太平里,3497,543,3421,530,3392,526,-105,-17
臺南市新化區協興里,2521,400,2491,375,2420,362,-101,-38
臺南市新化區唪口里,1767,260,1774,268,1713,246,-54,-14
臺南市新化區北勢里,1212,152,1216,158,1222,157,10,5
臺南市新化區豐榮里,2623,466,2578,449,2553,432,-70,-34
臺南市新化區全興里,2358,321,2339,303,2285,298,-73,-23
臺南市新化區崙頂里,1574,218,1607,217,1606,218,32,0
臺南市新化區知義里,1639,180,1597,170,1558,158,-81,-22
臺南市新化區山脚里,1112,158,1090,146,1293,166,181,8
臺南市新化區大坑里,296,25,281,24,265,20,-31,-5
臺南市新化區𦰡拔里,1652,248,1618,240,1576,227,-76,-21
臺南市新化區羊林里,701,101,693,101,681,95,-20,-6
臺南市新化區礁坑里,690,66,674,67,645,59,-45,-7
臺南市善化區東關里,880,251,867,262,879,254,-1,3
臺南市善化區坐駕里,3197,958,3175,919,3122,895,-75,-63
臺南市善化區光文里,4255,1028,4260,982,4277,967,22,-61
臺南市善化區文昌里,2109,514,2045,519,2054,511,-55,-3
臺南市善化區南關里,1458,311,1439,310,1448,305,-10,-6
臺南市善化區文正里,1280,242,1265,245,1267,245,-13,3
臺南市善化區胡家里,857,99,867,98,865,85,8,-14
臺南市善化區胡厝里,1456,214,1583,249,1567,268,111,54
臺南市善化區什乃里,1028,153,1021,143,1010,139,-18,-14
臺南市善化區溪美里,1437,188,1431,185,1455,197,18,9
臺南市善化區六分里,501,60,479,55,453,54,-48,-6
臺南市善化區六德里,775,104,759,101,729,97,-46,-7
臺南市善化區田寮里,1261,148,1206,145,1194,140,-67,-8
臺南市善化區牛庄里,1241,135,1274,138,1240,124,-1,-11
臺南市善化區嘉北里,1169,155,1179,157,1155,154,-14,-1
臺南市善化區嘉南里,817,107,811,109,780,108,-37,1
臺南市善化區小新里,3651,752,3710,765,3711,766,60,14
臺南市善化區頂街里,841,138,815,140,813,141,-28,3
臺南市善化區昌隆里,1459,168,1442,162,1406,154,-53,-14
臺南市善化區蓮潭里,2340,973,2752,1146,3199,1406,859,433
臺南市新市區新市里,2313,383,2227,365,2232,347,-81,-36
臺南市新市區新和里,4977,1046,5082,1082,5126,1094,149,48
臺南市新市區社內里,2101,406,2176,417,2225,432,124,26
臺南市新市區大洲里,511,73,504,76,511,77,0,4
臺南市新市區豐華里,742,132,716,130,693,130,-49,-2
臺南市新市區三舍里,1375,470,1352,458,1359,463,-16,-7
臺南市新市區大營里,2724,494,2732,465,2772,494,48,0
臺南市新市區大社里,3706,530,3688,537,3684,532,-22,2
臺南市新市區潭頂里,1389,172,1393,166,1384,155,-5,-17
臺南市新市區港墘里,2761,507,2676,508,2642,491,-119,-16
臺南市新市區永就里,2502,489,2495,482,2481,478,-21,-11
臺南市安定區蘇林里,1570,190,1493,186,1455,182,-115,-8
臺南市安定區蘇厝里,1604,225,1605,208,1575,216,-29,-9
臺南市安定區安定里,1058,121,1030,120,1018,118,-40,-3
臺南市安定區安加里,1642,218,1607,209,1607,243,-35,25
臺南市安定區港尾里,1139,185,1117,167,1089,163,-50,-22
臺南市安定區中榮里,1501,315,1477,309,1478,304,-23,-11
臺南市安定區港口里,2451,392,2407,384,2368,375,-83,-17
臺南市安定區港南里,2148,324,2190,331,2184,338,36,14
臺南市安定區中沙里,535,63,523,63,508,64,-27,1
臺南市安定區新吉里,2035,251,2003,257,1972,238,-63,-13
臺南市安定區海寮里,2000,241,1989,239,1982,245,-18,4
臺南市安定區文科里,1216,153,1223,148,1215,156,-1,3
臺南市安定區嘉同里,1923,217,1889,229,1880,228,-43,11
臺南市山上區明和里,1222,134,1210,135,1174,130,-48,-4
臺南市山上區南洲里,1076,120,1045,106,1040,114,-36,-6
臺南市山上區山上里,750,109,725,96,715,101,-35,-8
臺南市山上區新莊里,793,65,757,67,726,65,-67,0
臺南市山上區玉峯里,353,26,347,29,352,31,-1,5
臺南市山上區平陽里,254,20,244,19,224,16,-30,-4
臺南市山上區豐德里,306,40,297,34,287,36,-19,-4
臺南市玉井區玉井里,862,99,825,91,808,95,-54,-4
臺南市玉井區玉田里,2629,341,2576,346,2516,350,-113,9
臺南市玉井區中正里,842,92,810,92,803,82,-39,-10
臺南市玉井區竹圍里,1034,125,1015,131,974,130,-60,5
臺南市玉井區沙田里,332,37,311,33,299,37,-33,0
臺南市玉井區三埔里,346,35,337,33,321,32,-25,-3
臺南市玉井區三和里,513,51,492,44,475,43,-38,-8
臺南市玉井區望明里,1018,128,995,115,978,111,-40,-17
臺南市玉井區層林里,416,43,393,41,363,35,-53,-8
臺南市玉井區豐里里,683,64,662,58,637,49,-46,-15
臺南市楠西區楠西里,1307,127,1267,135,1240,123,-67,-4
臺南市楠西區灣丘里,778,90,734,83,714,81,-64,-9
臺南市楠西區密枝里,472,28,454,28,439,26,-33,-2
臺南市楠西區照興里,690,77,665,75,648,65,-42,-12
臺南市楠西區鹿田里,611,72,593,61,570,52,-41,-20
臺南市楠西區龜丹里,462,38,433,38,414,38,-48,0
臺南市楠西區東勢里,1586,196,1554,182,1518,173,-68,-23
臺南市南化區南化里,922,112,898,116,858,108,-64,-4
臺南市南化區小崙里,559,62,543,61,524,51,-35,-11
臺南市南化區中坑里,261,23,249,22,238,18,-23,-5
臺南市南化區北平里,351,32,340,31,336,32,-15,0
臺南市南化區東和里,417,45,403,40,392,36,-25,-9
臺南市南化區西埔里,518,46,501,42,473,43,-45,-3
臺南市南化區北寮里,794,93,763,82,735,64,-59,-29
臺南市南化區玉山里,764,99,743,102,714,92,-50,-7
臺南市南化區關山里,777,135,770,139,757,134,-20,-1
臺南市左鎮區光和里,226,16,215,19,197,12,-29,-4
臺南市左鎮區榮和里,424,31,409,26,404,24,-20,-7
臺南市左鎮區左鎮里,299,34,287,38,280,34,-19,0
臺南市左鎮區中正里,438,50,433,47,417,35,-21,-15
臺南市左鎮區睦光里,223,31,215,24,212,23,-11,-8
臺南市左鎮區內庄里,232,17,227,17,215,12,-17,-5
臺南市左鎮區澄山里,332,24,334,20,311,24,-21,0
臺南市左鎮區岡林里,256,13,241,12,239,12,-17,-1
臺南市左鎮區草山里,202,15,198,15,187,9,-15,-6
臺南市左鎮區二寮里,129,11,118,10,112,4,-17,-7
臺南市仁德區太子里,4330,628,4224,638,4201,634,-129,6
臺南市仁德區土庫里,2124,314,2084,308,2068,314,-56,0
臺南市仁德區一甲里,2135,300,2063,292,2023,275,-112,-25
臺南市仁德區仁德里,6178,1237,6201,1245,6196,1207,18,-30
臺南市仁德區仁義里,7256,1082,7147,1051,7097,1002,-159,-80
臺南市仁德區新田里,2794,361,2768,347,2755,352,-39,-9
臺南市仁德區後壁里,7667,1128,7699,1139,7612,1139,-55,11
臺南市仁德區上崙里,4954,852,4960,847,4919,816,-35,-36
臺南市仁德區保安里,2137,312,2094,308,2053,294,-84,-18
臺南市仁德區成功里,3536,483,3531,488,3516,471,-20,-12
臺南市仁德區仁和里,942,113,968,123,976,110,34,-3
臺南市仁德區仁愛里,917,119,911,127,907,139,-10,20
臺南市仁德區二行里,1622,213,1589,197,1564,193,-58,-20
臺南市仁德區大甲里,1641,260,1627,257,1594,257,-47,-3
臺南市仁德區中洲里,1968,261,1919,276,1861,248,-107,-13
臺南市仁德區文賢里,1730,192,1678,174,1658,156,-72,-36
臺南市歸仁區南保里,4886,844,4822,803,4684,731,-202,-113
臺南市歸仁區六甲里,3072,352,3022,355,3001,361,-71,9
臺南市歸仁區歸仁里,1850,271,1838,250,1806,250,-44,-21
臺南市歸仁區後市里,2545,423,2509,408,2440,416,-105,-7
臺南市歸仁區辜厝里,2693,400,2609,388,2528,360,-165,-40
臺南市歸仁區許厝里,2625,452,2539,420,2517,404,-108,-48
臺南市歸仁區看西里,1771,421,1778,434,1761,403,-10,-18
臺南市歸仁區看東里,1451,268,1432,283,1417,282,-34,14
臺南市歸仁區崙頂里,2493,555,2504,562,2489,559,-4,4
臺南市歸仁區沙崙里,531,78,541,87,537,100,6,22
臺南市歸仁區大潭里,1415,204,1428,241,1406,265,-9,61
臺南市歸仁區武東里,1595,228,1491,234,1473,249,-122,21
臺南市歸仁區八甲里,2112,283,2089,281,2147,280,35,-3
臺南市歸仁區七甲里,2723,386,2676,372,2713,366,-10,-20
臺南市歸仁區媽廟里,1509,205,1460,198,1424,187,-85,-18
臺南市歸仁區西埔里,1394,173,1334,178,1290,167,-104,-6
臺南市歸仁區大廟里,2404,283,2437,299,2409,295,5,12
臺南市歸仁區南興里,3605,691,3617,675,3553,661,-52,-30
臺南市歸仁區新厝里,1952,359,1906,336,1868,337,-84,-22
臺南市歸仁區歸南里,1790,238,1753,247,1693,242,-97,4
臺南市歸仁區文化里,2530,508,2493,484,2403,465,-127,-43
臺南市關廟區關廟里,1636,244,1639,238,1665,258,29,14
臺南市關廟區山西里,1548,184,1547,185,1505,182,-43,-2
臺南市關廟區香洋里,2362,264,2304,249,2211,241,-151,-23
臺南市關廟區北勢里,1794,268,1804,270,1791,265,-3,-3
臺南市關廟區新埔里,800,120,801,118,780,119,-20,-1
臺南市關廟區新光里,475,46,453,42,436,36,-39,-10
臺南市關廟區五甲里,2517,318,2467,308,2454,308,-63,-10
臺南市關廟區東勢里,2483,307,2423,297,2384,288,-99,-19
臺南市關廟區松腳里,1396,166,1449,180,1405,178,9,12
臺南市關廟區深坑里,1136,131,1094,112,1033,110,-103,-21
臺南市關廟區布袋里,904,121,876,123,832,109,-72,-12
臺南市關廟區埤頭里,1468,171,1470,166,1472,165,4,-6
臺南市關廟區下湖里,355,37,335,31,324,30,-31,-7
臺南市關廟區花園里,2560,368,2492,357,2455,343,-105,-25
臺南市關廟區南雄里,1101,119,1070,127,1028,105,-73,-14
臺南市龍崎區崎頂里,708,73,667,58,626,46,-82,-27
臺南市龍崎區土崎里,421,31,405,28,387,29,-34,-2
臺南市龍崎區中坑里,81,0,78,0,79,0,-2,0
臺南市龍崎區楠坑里,245,24,245,22,233,23,-12,-1
臺南市龍崎區牛埔里,220,14,201,13,186,10,-34,-4
臺南市龍崎區大坪里,199,8,176,7,159,8,-40,0
臺南市龍崎區龍船里,256,17,249,14,237,13,-19,-4
臺南市龍崎區石𥕢里,292,20,275,17,267,13,-25,-7
臺南市永康區五王里,4677,659,4603,650,4495,603,-182,-56
臺南市永康區網寮里,6042,1054,6037,1007,5969,950,-73,-104
臺南市永康區永康里,7429,1304,7381,1253,7222,1149,-207,-155
臺南市永康區埔園里,6329,1531,6285,1499,6227,1437,-102,-94
臺南市永康區大橋里,4816,704,4705,774,4544,785,-272,81
臺南市永康區王行里,2064,350,2038,349,1999,327,-65,-23
臺南市永康區烏竹里,2363,485,2363,473,2392,459,29,-26
臺南市永康區蔦松里,1560,214,1527,219,1493,222,-67,8
臺南市永康區三民里,1158,174,1171,156,1184,175,26,1
臺南市永康區塩行里,3945,632,3869,630,3788,637,-157,5
臺南市永康區甲頂里,1769,269,1682,261,1648,263,-121,-6
臺南市永康區大灣里,2689,500,2708,502,2656,494,-33,-6
臺南市永康區東灣里,2785,498,2687,476,2608,450,-177,-48
臺南市永康區西灣里,6203,967,6073,950,5970,911,-233,-56
臺南市永康區南灣里,3048,460,3031,460,2973,440,-75,-20
臺南市永康區崑山里,4808,717,4751,678,4636,647,-172,-70
臺南市永康區北灣里,3470,727,3388,690,3349,698,-121,-29
臺南市永康區新樹里,1663,289,1674,294,1671,276,8,-13
臺南市永康區復興里,1513,153,1463,139,1425,133,-88,-20
臺南市永康區復國里,7269,949,7188,983,7020,951,-249,2
臺南市永康區建國里,1415,174,1473,180,1469,185,54,11
臺南市永康區神洲里,911,102,883,104,978,126,67,24
臺南市永康區西勢里,5286,975,5266,976,5222,931,-64,-44
臺南市永康區成功里,1638,186,1625,184,1599,161,-39,-25
臺南市永康區中興里,2700,332,2587,324,2516,309,-184,-23
臺南市永康區勝利里,6370,844,6263,829,6171,754,-199,-90
