cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
苗栗縣頭份市民權里,1652,273,1707,304,1777,330,125,57
苗栗縣頭份市民生里,1882,345,1884,356,1878,341,-4,-4
苗栗縣頭份市建國里,2895,775,2826,714,2772,709,-123,-66
苗栗縣頭份市成功里,3166,734,3123,686,3014,666,-152,-68
苗栗縣頭份市自強里,1599,304,1570,286,1528,264,-71,-40
苗栗縣頭份市合興里,2290,475,2288,456,2259,402,-31,-73
苗栗縣頭份市文化里,3058,760,3042,743,3093,746,35,-14
苗栗縣頭份市中興里,2437,678,2538,739,2585,733,148,55
苗栗縣苑裡鎮苑東里,1861,265,1793,249,1759,250,-102,-15
苗栗縣苑裡鎮苑南里,1123,167,1055,163,1018,168,-105,1
苗栗縣苑裡鎮苑北里,657,76,653,72,625,76,-32,0
苗栗縣苑裡鎮西平里,1305,156,1329,166,1317,167,12,11
苗栗縣苑裡鎮苑港里,963,149,942,150,921,136,-42,-13
苗栗縣苑裡鎮西勢里,1605,198,1596,189,1560,188,-45,-10
苗栗縣苑裡鎮海岸里,847,78,840,79,821,68,-26,-10
苗栗縣苑裡鎮房裡里,1767,250,1727,246,1674,227,-93,-23
苗栗縣苑裡鎮客庄里,3105,551,3090,561,3114,544,9,-7
苗栗縣苑裡鎮中正里,1738,216,1701,222,1663,203,-75,-13
苗栗縣苑裡鎮苑坑里,677,82,673,88,672,83,-5,1
苗栗縣苑裡鎮水坡里,475,47,465,48,458,48,-17,1
苗栗縣苑裡鎮新復里,1088,99,1071,91,1078,82,-10,-17
苗栗縣苑裡鎮山脚里,1021,111,996,115,967,104,-54,-7
苗栗縣苑裡鎮舊社里,1449,153,1432,141,1401,158,-48,5
苗栗縣苑裡鎮福田里,938,109,944,114,920,116,-18,7
苗栗縣苑裡鎮石鎮里,407,27,387,32,375,30,-32,3
苗栗縣苑裡鎮蕉埔里,541,81,520,71,535,73,-6,-8
苗栗縣苑裡鎮社苓里,1924,237,1914,218,1946,218,22,-19
苗栗縣苑裡鎮泰田里,1299,154,1297,146,1268,143,-31,-11
苗栗縣苑裡鎮上舘里,1258,133,1225,119,1186,109,-72,-24
苗栗縣苑裡鎮玉田里,1447,161,1438,167,1416,153,-31,-8
苗栗縣苑裡鎮南勢里,524,47,515,38,486,40,-38,-7
苗栗縣苑裡鎮山柑里,1160,157,1149,153,1146,142,-14,-15
苗栗縣苑裡鎮田心里,1598,182,1577,196,1577,182,-21,0
苗栗縣通霄鎮通東里,779,91,773,84,736,78,-43,-13
苗栗縣通霄鎮通西里,1376,172,1369,175,1332,158,-44,-14
苗栗縣通霄鎮平元里,1439,213,1401,210,1372,206,-67,-7
苗栗縣通霄鎮梅南里,1152,120,1157,124,1118,120,-34,0
苗栗縣通霄鎮圳頭里,488,57,478,55,467,44,-21,-13
苗栗縣通霄鎮通南里,2085,287,2023,273,1978,269,-107,-18
苗栗縣通霄鎮城北里,467,49,449,43,441,45,-26,-4
苗栗縣通霄鎮城南里,631,49,610,45,593,45,-38,-4
苗栗縣通霄鎮南和里,517,48,503,42,488,46,-29,-2
苗栗縣通霄鎮福興里,445,36,426,29,406,27,-39,-9
苗栗縣通霄鎮坪頂里,905,69,885,59,876,62,-29,-7
苗栗縣通霄鎮五南里,980,113,987,109,979,116,-1,3
苗栗縣通霄鎮五北里,1070,145,1061,140,1048,128,-22,-17
苗栗縣通霄鎮內湖里,1411,176,1399,158,1338,140,-73,-36
苗栗縣通霄鎮楓樹里,281,26,270,34,246,22,-35,-4
苗栗縣通霄鎮烏眉里,623,90,606,76,582,69,-41,-21
苗栗縣通霄鎮福龍里,245,15,241,13,232,15,-13,0
苗栗縣通霄鎮福源里,624,87,603,79,593,71,-31,-16
苗栗縣通霄鎮通灣里,1752,194,1713,192,1640,189,-112,-5
苗栗縣通霄鎮新埔里,793,134,775,139,751,123,-42,-11
苗栗縣通霄鎮內島里,584,63,559,63,537,63,-47,0
苗栗縣通霄鎮白東里,1131,127,1123,120,1101,117,-30,-10
苗栗縣通霄鎮白西里,535,47,525,43,508,42,-27,-5
苗栗縣通霄鎮平安里,1599,227,1566,225,1555,209,-44,-18
苗栗縣竹南鎮竹南里,1449,231,1416,216,1384,203,-65,-28
苗栗縣竹南鎮照南里,2676,872,2697,884,2707,887,31,15
苗栗縣竹南鎮正南里,2223,416,2206,394,2167,359,-56,-57
苗栗縣竹南鎮新南里,3859,1013,3913,970,3939,989,80,-24
苗栗縣竹南鎮大厝里,4426,1013,4395,1014,4332,980,-94,-33
苗栗縣竹南鎮營盤里,2856,631,2872,621,2851,582,-5,-49
苗栗縣竹南鎮聖福里,2873,966,2840,970,2848,985,-25,19
苗栗縣竹南鎮竹興里,2686,434,2662,422,2656,390,-30,-44
苗栗縣竹南鎮龍鳳里,1723,316,1676,324,1626,316,-97,0
苗栗縣竹南鎮山佳里,4190,1033,4202,1008,4270,1013,80,-20
苗栗縣竹南鎮中港里,856,165,833,155,842,155,-14,-10
苗栗縣竹南鎮中華里,2357,417,2295,396,2260,396,-97,-21
苗栗縣竹南鎮中英里,1188,175,1193,154,1199,156,11,-19
苗栗縣竹南鎮中美里,1663,247,1620,223,1559,220,-104,-27
苗栗縣竹南鎮開元里,917,158,983,188,1062,192,145,34
苗栗縣竹南鎮海口里,3571,675,3613,651,3646,613,75,-62
苗栗縣竹南鎮港墘里,1783,334,1827,333,1824,320,41,-14
苗栗縣竹南鎮公舘里,906,144,865,143,846,136,-60,-8
苗栗縣竹南鎮大埔里,3505,502,3628,488,3820,517,315,15
苗栗縣竹南鎮頂埔里,1656,210,1595,196,1528,180,-128,-30
苗栗縣竹南鎮崎頂里,3175,385,3139,366,3106,350,-69,-35
苗栗縣竹南鎮公義里,831,93,818,88,796,80,-35,-13
苗栗縣竹南鎮佳興里,2630,950,2705,993,2708,1029,78,79
苗栗縣竹南鎮天文里,1884,558,1897,595,1894,612,10,54
苗栗縣竹南鎮龍山里,2014,422,2000,405,2041,387,27,-35
苗栗縣後龍鎮南龍里,1174,201,1136,185,1103,182,-71,-19
苗栗縣後龍鎮中龍里,559,100,553,95,534,94,-25,-6
苗栗縣後龍鎮北龍里,989,190,951,181,910,158,-79,-32
苗栗縣後龍鎮大庄里,3535,654,3491,643,3453,643,-82,-11
苗栗縣後龍鎮溪洲里,1841,256,1790,227,1733,205,-108,-51
苗栗縣後龍鎮豐富里,901,146,906,138,894,134,-7,-12
苗栗縣後龍鎮校椅里,761,156,755,143,768,142,7,-14
苗栗縣後龍鎮埔頂里,2237,373,2237,339,2192,311,-45,-62
苗栗縣後龍鎮新民里,1058,158,1029,141,995,135,-63,-23
苗栗縣後龍鎮復興里,513,59,497,55,480,53,-33,-6
苗栗縣後龍鎮東明里,1149,144,1118,131,1110,123,-39,-21
苗栗縣後龍鎮大山里,1113,122,1097,115,1062,105,-51,-17
苗栗縣後龍鎮灣寶里,974,101,960,98,946,99,-28,-2
苗栗縣後龍鎮海寶里,732,89,737,84,716,79,-16,-10
苗栗縣後龍鎮外埔里,728,82,706,76,689,72,-39,-10
苗栗縣後龍鎮海埔里,677,90,669,79,660,81,-17,-9
苗栗縣後龍鎮秀水里,530,50,511,39,488,35,-42,-15
苗栗縣後龍鎮水尾里,758,86,738,79,743,83,-15,-3
苗栗縣後龍鎮龍津里,461,56,460,55,452,55,-9,-1
苗栗縣後龍鎮龍坑里,916,91,904,101,906,93,-10,2
苗栗縣後龍鎮福寧里,514,60,506,60,501,60,-13,0
苗栗縣後龍鎮中和里,705,94,683,75,654,65,-51,-29
苗栗縣後龍鎮南港里,916,74,886,71,854,66,-62,-8
苗栗縣卓蘭鎮中街里,496,54,475,48,445,44,-51,-10
苗栗縣卓蘭鎮新厝里,1053,127,1042,141,1007,136,-46,9
苗栗縣卓蘭鎮上新里,1529,188,1471,185,1408,190,-121,2
苗栗縣卓蘭鎮豐田里,716,66,692,69,660,64,-56,-2
苗栗縣卓蘭鎮西坪里,563,52,566,52,544,51,-19,-1
苗栗縣卓蘭鎮景山里,750,113,735,107,724,101,-26,-12
苗栗縣卓蘭鎮老庄里,1321,157,1271,151,1240,133,-81,-24
苗栗縣卓蘭鎮新榮里,756,94,751,98,725,95,-31,1
苗栗縣卓蘭鎮內灣里,1610,179,1556,174,1501,155,-109,-24
苗栗縣卓蘭鎮苗豐里,510,34,493,37,475,32,-35,-2
苗栗縣卓蘭鎮坪林里,1317,171,1301,171,1286,170,-31,-1
苗栗縣大湖鄉大湖村,1172,166,1137,161,1098,141,-74,-25
苗栗縣大湖鄉明湖村,391,55,374,48,362,45,-29,-10
苗栗縣大湖鄉靜湖村,1352,191,1334,176,1282,161,-70,-30
苗栗縣大湖鄉富興村,1005,118,970,114,937,109,-68,-9
苗栗縣大湖鄉大南村,390,25,380,22,354,18,-36,-7
苗栗縣大湖鄉大寮村,899,107,861,98,807,89,-92,-18
苗栗縣大湖鄉南湖村,431,59,410,57,395,51,-36,-8
苗栗縣大湖鄉義和村,1104,153,1097,142,1055,121,-49,-32
苗栗縣大湖鄉東興村,527,55,518,59,515,56,-12,1
苗栗縣大湖鄉武榮村,364,24,353,23,333,22,-31,-2
苗栗縣大湖鄉栗林村,749,72,729,70,712,81,-37,9
苗栗縣大湖鄉新開村,761,92,728,89,712,96,-49,4
苗栗縣公館鄉館中村,1180,216,1132,220,1099,223,-81,7
苗栗縣公館鄉館東村,1785,408,1741,379,1711,354,-74,-54
苗栗縣公館鄉館南村,2783,544,2748,516,2727,514,-56,-30
苗栗縣公館鄉大坑村,671,76,638,70,611,72,-60,-4
苗栗縣公館鄉中義村,1796,223,1759,202,1732,209,-64,-14
苗栗縣公館鄉玉泉村,1878,298,1849,277,1802,287,-76,-11
苗栗縣公館鄉石墻村,1143,171,1088,163,1050,149,-93,-22
苗栗縣公館鄉福基村,770,117,744,108,716,95,-54,-22
苗栗縣公館鄉福星村,1655,243,1628,242,1606,222,-49,-21
苗栗縣公館鄉開礦村,187,8,176,5,173,11,-14,3
苗栗縣公館鄉福德村,247,13,230,13,221,10,-26,-3
苗栗縣公館鄉五谷村,1792,221,1762,200,1738,193,-54,-28
苗栗縣公館鄉玉谷村,1175,136,1174,134,1150,124,-25,-12
苗栗縣公館鄉鶴岡村,1263,148,1247,144,1216,137,-47,-11
苗栗縣公館鄉鶴山村,1093,179,1059,176,1026,151,-67,-28
苗栗縣公館鄉仁安村,976,100,950,98,907,95,-69,-5
苗栗縣公館鄉尖山村,1084,123,1036,114,1009,113,-75,-10
苗栗縣公館鄉南河村,138,12,133,16,134,14,-4,2
苗栗縣公館鄉北河村,218,25,212,22,211,23,-7,-2
苗栗縣銅鑼鄉福興村,750,113,700,97,680,90,-70,-23
苗栗縣銅鑼鄉銅鑼村,3408,540,3381,538,3253,506,-155,-34
苗栗縣銅鑼鄉朝陽村,1243,176,1200,162,1167,144,-76,-32
苗栗縣銅鑼鄉樟樹村,967,125,963,107,926,102,-41,-23
苗栗縣銅鑼鄉九湖村,905,124,883,115,859,103,-46,-21
苗栗縣銅鑼鄉竹森村,780,100,748,98,697,92,-83,-8
苗栗縣銅鑼鄉中平村,2506,271,2462,269,2396,251,-110,-20
苗栗縣銅鑼鄉興隆村,348,47,336,51,311,47,-37,0
苗栗縣銅鑼鄉盛隆村,267,27,256,27,247,32,-20,5
苗栗縣銅鑼鄉新隆村,373,48,359,42,352,37,-21,-11
苗栗縣南庄鄉東村,786,87,777,85,741,76,-45,-11
苗栗縣南庄鄉西村,463,58,446,47,427,43,-36,-15
苗栗縣南庄鄉南江村,1032,184,1015,180,981,163,-51,-21
苗栗縣南庄鄉田美村,567,61,537,55,504,53,-63,-8
苗栗縣南庄鄉獅山村,552,55,533,43,507,41,-45,-14
苗栗縣南庄鄉南富村,787,72,781,73,738,60,-49,-12
苗栗縣南庄鄉員林村,745,72,724,73,703,62,-42,-10
苗栗縣南庄鄉蓬萊村,656,77,651,69,626,64,-30,-13
苗栗縣南庄鄉東河村,774,109,740,99,722,98,-52,-11
苗栗縣頭屋鄉頭屋村,1838,251,1808,245,1758,225,-80,-26
苗栗縣頭屋鄉象山村,1379,156,1363,147,1316,137,-63,-19
苗栗縣頭屋鄉北坑村,554,73,530,69,515,61,-39,-12
苗栗縣頭屋鄉獅潭村,1291,168,1259,154,1211,130,-80,-38
苗栗縣頭屋鄉曲洞村,647,72,621,69,591,56,-56,-16
苗栗縣頭屋鄉飛鳳村,236,21,239,19,239,18,3,-3
苗栗縣頭屋鄉明德村,697,53,679,48,653,35,-44,-18
苗栗縣頭屋鄉鳴鳳村,203,9,189,7,182,5,-21,-4
苗栗縣三義鄉廣盛村,3137,468,3074,432,2967,419,-170,-49
苗栗縣三義鄉双湖村,1381,200,1373,182,1338,171,-43,-29
苗栗縣三義鄉双潭村,1001,133,976,131,938,125,-63,-8
苗栗縣三義鄉勝興村,2713,449,2647,452,2557,421,-156,-28
苗栗縣三義鄉西湖村,1098,164,1052,146,1045,140,-53,-24
苗栗縣三義鄉龍騰村,297,33,284,32,282,27,-15,-6
苗栗縣三義鄉鯉魚潭村,976,67,951,69,913,65,-63,-2
苗栗縣西湖鄉高埔村,426,41,418,35,411,30,-15,-11
苗栗縣西湖鄉下埔村,383,26,382,19,366,16,-17,-10
苗栗縣西湖鄉五湖村,550,43,537,39,507,29,-43,-14
苗栗縣西湖鄉四湖村,451,41,440,39,434,36,-17,-5
苗栗縣西湖鄉金獅村,368,24,354,25,330,22,-38,-2
苗栗縣西湖鄉龍洞村,304,15,295,16,293,11,-11,-4
苗栗縣西湖鄉三湖村,643,43,597,43,563,46,-80,3
苗栗縣西湖鄉湖東村,868,90,837,79,810,74,-58,-16
苗栗縣西湖鄉二湖村,463,58,455,54,436,49,-27,-9
苗栗縣造橋鄉造橋村,1635,209,1575,194,1524,177,-111,-32
苗栗縣造橋鄉平興村,329,25,318,22,293,21,-36,-4
苗栗縣造橋鄉豐湖村,737,91,710,90,693,87,-44,-4
苗栗縣造橋鄉大西村,2687,391,2557,362,2487,323,-200,-68
苗栗縣造橋鄉錦水村,344,53,335,47,317,41,-27,-12
苗栗縣造橋鄉大龍村,353,45,338,38,338,33,-15,-12
苗栗縣造橋鄉朝陽村,960,105,931,102,893,95,-67,-10
苗栗縣造橋鄉談文村,594,69,603,71,607,64,13,-5
苗栗縣造橋鄉龍昇村,709,81,693,75,684,68,-25,-13
苗栗縣三灣鄉三灣村,1658,258,1630,249,1581,249,-77,-9
苗栗縣三灣鄉內灣村,459,46,432,45,414,45,-45,-1
苗栗縣三灣鄉銅鏡村,628,73,598,67,567,51,-61,-22
苗栗縣三灣鄉頂寮村,148,16,150,15,136,15,-12,-1
苗栗縣三灣鄉北埔村,387,47,384,39,366,40,-21,-7
苗栗縣三灣鄉大河村,352,25,335,21,326,20,-26,-5
苗栗縣三灣鄉大坪村,261,39,255,47,244,34,-17,-5
苗栗縣三灣鄉永和村,257,21,255,17,240,13,-17,-8
苗栗縣獅潭鄉百壽村,207,18,207,22,201,23,-6,5
苗栗縣獅潭鄉永興村,349,31,332,30,332,27,-17,-4
苗栗縣獅潭鄉新店村,608,43,583,48,559,43,-49,0
苗栗縣獅潭鄉和興村,366,40,353,42,345,37,-21,-3
苗栗縣獅潭鄉豐林村,367,46,347,38,323,30,-44,-16
苗栗縣獅潭鄉新豐村,218,13,205,14,194,13,-24,0
苗栗縣獅潭鄉竹木村,415,37,399,33,394,36,-21,-1
苗栗縣泰安鄉八卦村,272,41,263,37,252,35,-20,-6
苗栗縣泰安鄉錦水村,880,109,839,116,793,99,-87,-10
苗栗縣泰安鄉清安村,653,47,633,40,617,36,-36,-11
苗栗縣泰安鄉大興村,411,35,401,26,392,23,-19,-12
苗栗縣泰安鄉中興村,436,87,412,83,398,73,-38,-14
苗栗縣泰安鄉梅園村,438,109,419,96,419,101,-19,-8
苗栗縣泰安鄉象鼻村,562,92,539,92,532,91,-30,-1
苗栗縣泰安鄉士林村,504,94,500,85,489,90,-15,-4
