cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
桃園市中壢區興仁里,2783,585,2745,603,2694,599,-89,14
桃園市中壢區東興里,2680,518,2662,495,2615,501,-65,-17
桃園市中壢區洽溪里,4657,1091,5183,1273,6102,1630,1445,539
桃園市中壢區篤行里,2297,403,2319,384,2371,382,74,-21
桃園市中壢區新明里,2962,473,2959,492,2867,502,-95,29
桃園市中壢區新興里,3012,731,2982,714,2937,711,-75,-20
桃園市中壢區中原里,2941,492,2899,508,2802,507,-139,15
桃園市中壢區內定里,5863,1206,5890,1174,5874,1131,11,-75
桃園市中壢區中壢里,504,106,509,114,481,105,-23,-1
桃園市中壢區龍岡里,3730,739,3705,729,3590,694,-140,-45
桃園市中壢區仁祥里,2346,371,2316,345,2244,331,-102,-40
桃園市中壢區水尾里,2725,400,2677,392,2671,378,-54,-22
桃園市中壢區青埔里,3280,821,4156,1124,5495,1498,2215,677
桃園市中壢區復興里,8203,2545,8439,2572,8590,2556,387,11
桃園市中壢區文化里,7622,1634,7607,1654,7523,1592,-99,-42
桃園市中壢區興國里,1445,259,1406,253,1368,241,-77,-18
桃園市中壢區忠福里,6345,981,6477,963,6423,940,78,-41
桃園市中壢區信義里,3718,898,3632,919,3573,917,-145,19
桃園市中壢區石頭里,1170,230,1124,229,1070,229,-100,-1
桃園市中壢區龍東里,3929,727,3907,689,3906,669,-23,-58
桃園市中壢區中建里,718,163,693,157,701,153,-17,-10
桃園市中壢區興南里,2421,371,2383,377,2342,335,-79,-36
桃園市中壢區後寮里,4211,709,4064,685,4051,693,-160,-16
桃園市中壢區過嶺里,5894,1461,6295,1635,6870,1776,976,315
桃園市中壢區五權里,5057,1114,4939,1104,4973,1102,-84,-12
桃園市中壢區舊明里,1080,210,1037,205,1016,203,-64,-7
桃園市中壢區芝芭里,2826,447,2983,453,3361,542,535,95
桃園市中壢區月眉里,4511,800,4713,795,4741,772,230,-28
桃園市中壢區三民里,2485,423,2470,413,2486,412,1,-11
桃園市中壢區山東里,3060,433,3055,417,2996,393,-64,-40
桃園市中壢區中榮里,604,198,573,179,565,190,-39,-8
桃園市中壢區內厝里,3921,629,3893,646,3866,654,-55,25
桃園市中壢區振興里,3883,528,3857,535,3769,507,-114,-21
桃園市中壢區普慶里,2127,465,2081,472,2039,447,-88,-18
桃園市中壢區興和里,2155,393,2138,391,2057,401,-98,8
桃園市中壢區永光里,4619,930,4558,888,4483,843,-136,-87
桃園市中壢區復華里,4594,1178,4701,1223,4602,1256,8,78
桃園市中壢區忠孝里,4039,979,4030,949,4008,926,-31,-53
桃園市中壢區福德里,2359,366,2351,381,2268,371,-91,5
桃園市中壢區和平里,2084,518,2050,490,2013,476,-71,-42
桃園市中壢區普忠里,2941,866,2898,843,2817,817,-124,-49
桃園市中壢區普強里,3147,571,3090,560,2995,557,-152,-14
桃園市中壢區明德里,3977,934,3944,956,3827,995,-150,61
桃園市中壢區至善里,3224,514,3268,505,3261,511,37,-3
桃園市中壢區五福里,2897,457,2803,416,2779,409,-118,-48
桃園市中壢區龍德里,3493,524,3489,488,3436,469,-57,-55
桃園市中壢區正義里,3565,674,3532,720,3427,697,-138,23
桃園市中壢區龍安里,1674,283,1645,260,1595,242,-79,-41
桃園市中壢區中山里,4322,679,4354,679,4309,659,-13,-20
桃園市中壢區德義里,1986,356,1885,349,1836,336,-150,-20
桃園市中壢區仁義里,3196,661,3176,675,3095,627,-101,-34
桃園市中壢區華勛里,2989,493,3038,496,3269,524,280,31
桃園市中壢區仁福里,3988,619,3960,598,3939,591,-49,-28
桃園市中壢區幸福里,5286,762,5233,750,5158,730,-128,-32
桃園市中壢區永福里,4581,722,4535,675,4437,628,-144,-94
桃園市中壢區仁和里,3220,655,3165,650,3122,608,-98,-47
桃園市中壢區華愛里,3137,559,3116,548,3102,536,-35,-23
桃園市中壢區莊敬里,2818,396,2816,389,2769,345,-49,-51
桃園市中壢區自治里,2711,460,2780,473,2914,493,203,33
桃園市中壢區健行里,3817,1012,3794,995,3746,976,-71,-36
桃園市中壢區興平里,1820,429,1782,428,1742,388,-78,-41
桃園市中壢區中興里,2937,466,2887,435,2908,417,-29,-49
桃園市中壢區龍慈里,4390,673,4386,628,4363,613,-27,-60
桃園市中壢區自信里,4940,737,4929,718,4886,699,-54,-38
桃園市中壢區林森里,3187,877,3185,879,3126,880,-61,3
桃園市中壢區金華里,3411,661,3420,628,3330,568,-81,-93
桃園市大溪區興和里,1032,194,996,201,986,204,-46,10
桃園市大溪區福仁里,720,151,709,149,685,144,-35,-7
桃園市大溪區一心里,3991,687,3918,676,3855,648,-136,-39
桃園市大溪區一德里,4653,763,4638,770,4515,733,-138,-30
桃園市大溪區月眉里,1020,156,975,145,946,137,-74,-19
桃園市大溪區永福里,681,74,665,72,638,65,-43,-9
桃園市大溪區美華里,2446,316,2400,314,2326,297,-120,-19
桃園市大溪區福安里,1713,201,1636,175,1600,170,-113,-31
桃園市大溪區復興里,621,72,595,60,572,55,-49,-17
桃園市大溪區新峰里,581,67,560,66,547,64,-34,-3
桃園市大溪區康安里,1016,128,978,116,966,110,-50,-18
桃園市大溪區義和里,1352,162,1326,161,1272,161,-80,-1
桃園市大溪區瑞興里,2162,350,2135,329,2120,338,-42,-12
桃園市大溪區中新里,1172,153,1133,137,1102,127,-70,-26
桃園市大溪區仁義里,2256,392,2199,377,2179,338,-77,-54
桃園市大溪區僑愛里,1931,381,1887,380,1853,364,-78,-17
桃園市大溪區仁善里,3312,632,3628,678,3902,738,590,106
桃園市大溪區仁愛里,4491,955,4475,929,4427,904,-64,-51
桃園市大溪區仁武里,2593,518,2640,520,2654,519,61,1
桃園市大溪區員林里,1274,259,1275,272,1265,250,-9,-9
桃園市大溪區南興里,4085,625,4086,612,4074,585,-11,-40
桃園市大溪區瑞源里,3139,534,3093,523,2987,506,-152,-28
桃園市大溪區光明里,1894,309,1871,292,1887,275,-7,-34
桃園市大溪區三元里,2211,398,2352,453,2358,471,147,73
桃園市大溪區田心里,3718,609,3680,609,3635,604,-83,-5
桃園市大溪區仁文里,3176,607,3184,627,3109,603,-67,-4
桃園市大溪區仁和里,4061,1102,4075,1112,4012,1053,-49,-49
桃園市大溪區仁美里,2737,555,2714,520,2677,520,-60,-35
桃園市楊梅區楊梅里,2913,673,2936,659,2975,665,62,-8
桃園市楊梅區楊江里,748,168,745,158,733,139,-15,-29
桃園市楊梅區紅梅里,1936,370,1908,376,1892,359,-44,-11
桃園市楊梅區永寧里,6203,1296,6142,1308,6251,1352,48,56
桃園市楊梅區大平里,2543,415,2458,390,2394,398,-149,-17
桃園市楊梅區東流里,2368,338,2414,345,2370,359,2,21
桃園市楊梅區水美里,3341,537,3271,508,3247,482,-94,-55
桃園市楊梅區上田里,2162,276,2151,255,2088,231,-74,-45
桃園市楊梅區梅新里,1609,302,1558,281,1508,267,-101,-35
桃園市楊梅區大同里,2599,527,2562,525,2649,556,50,29
桃園市楊梅區埔心里,1040,165,998,155,934,150,-106,-15
桃園市楊梅區金龍里,933,179,946,194,1170,234,237,55
桃園市楊梅區瑞塘里,4634,1178,4692,1190,4796,1262,162,84
桃園市楊梅區四維里,3950,729,3950,708,4110,724,160,-5
桃園市楊梅區梅溪里,3443,637,3724,725,3730,731,287,94
桃園市楊梅區高山里,3236,632,3218,614,3221,564,-15,-68
桃園市楊梅區高榮里,2948,502,2955,512,2935,510,-13,8
桃園市楊梅區仁美里,3007,441,2962,416,2854,394,-153,-47
桃園市楊梅區光華里,2472,389,2468,408,2400,391,-72,2
桃園市楊梅區富岡里,1359,217,1335,223,1309,201,-50,-16
桃園市楊梅區豐野里,3169,515,3129,529,3062,501,-107,-14
桃園市楊梅區員本里,2256,361,2329,377,2327,355,71,-6
桃園市楊梅區瑞原里,3060,453,3038,444,2969,411,-91,-42
桃園市楊梅區三湖里,2228,361,2215,362,2247,379,19,18
桃園市楊梅區上湖里,4725,684,4824,705,4863,698,138,14
桃園市楊梅區中山里,2622,536,2573,543,2510,533,-112,-3
桃園市楊梅區楊明里,6073,1433,6529,1607,6879,1764,806,331
桃園市楊梅區金溪里,3394,780,3557,824,3591,786,197,6
桃園市楊梅區裕成里,2826,463,2753,468,2724,453,-102,-10
桃園市楊梅區秀才里,2683,471,2649,442,2599,441,-84,-30
桃園市楊梅區青山里,3469,472,3708,532,3780,554,311,82
桃園市楊梅區新榮里,3018,667,2988,624,2905,577,-113,-90
桃園市楊梅區雙榮里,2779,642,2754,640,2724,608,-55,-34
桃園市楊梅區瑞坪里,5076,1150,5161,1143,5213,1170,137,20
桃園市楊梅區永平里,1620,264,1625,261,1595,258,-25,-6
桃園市楊梅區瑞溪里,3239,763,3264,750,3254,705,15,-58
桃園市楊梅區高上里,2323,365,2304,362,2289,348,-34,-17
桃園市楊梅區富豐里,2395,328,2401,326,2393,326,-2,-2
桃園市楊梅區裕新里,2125,417,2135,422,2185,424,60,7
桃園市楊梅區三民里,3127,849,3110,855,3122,838,-5,-11
桃園市楊梅區頭湖里,2602,473,2588,446,2559,447,-43,-26
桃園市蘆竹區新興里,2289,320,2289,331,2296,359,7,39
桃園市蘆竹區中福里,3241,628,3350,639,3364,637,123,9
桃園市蘆竹區新莊里,4159,749,4227,763,4210,765,51,16
桃園市蘆竹區大竹里,4241,953,4317,1031,4313,1033,72,80
桃園市蘆竹區蘆竹里,3358,500,3317,491,3248,441,-110,-59
桃園市蘆竹區南崁里,2906,509,2932,511,2878,490,-28,-19
桃園市蘆竹區錦興里,3390,678,3422,693,3367,673,-23,-5
桃園市蘆竹區五福里,2123,440,2133,436,2091,407,-32,-33
桃園市蘆竹區內厝里,2065,311,2008,298,2019,285,-46,-26
桃園市蘆竹區山鼻里,1446,194,1405,190,1395,186,-51,-8
桃園市蘆竹區山腳里,2873,482,2839,469,2768,470,-105,-12
桃園市蘆竹區外社里,1177,203,1173,195,1153,196,-24,-7
桃園市蘆竹區坑子里,1303,175,1267,158,1255,151,-48,-24
桃園市蘆竹區坑口里,1998,346,1994,344,1959,324,-39,-22
桃園市蘆竹區海湖里,2605,443,2603,449,2559,452,-46,9
桃園市蘆竹區南榮里,2674,549,2760,591,2862,606,188,57
桃園市蘆竹區南興里,4522,1181,4550,1109,4546,1052,24,-129
桃園市蘆竹區長興里,2254,406,2205,400,2118,374,-136,-32
桃園市蘆竹區錦中里,2616,572,2547,568,2494,569,-122,-3
桃園市蘆竹區富竹里,1097,151,1080,156,1078,157,-19,6
桃園市蘆竹區上竹里,3026,682,2975,653,2920,613,-106,-69
桃園市蘆竹區宏竹里,2520,406,2500,396,2430,363,-90,-43
桃園市蘆竹區瓦窯里,2810,524,2915,539,2901,485,91,-39
桃園市蘆竹區營盤里,4314,927,4396,899,4397,873,83,-54
桃園市蘆竹區羊稠里,3759,1109,3856,1122,3920,1093,161,-16
桃園市蘆竹區順興里,3398,866,3523,902,3623,884,225,18
桃園市蘆竹區福昌里,4653,1119,4629,1037,4605,962,-48,-157
桃園市蘆竹區福興里,3053,916,3109,893,3086,805,33,-111
桃園市蘆竹區蘆興里,1405,259,1416,252,1387,247,-18,-12
桃園市蘆竹區長壽里,5046,1117,5064,1070,5067,1008,21,-109
桃園市蘆竹區吉祥里,3142,772,3158,752,3140,690,-2,-82
桃園市蘆竹區中山里,3027,680,3089,688,3021,624,-6,-56
桃園市蘆竹區福祿里,2982,696,2964,663,2958,618,-24,-78
桃園市蘆竹區興榮里,2422,583,2412,573,2378,538,-44,-45
桃園市蘆竹區中興里,4414,1299,4566,1326,4673,1282,259,-17
桃園市蘆竹區上興里,2912,702,2871,675,2901,650,-11,-52
桃園市蘆竹區營福里,2948,670,2977,684,2959,636,11,-34
桃園市蘆竹區正興里,4056,814,4078,785,4092,733,36,-81
桃園市蘆竹區濱海里,2148,323,2133,309,2073,289,-75,-34
桃園市大園區大園里,5022,997,4958,1000,4882,925,-140,-72
桃園市大園區田心里,5685,1180,5811,1215,5844,1223,159,43
桃園市大園區溪海里,4033,646,4000,611,3939,587,-94,-59
桃園市大園區和平里,1256,178,1225,166,1192,160,-64,-18
桃園市大園區橫峰里,8806,1994,9418,2225,9721,2336,915,342
桃園市大園區五權里,4001,701,4101,720,4154,735,153,34
桃園市大園區埔心里,5015,847,4963,758,4881,760,-134,-87
桃園市大園區大海里,1329,209,1313,211,1300,195,-29,-14
桃園市大園區三石里,2296,469,2278,439,2219,392,-77,-77
桃園市大園區菓林里,5952,1057,5980,1038,5972,999,20,-58
桃園市大園區竹圍里,2732,453,2741,440,2685,411,-47,-42
桃園市大園區海口里,1581,248,1552,236,1555,221,-26,-27
桃園市大園區沙崙里,2198,312,2129,293,2035,272,-163,-40
桃園市大園區後厝里,2168,365,2201,365,2172,352,4,-13
桃園市大園區圳頭里,2113,332,2118,314,2074,324,-39,-8
桃園市大園區內海里,1817,292,1781,278,1735,251,-82,-41
桃園市大園區北港里,2452,313,2482,318,2460,329,8,16
桃園市大園區南港里,4823,889,4935,895,5031,935,208,46
桃園市龜山區楓樹里,3158,546,3207,567,3273,567,115,21
桃園市龜山區龜山里,5513,1120,5432,1084,5323,983,-190,-137
桃園市龜山區兔坑里,3770,588,3765,578,3738,531,-32,-57
桃園市龜山區大同里,4882,999,4874,975,4758,901,-124,-98
桃園市龜山區山福里,2574,444,2566,464,2478,439,-96,-5
桃園市龜山區山頂里,4584,769,4504,750,4488,729,-96,-40
桃園市龜山區陸光里,2568,349,2563,338,2581,351,13,2
桃園市龜山區精忠里,4269,1067,4315,1068,4304,1032,35,-35
桃園市龜山區公西里,839,139,870,128,944,136,105,-3
桃園市龜山區樂善里,3265,471,3282,511,3976,691,711,220
桃園市龜山區南上里,1506,286,1484,278,1468,278,-38,-8
桃園市龜山區大坑里,1592,243,1588,232,1576,243,-16,0
桃園市龜山區中興里,3708,625,3639,639,3588,577,-120,-48
桃園市龜山區山德里,3659,536,3651,538,3516,501,-143,-35
桃園市龜山區新路里,4274,804,4139,733,4027,720,-247,-84
桃園市龜山區嶺頂里,3269,496,3260,469,3186,466,-83,-30
桃園市龜山區龍壽里,1414,189,1396,191,1362,182,-52,-7
桃園市龜山區舊路里,1736,260,1706,254,1691,241,-45,-19
桃園市龜山區大崗里,3474,507,3411,502,3364,498,-110,-9
桃園市龜山區文化里,5509,1073,5808,1122,5931,1109,422,36
桃園市龜山區南美里,2025,506,2014,494,1967,457,-58,-49
桃園市龜山區幸福里,4437,678,4412,715,4318,738,-119,60
桃園市龜山區福源里,1625,271,1578,256,1528,245,-97,-26
桃園市龜山區龍華里,2787,340,2771,337,2731,310,-56,-30
桃園市龜山區迴龍里,4911,632,4895,579,4854,561,-57,-71
桃園市龜山區新嶺里,3296,475,3244,449,3174,434,-122,-41
桃園市龜山區大湖里,4653,852,4673,821,4642,772,-11,-80
桃園市龜山區大華里,7903,1994,7989,1973,7927,1882,24,-112
桃園市龜山區長庚里,3455,1192,3684,1199,3949,1197,494,5
桃園市龜山區新興里,2287,302,2246,285,2257,274,-30,-28
桃園市龜山區文青里,5788,1054,6051,1158,6293,1239,505,185
桃園市龜山區楓福里,2680,650,2721,629,2733,621,53,-29
桃園市八德區興仁里,6633,1284,7013,1428,7882,1669,1249,385
桃園市八德區福興里,7705,1699,8529,1925,8740,2006,1035,307
桃園市八德區瑞豐里,3348,785,3770,924,4178,1016,830,231
桃園市八德區瑞發里,2473,468,2386,456,2364,444,-109,-24
桃園市八德區瑞德里,2926,479,2915,460,2814,422,-112,-57
桃園市八德區瑞祥里,2620,486,2590,439,2522,431,-98,-55
桃園市八德區廣興里,2632,412,2588,397,2488,351,-144,-61
桃園市八德區廣隆里,3720,700,3698,713,3668,692,-52,-8
桃園市八德區竹園里,2864,405,2832,415,2891,404,27,-1
桃園市八德區霄裡里,1779,268,1817,271,1790,278,11,10
桃園市八德區茄苳里,2254,371,2253,366,2199,354,-55,-17
桃園市八德區高明里,3199,522,3137,535,3039,489,-160,-33
桃園市八德區白鷺里,2613,412,2599,382,2487,359,-126,-53
桃園市八德區大湳里,3256,510,3203,518,3173,520,-83,10
桃園市八德區大安里,2948,478,2930,470,2916,474,-32,-4
桃園市八德區大興里,3108,696,3128,684,3201,709,93,13
桃園市八德區大和里,6150,1299,6270,1355,6285,1316,135,17
桃園市八德區大同里,1204,213,1171,198,1161,189,-43,-24
桃園市八德區大成里,2589,454,2555,444,2509,454,-80,0
桃園市八德區大義里,3130,548,3094,537,3041,507,-89,-41
桃園市八德區大忠里,1468,441,1441,451,1430,435,-38,-6
桃園市八德區大福里,4375,904,4338,897,4301,884,-74,-20
桃園市八德區大勇里,3365,678,3416,706,3471,743,106,65
桃園市八德區大信里,2479,414,2466,424,2410,423,-69,9
桃園市八德區大華里,2057,458,2045,461,2040,461,-17,3
桃園市八德區大仁里,3468,689,3389,677,3299,657,-169,-32
桃園市八德區大智里,3439,574,3431,596,3468,588,29,14
桃園市八德區瑞泰里,3522,663,3423,649,3351,634,-171,-29
桃園市八德區大昌里,2297,408,2268,401,2226,381,-71,-27
桃園市八德區大正里,3395,807,3648,854,3657,896,262,89
桃園市八德區大強里,2503,427,2460,420,2414,411,-89,-16
桃園市八德區大發里,1613,247,1597,258,1586,262,-27,15
桃園市八德區大明里,3094,531,3057,538,3005,492,-89,-39
桃園市八德區大竹里,1208,211,1194,214,1154,214,-54,3
桃園市八德區大慶里,1115,174,1117,180,1062,175,-53,1
桃園市八德區大千里,1923,391,1891,400,1870,380,-53,-11
桃園市八德區大榮里,1598,300,1552,280,1512,284,-86,-16
桃園市八德區茄明里,3938,682,3977,704,3973,695,35,13
桃園市八德區高城里,2500,492,2482,456,2458,454,-42,-38
桃園市八德區瑞興里,2276,354,2238,335,2286,347,10,-7
桃園市八德區大愛里,2113,490,2070,534,2005,543,-108,53
桃園市八德區大宏里,3443,764,3511,825,3506,812,63,48
桃園市八德區大漢里,3656,578,3652,577,3598,575,-58,-3
桃園市八德區廣德里,2309,291,2243,281,2183,251,-126,-40
桃園市八德區龍友里,1733,289,1748,290,1709,264,-24,-25
桃園市八德區陸光里,3419,648,3424,608,3428,580,9,-68
桃園市八德區永豐里,2389,382,2319,397,2250,367,-139,-15
桃園市八德區大順里,2142,388,2055,426,1981,397,-161,9
桃園市龍潭區黃唐里,3816,752,3795,742,3724,727,-92,-25
桃園市龍潭區中山里,4613,936,4579,955,4606,1019,-7,83
桃園市龍潭區烏林里,3315,577,3334,589,3523,643,208,66
桃園市龍潭區高平里,2649,350,2602,331,2515,329,-134,-21
桃園市龍潭區凌雲里,3000,468,2994,472,3003,462,3,-6
桃園市龍潭區八德里,3410,463,3379,473,3378,456,-32,-7
桃園市龍潭區三水里,461,64,451,62,439,56,-22,-8
桃園市龍潭區上林里,3663,658,3601,636,3545,649,-118,-9
桃園市龍潭區中正里,4745,1309,4713,1276,4695,1247,-50,-62
桃園市龍潭區龍潭里,1454,222,1416,226,1360,229,-94,7
桃園市龍潭區高原里,3700,585,3678,558,3668,537,-32,-48
桃園市龍潭區九龍里,3023,487,3040,480,3024,463,1,-24
桃園市龍潭區中興里,3594,601,3525,580,3447,528,-147,-73
桃園市龍潭區佳安里,2712,500,2659,487,2573,497,-139,-3
桃園市龍潭區三和里,1969,252,2002,252,2033,289,64,37
桃園市龍潭區三坑里,1149,156,1113,162,1075,149,-74,-7
桃園市龍潭區大平里,1676,197,1644,188,1657,170,-19,-27
桃園市龍潭區三林里,2419,372,2410,390,2337,404,-82,32
桃園市龍潭區永興里,2291,355,2287,363,2244,348,-47,-7
桃園市龍潭區烏樹林里,2001,314,2118,341,2143,348,142,34
桃園市龍潭區百年里,3527,599,3538,578,3524,559,-3,-40
桃園市龍潭區龍祥里,2939,520,2884,511,2819,504,-120,-16
桃園市龍潭區聖德里,2544,408,2497,415,2399,406,-145,-2
桃園市龍潭區龍星里,3336,839,3321,839,3308,823,-28,-16
桃園市龍潭區上華里,2805,593,2767,596,2695,555,-110,-38
桃園市龍潭區武漢里,1242,214,1221,204,1198,191,-44,-23
桃園市龍潭區東興里,3232,576,3187,581,3172,575,-60,-1
桃園市龍潭區北興里,1942,313,1903,293,1865,305,-77,-8
桃園市龍潭區建林里,2874,512,2753,502,2711,489,-163,-23
桃園市龍潭區富林里,2680,490,2638,495,2566,478,-114,-12
桃園市龍潭區祥和里,1249,226,1316,250,1342,271,93,45
桃園市平鎮區雙連里,3992,660,3932,656,3840,644,-152,-16
桃園市平鎮區高雙里,3573,696,3561,659,3548,635,-25,-61
桃園市平鎮區復旦里,4915,1145,4901,1142,4866,1106,-49,-39
桃園市平鎮區廣興里,4509,840,4495,842,4408,747,-101,-93
桃園市平鎮區義民里,4435,859,4407,842,4378,851,-57,-8
桃園市平鎮區宋屋里,3475,566,3670,642,3694,679,219,113
桃園市平鎮區新勢里,2825,544,2820,576,2781,600,-44,56
桃園市平鎮區新富里,5596,844,5556,856,5480,835,-116,-9
桃園市平鎮區北勢里,1825,323,1802,332,1738,328,-87,5
桃園市平鎮區北興里,3257,615,3167,603,3071,578,-186,-37
桃園市平鎮區北貴里,3335,627,3271,629,3153,595,-182,-32
桃園市平鎮區平鎮里,3600,616,3556,576,3522,556,-78,-60
