cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
屏東縣屏東市頂宅里,440,41,427,41,422,38,-18,-3
屏東縣屏東市厚生里,2387,276,2381,274,2346,260,-41,-16
屏東縣屏東市擇仁里,691,62,661,71,629,70,-62,8
屏東縣屏東市建國里,789,92,793,91,777,86,-12,-6
屏東縣屏東市一心里,1038,127,1029,109,1035,104,-3,-23
屏東縣屏東市萬年里,507,68,507,68,514,85,7,17
屏東縣屏東市義勇里,959,122,948,112,927,110,-32,-12
屏東縣屏東市光華里,531,51,512,52,502,53,-29,2
屏東縣屏東市永安里,6145,767,5997,770,5791,765,-354,-2
屏東縣屏東市新興里,2200,378,2142,376,2090,356,-110,-22
屏東縣屏東市公館里,1250,120,1225,124,1209,120,-41,0
屏東縣屏東市龍華里,1898,242,1868,244,1814,227,-84,-15
屏東縣屏東市玉成里,1241,161,1210,156,1239,169,-2,8
屏東縣屏東市頂柳里,947,103,925,91,899,89,-48,-14
屏東縣屏東市大湖里,1545,137,1549,138,1539,140,-6,3
屏東縣屏東市凌雲里,303,36,287,36,271,30,-32,-6
屏東縣屏東市鵬程里,210,74,193,67,181,52,-29,-22
屏東縣屏東市安鎮里,1683,198,1680,204,1662,204,-21,6
屏東縣屏東市永光里,826,94,802,84,779,86,-47,-8
屏東縣屏東市大洲里,1040,122,1010,121,984,114,-56,-8
屏東縣屏東市大武里,7265,915,7114,920,6982,910,-283,-5
屏東縣屏東市前進里,2454,307,2401,304,2387,320,-67,13
屏東縣屏東市清溪里,3690,466,3690,462,3679,512,-11,46
屏東縣屏東市長安里,1589,200,1607,212,1602,216,13,16
屏東縣屏東市永順里,269,24,267,25,272,27,3,3
屏東縣屏東市永昌里,160,12,162,13,154,12,-6,0
屏東縣屏東市斯文里,1407,167,1362,166,1323,151,-84,-16
屏東縣屏東市華山里,4191,559,4120,583,3989,551,-202,-8
屏東縣屏東市興樂里,581,72,576,68,566,65,-15,-7
屏東縣屏東市明正里,514,66,510,67,495,72,-19,6
屏東縣屏東市太平里,528,55,508,62,475,52,-53,-3
屏東縣屏東市中正里,4128,592,4026,567,3961,573,-167,-19
屏東縣屏東市勝利里,4758,531,4639,522,4529,484,-229,-47
屏東縣屏東市永城里,1592,193,1577,185,1528,190,-64,-3
屏東縣屏東市溝美里,1908,279,1856,271,1808,270,-100,-9
屏東縣屏東市北勢里,1929,257,1860,242,1824,266,-105,9
屏東縣屏東市北興里,5371,776,5326,772,5280,777,-91,1
屏東縣屏東市仁愛里,1851,275,1828,263,1770,253,-81,-22
屏東縣屏東市廣興里,1803,253,1789,248,1761,236,-42,-17
屏東縣屏東市崇蘭里,10775,1720,10953,1800,10966,1767,191,47
屏東縣屏東市空翔里,1267,145,1257,144,1248,164,-19,19
屏東縣屏東市潭墘里,10344,1501,10369,1502,10228,1460,-116,-41
屏東縣屏東市三山里,1108,140,1086,135,1067,119,-41,-21
屏東縣屏東市海豐里,694,93,677,80,675,88,-19,-5
屏東縣屏東市仁義里,917,104,898,112,886,98,-31,-6
屏東縣屏東市和興里,823,101,804,100,802,103,-21,2
屏東縣屏東市信和里,1259,146,1254,157,1255,171,-4,25
屏東縣屏東市崇武里,2426,420,2445,429,2437,413,11,-7
屏東縣潮州鎮潮州里,378,36,387,36,387,35,9,-1
屏東縣潮州鎮同榮里,438,32,423,28,416,30,-22,-2
屏東縣潮州鎮新榮里,967,97,962,94,933,96,-34,-1
屏東縣潮州鎮新生里,764,79,771,80,770,79,6,0
屏東縣潮州鎮光華里,4249,484,4188,457,4134,463,-115,-21
屏東縣潮州鎮彭城里,750,80,730,72,718,70,-32,-10
屏東縣潮州鎮三星里,4616,668,4605,693,4617,705,1,37
屏東縣潮州鎮三共里,5550,627,5485,602,5420,610,-130,-17
屏東縣潮州鎮三和里,1839,206,1820,208,1801,216,-38,10
屏東縣潮州鎮五魁里,1247,126,1203,124,1195,118,-52,-8
屏東縣潮州鎮蓬萊里,1969,247,2002,232,2033,251,64,4
屏東縣潮州鎮八爺里,1960,231,1989,250,1983,248,23,17
屏東縣潮州鎮永春里,6309,840,6273,836,6251,811,-58,-29
屏東縣潮州鎮富春里,981,123,939,116,915,103,-66,-20
屏東縣潮州鎮光春里,1208,143,1216,155,1207,139,-1,-4
屏東縣潮州鎮興美里,734,86,723,89,722,76,-12,-10
屏東縣潮州鎮檨子里,375,54,359,52,348,47,-27,-7
屏東縣潮州鎮九塊里,1401,130,1393,128,1368,132,-33,2
屏東縣潮州鎮泗林里,1350,134,1330,130,1294,112,-56,-22
屏東縣潮州鎮四春里,1439,118,1375,114,1340,129,-99,11
屏東縣潮州鎮崙東里,1263,135,1244,126,1235,117,-28,-18
屏東縣東港鎮新勝里,1613,187,1540,157,1493,153,-120,-34
屏東縣東港鎮頂新里,398,60,383,64,375,61,-23,1
屏東縣東港鎮頂中里,297,32,286,30,264,25,-33,-7
屏東縣東港鎮東和里,550,71,546,61,530,62,-20,-9
屏東縣東港鎮興台里,414,58,404,52,392,54,-22,-4
屏東縣東港鎮中興里,581,70,552,67,532,68,-49,-2
屏東縣東港鎮朝安里,1321,157,1291,125,1263,127,-58,-30
屏東縣東港鎮八德里,640,86,614,85,577,83,-63,-3
屏東縣東港鎮東隆里,1030,141,1020,112,1012,107,-18,-34
屏東縣東港鎮豐漁里,461,45,435,48,417,45,-44,0
屏東縣東港鎮盛漁里,1194,152,1178,147,1150,142,-44,-10
屏東縣東港鎮興漁里,1602,228,1569,201,1540,190,-62,-38
屏東縣東港鎮鎮海里,2507,379,2501,362,2478,349,-29,-30
屏東縣東港鎮嘉蓮里,1530,247,1480,213,1447,209,-83,-38
屏東縣東港鎮南平里,1393,131,1331,120,1283,113,-110,-18
屏東縣東港鎮船頭里,4859,883,4901,841,4846,826,-13,-57
屏東縣東港鎮下廍里,1711,205,1659,191,1623,176,-88,-29
屏東縣東港鎮大潭里,1279,133,1250,138,1214,125,-65,-8
屏東縣東港鎮興東里,8348,1533,8419,1561,8550,1583,202,50
屏東縣東港鎮興農里,1199,205,1204,215,1191,221,-8,16
屏東縣東港鎮興和里,920,103,898,101,878,99,-42,-4
屏東縣東港鎮共和里,571,48,553,40,509,30,-62,-18
屏東縣恆春鎮城南里,754,134,760,128,738,107,-16,-27
屏東縣恆春鎮城北里,2009,339,1978,325,1950,326,-59,-13
屏東縣恆春鎮城西里,973,160,948,150,944,145,-29,-15
屏東縣恆春鎮山腳里,3658,564,3648,553,3659,540,1,-24
屏東縣恆春鎮網紗里,2693,417,2713,405,2705,408,12,-9
屏東縣恆春鎮仁壽里,744,106,726,95,721,99,-23,-7
屏東縣恆春鎮茄湖里,434,60,415,58,399,56,-35,-4
屏東縣恆春鎮頭溝里,367,35,357,34,354,37,-13,2
屏東縣恆春鎮四溝里,888,125,883,117,865,112,-23,-13
屏東縣恆春鎮德和里,797,129,795,127,802,123,5,-6
屏東縣恆春鎮龍水里,949,136,931,140,928,136,-21,0
屏東縣恆春鎮山海里,1349,179,1313,157,1323,157,-26,-22
屏東縣恆春鎮大光里,1923,313,1898,307,1879,296,-44,-17
屏東縣恆春鎮水泉里,1174,133,1147,134,1143,130,-31,-3
屏東縣恆春鎮南灣里,1567,210,1574,228,1553,233,-14,23
屏東縣恆春鎮墾丁里,1040,134,1017,135,1004,139,-36,5
屏東縣恆春鎮鵝鑾里,974,131,956,119,947,104,-27,-27
屏東縣萬丹鄉萬安村,491,59,485,61,468,56,-23,-3
屏東縣萬丹鄉萬惠村,710,122,710,117,678,105,-32,-17
屏東縣萬丹鄉萬全村,2864,350,2794,356,2719,341,-145,-9
屏東縣萬丹鄉萬後村,650,116,646,109,645,101,-5,-15
屏東縣萬丹鄉萬生村,1195,127,1188,136,1164,137,-31,10
屏東縣萬丹鄉寶厝村,1914,275,1892,268,1852,259,-62,-16
屏東縣萬丹鄉四維村,1774,265,1771,266,1734,269,-40,4
屏東縣萬丹鄉竹林村,1418,146,1390,137,1368,142,-50,-4
屏東縣萬丹鄉廣安村,1933,224,1934,228,1925,238,-8,14
屏東縣萬丹鄉田厝村,825,117,812,101,824,99,-1,-18
屏東縣萬丹鄉崙頂村,1642,189,1607,194,1562,200,-80,11
屏東縣萬丹鄉厦北村,1343,142,1344,141,1306,130,-37,-12
屏東縣萬丹鄉厦南村,1214,154,1216,146,1182,146,-32,-8
屏東縣萬丹鄉上村村,672,88,671,89,704,97,32,9
屏東縣萬丹鄉加興村,1073,120,1056,122,1037,117,-36,-3
屏東縣萬丹鄉社口村,1236,166,1260,159,1259,166,23,0
屏東縣萬丹鄉磚寮村,808,90,787,90,764,92,-44,2
屏東縣萬丹鄉社皮村,1683,216,1695,206,1685,214,2,-2
屏東縣萬丹鄉社上村,1466,146,1459,144,1428,129,-38,-17
屏東縣萬丹鄉社中村,1440,179,1427,178,1416,196,-24,17
屏東縣萬丹鄉水泉村,1473,195,1472,193,1438,183,-35,-12
屏東縣萬丹鄉新庄村,1726,212,1712,213,1700,209,-26,-3
屏東縣萬丹鄉香社村,1282,168,1251,164,1218,146,-64,-22
屏東縣萬丹鄉後村村,873,100,842,95,819,94,-54,-6
屏東縣萬丹鄉新鐘村,1697,193,1666,183,1684,188,-13,-5
屏東縣萬丹鄉灣內村,1180,186,1142,192,1112,190,-68,4
屏東縣萬丹鄉興全村,970,109,948,103,925,93,-45,-16
屏東縣萬丹鄉興安村,686,76,675,89,657,80,-29,4
屏東縣萬丹鄉水仙村,457,77,449,74,432,76,-25,-1
屏東縣萬丹鄉甘棠村,334,30,318,30,314,25,-20,-5
屏東縣長治鄉進興村,2223,198,2267,226,2222,211,-1,13
屏東縣長治鄉新潭村,3080,301,3120,320,3059,311,-21,10
屏東縣長治鄉潭頭村,1646,173,1632,169,1624,197,-22,24
屏東縣長治鄉香楊村,2262,229,2203,227,2191,207,-71,-22
屏東縣長治鄉長興村,875,63,869,67,869,66,-6,3
屏東縣長治鄉德成村,697,56,679,59,666,57,-31,1
屏東縣長治鄉德協村,872,55,849,58,827,47,-45,-8
屏東縣長治鄉復興村,1212,93,1204,97,1170,92,-42,-1
屏東縣長治鄉崙上村,1381,115,1342,97,1345,98,-36,-17
屏東縣長治鄉德榮村,1000,66,971,64,953,60,-47,-6
屏東縣長治鄉德和村,652,60,635,54,633,60,-19,0
屏東縣長治鄉繁華村,1986,230,1953,227,1913,224,-73,-6
屏東縣長治鄉繁昌村,1462,169,1429,167,1411,164,-51,-5
屏東縣長治鄉繁榮村,1191,128,1183,136,1156,136,-35,8
屏東縣長治鄉繁隆村,933,90,920,85,906,84,-27,-6
屏東縣長治鄉榮華村,584,80,592,82,593,82,9,2
屏東縣麟洛鄉新田村,1810,150,1764,135,1728,138,-82,-12
屏東縣麟洛鄉麟頂村,776,54,772,49,744,46,-32,-8
屏東縣麟洛鄉麟蹄村,1192,107,1173,108,1123,106,-69,-1
屏東縣麟洛鄉麟趾村,2061,237,1990,245,1947,233,-114,-4
屏東縣麟洛鄉田中村,975,79,949,73,911,79,-64,0
屏東縣麟洛鄉田心村,662,54,666,50,642,50,-20,-4
屏東縣麟洛鄉田道村,506,28,490,21,493,20,-13,-8
屏東縣九如鄉九清村,1203,134,1184,141,1138,133,-65,-1
屏東縣九如鄉九塊村,1163,137,1154,139,1142,138,-21,1
屏東縣九如鄉九明村,1465,209,1457,203,1442,194,-23,-15
屏東縣九如鄉玉水村,1008,117,982,106,992,106,-16,-11
屏東縣九如鄉大坵村,996,125,962,111,954,111,-42,-14
屏東縣九如鄉三塊村,1391,158,1390,159,1362,163,-29,5
屏東縣九如鄉後庄村,1474,194,1445,201,1412,195,-62,1
屏東縣九如鄉耆老村,1037,85,1019,84,1004,83,-33,-2
屏東縣九如鄉洽興村,1242,131,1240,138,1218,129,-24,-2
屏東縣九如鄉東寧村,3901,428,3954,430,3932,423,31,-5
屏東縣九如鄉玉泉村,1382,147,1356,156,1337,142,-45,-5
屏東縣里港鄉玉田村,2684,483,2714,485,2727,477,43,-6
屏東縣里港鄉大平村,874,103,863,107,837,98,-37,-5
屏東縣里港鄉永春村,682,92,684,104,669,102,-13,10
屏東縣里港鄉春林村,1031,150,1032,141,1062,151,31,1
屏東縣里港鄉過江村,1752,273,1722,267,1717,250,-35,-23
屏東縣里港鄉鐵店村,1233,172,1214,177,1183,189,-50,17
屏東縣里港鄉塔樓村,1286,189,1248,180,1223,188,-63,-1
屏東縣里港鄉潮厝村,1364,207,1340,216,1315,218,-49,11
屏東縣里港鄉茄苳村,1224,146,1183,144,1166,140,-58,-6
屏東縣里港鄉載興村,1971,256,1921,255,1852,254,-119,-2
屏東縣里港鄉土庫村,1671,166,1669,158,1626,153,-45,-13
屏東縣里港鄉三廍村,1507,192,1456,189,1461,195,-46,3
屏東縣里港鄉中和村,797,123,780,121,784,129,-13,6
屏東縣里港鄉瀰力村,416,39,412,34,414,40,-2,1
屏東縣鹽埔鄉新圍村,2678,305,2623,304,2555,272,-123,-33
屏東縣鹽埔鄉高朗村,2357,274,2330,266,2273,258,-84,-16
屏東縣鹽埔鄉鹽北村,1564,185,1510,183,1492,167,-72,-18
屏東縣鹽埔鄉鹽中村,1971,210,1950,199,1928,202,-43,-8
屏東縣鹽埔鄉鹽南村,1449,159,1418,164,1395,170,-54,11
屏東縣鹽埔鄉仕絨村,884,123,876,126,857,124,-27,1
屏東縣鹽埔鄉振興村,1517,156,1462,143,1414,131,-103,-25
屏東縣鹽埔鄉永隆村,458,43,449,41,430,39,-28,-4
屏東縣鹽埔鄉久愛村,767,62,752,57,729,56,-38,-6
屏東縣鹽埔鄉洛陽村,1372,122,1329,113,1302,110,-70,-12
屏東縣鹽埔鄉新二村,3020,378,3004,367,2958,355,-62,-23
屏東縣鹽埔鄉彭厝村,796,87,775,79,753,78,-43,-9
屏東縣高樹鄉高樹村,1607,195,1573,173,1556,172,-51,-23
屏東縣高樹鄉長榮村,908,82,898,82,898,84,-10,2
屏東縣高樹鄉東興村,509,48,510,40,497,36,-12,-12
屏東縣高樹鄉東振村,408,36,394,33,388,32,-20,-4
屏東縣高樹鄉源泉村,818,97,783,96,767,102,-51,5
屏東縣高樹鄉建興村,892,92,873,94,877,95,-15,3
屏東縣高樹鄉大埔村,429,31,423,31,424,38,-5,7
屏東縣高樹鄉菜寮村,544,27,523,26,507,28,-37,1
屏東縣高樹鄉司馬村,472,42,456,37,449,32,-23,-10
屏東縣高樹鄉舊寮村,917,58,904,65,882,59,-35,1
屏東縣高樹鄉新豐村,1091,127,1075,125,1050,123,-41,-4
屏東縣高樹鄉泰山村,1430,138,1424,156,1391,145,-39,7
屏東縣高樹鄉南華村,1020,96,996,85,976,71,-44,-25
屏東縣高樹鄉廣福村,816,77,800,70,798,73,-18,-4
屏東縣高樹鄉廣興村,963,83,933,86,917,82,-46,-1
屏東縣高樹鄉舊庄村,817,87,804,84,778,86,-39,-1
屏東縣高樹鄉田子村,842,83,845,87,832,91,-10,8
屏東縣高樹鄉鹽樹村,880,72,851,68,841,74,-39,2
屏東縣高樹鄉新南村,1232,101,1199,94,1165,94,-67,-7
屏東縣萬巒鄉萬巒村,931,108,897,114,867,115,-64,7
屏東縣萬巒鄉萬全村,584,65,571,66,558,56,-26,-9
屏東縣萬巒鄉萬和村,1391,193,1358,195,1339,191,-52,-2
屏東縣萬巒鄉鹿寮村,706,87,703,84,667,93,-39,6
屏東縣萬巒鄉硫黃村,419,48,408,46,400,47,-19,-1
屏東縣萬巒鄉泗溝村,813,63,782,69,776,77,-37,14
屏東縣萬巒鄉五溝村,763,115,737,114,714,110,-49,-5
屏東縣萬巒鄉成德村,1111,128,1086,116,1069,112,-42,-16
屏東縣萬巒鄉萬金村,1778,197,1726,185,1688,182,-90,-15
屏東縣萬巒鄉赤山村,1421,162,1409,167,1386,171,-35,9
屏東縣萬巒鄉佳佐村,1385,152,1373,161,1370,168,-15,16
屏東縣萬巒鄉佳和村,1169,137,1131,130,1105,122,-64,-15
屏東縣萬巒鄉新厝村,1071,166,1078,161,1059,160,-12,-6
屏東縣萬巒鄉新置村,1002,96,997,105,954,103,-48,7
屏東縣內埔鄉內埔村,3384,354,3344,336,3329,327,-55,-27
屏東縣內埔鄉內田村,2581,254,2566,249,2515,245,-66,-9
屏東縣內埔鄉興南村,1023,90,989,97,960,88,-63,-2
屏東縣內埔鄉義亭村,464,40,451,39,433,38,-31,-2
屏東縣內埔鄉美和村,1791,141,1787,133,1730,130,-61,-11
屏東縣內埔鄉和興村,2431,227,2426,235,2398,232,-33,5
屏東縣內埔鄉東寧村,3652,372,3596,369,3529,338,-123,-34
屏東縣內埔鄉豐田村,2413,216,2495,230,2550,261,137,45
屏東縣內埔鄉振豐村,1304,137,1288,135,1249,138,-55,1
屏東縣內埔鄉富田村,1488,123,1445,96,1410,106,-78,-17
屏東縣內埔鄉竹圍村,1551,170,1508,158,1522,166,-29,-4
屏東縣內埔鄉東勢村,2328,193,2292,197,2271,199,-57,6
屏東縣內埔鄉東片村,712,55,689,54,685,47,-27,-8
屏東縣內埔鄉上樹村,855,91,842,81,823,72,-32,-19
屏東縣內埔鄉老埤村,2031,186,1993,168,1953,149,-78,-37
屏東縣內埔鄉中林村,1315,162,1297,155,1274,138,-41,-24
屏東縣內埔鄉龍泉村,2045,241,2033,230,2005,209,-40,-32
屏東縣內埔鄉龍潭村,2051,249,2034,227,2022,209,-29,-40
屏東縣內埔鄉建興村,615,49,610,50,603,43,-12,-6
屏東縣內埔鄉大新村,1432,138,1401,136,1364,119,-68,-19
屏東縣內埔鄉黎明村,2117,259,2064,245,2016,237,-101,-22
屏東縣內埔鄉隘寮村,1123,138,1094,130,1060,120,-63,-18
屏東縣內埔鄉水門村,663,71,647,72,640,69,-23,-2
屏東縣竹田鄉竹田村,1193,108,1138,108,1118,98,-75,-10
屏東縣竹田鄉竹南村,675,44,679,37,651,39,-24,-5
屏東縣竹田鄉糶糴村,545,62,524,55,508,46,-37,-16
屏東縣竹田鄉履豐村,449,48,444,47,433,49,-16,1
屏東縣竹田鄉頭崙村,1046,102,1024,98,988,88,-58,-14
屏東縣竹田鄉二崙村,752,76,735,82,708,73,-44,-3
屏東縣竹田鄉美崙村,506,39,497,38,481,32,-25,-7
屏東縣竹田鄉南勢村,383,26,371,27,360,32,-23,6
屏東縣竹田鄉西勢村,1931,175,1892,176,1848,171,-83,-4
屏東縣竹田鄉福田村,381,38,373,39,359,34,-22,-4
屏東縣竹田鄉永豐村,744,60,732,54,724,51,-20,-9
屏東縣竹田鄉六巷村,681,51,672,48,654,46,-27,-5
屏東縣竹田鄉泗洲村,953,84,928,80,920,69,-33,-15
屏東縣竹田鄉大湖村,980,103,947,91,920,84,-60,-19
屏東縣竹田鄉鳳明村,1012,119,987,101,961,90,-51,-29
屏東縣新埤鄉新埤村,1575,114,1554,107,1502,103,-73,-11
屏東縣新埤鄉建功村,777,39,752,39,713,38,-64,-1
屏東縣新埤鄉打鐵村,626,53,593,48,581,44,-45,-9
屏東縣新埤鄉南豐村,581,40,567,43,562,37,-19,-3
屏東縣新埤鄉萬隆村,1475,150,1433,139,1396,127,-79,-23
屏東縣新埤鄉箕湖村,948,75,929,78,907,83,-41,8
屏東縣新埤鄉餉潭村,1102,108,1064,104,1009,103,-93,-5
屏東縣枋寮鄉枋寮村,967,93,934,98,911,94,-56,1
屏東縣枋寮鄉新龍村,761,85,748,99,721,93,-40,8
屏東縣枋寮鄉保生村,784,79,756,75,745,75,-39,-4
屏東縣枋寮鄉中寮村,514,39,494,42,474,38,-40,-1
屏東縣枋寮鄉安樂村,1301,164,1259,153,1226,139,-75,-25
屏東縣枋寮鄉隆山村,3514,426,3488,409,3425,390,-89,-36
屏東縣枋寮鄉天時村,1563,159,1504,144,1450,135,-113,-24
屏東縣枋寮鄉地利村,1126,107,1095,87,1066,80,-60,-27
屏東縣枋寮鄉人和村,1664,163,1629,157,1590,162,-74,-1
屏東縣枋寮鄉內寮村,561,50,533,45,537,42,-24,-8
屏東縣枋寮鄉新開村,727,66,703,67,694,65,-33,-1
屏東縣枋寮鄉太源村,792,83,771,71,749,68,-43,-15
屏東縣枋寮鄉玉泉村,358,47,349,46,334,41,-24,-6
屏東縣枋寮鄉東海村,2170,222,2145,215,2112,204,-58,-18
屏東縣枋寮鄉大庄村,516,44,508,48,490,45,-26,1
屏東縣新園鄉瓦󿾨村,1405,159,1381,157,1363,149,-42,-10
屏東縣新園鄉仙吉村,2155,242,2118,226,2056,230,-99,-12
屏東縣新園鄉田洋村,1795,185,1798,195,1765,179,-30,-6
屏東縣新園鄉港墘村,719,96,701,89,684,78,-35,-18
屏東縣新園鄉內庄村,689,66,673,70,657,64,-32,-2
屏東縣新園鄉新東村,1894,202,1889,203,1861,185,-33,-17
屏東縣新園鄉新園村,1942,236,1905,219,1850,212,-92,-24
屏東縣新園鄉烏龍村,1004,109,991,108,964,110,-40,1
屏東縣新園鄉興龍村,1841,146,1786,139,1746,141,-95,-5
屏東縣新園鄉中洲村,1292,120,1305,118,1263,114,-29,-6
屏東縣新園鄉南龍村,1196,104,1170,94,1152,74,-44,-30
屏東縣新園鄉港西村,1746,165,1689,150,1636,139,-110,-26
屏東縣新園鄉五房村,2386,188,2325,171,2294,168,-92,-20
屏東縣新園鄉鹽埔村,3855,347,3787,317,3710,284,-145,-63
屏東縣新園鄉共和村,2017,172,1965,137,1946,138,-71,-34
屏東縣崁頂鄉崁頂村,1913,505,1890,530,1852,559,-61,54
屏東縣崁頂鄉園寮村,1752,396,1719,387,1688,389,-64,-7
屏東縣崁頂鄉圍內村,1053,253,1031,265,1004,248,-49,-5
屏東縣崁頂鄉力社村,1113,235,1085,241,1071,262,-42,27
屏東縣崁頂鄉洲子村,881,155,874,163,861,153,-20,-2
屏東縣崁頂鄉北勢村,1245,236,1195,243,1159,254,-86,18
屏東縣崁頂鄉越溪村,819,148,794,157,792,168,-27,20
屏東縣崁頂鄉港東村,1618,270,1566,263,1519,278,-99,8
屏東縣林邊鄉林邊村,1124,129,1092,117,1075,127,-49,-2
屏東縣林邊鄉光林村,1247,137,1215,128,1175,123,-72,-14
屏東縣林邊鄉仁和村,1326,134,1300,137,1281,126,-45,-8
屏東縣林邊鄉中林村,544,54,520,62,488,62,-56,8
屏東縣林邊鄉永樂村,2536,286,2448,258,2400,234,-136,-52
屏東縣林邊鄉水利村,1475,185,1446,180,1439,163,-36,-22
屏東縣林邊鄉崎峯村,1030,105,1006,105,976,106,-54,1
屏東縣林邊鄉田厝村,771,113,758,122,736,117,-35,4
屏東縣林邊鄉竹林村,1529,153,1486,146,1431,125,-98,-28
屏東縣林邊鄉鎮安村,870,90,857,92,820,87,-50,-3
屏東縣南州鄉溪洲村,1327,169,1288,152,1294,152,-33,-17
屏東縣南州鄉溪南村,737,72,724,72,692,67,-45,-5
屏東縣南州鄉仁里村,343,39,349,38,352,40,9,1
屏東縣南州鄉溪北村,563,40,542,39,519,35,-44,-5
屏東縣南州鄉七塊村,833,75,816,69,787,65,-46,-10
屏東縣南州鄉萬華村,808,69,782,71,758,66,-50,-3
屏東縣南州鄉米崙村,842,65,829,71,804,68,-38,3
屏東縣南州鄉壽元村,825,84,805,88,785,90,-40,6
屏東縣南州鄉同安村,788,71,763,62,753,64,-35,-7
屏東縣南州鄉南安村,396,31,387,30,384,30,-12,-1
屏東縣佳冬鄉佳冬村,1126,113,1112,119,1109,138,-17,25
屏東縣佳冬鄉六根村,994,70,981,66,955,68,-39,-2
屏東縣佳冬鄉賴家村,567,39,545,38,527,42,-40,3
屏東縣佳冬鄉萬建村,1418,123,1394,133,1396,142,-22,19
屏東縣佳冬鄉石光村,1597,151,1558,159,1517,145,-80,-6
屏東縣佳冬鄉玉光村,1675,176,1623,174,1574,163,-101,-13
屏東縣佳冬鄉昌隆村,687,56,670,57,642,57,-45,1
屏東縣佳冬鄉豐隆村,532,26,512,25,492,22,-40,-4
屏東縣佳冬鄉大同村,912,73,888,69,879,63,-33,-10
屏東縣佳冬鄉羌園村,891,99,871,99,867,96,-24,-3
屏東縣佳冬鄉燄溫村,932,96,929,89,891,90,-41,-6
屏東縣佳冬鄉塭豐村,2162,230,2114,232,2058,217,-104,-13
屏東縣琉球鄉本福村,1791,206,1768,190,1717,183,-74,-23
屏東縣琉球鄉中福村,1061,86,1039,90,1034,89,-27,3
屏東縣琉球鄉漁福村,815,91,801,85,793,89,-22,-2
屏東縣琉球鄉大福村,1451,173,1429,170,1386,165,-65,-8
屏東縣琉球鄉南福村,980,113,964,107,937,102,-43,-11
屏東縣琉球鄉天福村,930,111,925,108,913,103,-17,-8
屏東縣琉球鄉上福村,1431,185,1394,170,1394,163,-37,-22
屏東縣琉球鄉杉福村,709,74,700,74,695,77,-14,3
屏東縣車城鄉福興村,1084,120,1069,119,1041,116,-43,-4
屏東縣車城鄉福安村,445,49,445,47,444,37,-1,-12
屏東縣車城鄉田中村,509,49,481,49,484,49,-25,0
屏東縣車城鄉海口村,584,39,579,46,568,48,-16,9
屏東縣車城鄉統埔村,301,17,301,22,297,23,-4,6
屏東縣車城鄉溫泉村,684,69,650,69,636,65,-48,-4
屏東縣車城鄉保力村,918,94,904,76,907,77,-11,-17
屏東縣車城鄉新街村,351,29,342,28,335,27,-16,-2
屏東縣車城鄉埔墘村,341,28,331,27,327,25,-14,-3
屏東縣車城鄉射寮村,392,48,376,50,376,48,-16,0
屏東縣車城鄉後灣村,323,21,307,21,299,21,-24,0
屏東縣滿州鄉滿州村,1275,108,1193,109,1170,110,-105,2
屏東縣滿州鄉里德村,340,35,322,25,310,22,-30,-13
屏東縣滿州鄉永靖村,1019,65,984,58,952,64,-67,-1
屏東縣滿州鄉港口村,1039,72,989,62,957,58,-82,-14
