cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
雲林縣斗六市公正里,2327,590,2280,573,2225,617,-102,27
雲林縣斗六市社口里,1824,302,1806,269,1780,296,-44,-6
雲林縣斗六市公誠里,1779,303,1729,293,1648,295,-131,-8
雲林縣斗六市明德里,3022,620,3026,596,3024,601,2,-19
雲林縣斗六市成功里,2156,669,2136,729,2088,752,-68,83
雲林縣斗六市文化里,1836,415,1817,420,1814,413,-22,-2
雲林縣斗南鎮東仁里,871,150,843,159,814,140,-57,-10
雲林縣斗南鎮西岐里,1607,281,1571,276,1512,265,-95,-16
雲林縣斗南鎮南昌里,1687,260,1647,246,1602,261,-85,1
雲林縣斗南鎮北銘里,1143,212,1140,216,1094,226,-49,14
雲林縣斗南鎮中天里,893,116,861,112,835,98,-58,-18
雲林縣斗南鎮舊社里,2211,393,2177,385,2157,373,-54,-20
雲林縣斗南鎮林子里,1046,87,1033,92,1008,83,-38,-4
雲林縣斗南鎮石龜里,557,62,546,62,525,69,-32,7
雲林縣斗南鎮靖興里,658,38,635,36,617,40,-41,2
雲林縣斗南鎮新南里,498,38,497,41,497,44,-1,6
雲林縣斗南鎮阿丹里,825,64,793,59,785,60,-40,-4
雲林縣斗南鎮將軍里,1310,155,1278,157,1236,142,-74,-13
雲林縣斗南鎮東明里,759,65,738,68,724,71,-35,6
雲林縣斗南鎮新光里,2129,262,2104,262,2090,262,-39,0
雲林縣斗南鎮田頭里,1768,263,1723,244,1691,228,-77,-35
雲林縣斗南鎮明昌里,2588,395,2593,430,2611,439,23,44
雲林縣斗南鎮大東里,654,61,645,67,635,64,-19,3
雲林縣斗南鎮埤麻里,569,43,553,50,548,49,-21,6
雲林縣斗南鎮西伯里,592,63,570,60,558,52,-34,-11
雲林縣斗南鎮新崙里,1103,117,1083,114,1070,112,-33,-5
雲林縣斗南鎮小東里,1131,147,1108,152,1091,151,-40,4
雲林縣斗南鎮石溪里,631,66,618,68,602,59,-29,-7
雲林縣斗南鎮大同里,2271,411,2259,393,2254,378,-17,-33
雲林縣斗南鎮僑真里,1860,328,1880,328,1848,299,-12,-29
雲林縣虎尾鎮中山里,658,110,646,117,638,109,-20,-1
雲林縣虎尾鎮新興里,1186,185,1191,185,1160,187,-26,2
雲林縣虎尾鎮東仁里,2042,602,1994,603,1914,577,-128,-25
雲林縣虎尾鎮公安里,2185,550,2137,571,2079,577,-106,27
雲林縣虎尾鎮德興里,1956,426,1934,408,1903,395,-53,-31
雲林縣虎尾鎮西安里,2500,452,2455,422,2388,414,-112,-38
雲林縣虎尾鎮安慶里,1038,214,999,198,957,188,-81,-26
雲林縣虎尾鎮平和里,4075,1047,4163,1014,4217,947,142,-100
雲林縣虎尾鎮興南里,1961,389,1983,386,1978,367,17,-22
雲林縣虎尾鎮新吉里,3350,718,3385,702,3356,639,6,-79
雲林縣虎尾鎮穎川里,1600,291,1589,299,1594,309,-6,18
雲林縣虎尾鎮延平里,901,149,889,158,885,161,-16,12
雲林縣虎尾鎮三合里,1042,156,1037,159,1043,163,1,7
雲林縣虎尾鎮北溪里,669,127,656,118,629,145,-40,18
雲林縣虎尾鎮墾地里,1328,236,1506,259,1650,302,322,66
雲林縣虎尾鎮西屯里,1129,143,1101,136,1087,123,-42,-20
雲林縣虎尾鎮芳草里,636,89,642,80,626,79,-10,-10
雲林縣虎尾鎮埒內里,2072,271,2042,268,2028,259,-44,-12
雲林縣虎尾鎮堀頭里,591,84,612,79,623,75,32,-9
雲林縣虎尾鎮安溪里,1355,155,1341,163,1333,162,-22,7
雲林縣虎尾鎮興中里,1262,151,1239,135,1223,128,-39,-23
雲林縣虎尾鎮廉使里,2596,340,2654,346,2727,357,131,17
雲林縣虎尾鎮惠來里,1771,200,1730,203,1689,198,-82,-2
雲林縣虎尾鎮頂溪里,2014,266,1977,249,1933,260,-81,-6
雲林縣虎尾鎮中溪里,1010,129,982,128,958,119,-52,-10
雲林縣虎尾鎮下溪里,1185,155,1189,146,1188,151,3,-4
雲林縣虎尾鎮建國里,422,73,402,69,405,66,-17,-7
雲林縣虎尾鎮立仁里,2936,553,2871,545,2835,555,-101,2
雲林縣虎尾鎮東屯里,927,134,936,152,915,144,-12,10
雲林縣西螺鎮振興里,1173,202,1141,194,1104,180,-69,-22
雲林縣西螺鎮大園里,1413,223,1386,217,1363,214,-50,-9
雲林縣西螺鎮廣福里,1695,443,1679,415,1642,400,-53,-43
雲林縣西螺鎮正興里,2222,419,2184,412,2132,400,-90,-19
雲林縣西螺鎮永安里,246,26,233,29,227,27,-19,1
雲林縣西螺鎮中和里,418,71,414,73,389,73,-29,2
雲林縣西螺鎮福興里,421,53,421,50,409,39,-12,-14
雲林縣西螺鎮光華里,803,171,792,166,785,165,-18,-6
雲林縣西螺鎮中興里,2286,512,2300,527,2307,568,21,56
雲林縣西螺鎮漢光里,3575,810,3619,835,3651,853,76,43
雲林縣西螺鎮新安里,1046,124,1012,123,996,116,-50,-8
雲林縣西螺鎮新豐里,1167,185,1149,170,1127,157,-40,-28
雲林縣西螺鎮詔安里,731,89,723,88,724,93,-7,4
雲林縣西螺鎮河南里,804,125,811,123,864,116,60,-9
雲林縣西螺鎮安定里,1355,215,1338,220,1322,212,-33,-3
雲林縣西螺鎮福田里,1179,164,1188,156,1178,139,-1,-25
雲林縣西螺鎮大新里,1177,210,1145,184,1129,183,-48,-27
雲林縣西螺鎮埤頭里,639,79,621,70,623,66,-16,-13
雲林縣西螺鎮東興里,659,67,655,68,632,68,-27,1
雲林縣西螺鎮廣興里,627,81,623,82,619,65,-8,-16
雲林縣西螺鎮鹿場里,1097,135,1064,128,1047,123,-50,-12
雲林縣西螺鎮頂湳里,721,83,706,82,686,79,-35,-4
雲林縣西螺鎮下湳里,646,96,631,84,629,86,-17,-10
雲林縣西螺鎮九隆里,570,70,543,72,534,68,-36,-2
雲林縣西螺鎮吳厝里,984,148,944,132,934,116,-50,-32
雲林縣西螺鎮七座里,646,82,642,81,620,78,-26,-4
雲林縣西螺鎮公舘里,1029,114,1021,127,993,119,-36,5
雲林縣土庫鎮忠正里,527,97,507,92,504,92,-23,-5
雲林縣土庫鎮順天里,639,132,621,126,615,109,-24,-23
雲林縣土庫鎮宮北里,1030,185,1012,191,993,183,-37,-2
雲林縣土庫鎮越港里,836,128,845,143,835,135,-1,7
雲林縣土庫鎮溪邊里,795,111,774,101,756,94,-39,-17
雲林縣土庫鎮興新里,1149,187,1114,180,1085,165,-64,-22
雲林縣土庫鎮奮起里,909,83,888,84,862,73,-47,-10
雲林縣土庫鎮埤腳里,809,91,792,81,760,76,-49,-15
雲林縣土庫鎮大荖里,602,98,601,99,612,89,10,-9
雲林縣土庫鎮石廟里,2410,559,2452,554,2459,547,49,-12
雲林縣土庫鎮東平里,1387,166,1354,158,1327,153,-60,-13
雲林縣土庫鎮南平里,1326,205,1318,205,1299,210,-27,5
雲林縣土庫鎮北平里,609,89,592,89,571,82,-38,-7
雲林縣土庫鎮西平里,1293,168,1293,153,1256,150,-37,-18
雲林縣土庫鎮後埔里,1704,230,1691,248,1662,238,-42,8
雲林縣土庫鎮崙內里,1153,139,1140,136,1113,130,-40,-9
雲林縣土庫鎮新庄里,1037,108,1018,97,1019,87,-18,-21
雲林縣北港鎮東陽里,495,106,479,104,471,98,-24,-8
雲林縣北港鎮光民里,495,70,472,69,454,54,-41,-16
雲林縣北港鎮東華里,294,49,284,48,281,49,-13,0
雲林縣北港鎮南安里,587,125,569,129,553,133,-34,8
雲林縣北港鎮中和里,246,22,234,26,226,26,-20,4
雲林縣北港鎮義民里,299,56,286,51,277,51,-22,-5
雲林縣北港鎮共榮里,272,41,260,44,247,43,-25,2
雲林縣北港鎮西勢里,714,131,699,128,686,128,-28,-3
雲林縣北港鎮仁和里,330,40,316,32,304,27,-26,-13
雲林縣北港鎮賜福里,223,43,222,43,218,39,-5,-4
雲林縣北港鎮公舘里,375,32,362,25,357,29,-18,-3
雲林縣北港鎮大同里,834,100,837,104,806,97,-28,-3
雲林縣北港鎮仁安里,307,49,306,47,286,35,-21,-14
雲林縣北港鎮華勝里,3646,604,3565,583,3478,566,-168,-38
雲林縣北港鎮光復里,1377,262,1350,245,1352,233,-25,-29
雲林縣北港鎮新街里,5160,882,5142,889,5149,908,-11,26
雲林縣北港鎮劉厝里,886,99,876,94,848,82,-38,-17
雲林縣北港鎮府番里,597,54,591,51,583,43,-14,-11
雲林縣北港鎮草湖里,1034,123,1005,114,982,108,-52,-15
雲林縣北港鎮溝皂里,818,114,795,103,785,85,-33,-29
雲林縣北港鎮後溝里,733,89,718,91,718,92,-15,3
雲林縣北港鎮番溝里,511,54,493,39,486,35,-25,-19
雲林縣北港鎮大北里,385,32,375,32,357,32,-28,0
雲林縣北港鎮好收里,1197,123,1171,124,1130,119,-67,-4
雲林縣北港鎮樹腳里,2293,348,2240,351,2237,345,-56,-3
雲林縣北港鎮扶朝里,682,63,675,57,662,56,-20,-7
雲林縣北港鎮水埔里,353,32,337,31,331,28,-22,-4
雲林縣北港鎮新厝里,279,35,281,37,271,35,-8,0
雲林縣古坑鄉水碓村,912,122,892,122,862,114,-50,-8
雲林縣古坑鄉田心村,859,82,870,94,847,89,-12,7
雲林縣古坑鄉高林村,845,101,821,101,779,87,-66,-14
雲林縣古坑鄉荷苞村,1029,139,1011,139,981,121,-48,-18
雲林縣古坑鄉東和村,2408,336,2425,339,2389,361,-19,25
雲林縣古坑鄉新庄村,1103,84,1083,105,1050,90,-53,6
雲林縣古坑鄉棋盤村,1596,176,1575,162,1499,151,-97,-25
雲林縣古坑鄉華山村,477,55,453,51,448,42,-29,-13
雲林縣古坑鄉華南村,176,18,167,20,164,16,-12,-2
雲林縣古坑鄉永光村,1608,194,1575,195,1575,180,-33,-14
雲林縣古坑鄉桂林村,793,82,769,78,726,79,-67,-3
雲林縣古坑鄉崁腳村,893,73,863,71,851,54,-42,-19
雲林縣古坑鄉樟湖村,281,30,261,25,255,20,-26,-10
雲林縣古坑鄉草嶺村,358,44,345,44,331,38,-27,-6
雲林縣古坑鄉永昌村,1545,223,1501,208,1488,206,-57,-17
雲林縣古坑鄉麻園村,487,54,539,48,537,52,50,-2
雲林縣古坑鄉古坑村,1692,190,1683,207,1686,181,-6,-9
雲林縣古坑鄉朝陽村,1538,203,1500,216,1464,205,-74,2
雲林縣古坑鄉西平村,1098,121,1086,127,1106,142,8,21
雲林縣古坑鄉湳仔村,506,52,496,49,491,46,-15,-6
雲林縣大埤鄉北和村,507,66,492,58,480,57,-27,-9
雲林縣大埤鄉南和村,1644,230,1640,203,1652,209,8,-21
雲林縣大埤鄉大德村,731,113,705,106,679,106,-52,-7
雲林縣大埤鄉松竹村,659,73,649,72,636,65,-23,-8
雲林縣大埤鄉尚義村,1383,196,1362,183,1369,175,-14,-21
雲林縣大埤鄉嘉興村,1356,147,1335,140,1316,131,-40,-16
雲林縣大埤鄉豐田村,1297,187,1286,179,1276,172,-21,-15
雲林縣大埤鄉三結村,874,92,871,86,856,82,-18,-10
雲林縣大埤鄉吉田村,524,58,504,61,492,59,-32,1
雲林縣大埤鄉豐岡村,408,47,404,43,399,46,-9,-1
雲林縣大埤鄉聯美村,834,88,823,94,799,98,-35,10
雲林縣大埤鄉怡然村,524,80,522,72,524,63,0,-17
雲林縣大埤鄉北鎮村,467,68,464,72,456,60,-11,-8
雲林縣大埤鄉興安村,496,60,498,51,473,41,-23,-19
雲林縣大埤鄉西鎮村,468,45,455,40,453,43,-15,-2
雲林縣莿桐鄉莿桐村,3166,591,3199,610,3167,584,1,-7
雲林縣莿桐鄉甘厝村,633,79,625,77,613,75,-20,-4
雲林縣莿桐鄉甘西村,1136,117,1101,121,1066,134,-70,17
雲林縣莿桐鄉興桐村,851,83,830,81,798,87,-53,4
雲林縣莿桐鄉義和村,835,87,809,88,793,88,-42,1
雲林縣莿桐鄉埔子村,1543,198,1558,191,1559,201,16,3
雲林縣莿桐鄉大美村,2395,383,2388,342,2410,348,15,-35
雲林縣莿桐鄉埔尾村,938,118,926,119,902,119,-36,1
雲林縣莿桐鄉饒平村,903,100,866,102,865,110,-38,10
雲林縣莿桐鄉興貴村,1492,198,1464,185,1430,173,-62,-25
雲林縣莿桐鄉四合村,1328,188,1305,180,1261,176,-67,-12
雲林縣莿桐鄉麻園村,1076,179,1052,164,1019,145,-57,-34
雲林縣莿桐鄉五華村,1027,148,1006,139,989,147,-38,-1
雲林縣莿桐鄉六合村,1394,177,1369,179,1338,166,-56,-11
雲林縣林內鄉林南村,775,118,751,106,737,107,-38,-11
雲林縣林內鄉林中村,2815,395,2789,428,2710,405,-105,10
雲林縣林內鄉林北村,1650,249,1590,241,1531,212,-119,-37
雲林縣林內鄉坪頂村,378,31,368,25,354,24,-24,-7
雲林縣林內鄉林茂村,580,61,571,59,543,52,-37,-9
雲林縣林內鄉九芎村,2048,215,2015,213,1972,209,-76,-6
雲林縣林內鄉湖本村,480,48,475,43,460,47,-20,-1
雲林縣林內鄉烏塗村,894,97,876,96,851,93,-43,-4
雲林縣林內鄉烏麻村,782,82,764,76,735,56,-47,-26
雲林縣林內鄉重興村,1383,206,1376,212,1335,205,-48,-1
雲林縣二崙鄉崙東村,1069,177,1059,172,1034,164,-35,-13
雲林縣二崙鄉崙西村,1294,221,1271,208,1236,191,-58,-30
雲林縣二崙鄉來惠村,1143,129,1110,122,1095,113,-48,-16
雲林縣二崙鄉三和村,1013,80,1000,87,990,82,-23,2
雲林縣二崙鄉湳仔村,796,77,792,76,759,67,-37,-10
雲林縣二崙鄉田尾村,1294,158,1266,143,1275,140,-19,-18
雲林縣二崙鄉定安村,622,62,616,55,612,63,-10,1
雲林縣二崙鄉大華村,658,95,648,92,639,91,-19,-4
雲林縣二崙鄉義庄村,560,75,561,73,555,59,-5,-16
雲林縣二崙鄉楊賢村,1088,185,1071,173,1058,167,-30,-18
雲林縣二崙鄉港後村,1318,173,1291,165,1260,150,-58,-23
雲林縣二崙鄉大義村,590,83,571,78,560,82,-30,-1
雲林縣二崙鄉油車村,1302,158,1276,147,1222,135,-80,-23
雲林縣二崙鄉大庄村,908,107,892,111,864,100,-44,-7
雲林縣二崙鄉庄西村,662,72,658,71,654,68,-8,-4
雲林縣二崙鄉大同村,638,74,618,60,593,52,-45,-22
雲林縣二崙鄉復興村,730,74,721,72,688,69,-42,-5
雲林縣二崙鄉永定村,1073,112,1041,116,1004,116,-69,4
雲林縣崙背鄉東明村,844,95,820,92,792,90,-52,-5
雲林縣崙背鄉西榮村,1079,140,1061,150,1072,166,-7,26
雲林縣崙背鄉南陽村,1662,328,1664,322,1627,322,-35,-6
雲林縣崙背鄉崙前村,1504,221,1478,217,1461,212,-43,-9
雲林縣崙背鄉羅厝村,1507,213,1486,216,1487,205,-20,-8
雲林縣崙背鄉港尾村,933,117,906,106,877,102,-56,-15
雲林縣崙背鄉阿勸村,1513,233,1463,219,1445,214,-68,-19
雲林縣崙背鄉五魁村,583,77,573,74,567,65,-16,-12
雲林縣崙背鄉大有村,1028,123,1006,116,993,114,-35,-9
雲林縣崙背鄉豐榮村,1220,181,1182,164,1183,165,-37,-16
雲林縣崙背鄉草湖村,1088,130,1032,117,998,122,-90,-8
雲林縣崙背鄉舊庄村,853,107,839,96,824,94,-29,-13
雲林縣崙背鄉水尾村,817,105,799,93,779,86,-38,-19
雲林縣崙背鄉枋南村,563,60,536,59,507,50,-56,-10
雲林縣麥寮鄉麥津村,3414,702,3524,710,3551,700,137,-2
雲林縣麥寮鄉麥豐村,6310,1568,6449,1552,6575,1572,265,4
雲林縣麥寮鄉瓦󿾨村,1572,275,1601,288,1590,282,18,7
雲林縣麥寮鄉興華村,2106,262,2154,285,2277,322,171,60
雲林縣麥寮鄉崙後村,2137,303,2192,314,2207,315,70,12
雲林縣麥寮鄉後安村,2537,416,2592,425,2593,402,56,-14
雲林縣麥寮鄉海豐村,1813,279,1847,279,1819,273,6,-6
雲林縣麥寮鄉三盛村,1735,244,1757,267,1774,265,39,21
雲林縣麥寮鄉橋頭村,3310,575,3341,584,3365,544,55,-31
雲林縣麥寮鄉新吉村,932,161,939,166,947,162,15,1
雲林縣麥寮鄉施厝村,2964,525,3035,557,3045,547,81,22
雲林縣麥寮鄉雷厝村,1773,296,1800,297,1808,291,35,-5
雲林縣麥寮鄉中興村,1262,211,1291,225,1304,231,42,20
雲林縣東勢鄉東南村,1126,144,1078,139,1056,124,-70,-20
雲林縣東勢鄉東北村,901,117,889,107,873,102,-28,-15
雲林縣東勢鄉嘉隆村,1120,148,1087,143,1057,146,-63,-2
雲林縣東勢鄉復興村,397,36,380,32,353,27,-44,-9
雲林縣東勢鄉月眉村,799,87,772,86,750,80,-49,-7
雲林縣東勢鄉程海村,389,38,377,33,372,32,-17,-6
雲林縣東勢鄉龍潭村,539,58,525,54,507,50,-32,-8
雲林縣東勢鄉安南村,599,52,576,51,551,42,-48,-10
雲林縣東勢鄉昌南村,607,49,592,47,573,38,-34,-11
雲林縣東勢鄉同安村,1405,126,1356,114,1290,113,-115,-13
雲林縣東勢鄉新坤村,744,75,702,64,685,59,-59,-16
雲林縣東勢鄉四美村,692,43,669,42,643,34,-49,-9
雲林縣褒忠鄉中民村,1439,185,1402,188,1368,193,-71,8
雲林縣褒忠鄉埔姜村,1056,186,1022,172,1013,174,-43,-12
雲林縣褒忠鄉中勝村,1107,185,1077,171,1061,171,-46,-14
雲林縣褒忠鄉新湖村,836,70,818,73,768,65,-68,-5
雲林縣褒忠鄉馬鳴村,1135,137,1094,118,1061,105,-74,-32
雲林縣褒忠鄉有才村,608,59,571,56,544,48,-64,-11
雲林縣褒忠鄉田洋村,580,43,572,44,561,46,-19,3
雲林縣褒忠鄉龍岩村,862,90,840,85,833,77,-29,-13
雲林縣褒忠鄉潮厝村,628,48,615,42,600,35,-28,-13
雲林縣臺西鄉台西村,916,118,897,117,873,105,-43,-13
雲林縣臺西鄉海北村,835,86,810,79,804,79,-31,-7
雲林縣臺西鄉海南村,833,92,842,87,829,92,-4,0
雲林縣臺西鄉海口村,1576,175,1520,174,1502,165,-74,-10
雲林縣臺西鄉溪頂村,1072,115,1073,105,1065,94,-7,-21
雲林縣臺西鄉牛厝村,1342,144,1314,132,1290,126,-52,-18
雲林縣臺西鄉泉州村,447,50,425,57,422,58,-25,8
雲林縣臺西鄉光華村,485,54,472,48,457,39,-28,-15
雲林縣臺西鄉五榔村,300,25,303,18,300,16,0,-9
雲林縣臺西鄉山寮村,586,64,584,60,567,62,-19,-2
雲林縣臺西鄉富琦村,1145,132,1126,139,1088,118,-57,-14
雲林縣臺西鄉永豐村,1045,151,1007,143,987,132,-58,-19
雲林縣臺西鄉和豐村,2211,249,2108,221,2054,212,-157,-37
雲林縣臺西鄉蚊港村,1301,112,1256,113,1225,111,-76,-1
雲林縣臺西鄉五港村,1429,142,1393,150,1358,147,-71,5
雲林縣元長鄉長南村,2407,368,2364,373,2320,362,-87,-6
雲林縣元長鄉長北村,1037,127,988,129,963,119,-74,-8
雲林縣元長鄉子茂村,907,94,873,89,844,86,-63,-8
雲林縣元長鄉後湖村,490,39,474,33,447,31,-43,-8
雲林縣元長鄉山內村,672,75,650,64,633,55,-39,-20
雲林縣元長鄉合和村,740,105,726,101,700,87,-40,-18
雲林縣元長鄉五塊村,642,56,601,46,572,45,-70,-11
雲林縣元長鄉潭西村,515,39,497,38,478,44,-37,5
雲林縣元長鄉潭東村,388,56,375,54,378,52,-10,-4
雲林縣元長鄉客厝村,613,61,597,61,565,53,-48,-8
雲林縣元長鄉卓運村,211,19,202,17,191,17,-20,-2
雲林縣元長鄉頂寮村,828,87,794,88,777,92,-51,5
雲林縣元長鄉下寮村,1045,147,1000,141,984,131,-61,-16
雲林縣元長鄉龍岩村,658,78,642,71,627,68,-31,-10
雲林縣元長鄉西莊村,596,75,581,73,560,69,-36,-6
雲林縣元長鄉鹿北村,862,82,822,80,789,75,-73,-7
雲林縣元長鄉鹿南村,551,56,533,57,516,54,-35,-2
雲林縣元長鄉瓦󿾨村,1013,98,998,95,950,112,-63,14
雲林縣元長鄉內寮村,380,38,368,27,359,25,-21,-13
雲林縣元長鄉崙仔村,571,57,555,47,541,45,-30,-12
雲林縣元長鄉新吉村,481,53,466,49,461,41,-20,-12
雲林縣四湖鄉四湖村,1247,147,1214,139,1213,146,-34,-1
雲林縣四湖鄉新庄村,444,53,430,53,418,49,-26,-4
雲林縣四湖鄉溪底村,656,49,619,44,602,40,-54,-9
雲林縣四湖鄉鹿場村,611,55,598,60,571,51,-40,-4
雲林縣四湖鄉湖西村,1719,192,1689,180,1610,170,-109,-22
雲林縣四湖鄉施湖村,870,93,859,89,832,84,-38,-9
雲林縣四湖鄉湖寮村,518,61,505,59,475,48,-43,-13
雲林縣四湖鄉蔡厝村,599,56,584,51,555,48,-44,-8
雲林縣四湖鄉飛沙村,638,58,603,41,592,46,-46,-12
雲林縣四湖鄉三姓村,250,20,239,19,233,22,-17,2
雲林縣四湖鄉內湖村,549,48,536,42,524,38,-25,-10
雲林縣四湖鄉羊調村,627,57,603,51,594,53,-33,-4
雲林縣四湖鄉崙北村,1253,81,1230,69,1199,68,-54,-13
雲林縣四湖鄉崙南村,550,38,541,43,531,39,-19,1
雲林縣四湖鄉廣溝村,519,40,521,38,507,26,-12,-14
雲林縣四湖鄉󿿀子村,651,60,622,63,610,56,-41,-4
雲林縣四湖鄉林厝村,737,56,732,57,702,47,-35,-9
雲林縣四湖鄉林東村,733,56,695,49,684,49,-49,-7
雲林縣四湖鄉溪尾村,529,51,543,41,533,40,4,-11
雲林縣四湖鄉飛東村,378,22,368,24,361,25,-17,3
雲林縣四湖鄉󿿀東村,788,75,765,77,741,66,-47,-9
雲林縣口湖鄉湖東村,912,113,895,106,871,90,-41,-23
雲林縣口湖鄉口湖村,861,110,838,101,797,99,-64,-11
雲林縣口湖鄉頂湖村,456,50,441,39,438,42,-18,-8
雲林縣口湖鄉埔北村,658,65,625,61,616,61,-42,-4
雲林縣口湖鄉埔南村,518,62,500,61,483,61,-35,-1
雲林縣口湖鄉謝厝村,752,74,736,81,708,76,-44,2
雲林縣口湖鄉蚵寮村,1095,114,1077,107,1062,94,-33,-20
雲林縣口湖鄉下崙村,1634,155,1600,158,1585,144,-49,-11
雲林縣口湖鄉崙中村,1201,131,1160,118,1109,104,-92,-27
雲林縣口湖鄉崙東村,1124,136,1113,128,1071,108,-53,-28
雲林縣口湖鄉青蚶村,406,29,384,29,369,31,-37,2
雲林縣口湖鄉港東村,1137,121,1106,121,1079,117,-58,-4
雲林縣口湖鄉港西村,618,59,583,54,558,51,-60,-8
雲林縣口湖鄉台子村,1525,204,1490,195,1480,186,-45,-18
雲林縣口湖鄉成龍村,657,75,632,67,609,67,-48,-8
雲林縣口湖鄉湖口村,744,81,729,77,708,80,-36,-1
雲林縣口湖鄉水井村,684,82,664,70,647,75,-37,-7
雲林縣口湖鄉後厝村,487,42,470,41,459,47,-28,5
雲林縣口湖鄉梧南村,1338,156,1313,154,1282,153,-56,-3
雲林縣口湖鄉梧北村,837,91,809,78,781,87,-56,-4
雲林縣口湖鄉過港村,416,38,404,34,398,38,-18,0
雲林縣水林鄉水北村,1604,211,1567,181,1537,184,-67,-27
雲林縣水林鄉水南村,1505,174,1471,167,1469,175,-36,1
雲林縣水林鄉海埔村,742,93,723,90,700,87,-42,-6
雲林縣水林鄉土厝村,830,102,816,90,799,82,-31,-20
雲林縣水林鄉春埔村,665,64,624,52,604,49,-61,-15
雲林縣水林鄉西井村,422,46,407,51,393,44,-29,-2
雲林縣水林鄉車港村,427,35,420,33,404,27,-23,-8
雲林縣水林鄉蘇秦村,655,62,623,54,607,53,-48,-9
雲林縣水林鄉灣東村,417,22,409,24,401,28,-16,6
雲林縣水林鄉灣西村,634,69,613,61,603,67,-31,-2
雲林縣水林鄉萬興村,456,45,437,42,412,38,-44,-7
雲林縣水林鄉尖山村,445,42,438,36,437,30,-8,-12
雲林縣水林鄉大山村,735,79,703,67,673,53,-62,-26
雲林縣水林鄉大溝村,703,65,699,65,674,64,-29,-1
雲林縣水林鄉順興村,573,52,553,49,530,36,-43,-16
雲林縣水林鄉蕃薯村,650,65,637,60,616,59,-34,-6
雲林縣水林鄉山腳村,582,54,547,55,527,52,-55,-2
雲林縣水林鄉松北村,731,83,732,91,700,78,-31,-5
雲林縣水林鄉松中村,315,32,300,28,292,23,-23,-9
雲林縣水林鄉松西村,433,35,419,35,406,33,-27,-2
雲林縣水林鄉𣐤埔村,436,35,441,33,412,24,-24,-11
雲林縣水林鄉塭底村,451,24,437,17,428,21,-23,-3
雲林縣水林鄉後寮村,449,49,430,43,414,36,-35,-13
雲林縣水林鄉溪墘村,563,49,556,47,546,44,-17,-5
雲林縣斗六市正心里,,,,,1589,241,,
