cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
南投縣竹山鎮雲林里,2964,403,2891,386,2806,387,-158,-16
南投縣竹山鎮硘󿾨里,1514,152,1487,145,1507,164,-7,12
南投縣竹山鎮下坪里,1016,130,1021,138,997,122,-19,-8
南投縣竹山鎮桂林里,3136,433,3090,419,3039,382,-97,-51
南投縣竹山鎮中和里,769,54,722,51,701,46,-68,-8
南投縣竹山鎮中崎里,1155,130,1146,126,1141,138,-14,8
南投縣竹山鎮德興里,702,67,677,67,679,68,-23,1
南投縣竹山鎮延平里,2335,291,2254,291,2216,265,-119,-26
南投縣竹山鎮延正里,1404,160,1378,165,1324,147,-80,-13
南投縣竹山鎮延山里,674,62,667,66,652,55,-22,-7
南投縣竹山鎮延和里,4231,688,4199,696,4174,653,-57,-35
南投縣竹山鎮山崇里,1457,206,1425,202,1413,193,-44,-13
南投縣竹山鎮社寮里,1096,170,1068,165,1050,170,-46,0
南投縣竹山鎮中央里,858,56,833,49,800,48,-58,-8
南投縣竹山鎮富州里,445,37,445,32,433,35,-12,-2
南投縣竹山鎮大鞍里,335,36,316,34,308,39,-27,3
南投縣竹山鎮田子里,463,31,447,30,424,31,-39,0
南投縣竹山鎮福興里,475,33,457,35,445,35,-30,2
南投縣竹山鎮鯉魚里,589,54,569,59,539,49,-50,-5
南投縣竹山鎮瑞竹里,434,22,420,22,423,16,-11,-6
南投縣竹山鎮坪頂里,344,25,334,22,337,24,-7,-1
南投縣竹山鎮桶頭里,652,61,637,54,622,48,-30,-13
南投縣竹山鎮秀林里,526,53,509,50,494,45,-32,-8
南投縣竹山鎮延祥里,3116,376,3053,366,3001,358,-115,-18
南投縣竹山鎮竹圍里,1986,245,1906,226,1838,207,-148,-38
南投縣集集鎮集集里,845,89,844,85,837,83,-8,-6
南投縣集集鎮和平里,705,79,692,78,689,85,-16,6
南投縣集集鎮林尾里,425,33,410,38,402,34,-23,1
南投縣集集鎮田寮里,994,126,963,121,945,123,-49,-3
南投縣集集鎮隘寮里,351,29,347,27,339,28,-12,-1
南投縣集集鎮玉映里,406,46,403,38,382,33,-24,-13
南投縣集集鎮吳厝里,687,44,702,42,673,40,-14,-4
南投縣集集鎮八張里,1155,111,1129,117,1105,108,-50,-3
南投縣集集鎮永昌里,775,74,769,69,755,64,-20,-10
南投縣集集鎮富山里,441,43,416,42,397,42,-44,-1
南投縣集集鎮廣明里,738,72,717,70,700,68,-38,-4
南投縣名間鄉南雅村,858,89,837,101,812,104,-46,15
南投縣名間鄉中正村,2894,380,2855,361,2842,367,-52,-13
南投縣名間鄉中山村,1896,243,1879,241,1841,227,-55,-16
南投縣名間鄉濁水村,1247,149,1234,151,1201,147,-46,-2
南投縣名間鄉炭寮村,814,76,791,72,774,62,-40,-14
南投縣名間鄉新民村,780,71,776,69,753,69,-27,-2
南投縣名間鄉新街村,3622,434,3548,400,3527,399,-95,-35
南投縣名間鄉東湖村,1366,122,1355,127,1322,119,-44,-3
南投縣名間鄉萬丹村,757,52,738,57,731,52,-26,0
南投縣名間鄉田仔村,995,92,977,99,953,87,-42,-5
南投縣名間鄉大庄村,1498,122,1480,114,1458,108,-40,-14
南投縣名間鄉廍下村,715,75,709,70,702,69,-13,-6
南投縣名間鄉大坑村,619,30,604,28,587,28,-32,-2
南投縣名間鄉竹圍村,714,60,711,59,702,53,-12,-7
南投縣名間鄉赤水村,886,61,873,75,870,77,-16,16
南投縣名間鄉三崙村,1291,158,1265,148,1254,152,-37,-6
南投縣名間鄉松山村,1230,176,1219,171,1186,184,-44,8
南投縣名間鄉松柏村,1002,139,981,134,956,134,-46,-5
南投縣名間鄉埔中村,731,81,723,83,686,72,-45,-9
南投縣名間鄉崁腳村,717,63,706,68,696,61,-21,-2
南投縣名間鄉新厝村,604,56,587,51,582,50,-22,-6
南投縣名間鄉新光村,1428,119,1427,117,1399,123,-29,4
南投縣名間鄉仁和村,777,53,765,50,744,51,-33,-2
南投縣鹿谷鄉鹿谷村,1517,148,1463,139,1435,119,-82,-29
南投縣鹿谷鄉初鄉村,1084,106,1073,109,1014,91,-70,-15
南投縣鹿谷鄉彰雅村,1035,104,1020,94,999,88,-36,-16
南投縣鹿谷鄉廣興村,1541,137,1499,155,1451,149,-90,12
南投縣鹿谷鄉內湖村,811,78,788,90,765,96,-46,18
南投縣鹿谷鄉竹林村,1117,114,1102,101,1085,100,-32,-14
南投縣鹿谷鄉竹豐村,690,59,679,57,667,58,-23,-1
南投縣鹿谷鄉和雅村,473,39,465,33,460,35,-13,-4
南投縣鹿谷鄉鳳凰村,1142,102,1092,102,1060,104,-82,2
南投縣鹿谷鄉永隆村,1352,118,1298,123,1252,116,-100,-2
南投縣鹿谷鄉秀峰村,556,43,527,39,507,34,-49,-9
南投縣鹿谷鄉清水村,497,27,486,28,478,31,-19,4
南投縣鹿谷鄉瑞田村,585,50,577,48,558,49,-27,-1
南投縣中寮鄉廣興村,625,48,606,42,573,36,-52,-12
南投縣中寮鄉崁頂村,369,28,358,26,353,23,-16,-5
南投縣中寮鄉八仙村,625,67,618,61,608,58,-17,-9
南投縣中寮鄉和興村,497,37,496,38,482,31,-15,-6
南投縣中寮鄉福盛村,505,27,497,25,484,25,-21,-2
南投縣中寮鄉永平村,1382,157,1337,145,1321,156,-61,-1
南投縣中寮鄉復興村,220,19,221,25,219,21,-1,2
南投縣中寮鄉中寮村,511,56,498,49,474,38,-37,-18
南投縣中寮鄉廣福村,371,42,369,32,368,35,-3,-7
南投縣中寮鄉永福村,1121,101,1125,100,1101,104,-20,3
南投縣中寮鄉義和村,871,79,856,79,838,65,-33,-14
南投縣中寮鄉清水村,681,64,656,70,640,67,-41,3
南投縣中寮鄉龍安村,520,43,505,42,492,42,-28,-1
南投縣中寮鄉龍岩村,497,52,480,64,465,75,-32,23
南投縣中寮鄉永和村,364,25,350,25,330,17,-34,-8
南投縣中寮鄉內城村,360,25,357,24,344,22,-16,-3
南投縣中寮鄉永芳村,347,23,337,34,330,41,-17,18
南投縣中寮鄉爽文村,373,19,363,21,358,22,-15,3
南投縣魚池鄉東池村,1273,118,1259,122,1226,130,-47,12
南投縣魚池鄉魚池村,1649,182,1617,195,1574,192,-75,10
南投縣魚池鄉中明村,797,78,774,73,755,72,-42,-6
南投縣魚池鄉新城村,1093,147,1075,147,1062,143,-31,-4
南投縣魚池鄉大林村,870,78,852,72,831,66,-39,-12
南投縣魚池鄉東光村,995,95,982,85,988,83,-7,-12
南投縣魚池鄉共和村,789,73,789,69,782,69,-7,-4
南投縣魚池鄉大雁村,509,44,492,46,464,37,-45,-7
南投縣魚池鄉五城村,577,55,559,59,545,66,-32,11
南投縣魚池鄉水社村,663,97,654,87,642,85,-21,-12
南投縣魚池鄉頭社村,672,40,655,44,640,44,-32,4
南投縣魚池鄉武登村,416,24,400,24,401,22,-15,-2
南投縣魚池鄉日月村,761,75,737,83,724,83,-37,8
南投縣國姓鄉國姓村,1372,158,1350,156,1336,154,-36,-4
南投縣國姓鄉石門村,1480,191,1431,193,1402,178,-78,-13
南投縣國姓鄉大旗村,526,40,507,35,495,36,-31,-4
南投縣國姓鄉北港村,1475,121,1423,115,1376,106,-99,-15
南投縣國姓鄉長流村,1167,94,1132,95,1113,102,-54,8
南投縣國姓鄉長福村,579,58,576,54,558,46,-21,-12
南投縣國姓鄉福龜村,1465,128,1426,130,1393,129,-72,1
南投縣國姓鄉乾溝村,631,55,603,58,589,56,-42,1
南投縣國姓鄉柑林村,917,68,898,64,884,68,-33,0
南投縣國姓鄉北山村,1193,123,1143,106,1123,100,-70,-23
南投縣國姓鄉南港村,1276,93,1235,79,1186,69,-90,-24
南投縣國姓鄉大石村,576,43,559,44,545,46,-31,3
南投縣國姓鄉長豐村,626,32,595,32,582,36,-44,4
南投縣水里鄉水里村,587,35,557,33,535,38,-52,3
南投縣水里鄉農富村,356,36,336,29,299,26,-57,-10
南投縣水里鄉新城村,1216,148,1163,140,1119,136,-97,-12
南投縣水里鄉中央村,478,36,464,33,448,34,-30,-2
南投縣水里鄉城中村,658,83,647,81,638,62,-20,-21
南投縣水里鄉北埔村,809,102,803,100,810,104,1,2
南投縣水里鄉鉅工村,820,90,786,89,749,89,-71,-1
南投縣水里鄉永豐村,1160,118,1123,121,1101,124,-59,6
南投縣水里鄉頂崁村,1019,104,1019,124,966,118,-53,14
南投縣水里鄉車埕村,339,32,339,32,332,31,-7,-1
南投縣水里鄉新興村,506,47,510,46,500,51,-6,4
南投縣水里鄉新山村,157,18,153,19,149,17,-8,-1
南投縣水里鄉郡坑村,254,28,233,25,228,20,-26,-8
南投縣水里鄉上安村,862,56,845,58,819,52,-43,-4
南投縣水里鄉民和村,628,56,608,53,589,49,-39,-7
南投縣水里鄉永興村,241,25,237,22,228,26,-13,1
南投縣水里鄉玉峰村,620,51,619,57,618,53,-2,2
南投縣水里鄉興隆村,197,12,185,10,182,5,-15,-7
南投縣水里鄉南光村,1303,168,1316,169,1288,165,-15,-3
南投縣信義鄉人和村,1110,218,1090,225,1063,206,-47,-12
南投縣信義鄉地利村,847,172,828,158,842,153,-5,-19
南投縣信義鄉潭南村,553,184,552,180,551,175,-2,-9
南投縣信義鄉明德村,1241,134,1206,128,1170,115,-71,-19
南投縣信義鄉愛國村,398,43,389,40,378,41,-20,-2
南投縣信義鄉自強村,594,54,588,51,564,54,-30,0
南投縣信義鄉羅娜村,1304,244,1272,236,1253,238,-51,-6
南投縣信義鄉望美村,1420,285,1433,271,1415,282,-5,-3
南投縣信義鄉同富村,1204,144,1172,145,1156,145,-48,1
南投縣信義鄉神木村,550,67,521,61,499,59,-51,-8
南投縣信義鄉東埔村,940,170,947,156,940,162,0,-8
南投縣信義鄉雙龍村,596,141,587,132,573,137,-23,-4
南投縣信義鄉新鄉村,581,123,576,125,569,122,-12,-1
南投縣信義鄉豐丘村,573,78,566,80,551,76,-22,-2
南投縣仁愛鄉法治村,757,200,778,209,783,199,26,-1
南投縣仁愛鄉中正村,844,251,858,261,865,256,21,5
南投縣仁愛鄉互助村,1029,201,1024,195,1017,196,-12,-5
南投縣仁愛鄉新生村,346,53,347,61,344,63,-2,10
南投縣仁愛鄉力行村,462,88,459,84,451,76,-11,-12
南投縣仁愛鄉發祥村,684,137,670,148,646,145,-38,8
南投縣仁愛鄉合作村,577,116,571,118,568,112,-9,-4
南投縣仁愛鄉親愛村,1065,232,1047,218,1035,220,-30,-12
南投縣仁愛鄉大同村,1396,250,1347,266,1322,248,-74,-2
南投縣仁愛鄉南豐村,1109,195,1092,184,1067,187,-42,-8
南投縣仁愛鄉春陽村,878,218,878,209,865,190,-13,-28
南投縣仁愛鄉精英村,602,147,587,149,571,142,-31,-5
南投縣仁愛鄉萬豐村,608,171,606,168,601,166,-7,-5
南投縣仁愛鄉榮興村,34,1,26,0,20,0,-14,-1
南投縣仁愛鄉翠華村,444,74,437,62,439,65,-5,-9
南投縣仁愛鄉都達村,571,154,571,148,565,152,-6,-2
