year,age_range,male,female,total
2019,0-4,1721,1539,3260
2019,5-9,1471,1444,2915
2019,10-14,1479,1319,2798
2019,15-19,1962,1732,3694
2019,20-24,2462,2162,4624
2019,25-29,2739,2509,5248
2019,30-34,2826,2660,5486
2019,35-39,3698,3450,7148
2019,40-44,3562,3278,6840
2019,45-49,2925,2892,5817
2019,50-54,2807,2865,5672
2019,55-59,2827,3148,5975
2019,60-64,2683,2838,5521
2019,65-69,2263,2309,4572
2019,70-74,1200,1337,2537
2019,75-79,796,922,1718
2019,80-84,526,692,1218
2019,85-89,280,376,656
2019,90-94,115,155,270
2019,95-99,22,36,58
2019,100+,1,2,3
2020,0-4,1622,1453,3075
2020,5-9,1623,1550,3173
2020,10-14,1413,1292,2705
2020,15-19,1780,1590,3370
2020,20-24,2436,2062,4498
2020,25-29,2665,2530,5195
2020,30-34,2793,2541,5334
2020,35-39,3513,3383,6896
2020,40-44,3730,3383,7113
2020,45-49,2944,2844,5788
2020,50-54,2792,2900,5692
2020,55-59,2800,3094,5894
2020,60-64,2718,2887,5605
2020,65-69,2386,2469,4855
2020,70-74,1370,1489,2859
2020,75-79,776,953,1729
2020,80-84,532,680,1212
2020,85-89,281,419,700
2020,90-94,131,163,294
2020,95-99,32,40,72
2020,100+,0,0,0
2021,0-4,1530,1398,2928
2021,5-9,1723,1626,3349
2021,10-14,1383,1287,2670
2021,15-19,1655,1455,3110
2021,20-24,2341,1973,4314
2021,25-29,2585,2509,5094
2021,30-34,2871,2516,5387
2021,35-39,3254,3183,6437
2021,40-44,3727,3413,7140
2021,45-49,3109,2978,6087
2021,50-54,2808,2867,5675
2021,55-59,2759,3014,5773
2021,60-64,2736,2948,5684
2021,65-69,2421,2551,4972
2021,70-74,1575,1724,3299
2021,75-79,803,948,1751
2021,80-84,531,714,1245
2021,85-89,302,435,737
2021,90-94,141,175,316
2021,95-99,33,45,78
2021,100+,0,0,0
2022,0-4,1422,1313,2735
2022,5-9,1763,1634,3397
2022,10-14,1417,1371,2788
2022,15-19,1578,1354,2932
2022,20-24,2161,1868,4029
2022,25-29,2634,2478,5112
2022,30-34,2848,2471,5319
2022,35-39,3016,2971,5987
2022,40-44,3763,3430,7193
2022,45-49,3235,3111,6346
2022,50-54,2804,2861,5665
2022,55-59,2716,2924,5640
2022,60-64,2776,3033,5809
2022,65-69,2434,2621,5055
2022,70-74,1768,1909,3677
2022,75-79,850,1007,1857
2022,80-84,534,730,1264
2022,85-89,309,457,766
2022,90-94,148,187,335
2022,95-99,34,46,80
2022,100+,0,0,0
2023,0-4,1355,1293,2648
2023,5-9,1788,1599,3387
2023,10-14,1428,1403,2831
2023,15-19,1514,1314,2828
2023,20-24,2075,1825,3900
2023,25-29,2541,2273,4814
2023,30-34,2799,2487,5286
2023,35-39,2893,2848,5741
2023,40-44,3718,3444,7162
2023,45-49,3375,3170,6545
2023,50-54,2829,2838,5667
2023,55-59,2678,2877,5555
2023,60-64,2763,3115,5878
2023,65-69,2494,2650,5144
2023,70-74,1873,2038,3911
2023,75-79,933,1106,2039
2023,80-84,553,750,1303
2023,85-89,322,491,813
2023,90-94,141,201,342
2023,95-99,42,53,95
2023,100+,0,0,0
2024,0-4,1341,1247,2588
2024,5-9,1721,1539,3260
2024,10-14,1471,1444,2915
2024,15-19,1479,1319,2798
2024,20-24,1962,1732,3694
2024,25-29,2462,2162,4624
2024,30-34,2728,2509,5237
2024,35-39,2801,2660,5461
2024,40-44,3653,3430,7083
2024,45-49,3493,3253,6746
2024,50-54,2846,2865,5711
2024,55-59,2703,2822,5525
2024,60-64,2687,3083,5770
2024,65-69,2498,2745,5243
2024,70-74,2027,2182,4209
2024,75-79,1009,1211,2220
2024,80-84,599,771,1370
2024,85-89,334,503,837
2024,90-94,138,217,355
2024,95-99,39,57,96
2024,100+,0,0,0
2025,0-4,1289,1198,2487
2025,5-9,1622,1453,3075
2025,10-14,1623,1550,3173
2025,15-19,1413,1292,2705
2025,20-24,1780,1590,3370
2025,25-29,2436,2062,4498
2025,30-34,2657,2530,5187
2025,35-39,2768,2541,5309
2025,40-44,3471,3365,6836
2025,45-49,3658,3358,7016
2025,50-54,2865,2819,5684
2025,55-59,2689,2856,5545
2025,60-64,2663,3031,5694
2025,65-69,2534,2796,5330
2025,70-74,2138,2338,4476
2025,75-79,1154,1352,2506
2025,80-84,585,799,1384
2025,85-89,339,495,834
2025,90-94,142,243,385
2025,95-99,46,62,108
2025,100+,0,0,0
2026,0-4,1238,1151,2389
2026,5-9,1530,1398,2928
2026,10-14,1723,1626,3349
2026,15-19,1383,1287,2670
2026,20-24,1655,1455,3110
2026,25-29,2341,1973,4314
2026,30-34,2580,2509,5089
2026,35-39,2846,2516,5362
2026,40-44,3214,3167,6381
2026,45-49,3656,3388,7044
2026,50-54,3028,2953,5981
2026,55-59,2706,2825,5531
2026,60-64,2626,2954,5580
2026,65-69,2553,2858,5411
2026,70-74,2173,2419,4592
2026,75-79,1328,1567,2895
2026,80-84,609,797,1406
2026,85-89,340,522,862
2026,90-94,155,254,409
2026,95-99,49,68,117
2026,100+,0,0,0
2027,0-4,1190,1107,2297
2027,5-9,1422,1313,2735
2027,10-14,1763,1634,3397
2027,15-19,1417,1371,2788
2027,20-24,1578,1354,2932
2027,25-29,2161,1868,4029
2027,30-34,2630,2478,5108
2027,35-39,2824,2471,5295
2027,40-44,2980,2958,5938
2027,45-49,3692,3405,7097
2027,50-54,3150,3086,6236
2027,55-59,2704,2820,5524
2027,60-64,2587,2867,5454
2027,65-69,2594,2942,5536
2027,70-74,2187,2487,4674
2027,75-79,1491,1738,3229
2027,80-84,646,849,1495
2027,85-89,344,537,881
2027,90-94,158,267,425
2027,95-99,52,73,125
2027,100+,0,0,0
2028,0-4,1144,1065,2209
2028,5-9,1355,1293,2648
2028,10-14,1788,1599,3387
2028,15-19,1428,1403,2831
2028,20-24,1514,1314,2828
2028,25-29,2075,1825,3900
2028,30-34,2538,2273,4811
2028,35-39,2775,2487,5262
2028,40-44,2860,2839,5699
2028,45-49,3648,3419,7067
2028,50-54,3286,3145,6431
2028,55-59,2729,2798,5527
2028,60-64,2553,2823,5376
2028,65-69,2582,3023,5605
2028,70-74,2244,2515,4759
2028,75-79,1581,1859,3440
2028,80-84,710,937,1647
2028,85-89,358,555,913
2028,90-94,166,290,456
2028,95-99,49,78,127
2028,100+,0,0,0
2029,0-4,1099,1024,2123
2029,5-9,1341,1247,2588
2029,10-14,1721,1539,3260
2029,15-19,1471,1444,2915
2029,20-24,1479,1319,2798
2029,25-29,1962,1732,3694
2029,30-34,2458,2162,4620
2029,35-39,2706,2509,5215
2029,40-44,2771,2654,5425
2029,45-49,3584,3405,6989
2029,50-54,3400,3226,6626
2029,55-59,2746,2826,5572
2029,60-64,2578,2769,5347
2029,65-69,2513,2992,5505
2029,70-74,2253,2607,4860
2029,75-79,1712,1992,3704
2029,80-84,772,1030,1802
2029,85-89,390,572,962
2029,90-94,172,297,469
2029,95-99,48,86,134
2029,100+,0,0,0
2030,0-4,1052,982,2034
2030,5-9,1289,1198,2487
2030,10-14,1622,1453,3075
2030,15-19,1623,1550,3173
2030,20-24,1413,1292,2705
2030,25-29,1780,1590,3370
2030,30-34,2432,2062,4494
2030,35-39,2635,2530,5165
2030,40-44,2739,2537,5276
2030,45-49,3405,3340,6745
2030,50-54,3561,3329,6890
2030,55-59,2764,2780,5544
