年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2017-08,65000010-001,新北市板橋區,留侯里,673,1638,772,866,220,1174,244,1341,38
2017-08,65000010-002,新北市板橋區,流芳里,643,1582,737,845,221,1096,265,1282,30
2017-08,65000010-003,新北市板橋區,赤松里,326,831,410,421,139,541,151,644,21
2017-08,65000010-004,新北市板橋區,黃石里,440,1169,578,591,201,771,197,907,24
2017-08,65000010-005,新北市板橋區,挹秀里,773,1857,896,961,256,1274,327,1524,38
2017-08,65000010-006,新北市板橋區,湳興里,2331,5633,2694,2939,675,4184,774,4666,122
2017-08,65000010-007,新北市板橋區,新興里,1514,3343,1600,1743,372,2427,544,2826,65
2017-08,65000010-008,新北市板橋區,社後里,4897,9234,5146,4088,656,7270,1308,8222,136
2017-08,65000010-009,新北市板橋區,香社里,1588,4458,2235,2223,516,3357,585,3710,99
2017-08,65000010-010,新北市板橋區,中正里,1617,4516,2207,2309,582,3405,529,3696,88
2017-08,65000010-011,新北市板橋區,自強里,2047,5370,2620,2750,654,3690,1026,4541,67
2017-08,65000010-012,新北市板橋區,自立里,1101,2957,1431,1526,357,2137,463,2451,57
2017-08,65000010-013,新北市板橋區,光華里,1107,2798,1381,1417,320,2030,448,2350,54
2017-08,65000010-014,新北市板橋區,國光里,1552,3795,1828,1967,303,2807,685,3270,88
2017-08,65000010-015,新北市板橋區,港尾里,1109,3055,1440,1615,434,2295,326,2438,78
2017-08,65000010-016,新北市板橋區,金華里,1470,4140,2013,2127,530,3017,593,3426,77
2017-08,65000010-017,新北市板橋區,港德里,1937,5082,2503,2579,619,3651,812,4227,95
2017-08,65000010-018,新北市板橋區,民權里,1083,2764,1363,1401,311,1901,552,2340,35
2017-08,65000010-019,新北市板橋區,建國里,1432,3714,1803,1911,412,2708,594,3112,71
2017-08,65000010-020,新北市板橋區,漢生里,1666,4455,2157,2298,669,3050,736,3607,67
2017-08,65000010-021,新北市板橋區,公舘里,1471,4048,1993,2055,575,2885,588,3198,105
2017-08,65000010-022,新北市板橋區,新民里,1738,4676,2268,2408,787,3249,640,3649,82
2017-08,65000010-023,新北市板橋區,幸福里,1515,4139,2062,2077,488,3038,613,3413,93
2017-08,65000010-024,新北市板橋區,忠誠里,1696,4248,2052,2196,546,2975,727,3464,93
2017-08,65000010-025,新北市板橋區,百壽里,1041,2667,1276,1391,430,1850,387,2090,66
2017-08,65000010-026,新北市板橋區,介壽里,1223,3171,1511,1660,466,2197,508,2549,60
2017-08,65000010-027,新北市板橋區,新埔里,877,2167,1051,1116,218,1569,380,1859,39
2017-08,65000010-028,新北市板橋區,華江里,3193,7815,3634,4181,1437,5582,796,5973,159
2017-08,65000010-029,新北市板橋區,江翠里,1789,4902,2429,2473,565,3659,678,4077,105
2017-08,65000010-030,新北市板橋區,純翠里,2100,5692,2785,2907,667,4302,723,4717,128
2017-08,65000010-031,新北市板橋區,溪頭里,2431,6325,3112,3213,778,4699,848,5185,144
2017-08,65000010-032,新北市板橋區,聯翠里,1655,3772,1773,1999,429,2793,550,3143,72
2017-08,65000010-033,新北市板橋區,宏翠里,2173,4932,2359,2573,567,3843,522,4123,106
2017-08,65000010-034,新北市板橋區,仁翠里,1115,3023,1453,1570,318,2224,481,2562,54
2017-08,65000010-035,新北市板橋區,新翠里,3081,8164,3934,4230,988,6352,824,6674,208
2017-08,65000010-036,新北市板橋區,吉翠里,1370,3894,1905,1989,476,2951,467,3226,75
2017-08,65000010-037,新北市板橋區,德翠里,2720,7662,3745,3917,1142,5934,586,6048,183
2017-08,65000010-038,新北市板橋區,滿翠里,1142,3082,1490,1592,319,2268,495,2605,65
2017-08,65000010-039,新北市板橋區,明翠里,1940,4962,2405,2557,521,3682,759,4203,86
2017-08,65000010-040,新北市板橋區,松翠里,1395,3536,1706,1830,415,2628,493,2933,79
2017-08,65000010-041,新北市板橋區,柏翠里,1764,4250,2030,2220,536,3112,602,3494,92
2017-08,65000010-042,新北市板橋區,龍翠里,2008,5270,2548,2722,592,4027,651,4402,110
2017-08,65000010-043,新北市板橋區,華翠里,1389,3861,1846,2015,603,2787,471,3058,81
2017-08,65000010-044,新北市板橋區,忠翠里,4435,11040,5192,5848,1827,8237,976,8510,266
2017-08,65000010-045,新北市板橋區,嵐翠里,981,2611,1310,1301,295,1941,375,2182,50
2017-08,65000010-046,新北市板橋區,文翠里,1592,4202,2083,2119,454,3129,619,3513,104
2017-08,65000010-047,新北市板橋區,青翠里,1214,3122,1610,1512,325,2346,451,2640,63
2017-08,65000010-048,新北市板橋區,懷翠里,2254,6290,3104,3186,672,4863,755,5222,173
2017-08,65000010-049,新北市板橋區,福翠里,563,1388,692,696,131,1018,239,1204,22
2017-08,65000010-050,新北市板橋區,港嘴里,2440,6324,3117,3207,668,4910,746,5385,113
2017-08,65000010-051,新北市板橋區,振興里,1686,4605,2265,2340,462,3482,661,3907,95
2017-08,65000010-052,新北市板橋區,振義里,1641,4394,2155,2239,451,3330,613,3667,99
2017-08,65000010-053,新北市板橋區,光復里,1357,3438,1750,1688,404,2584,450,2832,87
2017-08,65000010-054,新北市板橋區,埔墘里,2564,6443,3077,3366,680,4997,766,5404,160
2017-08,65000010-055,新北市板橋區,長壽里,1043,2961,1464,1497,328,2171,462,2490,53
2017-08,65000010-056,新北市板橋區,福壽里,1266,3428,1691,1737,342,2660,426,2889,72
2017-08,65000010-057,新北市板橋區,海山里,2855,8514,4062,4452,1738,5914,862,6206,217
2017-08,65000010-058,新北市板橋區,九如里,1082,3000,1439,1561,375,2195,430,2433,84
2017-08,65000010-059,新北市板橋區,玉光里,2189,5595,2642,2953,855,4078,662,4399,138
2017-08,65000010-060,新北市板橋區,光仁里,1049,3106,1542,1564,452,2194,460,2481,70
2017-08,65000010-061,新北市板橋區,埤墘里,1752,4676,2244,2432,846,3279,551,3588,93
2017-08,65000010-062,新北市板橋區,永安里,1414,3632,1784,1848,505,2675,452,2948,68
2017-08,65000010-063,新北市板橋區,雙玉里,1566,4385,2117,2268,768,3084,533,3345,95
2017-08,65000010-064,新北市板橋區,廣新里,1307,3826,1886,1940,589,2722,515,3033,82
2017-08,65000010-065,新北市板橋區,深丘里,3737,9413,4539,4874,1852,6554,1007,7030,194
2017-08,65000010-066,新北市板橋區,香丘里,1471,3988,1940,2048,672,2828,488,3110,81
2017-08,65000010-067,新北市板橋區,西安里,1048,2837,1394,1443,372,2039,426,2298,71
2017-08,65000010-068,新北市板橋區,東丘里,1685,4962,2420,2542,786,3501,675,3884,107
2017-08,65000010-069,新北市板橋區,長安里,1737,5060,2434,2626,1020,3576,464,3751,98
2017-08,65000010-070,新北市板橋區,福丘里,2237,5038,2346,2692,826,3600,612,3944,101
2017-08,65000010-071,新北市板橋區,福祿里,1580,4137,1943,2194,634,2949,554,3278,71
2017-08,65000010-072,新北市板橋區,民族里,1805,5172,2494,2678,1197,3374,601,3684,116
2017-08,65000010-073,新北市板橋區,國泰里,1462,3818,1807,2011,574,2708,536,3025,67
2017-08,65000010-074,新北市板橋區,福德里,1992,5420,2710,2710,748,3841,831,4354,124
2017-08,65000010-075,新北市板橋區,景星里,1496,3596,1711,1885,427,2655,514,2993,75
2017-08,65000010-076,新北市板橋區,福星里,1353,3708,1781,1927,500,2672,536,2975,88
2017-08,65000010-077,新北市板橋區,鄉雲里,1562,3848,1833,2015,445,2825,578,3192,74
2017-08,65000010-078,新北市板橋區,廣德里,2620,7144,3478,3666,981,5290,873,5748,170
2017-08,65000010-079,新北市板橋區,大豐里,1797,4921,2397,2524,609,3555,757,4034,108
2017-08,65000010-080,新北市板橋區,重慶里,3293,9180,4486,4694,1236,7015,929,7385,230
2017-08,65000010-081,新北市板橋區,仁愛里,1180,3298,1640,1658,375,2406,517,2755,63
2017-08,65000010-082,新北市板橋區,和平里,1644,4135,1940,2195,887,2917,331,3060,69
2017-08,65000010-083,新北市板橋區,廣福里,1571,4331,2117,2214,619,3261,451,3454,90
2017-08,65000010-084,新北市板橋區,華興里,1622,4318,2089,2229,479,3298,541,3565,102
2017-08,65000010-085,新北市板橋區,華貴里,1030,2823,1362,1461,357,2016,450,2338,50
2017-08,65000010-086,新北市板橋區,華德里,2955,7413,3581,3832,999,5580,834,6032,168
2017-08,65000010-087,新北市板橋區,華東里,3113,7340,3570,3770,858,5598,884,6097,161
2017-08,65000010-088,新北市板橋區,信義里,1726,4429,2180,2249,553,3225,651,3680,68
2017-08,65000010-089,新北市板橋區,浮洲里,1408,4205,2148,2057,504,3013,688,3483,83
2017-08,65000010-090,新北市板橋區,華中里,1937,5589,2802,2787,707,4344,538,4624,106
2017-08,65000010-091,新北市板橋區,僑中里,1511,4401,2183,2218,513,3535,353,3656,100
2017-08,65000010-092,新北市板橋區,中山里,1722,4433,2188,2245,603,3230,600,3598,95
2017-08,65000010-093,新北市板橋區,復興里,319,1114,680,434,107,653,354,970,13
2017-08,65000010-094,新北市板橋區,大安里,1527,4225,2135,2090,503,3143,579,3497,94
2017-08,65000010-095,新北市板橋區,福安里,1007,2665,1311,1354,287,1994,384,2257,50
2017-08,65000010-096,新北市板橋區,聚安里,2020,5662,2839,2823,695,4322,645,4685,125
2017-08,65000010-097,新北市板橋區,龍安里,1085,2992,1446,1546,382,2208,402,2466,56
2017-08,65000010-098,新北市板橋區,崑崙里,3708,10503,5137,5366,1571,8020,912,8193,299
2017-08,65000010-099,新北市板橋區,溪洲里,2202,6314,3064,3250,891,4688,735,5059,140
2017-08,65000010-100,新北市板橋區,溪北里,1361,3776,1863,1913,521,2780,475,3032,86
2017-08,65000010-101,新北市板橋區,香雅里,989,2671,1321,1350,293,2002,376,2249,57
2017-08,65000010-102,新北市板橋區,新生里,1582,4583,2293,2290,612,3378,593,3795,60
2017-08,65000010-103,新北市板橋區,文德里,1185,3261,1621,1640,391,2443,427,2679,73
2017-08,65000010-104,新北市板橋區,文化里,1399,3549,1730,1819,439,2589,521,2917,74
2017-08,65000010-105,新北市板橋區,新海里,1248,3744,1882,1862,510,2872,362,3085,72
2017-08,65000010-106,新北市板橋區,莒光里,1166,3052,1499,1553,465,2129,458,2432,59
2017-08,65000010-107,新北市板橋區,富貴里,867,2401,1149,1252,248,1771,382,2015,59
2017-08,65000010-108,新北市板橋區,正泰里,1110,3206,1528,1678,409,2398,399,2640,69
2017-08,65000010-109,新北市板橋區,民生里,913,2373,1100,1273,326,1768,279,1946,50
2017-08,65000010-110,新北市板橋區,後埔里,1619,3991,1978,2013,503,2902,586,3287,82
2017-08,65000010-111,新北市板橋區,華福里,781,2216,1082,1134,260,1639,317,1856,41
2017-08,65000010-112,新北市板橋區,堂春里,1521,4594,2279,2315,653,3585,356,3642,114
2017-08,65000010-113,新北市板橋區,成和里,2530,6966,3417,3549,1142,5306,518,5377,167
2017-08,65000010-114,新北市板橋區,光榮里,1021,2692,1350,1342,296,1940,456,2285,46
2017-08,65000010-115,新北市板橋區,民安里,851,2206,1047,1159,304,1481,421,1791,41
2017-08,65000010-116,新北市板橋區,陽明里,1062,2910,1415,1495,301,2147,462,2457,70
2017-08,65000010-117,新北市板橋區,朝陽里,1271,3534,1692,1842,400,2638,496,2971,70
2017-08,65000010-118,新北市板橋區,松柏里,956,2439,1221,1218,269,1852,318,2022,52
2017-08,65000010-119,新北市板橋區,文聖里,1440,4057,1979,2078,497,3114,446,3325,96
2017-08,65000010-120,新北市板橋區,居仁里,1233,3432,1700,1732,407,2660,365,2869,73
2017-08,65000010-121,新北市板橋區,莊敬里,1641,4479,2182,2297,870,3234,375,3342,89
2017-08,65000010-122,新北市板橋區,東安里,914,2745,1345,1400,556,1890,299,2034,51
2017-08,65000010-123,新北市板橋區,五權里,1576,4371,2204,2167,542,3190,639,3578,93
2017-08,65000010-124,新北市板橋區,溪福里,5173,15208,7512,7696,2504,11777,927,11517,470
2017-08,65000010-125,新北市板橋區,大觀里,1343,3910,1897,2013,513,3035,362,3205,82
2017-08,65000010-126,新北市板橋區,歡園里,487,1368,702,666,139,1041,188,1139,34
2017-08,65000020-001,新北市三重區,大有里,1985,5526,2758,2768,612,4330,584,4638,115
2017-08,65000020-002,新北市三重區,二重里,578,1699,861,838,175,1316,208,1407,54
2017-08,65000020-003,新北市三重區,頂崁里,870,2383,1202,1181,242,1885,256,2014,52
2017-08,65000020-004,新北市三重區,谷王里,352,1019,535,484,99,742,178,864,23
2017-08,65000020-005,新北市三重區,中興里,1554,4035,2031,2004,431,3072,532,3391,82
2017-08,65000020-006,新北市三重區,德厚里,171,400,197,203,28,282,90,360,6
2017-08,65000020-007,新北市三重區,成功里,2763,6580,3140,3440,959,4950,671,5240,142
2017-08,65000020-008,新北市三重區,福祉里,2294,5786,2802,2984,845,4325,616,4634,112
2017-08,65000020-009,新北市三重區,福民里,1362,3696,1813,1883,499,2717,480,3022,64
2017-08,65000020-010,新北市三重區,過田里,5127,9602,5269,4333,909,7485,1208,8241,183
2017-08,65000020-011,新北市三重區,錦田里,836,2159,1070,1089,244,1581,334,1806,52
2017-08,65000020-012,新北市三重區,重明里,1472,3820,1855,1965,596,2683,541,2995,93
2017-08,65000020-013,新北市三重區,光田里,1951,4613,2257,2356,415,3479,719,3950,97
2017-08,65000020-014,新北市三重區,光陽里,2606,6520,3225,3295,600,5091,829,5515,159
2017-08,65000020-015,新北市三重區,田心里,1609,4271,2135,2136,412,3224,635,3617,103
2017-08,65000020-016,新北市三重區,福田里,1258,3706,1873,1833,356,2943,407,3129,93
2017-08,65000020-017,新北市三重區,田中里,2343,6708,3294,3414,950,4961,797,5382,158
2017-08,65000020-018,新北市三重區,田安里,2421,6517,3140,3377,775,4967,775,5363,152
2017-08,65000020-019,新北市三重區,三民里,1299,3582,1781,1801,516,2638,428,2851,88
2017-08,65000020-020,新北市三重區,光明里,3045,7867,3837,4030,1093,5927,847,6331,192
2017-08,65000020-021,新北市三重區,光正里,1292,2578,1261,1317,238,2039,301,2202,73
2017-08,65000020-022,新北市三重區,同安里,593,1533,778,755,156,1176,201,1302,36
2017-08,65000020-023,新北市三重區,同慶里,733,1828,912,916,179,1385,264,1562,41
2017-08,65000020-024,新北市三重區,菜寮里,892,2367,1145,1222,320,1720,327,1931,49
2017-08,65000020-025,新北市三重區,永春里,797,2101,1036,1065,280,1564,257,1702,52
2017-08,65000020-026,新北市三重區,中正里,574,1415,717,698,103,1095,217,1250,27
2017-08,65000020-027,新北市三重區,吉利里,626,1457,728,729,115,1126,216,1268,32
2017-08,65000020-028,新北市三重區,大同里,921,2024,961,1063,179,1579,266,1742,50
2017-08,65000020-029,新北市三重區,中民里,528,1337,670,667,112,1033,192,1149,29
2017-08,65000020-030,新北市三重區,平和里,643,1591,820,771,149,1159,283,1377,23
2017-08,65000020-031,新北市三重區,大安里,677,1737,869,868,176,1310,251,1458,46
2017-08,65000020-032,新北市三重區,仁德里,858,2055,1046,1009,166,1520,369,1797,42
2017-08,65000020-033,新北市三重區,忠孝里,724,1781,900,881,141,1330,310,1541,40
2017-08,65000020-034,新北市三重區,仁義里,485,1294,649,645,140,946,208,1074,34
2017-08,65000020-035,新北市三重區,光榮里,657,1477,727,750,113,1138,226,1291,37
2017-08,65000020-036,新北市三重區,光輝里,634,1608,803,805,141,1230,237,1382,37
2017-08,65000020-037,新北市三重區,福星里,499,1099,528,571,79,844,176,963,22
2017-08,65000020-038,新北市三重區,福利里,1037,2345,1087,1258,227,1877,241,1993,64
2017-08,65000020-039,新北市三重區,清和里,1835,3943,1867,2076,370,3123,450,3376,85
2017-08,65000020-040,新北市三重區,永興里,614,1348,649,699,134,1029,185,1161,19
2017-08,65000020-041,新北市三重區,中山里,1204,2859,1396,1463,303,2154,402,2387,77
2017-08,65000020-042,新北市三重區,大園里,1126,2920,1466,1454,385,2121,414,2368,85
2017-08,65000020-043,新北市三重區,國隆里,1108,2849,1372,1477,303,2178,368,2375,76
2017-08,65000020-044,新北市三重區,重陽里,1431,3875,1910,1965,448,2901,526,3188,103
2017-08,65000020-045,新北市三重區,民生里,1744,4568,2240,2328,589,3361,618,3729,101
2017-08,65000020-046,新北市三重區,重新里,605,1526,744,782,165,1092,269,1286,24
2017-08,65000020-047,新北市三重區,正德里,507,1218,587,631,144,874,200,999,31
2017-08,65000020-048,新北市三重區,正義里,768,1945,976,969,233,1427,285,1600,43
2017-08,65000020-049,新北市三重區,正安里,845,2051,995,1056,204,1526,321,1735,50
2017-08,65000020-050,新北市三重區,自強里,752,1888,925,963,188,1402,298,1602,33
2017-08,65000020-051,新北市三重區,文化里,971,2492,1240,1252,294,1725,473,2087,53
2017-08,65000020-052,新北市三重區,中央里,838,1890,936,954,210,1392,288,1586,41
2017-08,65000020-053,新北市三重區,雙園里,415,1009,511,498,99,749,161,858,19
2017-08,65000020-054,新北市三重區,錦通里,652,1568,754,814,112,1141,315,1383,31
2017-08,65000020-055,新北市三重區,錦安里,795,1932,921,1011,161,1412,359,1672,35
2017-08,65000020-056,新北市三重區,長安里,899,2338,1169,1169,235,1742,361,2000,38
2017-08,65000020-057,新北市三重區,光華里,887,2062,1015,1047,200,1533,329,1753,40
2017-08,65000020-058,新北市三重區,長生里,377,912,446,466,83,689,140,773,22
2017-08,65000020-059,新北市三重區,開元里,675,1577,796,781,141,1195,241,1377,27
2017-08,65000020-060,新北市三重區,大德里,351,850,403,447,71,636,143,739,22
2017-08,65000020-061,新北市三重區,長元里,1029,2575,1299,1276,240,1986,349,2198,64
2017-08,65000020-062,新北市三重區,長江里,900,2125,1052,1073,194,1626,305,1812,55
2017-08,65000020-063,新北市三重區,長泰里,945,2369,1184,1185,215,1781,373,2018,54
2017-08,65000020-064,新北市三重區,長福里,638,1635,779,856,168,1232,235,1393,32
2017-08,65000020-065,新北市三重區,介壽里,512,1239,611,628,147,902,190,1041,21
2017-08,65000020-066,新北市三重區,萬壽里,829,2130,1034,1096,193,1628,309,1810,56
2017-08,65000020-067,新北市三重區,錦江里,934,2447,1209,1238,212,1888,347,2104,51
2017-08,65000020-068,新北市三重區,龍濱里,1250,3448,1676,1772,394,2627,427,2855,89
2017-08,65000020-069,新北市三重區,龍門里,779,1956,963,993,206,1458,292,1635,45
2017-08,65000020-070,新北市三重區,秀江里,553,1468,725,743,169,1069,230,1209,32
2017-08,65000020-071,新北市三重區,奕壽里,785,1863,911,952,185,1397,281,1595,33
2017-08,65000020-072,新北市三重區,三安里,1216,2729,1303,1426,253,2025,451,2352,53
2017-08,65000020-073,新北市三重區,福安里,1268,3196,1587,1609,328,2443,425,2659,83
2017-08,65000020-074,新北市三重區,信安里,859,2058,997,1061,244,1536,278,1707,53
2017-08,65000020-075,新北市三重區,安慶里,910,2204,1073,1131,195,1662,347,1880,57
2017-08,65000020-076,新北市三重區,幸福里,1870,4813,2356,2457,499,3646,668,4042,108
2017-08,65000020-077,新北市三重區,六合里,1480,3922,1952,1970,473,2910,539,3226,101
2017-08,65000020-078,新北市三重區,六福里,2024,5986,2946,3040,865,4551,570,4795,137
2017-08,65000020-079,新北市三重區,順德里,879,2335,1206,1129,240,1738,357,1980,44
2017-08,65000020-080,新北市三重區,承德里,667,1962,994,968,221,1407,334,1623,49
2017-08,65000020-081,新北市三重區,瑞德里,936,2562,1262,1300,307,1851,404,2106,62
2017-08,65000020-082,新北市三重區,崇德里,1531,4189,2121,2068,492,3080,617,3508,89
2017-08,65000020-083,新北市三重區,厚德里,1446,3865,1913,1952,549,2839,477,3048,101
2017-08,65000020-084,新北市三重區,維德里,1176,3162,1543,1619,453,2293,416,2553,58
2017-08,65000020-085,新北市三重區,尚德里,1228,3290,1587,1703,395,2415,480,2733,71
2017-08,65000020-086,新北市三重區,培德里,1449,3978,1981,1997,506,2991,481,3259,85
2017-08,65000020-087,新北市三重區,永德里,1927,5349,2620,2729,761,3907,681,4264,134
2017-08,65000020-088,新北市三重區,永盛里,1276,3579,1747,1832,536,2572,471,2828,80
2017-08,65000020-089,新北市三重區,永福里,2021,5805,2801,3004,862,4330,613,4554,152
2017-08,65000020-090,新北市三重區,永清里,2043,5947,2860,3087,900,4423,624,4690,130
2017-08,65000020-091,新北市三重區,永安里,1574,4484,2193,2291,712,3307,465,3476,121
2017-08,65000020-092,新北市三重區,永煇里,962,2639,1349,1290,265,2039,335,2236,48
2017-08,65000020-093,新北市三重區,溪美里,3289,8392,4075,4317,960,6530,902,6932,221
2017-08,65000020-094,新北市三重區,福隆里,1827,4840,2318,2522,742,3623,475,3792,122
2017-08,65000020-095,新北市三重區,五常里,1497,4448,2208,2240,553,3360,535,3621,112
2017-08,65000020-096,新北市三重區,五福里,1649,4089,1970,2119,546,3097,446,3344,84
2017-08,65000020-097,新北市三重區,仁忠里,1253,3321,1651,1670,408,2487,426,2752,63
2017-08,65000020-098,新北市三重區,慈福里,957,2327,1184,1143,210,1737,380,2007,41
2017-08,65000020-099,新北市三重區,慈生里,887,2405,1173,1232,219,1781,405,2076,52
2017-08,65000020-100,新北市三重區,慈惠里,840,2260,1120,1140,244,1683,333,1925,36
2017-08,65000020-101,新北市三重區,慈愛里,1375,3671,1796,1875,381,2786,504,3127,68
2017-08,65000020-102,新北市三重區,慈化里,942,2692,1297,1395,348,2038,306,2195,54
2017-08,65000020-103,新北市三重區,慈祐里,1787,4985,2491,2494,612,3740,633,4099,112
2017-08,65000020-104,新北市三重區,五華里,2092,5494,2640,2854,756,4180,558,4421,142
2017-08,65000020-105,新北市三重區,富貴里,2776,6499,3077,3422,889,4992,618,5284,144
2017-08,65000020-106,新北市三重區,富華里,1329,3391,1707,1684,460,2548,383,2760,71
2017-08,65000020-107,新北市三重區,富福里,778,2189,1065,1124,276,1661,252,1788,44
2017-08,65000020-108,新北市三重區,碧華里,3468,7747,3722,4025,1028,6043,676,6275,179
