年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2017-05,65000010-001,新北市板橋區,留侯里,675,1646,779,867,224,1186,236,1341,39
2017-05,65000010-002,新北市板橋區,流芳里,641,1578,736,842,214,1101,263,1284,28
2017-05,65000010-003,新北市板橋區,赤松里,319,818,399,419,138,530,150,634,22
2017-05,65000010-004,新北市板橋區,黃石里,442,1169,573,596,199,778,192,904,25
2017-05,65000010-005,新北市板橋區,挹秀里,762,1851,892,959,255,1273,323,1517,39
2017-05,65000010-006,新北市板橋區,湳興里,2340,5675,2728,2947,689,4219,767,4694,123
2017-05,65000010-007,新北市板橋區,新興里,1497,3302,1576,1726,359,2401,542,2798,70
2017-05,65000010-008,新北市板橋區,社後里,4897,9259,5144,4115,675,7320,1264,8220,151
2017-05,65000010-009,新北市板橋區,香社里,1588,4488,2241,2247,519,3393,576,3735,94
2017-05,65000010-010,新北市板橋區,中正里,1609,4509,2213,2296,581,3403,525,3686,96
2017-05,65000010-011,新北市板橋區,自強里,2046,5397,2637,2760,666,3727,1004,4556,66
2017-05,65000010-012,新北市板橋區,自立里,1098,2957,1425,1532,354,2150,453,2451,60
2017-05,65000010-013,新北市板橋區,光華里,1111,2804,1380,1424,324,2044,436,2356,51
2017-05,65000010-014,新北市板橋區,國光里,1565,3843,1857,1986,330,2844,669,3280,94
2017-05,65000010-015,新北市板橋區,港尾里,1112,3058,1443,1615,439,2300,319,2434,80
2017-05,65000010-016,新北市板橋區,金華里,1462,4144,2020,2124,537,3023,584,3418,86
2017-05,65000010-017,新北市板橋區,港德里,1935,5102,2518,2584,613,3683,806,4248,95
2017-05,65000010-018,新北市板橋區,民權里,1086,2754,1363,1391,307,1905,542,2330,37
2017-05,65000010-019,新北市板橋區,建國里,1429,3720,1814,1906,415,2718,587,3112,76
2017-05,65000010-020,新北市板橋區,漢生里,1659,4444,2155,2289,656,3062,726,3607,62
2017-05,65000010-021,新北市板橋區,公舘里,1461,4049,1982,2067,581,2874,594,3212,89
2017-05,65000010-022,新北市板橋區,新民里,1742,4689,2272,2417,774,3279,636,3661,81
2017-05,65000010-023,新北市板橋區,幸福里,1524,4172,2080,2092,506,3066,600,3427,89
2017-05,65000010-024,新北市板橋區,忠誠里,1687,4244,2045,2199,540,2986,718,3459,95
2017-05,65000010-025,新北市板橋區,百壽里,975,2578,1251,1327,415,1787,376,2017,61
2017-05,65000010-026,新北市板橋區,介壽里,1223,3172,1519,1653,467,2194,511,2550,64
2017-05,65000010-027,新北市板橋區,新埔里,878,2193,1073,1120,226,1593,374,1867,46
2017-05,65000010-028,新北市板橋區,華江里,3188,7795,3625,4170,1432,5582,781,5940,173
2017-05,65000010-029,新北市板橋區,江翠里,1790,4894,2418,2476,569,3656,669,4055,115
2017-05,65000010-030,新北市板橋區,純翠里,2091,5687,2787,2900,674,4297,716,4718,118
2017-05,65000010-031,新北市板橋區,溪頭里,2428,6320,3112,3208,773,4705,842,5175,150
2017-05,65000010-032,新北市板橋區,聯翠里,1657,3791,1783,2008,440,2811,540,3140,84
2017-05,65000010-033,新北市板橋區,宏翠里,2169,4956,2371,2585,575,3867,514,4135,101
2017-05,65000010-034,新北市板橋區,仁翠里,1116,3027,1468,1559,315,2239,473,2568,54
2017-05,65000010-035,新北市板橋區,新翠里,3071,8137,3930,4207,978,6353,806,6646,207
2017-05,65000010-036,新北市板橋區,吉翠里,1376,3936,1924,2012,491,2987,458,3240,85
2017-05,65000010-037,新北市板橋區,德翠里,2714,7655,3742,3913,1144,5935,576,6046,185
2017-05,65000010-038,新北市板橋區,滿翠里,1133,3083,1491,1592,331,2272,480,2599,59
2017-05,65000010-039,新北市板橋區,明翠里,1944,4985,2404,2581,522,3711,752,4227,85
