年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2017-01,65000010-001,新北市板橋區,留侯里,680,1643,775,868,226,1181,236,1343,33
2017-01,65000010-002,新北市板橋區,流芳里,640,1577,737,840,212,1110,255,1283,27
2017-01,65000010-003,新北市板橋區,赤松里,321,823,401,422,136,537,150,637,23
2017-01,65000010-004,新北市板橋區,黃石里,445,1184,579,605,205,796,183,911,28
2017-01,65000010-005,新北市板橋區,挹秀里,747,1809,885,924,246,1248,315,1481,38
2017-01,65000010-006,新北市板橋區,湳興里,2332,5678,2731,2947,669,4250,759,4708,128
2017-01,65000010-007,新北市板橋區,新興里,1479,3292,1576,1716,360,2403,529,2778,73
2017-01,65000010-008,新北市板橋區,社後里,4843,9264,5152,4112,696,7337,1231,8186,161
2017-01,65000010-009,新北市板橋區,香社里,1596,4515,2255,2260,517,3437,561,3750,99
2017-01,65000010-010,新北市板橋區,中正里,1612,4528,2230,2298,590,3428,510,3693,92
2017-01,65000010-011,新北市板橋區,自強里,2043,5393,2627,2766,649,3764,980,4559,72
2017-01,65000010-012,新北市板橋區,自立里,1095,2932,1422,1510,345,2150,437,2434,60
2017-01,65000010-013,新北市板橋區,光華里,1109,2816,1385,1431,329,2049,438,2356,54
2017-01,65000010-014,新北市板橋區,國光里,1564,3856,1871,1985,322,2877,657,3285,103
2017-01,65000010-015,新北市板橋區,港尾里,1106,3058,1441,1617,431,2312,315,2443,82
2017-01,65000010-016,新北市板橋區,金華里,1457,4159,2029,2130,545,3042,572,3417,89
2017-01,65000010-017,新北市板橋區,港德里,1936,5100,2524,2576,613,3709,778,4236,101
2017-01,65000010-018,新北市板橋區,民權里,1087,2779,1372,1407,318,1929,532,2345,38
2017-01,65000010-019,新北市板橋區,建國里,1415,3701,1815,1886,403,2731,567,3107,80
2017-01,65000010-020,新北市板橋區,漢生里,1664,4460,2161,2299,659,3095,706,3604,71
2017-01,65000010-021,新北市板橋區,公舘里,1482,4091,1999,2092,594,2906,591,3243,89
2017-01,65000010-022,新北市板橋區,新民里,1734,4666,2264,2402,756,3292,618,3651,87
