年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2017-09,65000010-001,新北市板橋區,留侯里,671,1634,767,867,219,1169,246,1339,38
2017-09,65000010-002,新北市板橋區,流芳里,645,1590,741,849,225,1098,267,1287,28
2017-09,65000010-003,新北市板橋區,赤松里,325,824,405,419,135,538,151,642,19
2017-09,65000010-004,新北市板橋區,黃石里,440,1163,577,586,201,765,197,903,24
2017-09,65000010-005,新北市板橋區,挹秀里,775,1860,893,967,261,1272,327,1522,39
2017-09,65000010-006,新北市板橋區,湳興里,2333,5623,2693,2930,665,4183,775,4664,123
2017-09,65000010-007,新北市板橋區,新興里,1516,3340,1600,1740,374,2420,546,2820,66
2017-09,65000010-008,新北市板橋區,社後里,4909,9210,5134,4076,643,7248,1319,8218,130
2017-09,65000010-009,新北市板橋區,香社里,1587,4443,2227,2216,509,3341,593,3704,102
2017-09,65000010-010,新北市板橋區,中正里,1615,4517,2206,2311,587,3398,532,3692,91
2017-09,65000010-011,新北市板橋區,自強里,2054,5375,2613,2762,656,3685,1034,4549,65
2017-09,65000010-012,新北市板橋區,自立里,1102,2960,1431,1529,356,2140,464,2457,56
2017-09,65000010-013,新北市板橋區,光華里,1107,2798,1382,1416,320,2028,450,2350,54
2017-09,65000010-014,新北市板橋區,國光里,1558,3797,1828,1969,300,2805,692,3269,90
2017-09,65000010-015,新北市板橋區,港尾里,1110,3054,1442,1612,435,2290,329,2446,72
2017-09,65000010-016,新北市板橋區,金華里,1467,4144,2016,2128,528,3023,593,3430,76
2017-09,65000010-017,新北市板橋區,港德里,1934,5069,2501,2568,611,3643,815,4216,96
2017-09,65000010-018,新北市板橋區,民權里,1087,2774,1368,1406,315,1907,552,2345,37
2017-09,65000010-019,新北市板橋區,建國里,1430,3716,1800,1916,413,2705,598,3115,73
2017-09,65000010-020,新北市板橋區,漢生里,1664,4442,2150,2292,663,3042,737,3599,66
2017-09,65000010-021,新北市板橋區,公?里,1474,4047,1988,2059,573,2884,590,3200,104
2017-09,65000010-022,新北市板橋區,新民里,1736,4653,2262,2391,775,3237,641,3637,85
2017-09,65000010-023,新北市板橋區,幸福里,1518,4148,2065,2083,493,3035,620,3421,92
2017-09,65000010-024,新北市板橋區,忠誠里,1698,4241,2054,2187,543,2974,724,3464,90
2017-09,65000010-025,新北市板橋區,百壽里,1056,2699,1292,1407,440,1870,389,2112,64
2017-09,65000010-026,新北市板橋區,介壽里,1223,3179,1515,1664,469,2200,510,2558,53
2017-09,65000010-027,新北市板橋區,新埔里,875,2158,1047,1111,216,1562,380,1854,34
2017-09,65000010-028,新北市板橋區,華江里,3197,7816,3634,4182,1446,5563,807,5964,156
2017-09,65000010-029,新北市板橋區,江翠里,1788,4873,2413,2460,549,3646,678,4067,104
2017-09,65000010-030,新北市板橋區,純翠里,2105,5691,2788,2903,665,4296,730,4722,126
2017-09,65000010-031,新北市板橋區,溪頭里,2433,6306,3107,3199,774,4684,848,5179,136
2017-09,65000010-032,新北市板橋區,聯翠里,1658,3790,1785,2005,438,2800,552,3155,66
2017-09,65000010-033,新北市板橋區,宏翠里,2173,4923,2349,2574,565,3827,531,4122,103
2017-09,65000010-034,新北市板橋區,仁翠里,1116,3031,1460,1571,322,2226,483,2567,53
2017-09,65000010-035,新北市板橋區,新翠里,3079,8166,3934,4232,979,6356,831,6683,207
2017-09,65000010-036,新北市板橋區,吉翠里,1373,3892,1905,1987,474,2944,474,3232,72
2017-09,65000010-037,新北市板橋區,德翠里,2717,7640,3734,3906,1129,5920,591,6044,184
2017-09,65000010-038,新北市板橋區,滿翠里,1139,3080,1492,1588,318,2264,498,2603,67
2017-09,65000010-039,新北市板橋區,明翠里,1938,4956,2400,2556,517,3677,762,4200,83
2017-09,65000010-040,新北市板橋區,松翠里,1394,3525,1705,1820,415,2619,491,2927,75
2017-09,65000010-041,新北市板橋區,柏翠里,1767,4258,2028,2230,538,3113,607,3499,91
2017-09,65000010-042,新北市板橋區,龍翠里,2017,5282,2556,2726,592,4036,654,4412,110
2017-09,65000010-043,新北市板橋區,華翠里,1389,3857,1847,2010,603,2781,473,3059,80
2017-09,65000010-044,新北市板橋區,忠翠里,4436,11030,5193,5837,1811,8233,986,8518,268
2017-09,65000010-045,新北市板橋區,嵐翠里,980,2608,1309,1299,293,1935,380,2185,50
2017-09,65000010-046,新北市板橋區,文翠里,1593,4192,2072,2120,450,3115,627,3512,99
2017-09,65000010-047,新北市板橋區,青翠里,1212,3112,1603,1509,322,2333,457,2633,61
2017-09,65000010-048,新北市板橋區,懷翠里,2254,6280,3098,3182,672,4851,757,5223,167
2017-09,65000010-049,新北市板橋區,福翠里,564,1382,690,692,126,1012,244,1203,22
2017-09,65000010-050,新北市板橋區,港嘴里,2439,6323,3111,3212,672,4898,753,5383,109
2017-09,65000010-051,新北市板橋區,振興里,1686,4599,2259,2340,462,3473,664,3905,89
2017-09,65000010-052,新北市板橋區,振義里,1644,4389,2150,2239,450,3327,612,3665,99
2017-09,65000010-053,新北市板橋區,光復里,1360,3447,1756,1691,402,2594,451,2843,87
2017-09,65000010-054,新北市板橋區,埔墘里,2573,6472,3092,3380,685,5005,782,5434,161
2017-09,65000010-055,新北市板橋區,長壽里,1041,2958,1465,1493,330,2163,465,2483,53
2017-09,65000010-056,新北市板橋區,福壽里,1265,3423,1690,1733,340,2655,428,2886,72
2017-09,65000010-057,新北市板橋區,海山里,2852,8506,4057,4449,1734,5906,866,6207,216
2017-09,65000010-058,新北市板橋區,九如里,1084,3009,1439,1570,376,2199,434,2443,85
2017-09,65000010-059,新北市板橋區,玉光里,2189,5590,2647,2943,865,4060,665,4391,133
2017-09,65000010-060,新北市板橋區,光仁里,1048,3093,1537,1556,442,2189,462,2482,65
