年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2017-12,65000010-001,新北市板橋區,留侯里,674,1645,775,870,217,1174,254,1350,39
2017-12,65000010-002,新北市板橋區,流芳里,640,1567,730,837,222,1072,273,1271,29
2017-12,65000010-003,新北市板橋區,赤松里,324,831,405,426,135,544,152,649,19
2017-12,65000010-004,新北市板橋區,黃石里,436,1147,568,579,193,753,201,900,21
2017-12,65000010-005,新北市板橋區,挹秀里,780,1884,904,980,274,1276,334,1538,35
2017-12,65000010-006,新北市板橋區,湳興里,2327,5621,2689,2932,671,4162,788,4662,117
2017-12,65000010-007,新北市板橋區,新興里,1517,3337,1602,1735,369,2421,547,2820,63
2017-12,65000010-008,新北市板橋區,社後里,4877,9114,5074,4040,622,7130,1362,8149,125
2017-12,65000010-009,新北市板橋區,香社里,1592,4462,2232,2230,508,3341,613,3714,106
2017-12,65000010-010,新北市板橋區,中正里,1615,4500,2199,2301,585,3360,555,3681,93
2017-12,65000010-011,新北市板橋區,自強里,2056,5376,2612,2764,665,3656,1055,4542,68
2017-12,65000010-012,新北市板橋區,自立里,1097,2952,1430,1522,354,2128,470,2455,52
2017-12,65000010-013,新北市板橋區,光華里,1108,2777,1373,1404,320,2007,450,2337,52
2017-12,65000010-014,新北市板橋區,國光里,1556,3801,1836,1965,292,2802,707,3278,91
2017-12,65000010-015,新北市板橋區,港尾里,1114,3049,1440,1609,431,2278,340,2452,65
2017-12,65000010-016,新北市板橋區,金華里,1476,4172,2028,2144,534,3037,601,3454,82
2017-12,65000010-017,新北市板橋區,港德里,1936,5039,2482,2557,597,3614,828,4202,90
2017-12,65000010-018,新北市板橋區,民權里,1087,2764,1358,1406,308,1892,564,2343,40
2017-12,65000010-019,新北市板橋區,建國里,1433,3714,1791,1923,413,2697,604,3117,68
2017-12,65000010-020,新北市板橋區,漢生里,1662,4428,2149,2279,652,3023,753,3590,68
2017-12,65000010-021,新北市板橋區,公舘里,1483,4066,2002,2064,577,2889,600,3220,104
2017-12,65000010-022,新北市板橋區,新民里,1731,4631,2262,2369,756,3234,641,3623,83
2017-12,65000010-023,新北市板橋區,幸福里,1520,4133,2062,2071,486,3016,631,3418,96
2017-12,65000010-024,新北市板橋區,忠誠里,1703,4261,2062,2199,542,2988,731,3483,88
2017-12,65000010-025,新北市板橋區,百壽里,1084,2752,1316,1436,456,1895,401,2149,63
2017-12,65000010-026,新北市板橋區,介壽里,1229,3187,1518,1669,476,2186,525,2556,66
2017-12,65000010-027,新北市板橋區,新埔里,877,2160,1047,1113,218,1557,385,1856,38
2017-12,65000010-028,新北市板橋區,華江里,3197,7809,3625,4184,1442,5545,822,5959,157
2017-12,65000010-029,新北市板橋區,江翠里,1833,4963,2463,2500,554,3715,694,4135,107
2017-12,65000010-030,新北市板橋區,純翠里,2101,5675,2775,2900,662,4268,745,4718,120
2017-12,65000010-031,新北市板橋區,溪頭里,2428,6266,3095,3171,760,4647,859,5158,130
2017-12,65000010-032,新北市板橋區,聯翠里,1657,3792,1791,2001,428,2794,570,3159,71
2017-12,65000010-033,新北市板橋區,宏翠里,2176,4928,2339,2589,573,3801,554,4125,93
2017-12,65000010-034,新北市板橋區,仁翠里,1110,3013,1456,1557,324,2204,485,2553,48
2017-12,65000010-035,新北市板橋區,新翠里,3086,8125,3915,4210,950,6308,867,6679,202
2017-12,65000010-036,新北市板橋區,吉翠里,1368,3887,1908,1979,479,2921,487,3229,74
2017-12,65000010-037,新北市板橋區,德翠里,2715,7620,3721,3899,1137,5869,614,6038,175
2017-12,65000010-038,新北市板橋區,滿翠里,1145,3080,1488,1592,311,2264,505,2611,58
2017-12,65000010-039,新北市板橋區,明翠里,1945,4947,2407,2540,514,3653,780,4192,80
2017-12,65000010-040,新北市板橋區,松翠里,1388,3506,1696,1810,404,2603,499,2915,78
2017-12,65000010-041,新北市板橋區,柏翠里,1768,4250,2025,2225,540,3100,610,3498,85
2017-12,65000010-042,新北市板橋區,龍翠里,2019,5282,2559,2723,590,4022,670,4415,104
2017-12,65000010-043,新北市板橋區,華翠里,1396,3845,1845,2000,602,2762,481,3058,77
