年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2017-03,65000010-001,新北市板橋區,留侯里,678,1644,780,864,229,1181,234,1336,39
2017-03,65000010-002,新北市板橋區,流芳里,641,1587,739,848,214,1113,260,1292,26
2017-03,65000010-003,新北市板橋區,赤松里,321,821,403,418,138,532,151,633,23
2017-03,65000010-004,新北市板橋區,黃石里,443,1181,577,604,205,787,189,906,30
2017-03,65000010-005,新北市板橋區,挹秀里,752,1817,886,931,245,1251,321,1492,35
2017-03,65000010-006,新北市板橋區,湳興里,2330,5667,2724,2943,678,4233,756,4692,123
2017-03,65000010-007,新北市板橋區,新興里,1488,3291,1575,1716,357,2398,536,2786,77
2017-03,65000010-008,新北市板橋區,社後里,4857,9229,5126,4103,683,7307,1239,8175,161
2017-03,65000010-009,新北市板橋區,香社里,1587,4490,2238,2252,522,3403,565,3731,96
2017-03,65000010-010,新北市板橋區,中正里,1616,4517,2221,2296,587,3410,520,3689,92
2017-03,65000010-011,新北市板橋區,自強里,2043,5398,2627,2771,658,3744,996,4561,68
2017-03,65000010-012,新北市板橋區,自立里,1097,2939,1420,1519,353,2141,445,2433,61
2017-03,65000010-013,新北市板橋區,光華里,1110,2812,1379,1433,329,2049,434,2354,55
2017-03,65000010-014,新北市板橋區,國光里,1563,3846,1862,1984,323,2856,667,3286,100
2017-03,65000010-015,新北市板橋區,港尾里,1107,3050,1438,1612,436,2297,317,2430,81
2017-03,65000010-016,新北市板橋區,金華里,1456,4146,2026,2120,536,3033,577,3419,88
2017-03,65000010-017,新北市板橋區,港德里,1934,5114,2524,2590,615,3707,792,4246,103
2017-03,65000010-018,新北市板橋區,民權里,1086,2768,1370,1398,313,1923,532,2338,35
2017-03,65000010-019,新北市板橋區,建國里,1425,3723,1819,1904,415,2735,573,3117,76
2017-03,65000010-020,新北市板橋區,漢生里,1659,4451,2160,2291,656,3078,717,3611,61
2017-03,65000010-021,新北市板橋區,公舘里,1472,4073,1995,2078,591,2888,594,3229,88
2017-03,65000010-022,新北市板橋區,新民里,1729,4657,2264,2393,762,3267,628,3647,77
2017-03,65000010-023,新北市板橋區,幸福里,1521,4170,2083,2087,510,3069,591,3417,95
2017-03,65000010-024,新北市板橋區,忠誠里,1686,4240,2050,2190,537,2983,720,3461,92
2017-03,65000010-025,新北市板橋區,百壽里,948,2530,1213,1317,401,1758,371,1983,62
2017-03,65000010-026,新北市板橋區,介壽里,1221,3178,1520,1658,458,2206,514,2561,68
2017-03,65000010-027,新北市板橋區,新埔里,880,2195,1072,1123,220,1602,373,1872,47
2017-03,65000010-028,新北市板橋區,華江里,3182,7779,3607,4172,1427,5583,769,5920,180
2017-03,65000010-029,新北市板橋區,江翠里,1783,4884,2410,2474,572,3647,665,4042,113
2017-03,65000010-030,新北市板橋區,純翠里,2087,5666,2774,2892,664,4302,700,4709,111
2017-03,65000010-031,新北市板橋區,溪頭里,2428,6315,3106,3209,779,4702,834,5162,149
2017-03,65000010-032,新北市板橋區,聯翠里,1649,3776,1774,2002,435,2806,535,3129,88
2017-03,65000010-033,新北市板橋區,宏翠里,2175,4978,2387,2591,583,3891,504,4147,101
2017-03,65000010-034,新北市板橋區,仁翠里,1119,3035,1474,1561,317,2253,465,2577,54
2017-03,65000010-035,新北市板橋區,新翠里,3066,8163,3938,4225,985,6382,796,6651,203
2017-03,65000010-036,新北市板橋區,吉翠里,1375,3941,1928,2013,496,2994,451,3240,83
2017-03,65000010-037,新北市板橋區,德翠里,2703,7642,3739,3903,1137,5942,563,6029,192
2017-03,65000010-038,新北市板橋區,滿翠里,1138,3088,1492,1596,330,2287,471,2608,59
2017-03,65000010-039,新北市板橋區,明翠里,1948,5018,2414,2604,531,3735,752,4243,94
2017-03,65000010-040,新北市板橋區,松翠里,1392,3527,1708,1819,410,2641,476,2922,78
2017-03,65000010-041,新北市板橋區,柏翠里,1765,4278,2040,2238,534,3148,596,3524,83
2017-03,65000010-042,新北市板橋區,龍翠里,2005,5295,2554,2741,598,4065,632,4412,114
2017-03,65000010-043,新北市板橋區,華翠里,1395,3867,1853,2014,614,2797,456,3061,73
2017-03,65000010-044,新北市板橋區,忠翠里,4398,11032,5191,5841,1855,8219,958,8459,261
2017-03,65000010-045,新北市板橋區,嵐翠里,993,2655,1338,1317,310,1979,366,2215,47
2017-03,65000010-046,新北市板橋區,文翠里,1591,4210,2085,2125,460,3140,610,3520,103
2017-03,65000010-047,新北市板橋區,青翠里,1207,3113,1608,1505,323,2353,437,2626,71
2017-03,65000010-048,新北市板橋區,懷翠里,2241,6259,3087,3172,667,4846,746,5192,166
2017-03,65000010-049,新北市板橋區,福翠里,556,1385,695,690,135,1018,232,1197,24
2017-03,65000010-050,新北市板橋區,港嘴里,2447,6396,3164,3232,702,4964,730,5402,123
2017-03,65000010-051,新北市板橋區,振興里,1677,4598,2265,2333,460,3483,655,3895,108
2017-03,65000010-052,新北市板橋區,振義里,1638,4386,2157,2229,461,3339,586,3653,100
