year,age_range,male,female,total
2019,0-4,389,408,797
2019,5-9,503,482,985
2019,10-14,595,530,1125
2019,15-19,918,803,1721
2019,20-24,1087,974,2061
2019,25-29,1105,991,2096
2019,30-34,982,805,1787
2019,35-39,1002,992,1994
2019,40-44,1009,998,2007
2019,45-49,1116,1075,2191
2019,50-54,1414,1193,2607
2019,55-59,1411,1099,2510
2019,60-64,1202,1101,2303
2019,65-69,953,949,1902
2019,70-74,627,703,1330
2019,75-79,542,725,1267
2019,80-84,449,621,1070
2019,85-89,254,406,660
2019,90-94,105,162,267
2019,95-99,23,31,54
2019,100+,2,4,6
2020,0-4,403,410,813
2020,5-9,494,484,978
2020,10-14,546,501,1047
2020,15-19,834,711,1545
2020,20-24,1096,974,2070
2020,25-29,1127,1002,2129
2020,30-34,972,834,1806
2020,35-39,1008,938,1946
2020,40-44,1005,1047,2052
2020,45-49,1042,1033,2075
2020,50-54,1363,1172,2535
2020,55-59,1420,1122,2542
2020,60-64,1262,1077,2339
2020,65-69,988,991,1979
2020,70-74,691,755,1446
2020,75-79,492,674,1166
2020,80-84,451,628,1079
2020,85-89,268,418,686
2020,90-94,112,180,292
2020,95-99,23,38,61
2020,100+,0,0,0
2021,0-4,420,409,829
2021,5-9,479,480,959
2021,10-14,521,494,1015
2021,15-19,768,647,1415
2021,20-24,1056,941,1997
2021,25-29,1128,1019,2147
2021,30-34,1017,854,1871
2021,35-39,1015,891,1906
2021,40-44,969,1038,2007
2021,45-49,1031,1023,2054
2021,50-54,1267,1143,2410
2021,55-59,1447,1151,2598
2021,60-64,1263,1063,2326
2021,65-69,1028,1000,2028
2021,70-74,763,846,1609
2021,75-79,461,619,1080
2021,80-84,439,646,1085
2021,85-89,279,420,699
2021,90-94,117,195,312
2021,95-99,32,48,80
2021,100+,0,0,0
2022,0-4,450,419,869
2022,5-9,428,453,881
2022,10-14,525,493,1018
2022,15-19,696,596,1292
2022,20-24,1000,902,1902
2022,25-29,1164,1036,2200
2022,30-34,1037,887,1924
2022,35-39,982,842,1824
2022,40-44,987,1044,2031
2022,45-49,1023,1006,2029
2022,50-54,1174,1116,2290
2022,55-59,1439,1144,2583
2022,60-64,1290,1074,2364
2022,65-69,1054,1017,2071
2022,70-74,820,903,1723
2022,75-79,469,580,1049
2022,80-84,428,652,1080
2022,85-89,283,436,719
2022,90-94,117,203,320
2022,95-99,32,51,83
2022,100+,0,0,0
2023,0-4,464,432,896
2023,5-9,418,425,843
2023,10-14,512,495,1007
2023,15-19,650,552,1202
2023,20-24,942,849,1791
2023,25-29,1141,1027,2168
2023,30-34,1044,939,1983
2023,35-39,1002,829,1831
2023,40-44,1001,989,1990
2023,45-49,986,1013,1999
2023,50-54,1142,1099,2241
2023,55-59,1383,1155,2538
2023,60-64,1298,1090,2388
2023,65-69,1121,1017,2138
2023,70-74,846,931,1777
2023,75-79,481,578,1059
2023,80-84,420,651,1071
2023,85-89,279,425,704
2023,90-94,127,224,351
2023,95-99,33,56,89
2023,100+,0,0,0
2024,0-4,486,451,937
2024,5-9,389,408,797
2024,10-14,503,482,985
2024,15-19,595,530,1125
2024,20-24,918,803,1721
2024,25-29,1087,974,2061
2024,30-34,1105,991,2096
2024,35-39,982,805,1787
2024,40-44,991,992,1983
2024,45-49,984,998,1982
2024,50-54,1087,1070,2157
2024,55-59,1360,1168,2528
2024,60-64,1340,1074,2414
2024,65-69,1119,1067,2186
2024,70-74,852,896,1748
2024,75-79,525,638,1163
2024,80-84,405,601,1006
2024,85-89,286,451,737
2024,90-94,128,233,361
2024,95-99,37,60,97
2024,100+,0,0,0
2025,0-4,476,443,919
2025,5-9,403,410,813
2025,10-14,494,484,978
2025,15-19,546,501,1047
2025,20-24,834,711,1545
2025,25-29,1096,974,2070
2025,30-34,1127,1002,2129
2025,35-39,972,834,1806
2025,40-44,997,938,1935
2025,45-49,980,1047,2027
2025,50-54,1017,1030,2047
2025,55-59,1311,1148,2459
2025,60-64,1348,1097,2445
2025,65-69,1176,1045,2221
2025,70-74,885,937,1822
2025,75-79,579,685,1264
2025,80-84,368,560,928
2025,85-89,287,459,746
2025,90-94,136,241,377
2025,95-99,39,70,109
2025,100+,0,0,0
2026,0-4,469,435,904
2026,5-9,420,409,829
2026,10-14,479,480,959
2026,15-19,521,494,1015
2026,20-24,768,647,1415
2026,25-29,1056,941,1997
2026,30-34,1128,1019,2147
2026,35-39,1017,854,1871
2026,40-44,1003,891,1894
2026,45-49,945,1038,1983
2026,50-54,1006,1021,2027
2026,55-59,1222,1119,2341
2026,60-64,1375,1126,2501
2026,65-69,1177,1032,2209
2026,70-74,923,947,1870
2026,75-79,642,769,1411
2026,80-84,346,517,863
2026,85-89,282,474,756
2026,90-94,145,244,389
2026,95-99,42,76,118
2026,100+,0,0,0
2027,0-4,462,428,890
2027,5-9,450,419,869
2027,10-14,428,453,881
2027,15-19,525,493,1018
2027,20-24,696,596,1292
2027,25-29,1000,902,1902
2027,30-34,1164,1036,2200
2027,35-39,1037,887,1924
2027,40-44,972,842,1814
2027,45-49,962,1044,2006
2027,50-54,998,1004,2002
2027,55-59,1133,1094,2227
2027,60-64,1369,1119,2488
2027,65-69,1205,1045,2250
2027,70-74,949,964,1913
2027,75-79,690,821,1511
2027,80-84,353,484,837
2027,85-89,276,480,756
2027,90-94,146,254,400
2027,95-99,42,80,122
2027,100+,0,0,0
2028,0-4,455,421,876
2028,5-9,464,432,896
2028,10-14,418,425,843
2028,15-19,512,495,1007
2028,20-24,650,552,1202
2028,25-29,942,849,1791
2028,30-34,1141,1027,2168
2028,35-39,1044,939,1983
2028,40-44,993,829,1822
2028,45-49,976,989,1965
2028,50-54,961,1012,1973
2028,55-59,1105,1078,2183
2028,60-64,1316,1130,2446
2028,65-69,1214,1060,2274
2028,70-74,1011,965,1976
2028,75-79,712,846,1558
2028,80-84,365,487,852
2028,85-89,272,478,750
2028,90-94,143,249,392
2028,95-99,46,87,133
2028,100+,0,0,0
2029,0-4,447,414,861
2029,5-9,486,451,937
2029,10-14,389,408,797
2029,15-19,503,482,985
2029,20-24,595,530,1125
2029,25-29,918,803,1721
2029,30-34,1087,974,2061
2029,35-39,1105,991,2096
2029,40-44,973,805,1778
2029,45-49,966,992,1958
2029,50-54,959,997,1956
2029,55-59,1052,1050,2102
2029,60-64,1297,1143,2440
2029,65-69,1253,1044,2297
2029,70-74,1009,1013,2022
2029,75-79,719,815,1534
2029,80-84,401,542,943
2029,85-89,264,442,706
2029,90-94,148,266,414
2029,95-99,46,92,138
2029,100+,0,0,0
2030,0-4,439,407,846
2030,5-9,476,443,919
2030,10-14,403,410,813
2030,15-19,494,484,978
2030,20-24,546,501,1047
2030,25-29,834,711,1545
2030,30-34,1096,974,2070
2030,35-39,1127,1002,2129
2030,40-44,964,834,1798
2030,45-49,972,938,1910
2030,50-54,955,1045,2000
2030,55-59,984,1012,1996
2030,60-64,1252,1123,2375
2030,65-69,1263,1067,2330
2030,70-74,1060,992,2052
2030,75-79,747,853,1600
2030,80-84,443,582,1025
2030,85-89,237,411,648
2030,90-94,148,270,418
2030,95-99,49,95,144
2030,100+,0,0,0
2031,0-4,429,398,827
2031,5-9,469,435,904
2031,10-14,420,409,829
2031,15-19,479,480,959
2031,20-24,521,494,1015
2031,25-29,768,647,1415
2031,30-34,1056,941,1997
2031,35-39,1128,1019,2147
2031,40-44,1007,854,1861
2031,45-49,979,891,1870
2031,50-54,920,1037,1957
2031,55-59,974,1004,1978
2031,60-64,1165,1094,2259
2031,65-69,1287,1097,2384
2031,70-74,1061,979,2040
2031,75-79,779,864,1643
2031,80-84,490,653,1143
2031,85-89,222,378,600
2031,90-94,146,278,424
2031,95-99,53,96,149
2031,100+,0,0,0
2032,0-4,417,388,805
2032,5-9,462,428,890
2032,10-14,450,419,869
2032,15-19,428,453,881
2032,20-24,525,493,1018
2032,25-29,696,596,1292
2032,30-34,1000,902,1902
2032,35-39,1164,1036,2200
2032,40-44,1026,887,1913
2032,45-49,948,842,1790
2032,50-54,937,1042,1979
2032,55-59,966,988,1954
2032,60-64,1079,1069,2148
2032,65-69,1281,1089,2370
2032,70-74,1085,992,2077
2032,75-79,802,879,1681
2032,80-84,525,696,1221
2032,85-89,228,357,585
2032,90-94,142,282,424
2032,95-99,52,99,151
2032,100+,0,0,0
2033,0-4,402,376,778
2033,5-9,455,421,876
2033,10-14,464,432,896
2033,15-19,418,425,843
2033,20-24,512,495,1007
2033,25-29,650,552,1202
2033,30-34,942,849,1791
2033,35-39,1141,1027,2168
2033,40-44,1033,939,1972
2033,45-49,968,829,1797
2033,50-54,951,988,1939
2033,55-59,930,995,1925
2033,60-64,1050,1053,2103
2033,65-69,1231,1099,2330
2033,70-74,1096,1007,2103
2033,75-79,854,879,1733
2033,80-84,540,716,1256
2033,85-89,236,362,598
2033,90-94,139,280,419
2033,95-99,52,96,148
2033,100+,0,0,0
2034,0-4,386,362,748
2034,5-9,447,414,861
2034,10-14,486,451,937
2034,15-19,389,408,797
2034,20-24,503,482,985
2034,25-29,595,530,1125
2034,30-34,918,803,1721
2034,35-39,1087,974,2061
2034,40-44,1092,991,2083
2034,45-49,949,805,1754
2034,50-54,941,990,1931
2034,55-59,929,981,1910
2034,60-64,1000,1025,2025
2034,65-69,1211,1111,2322
2034,70-74,1130,992,2122
2034,75-79,851,923,1774
2034,80-84,546,690,1236
2034,85-89,261,406,667
2034,90-94,135,259,394
2034,95-99,54,106,160
2034,100+,0,0,0
2035,0-4,369,345,714
2035,5-9,439,407,846
2035,10-14,476,443,919
2035,15-19,403,410,813
2035,20-24,494,484,978
2035,25-29,546,501,1047
2035,30-34,834,711,1545
2035,35-39,1096,974,2070
2035,40-44,1114,1002,2116
2035,45-49,939,834,1773
2035,50-54,947,938,1885
2035,55-59,928,1027,1955
2035,60-64,935,988,1923
2035,65-69,1170,1093,2263
2035,70-74,1140,1014,2154
2035,75-79,898,906,1804
2035,80-84,572,726,1298
2035,85-89,290,439,729
2035,90-94,121,244,365
2035,95-99,55,110,165
2035,100+,0,0,0
2036,0-4,349,327,676
2036,5-9,429,398,827
2036,10-14,469,435,904
2036,15-19,420,409,829
2036,20-24,479,480,959
2036,25-29,521,494,1015
2036,30-34,768,647,1415
2036,35-39,1056,941,1997
2036,40-44,1116,1019,2135
2036,45-49,982,854,1836
2036,50-54,954,891,1845
2036,55-59,895,1022,1917
2036,60-64,926,979,1905
2036,65-69,1091,1067,2158
2036,70-74,1165,1044,2209
2036,75-79,902,898,1800
2036,80-84,600,739,1339
2036,85-89,323,495,818
2036,90-94,115,227,342
2036,95-99,55,115,170
2036,100+,0,0,0
2037,0-4,328,308,636
2037,5-9,417,388,805
2037,10-14,462,428,890
2037,15-19,450,419,869
2037,20-24,428,453,881
2037,25-29,525,493,1018
2037,30-34,696,596,1292
2037,35-39,1000,902,1902
2037,40-44,1151,1036,2187
2037,45-49,1001,887,1888
2037,50-54,923,842,1765
2037,55-59,912,1029,1941
2037,60-64,921,963,1884
2037,65-69,1014,1043,2057
2037,70-74,1162,1040,2202
2037,75-79,925,913,1838
2037,80-84,621,756,1377
2037,85-89,349,528,877
2037,90-94,118,219,337
2037,95-99,53,118,171
2037,100+,0,0,0
2038,0-4,308,289,597
2038,5-9,402,376,778
2038,10-14,455,421,876
2038,15-19,464,432,896
2038,20-24,418,425,843
2038,25-29,512,495,1007
2038,30-34,650,552,1202
2038,35-39,942,849,1791
2038,40-44,1129,1027,2156
2038,45-49,1008,939,1947
2038,50-54,943,829,1772
2038,55-59,925,978,1903
2038,60-64,889,970,1859
2038,65-69,989,1027,2016
2038,70-74,1118,1050,2168
2038,75-79,938,927,1865
2038,80-84,664,758,1422
2038,85-89,360,545,905
2038,90-94,124,225,349
2038,95-99,51,118,169
2038,100+,0,0,0
2039,0-4,290,271,561
2039,5-9,386,362,748
2039,10-14,447,414,861
2039,15-19,486,451,937
2039,20-24,389,408,797
2039,25-29,503,482,985
2039,30-34,595,530,1125
2039,35-39,918,803,1721
2039,40-44,1077,974,2051
2039,45-49,1067,991,2058
2039,50-54,924,805,1729
2039,55-59,916,981,1897
2039,60-64,890,958,1848
