year,male,female,total
2019,3082,2793,5875
2020,3077,2800,5877
2021,3066,2807,5873
2022,3054,2810,5864
2023,3044,2811,5855
2024,3031,2812,5843
2025,3024,2811,5835
2026,3015,2806,5821
2027,3002,2798,5800
2028,2992,2788,5780
2029,2981,2775,5756
2030,2972,2762,5734
2031,2958,2750,5708
2032,2944,2738,5682
2033,2927,2725,5652
2034,2906,2711,5617
2035,2890,2700,5590
2036,2868,2685,5553
2037,2841,2668,5509
2038,2812,2651,5463
2039,2782,2637,5419
2040,2754,2619,5373
2041,2721,2597,5318
2042,2687,2573,5260
2043,2652,2546,5198
2044,2615,2520,5135
2045,2581,2498,5079
2046,2544,2474,5018
2047,2508,2446,4954
2048,2472,2419,4891
2049,2434,2391,4825
2050,2400,2361,4761
2051,2361,2327,4688
2052,2326,2293,4619
2053,2289,2261,4550
2054,2254,2229,4483
2055,2222,2201,4423
2056,2185,2169,4354
2057,2146,2138,4284
2058,2109,2106,4215
2059,2074,2074,4148
2060,2038,2044,4082
2061,2002,2011,4013
2062,1966,1977,3943
2063,1929,1944,3873
2064,1893,1908,3801
2065,1859,1879,3738
