year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,58,49,44,48,66,65,48,54,52,47,41,38,33,36,43,24,38,21,12,18,11,16,11,18,13,18,19,18,17,20,22,7,7,7,10,9,2,11,4,0,1,0,1,0,0,1,0,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,44,26,24,19,29,32,18,19,13,17,21,20,13,23,22,24,17,18,30,20,14,26,19,9,19,15,9,9,5,7,2,2,1,1,0,0,1
2020,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,58,49,44,48,65,64,47,53,51,46,40,37,32,35,42,23,37,20,12,17,11,15,11,17,12,17,18,17,16,18,20,6,6,6,9,8,2,9,3,0,1,0,1,0,0,0,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,44,26,24,19,29,32,18,19,13,17,21,20,13,22,21,23,16,17,29,19,13,24,18,8,17,13,8,8,4,6,2,2,1,1,0,0
2021,10,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,58,49,44,48,64,63,46,52,50,45,39,36,31,34,41,22,36,19,12,16,11,14,10,16,11,16,17,16,15,16,18,5,5,5,8,7,2,8,2,0,1,0,1,0,0,9,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,44,26,24,19,29,32,18,19,13,17,21,20,13,21,20,22,15,16,27,18,12,22,16,7,15,11,7,7,3,5,2,2,1,1,0
2022,10,10,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,58,49,44,48,63,62,45,51,49,44,38,35,30,33,40,21,35,18,12,15,11,13,9,15,10,15,16,15,14,14,16,4,4,4,7,6,2,7,2,0,1,0,1,0,9,9,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,44,26,24,19,29,32,18,19,13,17,20,19,13,20,19,21,14,15,25,17,11,20,14,6,13,10,6,6,2,4,2,1,1,0
2023,10,10,10,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,57,49,44,47,62,61,44,50,48,43,37,34,29,32,39,20,34,17,12,14,10,12,8,14,9,14,15,14,13,13,14,4,3,3,6,5,2,6,2,0,1,0,0,9,9,9,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,44,26,24,19,29,32,18,19,13,17,19,18,13,19,18,20,13,14,23,16,10,18,12,5,11,9,5,5,2,3,1,1,0
2024,10,10,10,10,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,56,49,44,46,61,60,43,49,47,42,36,33,28,31,38,19,33,16,11,13,9,11,8,13,8,13,14,13,12,12,12,3,3,3,5,4,2,5,2,0,1,0,9,9,9,9,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,44,26,24,19,29,31,18,19,13,17,18,17,12,18,17,19,12,13,21,15,9,16,11,4,9,8,4,4,2,2,1,0
2025,9,10,10,10,10,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,55,49,44,45,60,59,42,48,46,41,35,32,27,30,37,18,32,15,11,12,9,10,7,12,7,12,13,12,11,11,10,3,3,3,4,3,2,4,2,0,0,9,9,9,9,9,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,44,26,24,19,29,30,18,19,13,17,17,16,12,17,16,18,11,12,19,14,8,14,10,3,8,7,3,3,2,1,0
2026,10,9,10,10,10,10,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,54,48,44,44,59,58,41,47,45,40,34,31,26,29,36,17,31,14,10,11,8,9,7,11,6,11,12,11,10,10,9,3,3,2,3,2,2,3,1,0,9,9,9,9,9,9,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,44,26,24,19,28,29,18,19,13,16,16,15,11,16,15,17,10,11,17,13,7,12,9,3,7,6,2,2,1,0
2027,9,10,9,10,10,10,10,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,53,47,43,43,58,57,40,46,44,39,33,30,25,28,35,16,30,13,9,10,7,8,6,10,5,10,11,10,9,9,8,3,2,2,2,2,2,2,0,9,9,9,9,9,9,9,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,43,26,24,19,27,28,18,18,13,15,15,14,10,15,14,16,9,10,15,12,6,10,8,2,6,5,2,1,0
2028,9,9,10,9,10,10,10,10,9,5,6,4,9,4,7,12,7,11,3,4,10,3,4,6,12,11,15,12,21,19,15,21,5,25,17,19,19,21,27,19,28,23,29,19,27,30,31,22,18,34,34,19,21,24,21,29,25,25,27,41,35,48,47,52,46,42,42,57,56,39,45,43,38,32,29,24,27,34,15,29,12,8,9,7,7,6,9,5,9,10,9,8,8,7,2,2,2,2,2,1,0,9,9,9,9,9,9,9,9,8,7,8,7,8,9,10,9,3,9,7,7,7,5,10,5,5,11,10,13,18,11,20,12,18,15,19,20,20,13,17,20,17,21,16,14,27,28,28,30,31,18,21,21,20,20,17,23,22,28,27,30,33,29,36,41,37,32,36,40,24,26,25,34,29,42,26,24,19,26,27,17,17,13,14,14,13,9,14,13,15,8,9,13,10,5,8,7,2,5,4,1,0
