year,male,female,total
2019,3981,3069,7050
2020,3943,3051,6994
2021,3907,3032,6939
2022,3870,3011,6881
2023,3837,2989,6826
2024,3802,2964,6766
2025,3769,2941,6710
2026,3736,2914,6650
2027,3700,2889,6589
2028,3664,2863,6527
2029,3624,2835,6459
2030,3582,2806,6388
2031,3538,2778,6316
2032,3491,2745,6236
2033,3443,2708,6151
2034,3391,2672,6063
2035,3346,2640,5986
2036,3297,2609,5906
2037,3245,2574,5819
2038,3192,2538,5730
2039,3140,2503,5643
2040,3085,2469,5554
2041,3029,2435,5464
2042,2974,2399,5373
2043,2916,2363,5279
2044,2860,2328,5188
2045,2808,2293,5101
2046,2751,2254,5005
2047,2693,2217,4910
2048,2635,2180,4815
2049,2578,2143,4721
2050,2522,2106,4628
2051,2466,2069,4535
2052,2411,2032,4443
2053,2355,1995,4350
2054,2299,1957,4256
2055,2248,1921,4169
2056,2197,1886,4083
2057,2145,1851,3996
2058,2092,1815,3907
2059,2038,1781,3819
2060,1986,1745,3731
2061,1936,1713,3649
2062,1888,1683,3571
2063,1840,1651,3491
2064,1793,1619,3412
2065,1748,1592,3340
