year,age_range,male,female,total
2019,0-4,639,585,1224
2019,5-9,614,587,1201
2019,10-14,772,663,1435
2019,15-19,1343,1255,2598
2019,20-24,1736,1725,3461
2019,25-29,1927,1722,3649
2019,30-34,1850,1439,3289
2019,35-39,2193,1682,3875
2019,40-44,2015,1689,3704
2019,45-49,1922,1710,3632
2019,50-54,2201,1957,4158
2019,55-59,2249,2125,4374
2019,60-64,2000,1938,3938
2019,65-69,1501,1611,3112
2019,70-74,773,963,1736
2019,75-79,631,882,1513
2019,80-84,528,668,1196
2019,85-89,315,433,748
2019,90-94,144,147,291
2019,95-99,26,30,56
2019,100+,2,4,6
2020,0-4,697,626,1323
2020,5-9,618,601,1219
2020,10-14,688,616,1304
2020,15-19,1199,1091,2290
2020,20-24,1706,1678,3384
2020,25-29,1890,1782,3672
2020,30-34,1834,1437,3271
2020,35-39,2188,1651,3839
2020,40-44,2094,1709,3803
2020,45-49,1842,1638,3480
2020,50-54,2169,1930,4099
2020,55-59,2225,2111,4336
2020,60-64,2019,1917,3936
2020,65-69,1618,1749,3367
2020,70-74,874,1069,1943
2020,75-79,598,866,1464
2020,80-84,538,678,1216
2020,85-89,312,435,747
2020,90-94,156,177,333
2020,95-99,32,32,64
2020,100+,0,0,0
2021,0-4,738,668,1406
2021,5-9,621,594,1215
2021,10-14,649,592,1241
2021,15-19,1043,965,2008
2021,20-24,1682,1614,3296
2021,25-29,1864,1789,3653
2021,30-34,1866,1523,3389
2021,35-39,2079,1551,3630
2021,40-44,2167,1724,3891
2021,45-49,1807,1606,3413
2021,50-54,2094,1896,3990
2021,55-59,2203,2077,4280
2021,60-64,2062,1940,4002
2021,65-69,1714,1796,3510
2021,70-74,1018,1240,2258
2021,75-79,549,786,1335
2021,80-84,535,719,1254
2021,85-89,305,457,762
2021,90-94,164,196,360
2021,95-99,42,33,75
2021,100+,0,0,0
2022,0-4,788,714,1502
2022,5-9,606,590,1196
2022,10-14,639,597,1236
2022,15-19,940,833,1773
2022,20-24,1562,1484,3046
2022,25-29,1844,1795,3639
2022,30-34,1922,1613,3535
2022,35-39,1964,1471,3435
2022,40-44,2182,1724,3906
2022,45-49,1872,1662,3534
2022,50-54,1982,1788,3770
