year,age_range,male,female,total
2019,0-4,274,275,549
2019,5-9,228,242,470
2019,10-14,297,271,568
2019,15-19,449,449,898
2019,20-24,582,524,1106
2019,25-29,603,542,1145
2019,30-34,551,478,1029
2019,35-39,668,623,1291
2019,40-44,719,628,1347
2019,45-49,702,642,1344
2019,50-54,763,638,1401
2019,55-59,722,683,1405
2019,60-64,653,668,1321
2019,65-69,595,633,1228
2019,70-74,411,457,868
2019,75-79,364,397,761
2019,80-84,237,265,502
2019,85-89,112,159,271
2019,90-94,34,48,82
2019,95-99,3,12,15
2019,100+,0,1,1
2020,0-4,281,276,557
2020,5-9,244,245,489
2020,10-14,276,273,549
2020,15-19,371,372,743
2020,20-24,621,533,1154
2020,25-29,583,554,1137
2020,30-34,544,479,1023
2020,35-39,652,606,1258
2020,40-44,741,623,1364
2020,45-49,672,613,1285
2020,50-54,753,690,1443
2020,55-59,744,623,1367
2020,60-64,640,690,1330
2020,65-69,612,649,1261
2020,70-74,433,497,930
2020,75-79,351,382,733
2020,80-84,245,274,519
2020,85-89,117,176,293
2020,90-94,44,59,103
2020,95-99,4,10,14
2020,100+,0,0,0
2021,0-4,289,281,570
2021,5-9,249,254,503
2021,10-14,267,263,530
2021,15-19,337,326,663
2021,20-24,571,500,1071
2021,25-29,609,579,1188
2021,30-34,568,505,1073
2021,35-39,597,551,1148
2021,40-44,751,616,1367
2021,45-49,661,623,1284
2021,50-54,741,686,1427
2021,55-59,747,621,1368
2021,60-64,635,704,1339
2021,65-69,615,639,1254
2021,70-74,472,513,985
2021,75-79,345,393,738
2021,80-84,255,299,554
2021,85-89,120,178,298
2021,90-94,54,64,118
2021,95-99,5,13,18
2021,100+,0,0,0
2022,0-4,287,275,562
2022,5-9,262,267,529
2022,10-14,273,247,520
2022,15-19,293,312,605
2022,20-24,533,480,1013
2022,25-29,604,574,1178
2022,30-34,596,512,1108
2022,35-39,568,515,1083
2022,40-44,712,639,1351
2022,45-49,685,607,1292
2022,50-54,721,688,1409
2022,55-59,733,615,1348
2022,60-64,666,689,1355
2022,65-69,641,634,1275
2022,70-74,475,555,1030
2022,75-79,332,386,718
2022,80-84,271,310,581
2022,85-89,128,185,313
2022,90-94,53,85,138
2022,95-99,8,13,21
2022,100+,0,0,0
2023,0-4,290,275,565
2023,5-9,272,271,543
2023,10-14,252,251,503
2023,15-19,297,290,587
2023,20-24,481,454,935
2023,25-29,608,547,1155
2023,30-34,597,535,1132
2023,35-39,550,488,1038
2023,40-44,710,647,1357
2023,45-49,689,612,1301
2023,50-54,691,654,1345
2023,55-59,753,633,1386
2023,60-64,664,686,1350
2023,65-69,611,643,1254
2023,70-74,506,572,1078
2023,75-79,341,383,724
2023,80-84,269,335,604
2023,85-89,144,185,329
2023,90-94,54,88,142
2023,95-99,8,16,24
2023,100+,0,0,0
2024,0-4,303,280,583
2024,5-9,274,275,549
2024,10-14,228,242,470
2024,15-19,297,271,568
2024,20-24,449,449,898
2024,25-29,582,524,1106
2024,30-34,603,542,1145
2024,35-39,551,478,1029
2024,40-44,667,623,1290
2024,45-49,702,628,1330
2024,50-54,677,642,1319
2024,55-59,738,638,1376
2024,60-64,687,668,1355
2024,65-69,607,643,1250
2024,70-74,533,599,1132
2024,75-79,343,412,755
2024,80-84,270,330,600
2024,85-89,152,189,341
2024,90-94,55,89,144
2024,95-99,14,20,34
2024,100+,0,0,0
2025,0-4,303,281,584
2025,5-9,281,276,557
2025,10-14,244,245,489
2025,15-19,276,273,549
2025,20-24,371,372,743
2025,25-29,621,533,1154
2025,30-34,583,554,1137
2025,35-39,544,479,1023
2025,40-44,651,606,1257
2025,45-49,722,623,1345
2025,50-54,648,613,1261
2025,55-59,728,690,1418
2025,60-64,708,611,1319
2025,65-69,596,665,1261
2025,70-74,550,616,1166
2025,75-79,362,448,810
2025,80-84,261,317,578
2025,85-89,155,198,353
2025,90-94,60,99,159
2025,95-99,18,26,44
2025,100+,0,0,0
2026,0-4,304,282,586
2026,5-9,289,281,570
2026,10-14,249,254,503
2026,15-19,267,263,530
2026,20-24,337,326,663
2026,25-29,571,500,1071
2026,30-34,609,579,1188
2026,35-39,568,505,1073
2026,40-44,597,551,1148
2026,45-49,732,616,1348
2026,50-54,636,623,1259
2026,55-59,716,686,1402
2026,60-64,713,610,1323
2026,65-69,590,679,1269
2026,70-74,554,607,1161
2026,75-79,397,463,860
2026,80-84,257,329,586
2026,85-89,160,218,378
2026,90-94,62,100,162
2026,95-99,21,28,49
2026,100+,0,0,0
2027,0-4,304,282,586
2027,5-9,287,275,562
2027,10-14,262,267,529
2027,15-19,273,247,520
2027,20-24,293,312,605
2027,25-29,533,480,1013
2027,30-34,604,574,1178
2027,35-39,596,512,1108
2027,40-44,568,515,1083
2027,45-49,695,639,1334
2027,50-54,660,607,1267
2027,55-59,696,687,1383
2027,60-64,703,606,1309
2027,65-69,618,664,1282
2027,70-74,576,604,1180
2027,75-79,401,505,906
2027,80-84,248,325,573
2027,85-89,172,228,400
2027,90-94,66,107,173
2027,95-99,21,36,57
2027,100+,0,0,0
2028,0-4,302,281,583
2028,5-9,290,275,565
2028,10-14,272,271,543
2028,15-19,252,251,503
2028,20-24,297,290,587
2028,25-29,481,454,935
2028,30-34,608,547,1155
2028,35-39,597,535,1132
2028,40-44,550,488,1038
2028,45-49,695,647,1342
2028,50-54,664,612,1276
2028,55-59,666,653,1319
2028,60-64,722,625,1347
2028,65-69,620,661,1281
2028,70-74,549,612,1161
2028,75-79,429,521,950
2028,80-84,259,325,584
2028,85-89,171,248,419
2028,90-94,75,106,181
2028,95-99,21,36,57
2028,100+,0,0,0
2029,0-4,299,278,577
2029,5-9,303,280,583
2029,10-14,274,275,549
2029,15-19,228,242,470
2029,20-24,297,271,568
2029,25-29,449,449,898
2029,30-34,582,524,1106
2029,35-39,603,542,1145
2029,40-44,551,478,1029
2029,45-49,654,623,1277
2029,50-54,677,628,1305
2029,55-59,652,640,1292
2029,60-64,709,629,1338
2029,65-69,642,644,1286
2029,70-74,547,612,1159
2029,75-79,451,545,996
2029,80-84,264,349,613
2029,85-89,173,244,417
2029,90-94,79,108,187
2029,95-99,22,37,59
2029,100+,0,0,0
2030,0-4,293,273,566
2030,5-9,303,281,584
2030,10-14,281,276,557
2030,15-19,244,245,489
2030,20-24,276,273,549
2030,25-29,371,372,743
2030,30-34,621,533,1154
2030,35-39,583,554,1137
2030,40-44,544,479,1023
2030,45-49,641,606,1247
2030,50-54,697,623,1320
2030,55-59,623,613,1236
2030,60-64,699,675,1374
2030,65-69,663,589,1252
2030,70-74,537,633,1170
2030,75-79,464,561,1025
2030,80-84,278,379,657
2030,85-89,167,233,400
2030,90-94,81,115,196
2030,95-99,23,41,64
2030,100+,0,0,0
2031,0-4,284,265,549
2031,5-9,304,282,586
2031,10-14,289,281,570
2031,15-19,249,254,503
2031,20-24,267,263,530
2031,25-29,337,326,663
2031,30-34,571,500,1071
2031,35-39,609,579,1188
2031,40-44,568,505,1073
2031,45-49,588,551,1139
2031,50-54,707,616,1323
2031,55-59,611,623,1234
2031,60-64,686,672,1358
2031,65-69,667,587,1254
2031,70-74,533,645,1178
2031,75-79,468,553,1021
2031,80-84,303,393,696
2031,85-89,166,243,409
2031,90-94,83,129,212
2031,95-99,23,40,63
2031,100+,0,0,0
2032,0-4,274,257,531
2032,5-9,304,282,586
2032,10-14,287,275,562
2032,15-19,262,267,529
2032,20-24,273,247,520
2032,25-29,293,312,605
2032,30-34,533,480,1013
2032,35-39,604,574,1178
2032,40-44,596,512,1108
2032,45-49,560,515,1075
2032,50-54,670,639,1309
2032,55-59,635,607,1242
2032,60-64,667,673,1340
2032,65-69,656,583,1239
2032,70-74,559,631,1190
2032,75-79,486,550,1036
2032,80-84,305,428,733
2032,85-89,160,242,402
2032,90-94,90,137,227
2032,95-99,23,44,67
2032,100+,0,0,0
2033,0-4,265,248,513
2033,5-9,302,281,583
2033,10-14,290,275,565
2033,15-19,272,271,543
2033,20-24,252,251,503
2033,25-29,297,290,587
2033,30-34,481,454,935
2033,35-39,608,547,1155
2033,40-44,597,535,1132
2033,45-49,544,488,1032
2033,50-54,670,647,1317
2033,55-59,639,612,1251
2033,60-64,638,641,1279
2033,65-69,673,600,1273
2033,70-74,559,628,1187
2033,75-79,463,557,1020
2033,80-84,326,441,767
2033,85-89,168,241,409
2033,90-94,89,147,236
2033,95-99,28,43,71
2033,100+,0,0,0
2034,0-4,256,240,496
2034,5-9,299,278,577
2034,10-14,303,280,583
2034,15-19,274,275,549
2034,20-24,228,242,470
2034,25-29,297,271,568
2034,30-34,449,449,898
2034,35-39,582,524,1106
2034,40-44,603,542,1145
2034,45-49,547,478,1025
2034,50-54,630,623,1253
2034,55-59,652,628,1280
2034,60-64,626,630,1256
2034,65-69,661,604,1265
2034,70-74,580,612,1192
2034,75-79,462,557,1019
2034,80-84,343,462,805
2034,85-89,173,260,433
2034,90-94,90,142,232
2034,95-99,30,42,72
2034,100+,0,0,0
2035,0-4,246,230,476
2035,5-9,293,273,566
2035,10-14,303,281,584
2035,15-19,281,276,557
2035,20-24,244,245,489
2035,25-29,276,273,549
2035,30-34,371,372,743
2035,35-39,621,533,1154
2035,40-44,583,554,1137
2035,45-49,544,479,1023
2035,50-54,616,606,1222
2035,55-59,672,623,1295
2035,60-64,598,607,1205
2035,65-69,653,650,1303
2035,70-74,601,561,1162
2035,75-79,454,579,1033
2035,80-84,355,478,833
2035,85-89,183,283,466
2035,90-94,87,137,224
2035,95-99,31,48,79
2035,100+,0,0,0
2036,0-4,235,220,455
2036,5-9,284,265,549
2036,10-14,304,282,586
2036,15-19,289,281,570
2036,20-24,249,254,503
2036,25-29,267,263,530
2036,30-34,337,326,663
2036,35-39,571,500,1071
2036,40-44,609,579,1188
2036,45-49,567,505,1072
2036,50-54,568,551,1119
2036,55-59,682,616,1298
2036,60-64,586,620,1206
2036,65-69,644,647,1291
2036,70-74,607,561,1168
2036,75-79,452,592,1044
2036,80-84,361,472,833
2036,85-89,201,295,496
2036,90-94,86,146,232
2036,95-99,32,54,86
2036,100+,0,0,0
2037,0-4,224,210,434
2037,5-9,274,257,531
2037,10-14,304,282,586
2037,15-19,287,275,562
2037,20-24,262,267,529
2037,25-29,273,247,520
2037,30-34,293,312,605
2037,35-39,533,480,1013
2037,40-44,604,574,1178
2037,45-49,593,512,1105
2037,50-54,544,515,1059
2037,55-59,645,639,1284
2037,60-64,610,607,1217
2037,65-69,628,649,1277
2037,70-74,599,557,1156
2037,75-79,478,581,1059
2037,80-84,375,471,846
2037,85-89,201,325,526
2037,90-94,85,147,232
2037,95-99,34,57,91
2037,100+,0,0,0
2038,0-4,214,200,414
2038,5-9,265,248,513
2038,10-14,302,281,583
2038,15-19,290,275,565
2038,20-24,272,271,543
2038,25-29,252,251,503
2038,30-34,297,290,587
2038,35-39,481,454,935
2038,40-44,608,547,1155
2038,45-49,592,535,1127
2038,50-54,529,488,1017
2038,55-59,645,647,1292
2038,60-64,614,610,1224
2038,65-69,601,621,1222
2038,70-74,613,575,1188
2038,75-79,479,579,1058
2038,80-84,358,479,837
2038,85-89,217,337,554
2038,90-94,91,147,238
2038,95-99,34,63,97
2038,100+,0,0,0
2039,0-4,203,190,393
2039,5-9,256,240,496
2039,10-14,299,278,577
2039,15-19,303,280,583
2039,20-24,274,275,549
2039,25-29,228,242,470
2039,30-34,297,271,568
2039,35-39,449,449,898
2039,40-44,582,524,1106
2039,45-49,598,542,1140
2039,50-54,530,478,1008
2039,55-59,605,623,1228
2039,60-64,627,624,1251
2039,65-69,592,613,1205
2039,70-74,604,579,1183
2039,75-79,498,565,1063
2039,80-84,359,481,840
2039,85-89,230,354,584
