year,male,female,total
2019,18756,16506,35262
2020,18670,16467,35137
2021,18582,16424,35006
2022,18489,16380,34869
2023,18388,16327,34715
2024,18279,16265,34544
2025,18179,16211,34390
2026,18069,16149,34218
2027,17961,16089,34050
2028,17847,16021,33868
2029,17719,15944,33663
2030,17580,15862,33442
2031,17432,15767,33199
2032,17275,15666,32941
2033,17104,15562,32666
2034,16932,15447,32379
2035,16766,15348,32114
2036,16591,15238,31829
2037,16401,15123,31524
2038,16207,15001,31208
2039,16009,14871,30880
2040,15799,14735,30534
2041,15579,14593,30172
2042,15354,14449,29803
2043,15124,14294,29418
2044,14887,14134,29021
2045,14663,13989,28652
2046,14439,13836,28275
2047,14208,13676,27884
2048,13980,13508,27488
2049,13752,13337,27089
2050,13519,13165,26684
2051,13289,12987,26276
2052,13061,12807,25868
2053,12836,12632,25468
2054,12616,12453,25069
2055,12410,12292,24702
2056,12208,12134,24342
2057,12008,11974,23982
2058,11809,11816,23625
2059,11609,11651,23260
2060,11409,11487,22896
2061,11216,11323,22539
2062,11019,11158,22177
2063,10822,10999,21821
2064,10632,10834,21466
2065,10448,10678,21126
