年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2017-03,65000010-001,新北市板橋區,留侯里,678,1644,780,864,229,1213,202,1336,39
2017-03,65000010-002,新北市板橋區,流芳里,641,1587,739,848,214,1136,237,1292,26
2017-03,65000010-003,新北市板橋區,赤松里,321,821,403,418,138,543,140,633,23
2017-03,65000010-004,新北市板橋區,黃石里,443,1181,577,604,205,805,171,906,30
2017-03,65000010-005,新北市板橋區,挹秀里,752,1817,886,931,245,1284,288,1492,35
2017-03,65000010-006,新北市板橋區,湳興里,2330,5667,2724,2943,678,4314,675,4692,123
2017-03,65000010-007,新北市板橋區,新興里,1488,3291,1575,1716,357,2447,487,2786,77
2017-03,65000010-008,新北市板橋區,社後里,4857,9229,5126,4103,683,7445,1101,8175,161
2017-03,65000010-009,新北市板橋區,香社里,1587,4490,2238,2252,522,3467,501,3731,96
2017-03,65000010-010,新北市板橋區,中正里,1616,4517,2221,2296,587,3473,457,3689,92
2017-03,65000010-011,新北市板橋區,自強里,2043,5398,2627,2771,658,3856,884,4561,68
2017-03,65000010-012,新北市板橋區,自立里,1097,2939,1420,1519,353,2186,400,2433,61
2017-03,65000010-013,新北市板橋區,光華里,1110,2812,1379,1433,329,2090,393,2354,55
2017-03,65000010-014,新北市板橋區,國光里,1563,3846,1862,1984,323,2931,592,3286,100
2017-03,65000010-015,新北市板橋區,港尾里,1107,3050,1438,1612,436,2335,279,2430,81
2017-03,65000010-016,新北市板橋區,金華里,1456,4146,2026,2120,536,3099,511,3419,88
2017-03,65000010-017,新北市板橋區,港德里,1934,5114,2524,2590,615,3799,700,4246,103
2017-03,65000010-018,新北市板橋區,民權里,1086,2768,1370,1398,313,1968,487,2338,35
2017-03,65000010-019,新北市板橋區,建國里,1425,3723,1819,1904,415,2773,535,3117,76
2017-03,65000010-020,新北市板橋區,漢生里,1659,4451,2160,2291,656,3161,634,3611,61
2017-03,65000010-021,新北市板橋區,公舘里,1472,4073,1995,2078,591,2940,542,3229,88
2017-03,65000010-022,新北市板橋區,新民里,1729,4657,2264,2393,762,3329,566,3647,77
2017-03,65000010-023,新北市板橋區,幸福里,1521,4170,2083,2087,510,3117,543,3417,95
2017-03,65000010-024,新北市板橋區,忠誠里,1686,4240,2050,2190,537,3049,654,3461,92
2017-03,65000010-025,新北市板橋區,百壽里,948,2530,1213,1317,401,1784,345,1983,62
2017-03,65000010-026,新北市板橋區,介壽里,1221,3178,1520,1658,458,2249,471,2561,68
2017-03,65000010-027,新北市板橋區,新埔里,880,2195,1072,1123,220,1640,335,1872,47
2017-03,65000010-028,新北市板橋區,華江里,3182,7779,3607,4172,1427,5674,678,5920,180
2017-03,65000010-029,新北市板橋區,江翠里,1783,4884,2410,2474,572,3716,596,4042,113
2017-03,65000010-030,新北市板橋區,純翠里,2087,5666,2774,2892,664,4376,626,4709,111
2017-03,65000010-031,新北市板橋區,溪頭里,2428,6315,3106,3209,779,4793,743,5162,149
2017-03,65000010-032,新北市板橋區,聯翠里,1649,3776,1774,2002,435,2854,487,3129,88
2017-03,65000010-033,新北市板橋區,宏翠里,2175,4978,2387,2591,583,3966,429,4147,101
2017-03,65000010-034,新北市板橋區,仁翠里,1119,3035,1474,1561,317,2309,409,2577,54
2017-03,65000010-035,新北市板橋區,新翠里,3066,8163,3938,4225,985,6495,683,6651,203
2017-03,65000010-036,新北市板橋區,吉翠里,1375,3941,1928,2013,496,3057,388,3240,83
2017-03,65000010-037,新北市板橋區,德翠里,2703,7642,3739,3903,1137,6019,486,6029,192
2017-03,65000010-038,新北市板橋區,滿翠里,1138,3088,1492,1596,330,2343,415,2608,59
2017-03,65000010-039,新北市板橋區,明翠里,1948,5018,2414,2604,531,3808,679,4243,94
2017-03,65000010-040,新北市板橋區,松翠里,1392,3527,1708,1819,410,2685,432,2922,78
2017-03,65000010-041,新北市板橋區,柏翠里,1765,4278,2040,2238,534,3210,534,3524,83
2017-03,65000010-042,新北市板橋區,龍翠里,2005,5295,2554,2741,598,4135,562,4412,114
2017-03,65000010-043,新北市板橋區,華翠里,1395,3867,1853,2014,614,2844,409,3061,73
2017-03,65000010-044,新北市板橋區,忠翠里,4398,11032,5191,5841,1855,8325,852,8459,261
2017-03,65000010-045,新北市板橋區,嵐翠里,993,2655,1338,1317,310,2020,325,2215,47
2017-03,65000010-046,新北市板橋區,文翠里,1591,4210,2085,2125,460,3212,538,3520,103
2017-03,65000010-047,新北市板橋區,青翠里,1207,3113,1608,1505,323,2397,393,2626,71
2017-03,65000010-048,新北市板橋區,懷翠里,2241,6259,3087,3172,667,4921,671,5192,166
2017-03,65000010-049,新北市板橋區,福翠里,556,1385,695,690,135,1045,205,1197,24
2017-03,65000010-050,新北市板橋區,港嘴里,2447,6396,3164,3232,702,5058,636,5402,123
2017-03,65000010-051,新北市板橋區,振興里,1677,4598,2265,2333,460,3555,583,3895,108
2017-03,65000010-052,新北市板橋區,振義里,1638,4386,2157,2229,461,3405,520,3653,100
2017-03,65000010-053,新北市板橋區,光復里,1345,3466,1762,1704,413,2648,405,2850,81
2017-03,65000010-054,新北市板橋區,埔墘里,2556,6460,3081,3379,687,5110,663,5401,163
2017-03,65000010-055,新北市板橋區,長壽里,1027,2948,1463,1485,333,2230,385,2472,51
2017-03,65000010-056,新北市板橋區,福壽里,1275,3477,1705,1772,354,2763,360,2922,77
2017-03,65000010-057,新北市板橋區,海山里,2821,8458,4027,4431,1719,5994,745,6164,217
2017-03,65000010-058,新北市板橋區,九如里,1069,2996,1442,1554,386,2233,377,2422,75
2017-03,65000010-059,新北市板橋區,玉光里,2188,5630,2660,2970,864,4190,576,4417,148
2017-03,65000010-060,新北市板橋區,光仁里,1051,3113,1538,1575,448,2269,396,2488,70
2017-03,65000010-061,新北市板橋區,埤墘里,1716,4622,2211,2411,830,3301,491,3543,98
2017-03,65000010-062,新北市板橋區,永安里,1411,3664,1801,1863,527,2741,396,2963,68
2017-03,65000010-063,新北市板橋區,雙玉里,1561,4369,2119,2250,761,3144,464,3344,89
2017-03,65000010-064,新北市板橋區,廣新里,1301,3835,1892,1943,599,2794,442,3032,82
2017-03,65000010-065,新北市板橋區,深丘里,3718,9370,4515,4855,1837,6690,843,6989,190
2017-03,65000010-066,新北市板橋區,香丘里,1485,4027,1959,2068,666,2934,427,3131,78
2017-03,65000010-067,新北市板橋區,西安里,1046,2848,1401,1447,370,2100,378,2302,70
2017-03,65000010-068,新北市板橋區,東丘里,1690,4988,2442,2546,780,3599,609,3900,109
2017-03,65000010-069,新北市板橋區,長安里,1744,5075,2449,2626,1021,3659,395,3761,99
