年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2017-04,65000010-001,新北市板橋區,留侯里,675,1640,776,864,227,1177,236,1334,40
2017-04,65000010-002,新北市板橋區,流芳里,642,1581,740,841,213,1106,262,1287,27
2017-04,65000010-003,新北市板橋區,赤松里,318,814,398,416,137,527,150,631,23
2017-04,65000010-004,新北市板橋區,黃石里,442,1172,572,600,200,783,189,903,27
2017-04,65000010-005,新北市板橋區,挹秀里,758,1824,886,938,248,1256,320,1498,35
2017-04,65000010-006,新北市板橋區,湳興里,2333,5666,2726,2940,682,4221,763,4691,120
2017-04,65000010-007,新北市板橋區,新興里,1488,3283,1569,1714,350,2391,542,2785,74
2017-04,65000010-008,新北市板橋區,社後里,4885,9262,5143,4119,683,7325,1254,8213,153
2017-04,65000010-009,新北市板橋區,香社里,1583,4484,2237,2247,520,3395,569,3732,93
2017-04,65000010-010,新北市板橋區,中正里,1614,4512,2217,2295,583,3404,525,3687,96
2017-04,65000010-011,新北市板橋區,自強里,2044,5404,2637,2767,666,3740,998,4562,65
2017-04,65000010-012,新北市板橋區,自立里,1095,2944,1421,1523,354,2144,446,2439,58
2017-04,65000010-013,新北市板橋區,光華里,1113,2812,1381,1431,328,2049,435,2359,52
2017-04,65000010-014,新北市板橋區,國光里,1562,3837,1856,1981,323,2844,670,3279,97
2017-04,65000010-015,新北市板橋區,港尾里,1109,3056,1444,1612,440,2297,319,2431,81
2017-04,65000010-016,新北市板橋區,金華里,1458,4148,2026,2122,537,3031,580,3421,87
2017-04,65000010-017,新北市板橋區,港德里,1932,5105,2518,2587,613,3695,797,4246,96
2017-04,65000010-018,新北市板橋區,民權里,1082,2763,1367,1396,308,1923,532,2335,37
2017-04,65000010-019,新北市板橋區,建國里,1424,3716,1813,1903,415,2720,581,3107,79
2017-04,65000010-020,新北市板橋區,漢生里,1655,4446,2160,2286,659,3067,720,3604,62
2017-04,65000010-021,新北市板橋區,公舘里,1465,4054,1983,2071,583,2876,595,3216,89
2017-04,65000010-022,新北市板橋區,新民里,1733,4670,2269,2401,765,3276,629,3651,77
2017-04,65000010-023,新北市板橋區,幸福里,1523,4174,2089,2085,511,3065,598,3421,92
2017-04,65000010-024,新北市板橋區,忠誠里,1687,4242,2049,2193,535,2991,716,3461,92
2017-04,65000010-025,新北市板橋區,百壽里,954,2544,1225,1319,407,1766,371,1990,62
2017-04,65000010-026,新北市板橋區,介壽里,1220,3165,1517,1648,458,2195,512,2550,65
2017-04,65000010-027,新北市板橋區,新埔里,880,2199,1076,1123,224,1600,375,1874,46
2017-04,65000010-028,新北市板橋區,華江里,3178,7780,3614,4166,1423,5589,768,5933,171
2017-04,65000010-029,新北市板橋區,江翠里,1785,4882,2410,2472,569,3645,668,4044,114
2017-04,65000010-030,新北市板橋區,純翠里,2089,5678,2781,2897,667,4303,708,4717,113
2017-04,65000010-031,新北市板橋區,溪頭里,2429,6316,3108,3208,773,4706,837,5169,150
2017-04,65000010-032,新北市板橋區,聯翠里,1653,3781,1775,2006,435,2807,539,3132,88
2017-04,65000010-033,新北市板橋區,宏翠里,2174,4984,2386,2598,584,3887,513,4155,99
