year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,79,82,79,77,99,81,92,94,115,102,118,94,115,108,97,82,88,87,83,61,63,77,61,63,59,41,34,36,32,32,33,40,39,35,30,26,30,32,19,18,16,18,7,9,10,8,3,4,3,1,1,0,0,0,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,82,67,79,62,86,67,83,54,65,68,83,46,55,65,36,38,37,49,51,45,48,45,53,48,36,36,39,42,22,21,23,17,9,7,9,5,6,3,3,0,1,1,2
2020,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,79,82,79,77,98,80,91,93,114,101,117,93,114,107,96,81,87,86,82,60,62,75,60,61,57,40,33,35,31,31,31,38,37,33,28,24,28,29,17,16,14,16,6,8,8,7,2,3,2,1,1,0,0,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,82,67,79,62,86,67,82,54,64,67,82,45,54,64,35,37,36,48,50,44,47,43,51,46,34,34,37,39,20,19,21,15,8,6,8,4,5,2,2,0,1,0
2021,29,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,79,82,79,77,97,79,90,92,113,100,116,92,113,106,95,80,86,85,81,59,61,73,59,59,55,39,32,34,30,30,29,36,35,31,26,22,26,26,15,14,12,14,5,7,7,6,2,2,2,1,1,0,27,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,82,67,79,62,86,67,81,54,63,66,81,44,53,63,34,36,35,47,49,43,45,41,49,44,32,32,34,36,18,17,19,13,7,5,7,3,4,2,1,0,0
2022,30,29,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,79,82,79,76,96,78,89,91,112,99,115,91,112,105,94,79,85,84,80,58,60,71,57,57,53,38,31,33,29,28,27,34,33,29,24,20,24,23,13,12,10,12,4,6,6,5,2,2,1,1,0,27,27,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,82,67,79,62,85,67,80,54,62,65,80,43,52,62,33,35,34,46,47,41,43,39,47,42,30,30,31,33,16,15,17,11,6,4,6,2,3,1,1,0
2023,30,30,29,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,79,81,78,75,95,77,88,90,111,98,114,90,111,104,93,78,84,82,78,57,59,69,55,55,51,37,30,31,28,26,25,32,31,27,22,18,22,20,11,10,9,10,3,5,5,4,2,1,1,0,27,27,27,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,82,67,79,62,84,66,79,53,61,64,79,42,51,61,32,34,33,45,45,39,41,37,44,39,28,28,28,30,14,13,15,9,5,3,5,2,2,1,0
2024,29,30,30,29,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,79,80,77,74,94,76,87,89,110,97,113,89,110,103,92,77,82,80,76,56,57,67,53,53,49,35,29,29,26,24,23,30,29,25,20,16,20,18,10,9,8,8,2,4,4,3,1,1,0,27,27,27,27,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,82,67,78,62,83,65,78,52,60,63,78,41,50,60,31,33,32,43,43,37,39,35,41,36,26,26,25,27,12,11,13,8,4,2,4,1,1,0
2025,30,29,30,30,29,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,79,79,76,73,93,75,86,88,109,96,112,88,109,102,91,76,80,78,74,55,55,65,51,51,47,33,28,27,24,22,21,28,27,23,18,14,18,16,9,8,7,7,2,3,3,2,1,0,27,27,27,27,27,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,82,67,78,62,82,64,77,51,59,62,77,40,49,59,30,32,31,41,41,35,37,33,38,33,24,24,22,24,10,9,11,7,3,2,3,1,0
2026,29,30,29,30,30,29,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,78,78,75,72,92,74,85,87,108,95,111,87,107,100,89,75,78,76,72,54,53,63,49,49,45,31,27,25,22,20,19,26,25,21,16,12,16,14,8,7,6,6,2,2,2,1,0,27,27,27,27,27,27,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,82,67,77,62,81,63,76,50,58,61,76,39,48,58,29,31,30,39,39,33,35,31,35,30,22,22,20,21,9,8,9,6,2,2,2,0
2027,29,29,30,29,30,30,29,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,77,77,74,71,91,73,84,86,107,94,110,86,105,98,87,73,76,74,70,52,51,61,47,47,43,29,25,23,20,19,17,24,23,19,14,10,14,12,7,6,5,5,2,2,1,0,27,27,27,27,27,27,27,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,86,81,67,76,61,80,62,75,49,57,60,74,38,47,56,28,30,29,37,37,31,33,29,32,27,20,20,17,18,8,7,7,5,2,1,0
2028,28,29,29,30,29,30,30,29,28,16,24,21,26,25,33,17,31,36,18,30,38,24,22,31,33,50,35,52,54,50,52,57,51,40,57,54,56,55,53,58,70,55,64,79,55,67,72,62,54,57,61,76,61,46,64,70,76,76,73,70,90,72,83,85,106,93,108,85,103,96,85,71,74,72,68,50,49,59,45,45,41,27,23,21,19,17,15,22,21,17,12,9,12,10,6,5,4,4,2,1,0,26,27,27,27,27,27,27,27,26,16,26,19,24,17,21,19,30,19,16,21,21,22,24,34,34,25,34,54,52,40,46,53,63,53,61,39,54,44,44,49,47,35,65,64,63,63,46,60,54,54,66,68,52,53,43,58,48,65,57,76,59,56,79,81,83,60,85,80,66,75,60,79,61,74,48,56,59,72,37,46,54,27,29,28,35,35,29,31,27,29,24,18,17,15,15,7,6,5,4,1,0
