year,age_range,male,female,total
2019,0-4,1420,1372,2792
2019,5-9,1665,1521,3186
2019,10-14,1510,1395,2905
2019,15-19,1923,1857,3780
2019,20-24,2448,2257,4705
2019,25-29,2302,2249,4551
2019,30-34,2095,2210,4305
2019,35-39,2503,3053,5556
2019,40-44,2742,3223,5965
2019,45-49,2643,3358,6001
2019,50-54,2748,3447,6195
2019,55-59,2515,2950,5465
2019,60-64,2020,2238,4258
2019,65-69,1404,1659,3063
2019,70-74,767,951,1718
2019,75-79,545,723,1268
2019,80-84,310,460,770
2019,85-89,162,245,407
2019,90-94,67,84,151
2019,95-99,10,13,23
2019,100+,1,4,5
2020,0-4,1347,1300,2647
2020,5-9,1747,1592,3339
2020,10-14,1460,1346,2806
2020,15-19,1794,1697,3491
2020,20-24,2372,2234,4606
2020,25-29,2390,2312,4702
2020,30-34,2139,2112,4251
2020,35-39,2326,2886,5212
2020,40-44,2806,3291,6097
2020,45-49,2520,3216,5736
2020,50-54,2797,3544,6341
2020,55-59,2602,3051,5653
2020,60-64,2056,2332,4388
2020,65-69,1500,1807,3307
2020,70-74,876,1046,1922
2020,75-79,529,719,1248
2020,80-84,331,505,836
2020,85-89,173,267,440
2020,90-94,66,92,158
2020,95-99,16,15,31
2020,100+,0,0,0
2021,0-4,1266,1256,2522
2021,5-9,1791,1620,3411
2021,10-14,1443,1331,2774
2021,15-19,1676,1549,3225
2021,20-24,2293,2175,4468
2021,25-29,2481,2332,4813
2021,30-34,2148,2163,4311
2021,35-39,2179,2641,4820
2021,40-44,2767,3281,6048
2021,45-49,2532,3180,5712
2021,50-54,2784,3547,6331
2021,55-59,2697,3140,5837
2021,60-64,2086,2511,4597
2021,65-69,1585,1860,3445
2021,70-74,1012,1225,2237
2021,75-79,537,700,1237
2021,80-84,343,538,881
2021,85-89,181,281,462
2021,90-94,68,101,169
2021,95-99,18,21,39
2021,100+,0,0,0
2022,0-4,1229,1224,2453
2022,5-9,1708,1570,3278
2022,10-14,1522,1366,2888
2022,15-19,1599,1520,3119
2022,20-24,2148,2028,4176
2022,25-29,2540,2339,4879
2022,30-34,2205,2219,4424
2022,35-39,2077,2441,4518
2022,40-44,2722,3215,5937
2022,45-49,2550,3163,5713
2022,50-54,2750,3505,6255
2022,55-59,2706,3248,5954
2022,60-64,2155,2668,4823
2022,65-69,1699,1942,3641
2022,70-74,1103,1360,2463
2022,75-79,551,720,1271
2022,80-84,366,567,933
2022,85-89,189,287,476
2022,90-94,69,116,185
2022,95-99,20,26,46
2022,100+,0,0,0
2023,0-4,1267,1222,2489
2023,5-9,1538,1454,2992
2023,10-14,1622,1470,3092
2023,15-19,1539,1465,3004
2023,20-24,2044,1935,3979
2023,25-29,2515,2317,4832
2023,30-34,2243,2185,4428
2023,35-39,2057,2314,4371
2023,40-44,2626,3170,5796
2023,45-49,2597,3140,5737
2023,50-54,2677,3461,6138
2023,55-59,2641,3323,5964
2023,60-64,2325,2773,5098
2023,65-69,1762,2026,3788
2023,70-74,1201,1518,2719
2023,75-79,577,763,1340
2023,80-84,402,578,980
2023,85-89,191,312,503
2023,90-94,74,127,201
2023,95-99,23,31,54
2023,100+,0,0,0
2024,0-4,1313,1220,2533
2024,5-9,1420,1372,2792
2024,10-14,1665,1521,3186
2024,15-19,1510,1395,2905
2024,20-24,1923,1857,3780
2024,25-29,2448,2257,4705
2024,30-34,2299,2249,4548
2024,35-39,2074,2210,4284
2024,40-44,2472,3038,5510
2024,45-49,2690,3198,5888
2024,50-54,2571,3326,5897
2024,55-59,2647,3397,6044
2024,60-64,2392,2890,5282
2024,65-69,1881,2168,4049
2024,70-74,1257,1569,2826
2024,75-79,643,862,1505
2024,80-84,408,603,1011
2024,85-89,203,336,539
2024,90-94,83,137,220
2024,95-99,23,33,56
2024,100+,0,0,0
2025,0-4,1305,1211,2516
2025,5-9,1347,1300,2647
2025,10-14,1747,1592,3339
2025,15-19,1460,1346,2806
2025,20-24,1794,1697,3491
2025,25-29,2372,2234,4606
2025,30-34,2389,2312,4701
2025,35-39,2117,2112,4229
2025,40-44,2296,2874,5170
2025,45-49,2753,3266,6019
2025,50-54,2452,3186,5638
2025,55-59,2696,3494,6190
2025,60-64,2476,2990,5466
2025,65-69,1917,2261,4178
2025,70-74,1344,1710,3054
2025,75-79,736,952,1688
2025,80-84,398,603,1001
2025,85-89,216,371,587
2025,90-94,89,152,241
2025,95-99,24,36,60
2025,100+,0,0,0
2026,0-4,1298,1205,2503
2026,5-9,1266,1256,2522
2026,10-14,1791,1620,3411
2026,15-19,1443,1331,2774
2026,20-24,1676,1549,3225
2026,25-29,2293,2175,4468
2026,30-34,2479,2332,4811
2026,35-39,2127,2163,4290
2026,40-44,2152,2632,4784
2026,45-49,2714,3256,5970
2026,50-54,2464,3152,5616
2026,55-59,2685,3498,6183
2026,60-64,2568,3079,5647
2026,65-69,1948,2433,4381
2026,70-74,1423,1762,3185
2026,75-79,852,1116,1968
2026,80-84,403,588,991
2026,85-89,222,396,618
2026,90-94,92,162,254
2026,95-99,25,40,65
2026,100+,0,0,0
2027,0-4,1290,1198,2488
2027,5-9,1229,1224,2453
2027,10-14,1708,1570,3278
2027,15-19,1522,1366,2888
2027,20-24,1599,1520,3119
2027,25-29,2148,2028,4176
2027,30-34,2537,2339,4876
2027,35-39,2185,2219,4404
2027,40-44,2051,2435,4486
2027,45-49,2671,3190,5861
2027,50-54,2481,3137,5618
2027,55-59,2653,3456,6109
2027,60-64,2577,3186,5763
2027,65-69,2015,2587,4602
2027,70-74,1529,1841,3370
2027,75-79,927,1242,2169
2027,80-84,415,607,1022
2027,85-89,237,420,657
2027,90-94,97,168,265
2027,95-99,25,45,70
