統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10306,新竹市東 區,三民里,2271,6353,2993,3360,27,22,29,27,40,26,38,28,36,42,37,41,42,29,41,41,46,33,37,54,62,53,55,58,55,47,62,62,62,76,50,72,48,57,53,44,60,44,39,51,40,47,49,47,49,40,50,39,31,36,39,45,30,45,28,36,27,36,38,39,41,29,53,46,33,41,33,47,42,57,34,47,46,69,34,65,39,49,38,63,34,49,43,58,40,59,42,64,49,67,46,67,43,53,47,42,55,59,50,45,51,44,35,56,40,44,43,45,48,48,34,40,41,37,41,39,37,36,33,45,38,20,37,42,26,35,29,20,28,21,23,30,12,22,11,21,14,13,10,11,16,18,14,19,13,21,10,29,11,14,17,18,14,20,14,19,13,9,8,13,11,8,6,16,19,17,9,10,8,13,2,10,5,7,6,13,9,4,2,7,4,3,4,2,3,0,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,2,
10306,新竹市東 區,下竹里,240,647,321,326,2,7,11,4,2,2,6,1,2,3,2,2,1,7,2,2,2,3,1,1,3,2,3,1,1,0,1,2,7,2,2,2,1,4,2,0,2,5,1,3,2,1,8,1,4,3,4,2,3,3,6,2,2,4,2,4,4,5,8,5,7,5,8,10,4,5,11,8,7,5,6,3,11,11,8,4,7,4,2,6,1,3,8,6,3,9,2,1,4,5,3,2,5,3,4,8,7,3,6,2,4,4,1,3,5,1,2,3,3,5,4,5,4,8,5,3,3,6,2,10,5,3,7,4,4,2,5,12,2,4,5,3,2,4,3,5,1,7,1,4,4,3,3,2,7,3,2,1,0,4,4,5,2,3,4,5,0,3,3,4,4,0,1,3,2,1,3,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10306,新竹市東 區,中正里,298,785,364,421,4,5,5,2,4,4,4,4,2,4,2,1,10,6,7,8,6,6,10,10,8,3,5,11,8,11,5,9,6,7,7,0,1,10,7,6,5,8,8,5,5,2,7,5,4,8,2,4,3,7,4,6,4,3,3,5,4,7,3,6,3,4,5,3,4,11,3,10,2,9,3,7,9,6,2,7,4,5,5,7,5,5,3,8,5,3,4,7,3,7,2,5,11,13,7,8,7,7,3,6,3,6,5,6,7,6,4,1,3,7,8,6,6,5,6,4,4,6,6,2,3,3,8,6,6,3,6,1,2,3,1,2,3,3,2,1,3,2,4,1,5,2,3,1,2,2,0,1,0,2,2,3,2,1,1,2,1,3,7,1,2,4,1,1,2,2,0,1,0,3,1,3,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10306,新竹市東 區,仙宮里,623,1511,760,751,8,8,12,12,9,10,11,11,7,10,9,6,10,9,6,6,6,12,4,8,6,5,13,9,8,4,9,10,10,7,13,8,11,10,9,6,14,16,6,13,12,10,10,6,7,12,11,5,11,7,12,7,8,12,5,8,9,8,8,11,13,11,11,10,15,16,18,20,18,15,26,22,20,15,15,19,16,9,22,18,16,12,18,7,14,12,18,13,17,13,16,20,16,11,10,19,8,19,12,6,15,17,10,7,11,12,12,6,7,10,7,9,6,4,6,8,7,11,8,9,2,5,10,8,5,10,8,8,1,8,6,4,3,4,6,7,4,3,3,4,2,4,0,7,2,3,4,1,2,2,1,2,3,2,1,2,0,2,1,3,1,2,1,2,1,4,2,1,1,0,1,1,0,1,2,0,1,0,1,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
10306,新竹市東 區,仙水里,2006,5914,2923,2991,41,36,49,54,59,51,43,41,65,47,54,58,69,48,44,47,55,45,61,49,58,47,51,65,44,42,60,50,52,46,62,45,45,31,32,43,40,36,31,25,39,35,28,31,28,32,28,36,26,32,38,29,32,22,42,33,35,34,28,38,28,27,40,49,54,48,39,55,56,60,45,72,61,69,52,90,60,62,60,73,58,64,60,72,65,71,45,69,63,60,52,49,45,49,38,41,46,38,50,39,37,44,39,45,44,38,40,27,34,32,32,25,30,29,25,37,25,31,23,20,18,14,22,23,22,22,15,15,11,14,9,14,9,15,10,14,6,7,4,16,9,16,7,6,10,16,8,6,7,7,4,6,4,5,5,6,4,3,5,8,2,6,5,5,4,4,5,5,5,7,4,5,6,3,6,1,3,2,1,1,5,2,2,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
10306,新竹市東 區,光復里,953,2930,1462,1468,20,13,19,14,11,5,12,11,14,20,20,13,16,20,17,23,24,27,25,14,21,27,33,26,33,23,35,30,22,24,22,18,22,15,29,19,24,20,22,19,26,19,21,28,20,18,18,19,24,19,12,13,12,22,18,13,22,12,19,15,24,21,29,28,20,19,20,23,28,14,18,21,17,25,25,38,20,19,11,26,20,23,14,24,19,22,30,19,26,24,25,31,25,36,32,34,17,23,30,18,23,26,28,30,21,19,23,12,29,20,16,21,15,18,19,15,12,17,15,15,12,14,11,12,10,12,5,8,14,13,9,14,3,8,11,6,4,5,6,7,5,12,8,5,3,8,4,7,9,6,9,16,8,10,5,8,5,7,8,6,4,8,1,7,5,3,3,7,5,5,2,0,1,3,4,2,1,4,1,2,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
10306,新竹市東 區,光明里,1579,4094,2000,2094,12,17,23,16,19,15,19,22,19,21,19,27,28,21,27,22,32,23,30,34,31,36,41,34,45,32,32,45,44,44,36,38,42,38,33,26,29,27,34,31,42,24,20,30,23,26,27,36,29,21,29,18,22,22,29,13,23,25,19,33,23,23,20,29,20,20,17,15,17,21,24,29,21,19,17,26,22,42,17,23,25,39,31,42,25,44,38,51,30,36,46,43,33,38,32,35,26,47,44,39,35,26,41,39,38,35,34,34,37,21,37,26,31,24,15,32,34,34,17,24,36,28,17,23,30,31,21,19,16,21,23,12,14,12,12,13,14,6,7,9,9,9,4,13,4,7,3,11,8,10,7,8,6,10,3,7,4,6,8,7,1,3,4,6,6,7,3,2,4,4,1,6,2,6,3,4,8,1,4,6,5,4,1,3,3,2,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,
10306,新竹市東 區,光鎮里,1387,4180,2002,2178,23,29,28,23,23,30,22,16,27,22,13,18,23,38,29,22,27,20,19,18,21,13,19,17,23,21,22,28,20,17,20,21,28,23,25,33,28,32,32,26,21,29,22,26,33,36,23,22,35,46,29,33,25,27,25,22,31,24,31,43,29,42,33,26,30,40,39,49,33,47,38,37,36,35,42,42,40,42,21,30,31,34,29,16,35,32,40,31,38,32,31,35,28,33,34,22,34,36,28,29,31,25,21,38,41,33,27,30,22,22,25,42,21,23,22,33,27,28,28,24,18,34,22,30,20,34,22,22,18,21,15,32,16,18,14,22,13,11,17,27,15,14,18,12,9,26,15,18,10,11,3,7,5,7,10,9,6,4,8,7,3,8,7,6,2,8,5,2,8,5,7,1,4,3,1,1,2,4,3,3,1,0,0,2,0,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,
10306,新竹市東 區,公園里,1540,4259,2017,2242,17,18,25,26,22,21,20,21,27,20,39,24,26,25,37,33,41,41,49,29,55,43,47,53,50,52,57,45,59,51,29,40,25,34,24,41,29,33,38,25,17,24,24,25,20,16,26,21,20,18,18,18,20,16,14,17,20,26,14,21,19,20,33,16,29,29,22,35,43,36,30,42,28,43,28,59,35,42,33,49,32,55,26,49,31,55,33,59,28,43,53,49,37,32,32,45,30,27,38,36,25,32,30,31,22,23,29,30,23,17,16,14,15,17,25,18,15,19,25,26,16,24,14,20,14,15,8,18,16,12,16,18,17,15,9,4,6,9,6,9,7,10,2,13,8,8,5,9,6,15,4,9,9,9,11,9,9,11,7,5,6,10,7,11,4,5,5,9,5,8,7,6,4,4,3,3,3,5,2,6,3,3,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,
10306,新竹市東 區,前溪里,987,3664,1875,1789,20,14,25,23,21,24,19,15,21,19,22,24,27,18,33,24,27,26,25,20,29,26,31,25,32,34,36,30,29,25,23,28,28,8,27,31,26,25,35,29,15,26,19,30,20,33,29,30,33,31,25,21,25,36,21,21,26,29,22,23,26,31,28,24,29,36,38,35,35,40,36,26,28,32,31,32,32,32,20,27,30,26,28,24,22,16,31,15,21,18,25,21,35,20,24,22,23,20,33,28,26,26,22,25,31,23,33,20,24,20,24,17,22,24,23,21,25,21,21,29,28,21,17,14,21,16,24,21,10,14,18,19,7,17,14,10,9,7,14,7,6,20,13,7,10,8,9,9,10,8,8,11,9,4,5,11,4,11,4,6,4,5,8,7,8,6,3,4,4,5,2,8,3,3,1,2,0,2,0,3,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,
