year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,57,52,61,76,85,53,49,64,60,58,59,33,45,46,42,28,33,26,16,19,11,12,10,20,12,16,16,17,13,7,10,7,9,4,10,4,4,6,1,4,1,0,0,0,0,0,1,0,0,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,26,24,17,19,18,18,22,13,16,14,25,11,18,17,9,8,13,8,10,9,4,5,5,2,5,4,1,0,1,1,0,0,0
2020,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,57,52,61,75,84,53,49,63,59,57,58,33,44,45,41,27,32,25,16,19,11,12,10,19,11,15,15,16,12,7,9,6,8,4,9,4,4,5,1,3,1,0,0,0,0,0,1,0,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,26,24,17,19,18,18,22,13,16,14,24,11,17,16,9,8,12,7,9,8,4,4,4,2,4,3,1,0,1,1,0,0
2021,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,57,52,61,74,83,52,49,62,58,56,57,33,43,44,40,26,31,24,16,18,11,12,10,18,10,14,14,15,11,6,8,5,7,4,8,4,3,4,1,3,1,0,0,0,0,0,0,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,26,24,17,19,18,18,22,13,16,14,23,11,16,15,9,8,11,6,8,7,4,4,3,2,3,2,1,0,1,1,0
2022,24,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,57,52,60,73,82,51,48,61,57,55,56,32,42,43,39,25,30,23,16,17,11,12,10,17,9,13,13,14,10,6,7,5,6,4,7,3,3,3,1,2,1,0,0,0,0,0,22,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,26,24,17,19,18,18,21,13,16,14,22,11,15,14,8,7,10,5,7,6,4,3,3,2,2,2,1,0,1,0
2023,24,24,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,57,52,59,72,81,50,47,60,56,54,55,31,41,42,38,24,29,22,15,16,11,11,10,16,8,12,12,13,9,5,6,4,5,4,6,3,3,3,1,2,1,0,0,0,0,23,22,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,26,24,17,19,18,18,20,13,15,13,21,10,14,13,7,6,9,5,6,5,3,3,3,2,2,2,1,0,0
2024,24,24,24,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,57,52,58,71,80,49,46,59,55,53,54,30,40,41,37,23,28,21,14,15,11,10,9,15,8,11,11,12,8,5,5,4,4,3,5,3,3,2,1,2,1,0,0,0,23,23,22,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,26,24,17,19,18,18,19,13,14,12,20,9,13,12,6,5,8,4,5,4,3,3,2,2,2,1,1,0
2025,24,24,24,24,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,57,52,57,70,79,48,45,58,54,52,53,29,39,40,36,22,27,20,13,14,11,10,9,14,7,10,10,11,7,5,4,4,3,3,4,3,2,2,1,2,1,0,0,23,23,23,22,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,26,24,17,19,18,17,18,13,13,11,19,8,12,11,6,5,7,4,4,3,3,2,2,2,2,1,0
2026,25,24,24,24,24,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,56,52,56,69,78,47,44,57,53,51,52,28,38,39,35,21,26,19,12,13,10,9,8,13,7,9,9,10,6,4,4,3,3,3,3,2,2,2,1,2,1,0,23,23,23,23,22,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,26,24,17,19,17,16,17,12,12,10,18,7,11,10,5,4,6,3,3,3,2,2,2,2,1,0
2027,24,25,24,24,24,24,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,55,55,51,55,68,77,46,43,56,52,50,51,27,37,38,34,20,25,18,11,12,9,8,7,12,6,8,8,9,5,4,3,3,3,3,2,2,2,2,1,1,0,22,23,23,23,23,22,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,25,23,17,18,16,15,16,11,11,9,17,6,10,9,4,4,5,3,3,2,2,2,2,1,0
2028,23,24,25,24,24,24,24,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,58,49,54,54,50,54,67,76,45,42,55,51,49,50,26,36,37,33,19,24,17,10,11,8,7,7,11,6,7,7,8,4,3,3,3,3,2,2,2,2,2,1,0,22,22,23,23,23,23,22,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,54,38,38,35,35,31,24,23,24,22,17,17,15,14,15,10,10,8,16,6,9,8,4,3,4,3,2,2,2,2,1,0
2029,23,23,24,25,24,24,24,24,21,21,14,26,26,24,37,38,21,22,18,21,24,29,13,23,18,21,18,33,33,36,48,56,43,49,54,41,55,49,43,44,48,41,44,46,46,50,37,40,36,40,48,52,41,50,37,53,55,51,37,57,49,53,53,49,53,66,75,44,41,54,50,48,49,25,35,36,32,18,23,16,9,10,7,7,6,10,5,6,6,7,3,3,3,3,2,2,2,2,2,1,0,22,22,22,23,23,23,23,22,19,19,23,27,27,25,24,22,23,17,17,17,23,23,10,22,15,21,39,32,36,39,38,21,38,53,34,39,37,38,34,42,35,32,36,30,35,41,40,42,44,38,54,40,32,39,27,46,38,40,32,46,33,44,47,55,53,45,61,54,56,50,53,38,38,35,34,30,24,22,23,21,16,16,14,13,14,9,9,7,15,5,8,7,3,3,3,2,2,2,2,1,0
