year,male,female,total
2019,105608,121946,227554
2020,105299,121807,227106
2021,104964,121646,226610
2022,104579,121422,226001
2023,104136,121136,225272
2024,103654,120790,224444
2025,103181,120458,223639
2026,102661,120074,222735
2027,102096,119629,221725
2028,101484,119124,220608
2029,100826,118557,219383
2030,100117,117931,218048
2031,99365,117249,216614
2032,98566,116509,215075
2033,97732,115716,213448
2034,96863,114858,211721
2035,96071,114104,210175
2036,95245,113288,208533
2037,94382,112417,206799
2038,93482,111492,204974
2039,92561,110515,203076
2040,91618,109486,201104
2041,90659,108410,199069
2042,89680,107289,196969
2043,88687,106121,194808
2044,87689,104918,192607
2045,86778,103824,190602
2046,85846,102685,188531
2047,84897,101478,186375
2048,83931,100236,184167
2049,82946,98928,181874
2050,81949,97590,179539
2051,80933,96200,177133
2052,79899,94786,174685
2053,78855,93359,172214
2054,77795,91913,169708
2055,76795,90564,167359
2056,75779,89194,164973
2057,74751,87801,162552
2058,73704,86397,160101
2059,72639,84967,157606
2060,71568,83528,155096
2061,70484,82088,152572
2062,69405,80628,150033
2063,68317,79158,147475
2064,67225,77705,144930
2065,66185,76321,142506
