year,male,female,total
2019,14383,14123,28506
2020,14367,14130,28497
2021,14345,14135,28480
2022,14318,14135,28453
2023,14291,14133,28424
2024,14258,14128,28386
2025,14230,14128,28358
2026,14196,14119,28315
2027,14159,14110,28269
2028,14113,14094,28207
2029,14060,14067,28127
2030,14001,14038,28039
2031,13933,13995,27928
2032,13855,13948,27803
2033,13772,13900,27672
2034,13679,13836,27515
2035,13592,13784,27376
2036,13495,13720,27215
2037,13385,13651,27036
2038,13275,13570,26845
2039,13159,13484,26643
2040,13036,13395,26431
2041,12904,13299,26203
2042,12766,13197,25963
2043,12629,13087,25716
2044,12487,12973,25460
2045,12351,12871,25222
2046,12211,12761,24972
2047,12065,12643,24708
2048,11922,12520,24442
2049,11778,12390,24168
2050,11627,12256,23883
2051,11474,12116,23590
2052,11321,11973,23294
2053,11166,11832,22998
2054,11011,11682,22693
2055,10867,11548,22415
2056,10723,11411,22134
2057,10574,11271,21845
2058,10427,11130,21557
2059,10277,10987,21264
2060,10129,10839,20968
2061,9982,10693,20675
2062,9833,10547,20380
2063,9680,10394,20074
2064,9532,10245,19777
2065,9387,10100,19487
