統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10403,苗栗縣苗栗市,上苗里,777,2023,997,1026,10,9,7,7,5,8,7,13,6,8,11,13,17,16,13,11,10,13,14,4,13,12,8,8,7,10,10,7,13,11,13,6,12,8,13,13,9,9,15,21,14,10,6,12,14,10,9,15,15,13,8,15,12,15,15,16,10,11,13,11,11,19,15,16,9,18,10,11,20,11,14,16,19,15,9,9,19,13,12,12,12,12,11,10,14,11,11,19,13,14,12,19,13,14,12,11,14,10,15,13,14,18,10,19,15,7,19,13,11,16,19,17,16,17,20,20,24,12,12,13,13,16,13,8,19,12,9,14,17,19,8,15,8,8,12,13,14,9,5,5,10,7,3,5,10,12,3,11,12,13,6,7,7,11,16,8,7,10,8,2,3,5,5,2,6,9,4,3,4,6,3,3,2,9,5,3,4,3,2,6,0,1,1,5,2,0,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,
10403,苗栗縣苗栗市,中苗里,539,1431,701,730,9,5,7,8,5,7,5,7,5,2,9,8,8,10,9,10,7,7,8,7,12,4,17,12,11,7,13,6,7,17,11,10,10,7,12,9,11,2,10,17,13,11,8,7,9,8,10,3,5,12,14,8,6,8,8,15,4,8,10,11,5,10,9,10,14,9,7,10,9,3,11,13,14,8,4,12,13,15,13,10,14,13,8,17,8,11,10,12,12,15,7,9,12,7,11,9,9,14,13,10,7,13,8,10,12,9,10,7,9,12,11,10,13,6,8,11,6,9,9,5,13,13,6,9,8,4,5,8,8,9,5,8,4,5,6,12,0,5,3,11,4,6,1,4,5,8,1,6,6,4,1,7,5,2,4,5,4,4,5,2,5,1,1,6,2,1,3,8,7,3,3,3,1,4,2,1,2,4,5,0,2,1,0,0,1,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,
10403,苗栗縣苗栗市,勝利里,1512,4591,2308,2283,25,21,28,21,19,23,22,15,16,13,5,8,8,17,18,9,11,14,16,11,15,8,14,9,20,11,25,17,25,19,18,30,28,23,30,31,29,25,30,38,38,35,32,31,39,24,33,35,32,42,48,34,37,54,40,35,37,28,41,41,43,36,36,57,36,36,43,37,40,36,40,37,40,35,31,28,32,38,32,29,25,23,29,34,33,26,37,26,33,36,33,37,29,24,38,30,38,22,32,32,41,25,36,45,40,43,31,43,46,39,39,48,29,35,30,33,39,42,34,42,38,24,23,24,45,37,21,23,20,39,18,23,15,20,11,16,26,15,7,14,20,19,17,13,11,17,17,18,9,23,17,13,12,17,16,12,11,21,9,8,9,22,6,11,15,13,9,9,3,8,12,8,7,7,5,7,9,7,10,2,5,3,4,2,1,4,2,2,2,2,0,0,0,1,0,1,0,1,0,0,2,1,
10403,苗栗縣苗栗市,北苗里,2174,6262,3080,3182,20,26,31,35,31,28,25,23,25,20,35,36,29,45,36,35,29,24,24,28,32,23,29,24,34,30,44,41,41,41,39,35,40,37,54,38,42,43,42,39,55,36,53,37,51,56,51,52,41,44,41,39,35,39,39,49,30,41,45,41,47,43,60,44,53,61,68,65,47,52,50,66,51,44,35,43,49,40,38,56,36,49,43,44,46,50,54,49,38,40,43,47,34,53,43,38,46,49,42,44,43,52,45,55,40,55,34,35,50,49,51,45,45,49,48,42,40,58,41,48,35,54,42,49,46,40,50,52,40,41,30,38,25,31,23,24,23,17,16,9,18,23,15,19,27,32,20,20,28,13,14,12,17,21,15,22,17,12,10,18,7,13,13,10,11,7,13,10,11,7,3,7,10,8,6,4,3,4,2,7,3,2,1,2,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10403,苗栗縣苗栗市,南勢里,807,2409,1267,1142,6,11,19,10,13,20,13,10,8,7,17,6,11,8,9,4,9,6,5,5,6,8,7,12,11,6,11,13,18,12,14,16,12,10,18,13,14,26,24,17,32,24,18,22,30,19,19,14,22,20,15,24,19,19,28,13,25,19,19,17,21,13,18,16,10,17,15,29,26,13,18,20,15,15,18,13,20,9,21,12,14,10,13,13,9,19,15,17,25,23,24,12,12,17,21,16,23,19,26,14,25,23,19,17,25,28,16,19,19,23,22,22,14,16,19,17,17,10,15,13,23,16,17,10,18,12,17,18,11,10,11,7,9,8,8,8,11,10,6,7,4,9,2,5,2,4,8,8,3,8,8,14,5,3,5,6,2,11,7,5,4,9,4,4,4,7,5,1,13,5,8,5,5,6,4,4,5,1,3,1,4,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10403,苗栗縣苗栗市,嘉新里,1088,3555,1786,1769,21,24,24,22,15,20,18,14,14,12,15,14,11,7,14,17,12,13,16,13,11,12,12,10,13,16,18,15,14,20,20,20,17,17,17,18,23,26,25,23,18,27,27,32,27,21,25,24,36,22,30,30,27,38,33,22,31,29,44,28,34,32,28,28,29,37,39,30,26,29,26,29,31,29,29,30,32,25,17,24,21,18,15,20,18,16,20,14,36,17,24,27,24,22,20,15,23,17,18,23,31,25,25,30,26,34,23,32,38,24,30,33,27,30,28,28,35,38,32,29,32,26,30,21,23,33,30,21,18,19,19,19,16,16,15,14,11,19,7,11,11,11,14,12,10,14,13,12,11,12,13,9,8,17,6,8,7,10,6,4,5,9,5,8,9,6,7,9,7,7,2,6,2,7,5,4,0,5,1,2,0,0,4,3,1,0,0,0,1,2,0,0,1,0,0,0,1,0,1,2,1,0,
10403,苗栗縣苗栗市,嘉盛里,1347,4348,2179,2169,23,19,10,21,16,24,14,35,15,8,20,7,6,21,17,20,26,20,16,14,26,18,25,19,17,26,27,21,28,23,30,26,20,30,32,27,25,21,26,30,30,31,30,26,37,33,48,25,29,34,27,40,37,30,40,35,30,39,39,35,27,23,36,31,39,42,49,29,37,42,36,42,32,28,38,20,34,43,29,26,34,28,35,20,24,39,40,25,29,32,26,31,38,31,36,27,26,27,24,37,22,36,21,35,33,35,48,35,30,30,28,24,28,24,32,35,32,29,31,35,19,21,22,20,30,30,23,28,29,23,16,26,18,17,22,23,18,21,12,14,17,15,16,20,23,23,18,13,12,16,11,29,12,13,20,9,10,8,8,12,8,12,8,9,9,8,14,8,9,11,7,5,8,10,2,4,7,3,1,3,1,6,3,3,1,3,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,
10403,苗栗縣苗栗市,大同里,261,663,317,346,3,1,3,0,8,3,2,2,1,1,2,3,1,3,1,5,4,2,2,3,2,3,5,2,2,3,2,2,2,1,3,2,1,1,1,0,4,1,4,2,3,3,6,3,3,4,4,3,3,8,3,7,5,5,2,3,3,6,5,8,3,4,4,3,7,2,7,8,4,8,6,4,9,4,4,5,9,3,3,7,4,4,4,4,3,5,8,6,6,3,0,5,4,6,3,3,6,5,2,7,4,4,1,4,3,3,7,2,4,2,10,3,7,8,8,7,8,3,4,8,3,5,2,9,3,7,5,5,10,7,2,6,3,3,2,4,3,7,5,1,3,2,3,3,0,3,1,2,3,4,5,5,2,4,1,3,3,3,0,5,3,3,2,1,1,2,1,2,2,3,0,3,1,1,4,3,0,3,0,1,0,0,1,2,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
10403,苗栗縣苗栗市,建功里,1896,5336,2581,2755,20,18,22,16,29,26,21,17,14,16,21,30,41,17,34,22,32,26,37,26,21,40,51,30,49,35,43,33,43,42,41,43,44,26,43,32,44,37,46,37,43,33,41,37,33,33,39,40,41,28,42,32,42,31,31,37,35,35,37,41,51,35,41,41,42,49,32,37,35,56,33,46,33,36,32,50,35,36,24,49,32,46,34,54,33,39,34,45,44,44,32,33,33,29,37,40,37,43,26,50,40,49,21,35,38,41,37,48,27,36,27,41,37,47,38,46,28,42,33,39,36,43,29,27,25,47,30,36,24,29,23,23,19,25,21,24,25,26,16,13,18,17,17,17,17,21,15,21,19,23,16,19,12,11,21,10,14,20,15,11,6,11,8,15,6,12,2,7,8,8,4,4,8,8,2,6,6,6,5,2,2,2,1,4,0,1,1,2,1,4,1,1,0,0,1,0,0,0,0,0,1,1,
10403,苗栗縣苗栗市,恭敬里,612,1675,815,860,13,12,10,9,11,8,8,8,7,6,6,9,5,7,3,9,6,8,7,8,10,6,6,4,4,5,10,4,8,8,9,10,8,11,9,7,11,12,8,12,9,13,12,12,10,15,15,9,10,13,11,7,14,7,14,9,8,14,10,11,21,14,15,12,17,18,16,16,14,16,13,18,12,17,12,19,6,8,12,5,11,9,11,10,12,14,9,14,8,7,14,13,13,11,14,13,14,13,16,5,14,13,16,30,15,14,10,13,10,17,13,11,11,12,11,19,13,18,14,12,11,10,9,3,6,13,14,9,7,11,6,9,10,8,3,5,4,6,4,2,8,5,7,4,6,7,7,9,3,8,8,6,2,9,9,6,5,8,4,4,2,3,1,4,3,2,1,3,5,2,1,4,1,3,0,4,3,3,2,1,0,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
