year,male,female,total
2019,61237,64862,126099
2020,61067,64804,125871
2021,60894,64737,125631
2022,60687,64638,125325
2023,60454,64507,124961
2024,60186,64343,124529
2025,59921,64185,124106
2026,59631,64003,123634
2027,59312,63795,123107
2028,58968,63560,122528
2029,58593,63298,121891
2030,58191,62994,121185
2031,57763,62666,120429
2032,57312,62305,119617
2033,56842,61924,118766
2034,56347,61519,117866
2035,55900,61170,117070
2036,55430,60793,116223
2037,54940,60387,115327
2038,54436,59955,114391
2039,53919,59500,113419
2040,53385,59028,112413
2041,52841,58536,111377
2042,52288,58025,110313
2043,51730,57491,109221
2044,51165,56936,108101
2045,50647,56440,107087
2046,50120,55924,106044
2047,49573,55374,104947
2048,49012,54799,103811
2049,48442,54199,102641
2050,47860,53572,101432
2051,47265,52930,100195
2052,46661,52269,98930
2053,46054,51596,97650
2054,45437,50913,96350
2055,44855,50270,95125
2056,44261,49610,93871
2057,43655,48936,92591
2058,43038,48248,91286
2059,42413,47546,89959
2060,41785,46830,88615
2061,41155,46107,87262
2062,40516,45364,85880
2063,39870,44616,84486
2064,39225,43867,83092
2065,38608,43161,81769
