year,male,female,total
2019,12369,10451,22820
2020,12288,10377,22665
2021,12206,10302,22508
2022,12114,10225,22339
2023,12016,10143,22159
2024,11918,10057,21975
2025,11823,9979,21802
2026,11724,9899,21623
2027,11624,9815,21439
2028,11520,9734,21254
2029,11409,9649,21058
2030,11293,9557,20850
2031,11175,9466,20641
2032,11054,9374,20428
2033,10922,9279,20201
2034,10792,9183,19975
2035,10665,9099,19764
2036,10535,9013,19548
2037,10400,8922,19322
2038,10261,8830,19091
2039,10113,8737,18850
2040,9959,8641,18600
2041,9795,8542,18337
2042,9628,8439,18067
2043,9459,8338,17797
2044,9285,8235,17520
2045,9118,8140,17258
2046,8947,8045,16992
2047,8773,7946,16719
2048,8600,7845,16445
2049,8422,7742,16164
2050,8244,7639,15883
2051,8067,7533,15600
2052,7888,7425,15313
2053,7712,7315,15027
2054,7535,7208,14743
2055,7370,7107,14477
2056,7205,7005,14210
2057,7042,6905,13947
2058,6881,6800,13681
2059,6724,6692,13416
2060,6570,6587,13157
2061,6419,6478,12897
2062,6273,6368,12641
2063,6132,6257,12389
2064,5991,6148,12139
2065,5859,6045,11904
