year,male,female,total
2019,19559,18692,38251
2020,19542,18708,38250
2021,19521,18723,38244
2022,19496,18735,38231
2023,19468,18744,38212
2024,19437,18749,38186
2025,19416,18764,38180
2026,19387,18770,38157
2027,19353,18774,38127
2028,19317,18779,38096
2029,19272,18780,38052
2030,19216,18772,37988
2031,19154,18760,37914
2032,19085,18743,37828
2033,19010,18723,37733
2034,18924,18694,37618
2035,18845,18676,37521
2036,18753,18648,37401
2037,18652,18608,37260
2038,18546,18562,37108
2039,18428,18507,36935
2040,18295,18441,36736
2041,18156,18366,36522
2042,18000,18281,36281
2043,17839,18182,36021
2044,17667,18074,35741
2045,17502,17974,35476
2046,17325,17867,35192
2047,17144,17743,34887
2048,16954,17606,34560
2049,16762,17461,34223
2050,16564,17310,33874
2051,16363,17151,33514
2052,16161,16984,33145
2053,15959,16811,32770
2054,15756,16631,32387
2055,15568,16461,32029
2056,15373,16286,31659
2057,15181,16110,31291
2058,14986,15926,30912
2059,14795,15741,30536
2060,14604,15545,30149
2061,14405,15352,29757
2062,14212,15150,29362
2063,14018,14948,28966
2064,13825,14740,28565
2065,13640,14545,28185
