year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,56,54,40,34,52,44,46,44,37,35,27,34,27,26,25,25,18,17,10,8,9,6,4,5,12,12,4,1,5,7,4,5,1,3,3,5,2,2,0,0,1,1,0,0,0,0,0,0,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,20,17,3,7,9,11,18,13,12,9,7,10,7,12,9,9,7,8,2,2,2,3,1,1,0,1,0,0,0,0,0
2020,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,56,54,40,34,52,44,46,44,37,35,27,34,27,26,25,25,18,17,10,8,9,6,4,5,11,11,4,1,5,6,4,5,1,3,3,4,2,2,0,0,1,1,0,0,0,0,0,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,20,17,3,7,9,11,18,13,12,9,7,10,7,11,8,8,6,7,2,2,2,3,1,1,0,1,0,0,0,0
2021,22,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,56,54,40,34,52,44,46,44,37,35,27,33,27,26,25,24,18,17,10,8,9,6,4,5,10,10,4,1,5,6,4,5,1,3,3,3,2,2,0,0,1,1,0,0,0,0,20,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,20,17,3,7,9,11,18,13,12,9,7,10,7,10,7,7,5,6,2,2,2,3,1,1,0,1,0,0,0
2022,21,22,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,56,54,40,34,51,44,45,43,37,35,27,32,27,25,24,23,18,17,10,8,9,6,4,5,9,9,4,1,5,5,4,4,1,3,3,3,2,2,0,0,1,1,0,0,0,20,20,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,20,17,3,7,9,11,17,13,12,9,7,9,7,9,6,6,5,5,2,2,2,3,1,1,0,1,0,0
2023,21,21,22,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,56,54,40,34,50,44,44,42,36,34,27,31,26,24,23,22,17,16,10,8,9,6,4,5,8,8,4,1,5,5,4,4,1,3,3,3,2,2,0,0,1,1,0,0,20,20,20,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,20,17,3,7,9,11,16,12,11,9,7,8,7,8,5,5,4,4,2,2,2,2,1,1,0,1,0
2024,22,21,21,22,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,55,53,40,34,49,43,43,41,35,33,27,30,25,23,22,21,16,15,10,8,9,6,4,5,7,7,4,1,5,4,4,4,1,3,3,3,2,2,0,0,1,1,0,21,20,20,20,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,20,17,3,7,9,11,15,11,10,9,7,7,6,7,5,4,4,3,2,2,2,2,1,1,0,0
2025,22,22,21,21,22,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,55,53,40,34,48,42,42,40,34,32,27,29,24,22,21,20,15,14,10,8,9,6,4,5,7,6,4,1,5,4,4,3,1,3,3,2,2,2,0,0,1,0,21,21,20,20,20,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,20,17,3,7,9,11,14,10,9,8,7,6,6,6,4,4,3,3,2,2,2,2,1,1,0
2026,23,22,22,21,21,22,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,54,52,40,34,47,41,41,39,33,31,26,28,23,21,20,19,14,13,10,8,9,6,4,5,6,6,4,1,4,4,3,3,1,3,2,2,2,2,0,0,0,21,21,21,20,20,20,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,20,17,3,7,9,11,13,9,8,7,6,6,5,5,4,3,3,3,2,2,2,2,1,0
2027,22,23,22,22,21,21,22,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,53,51,40,34,46,40,40,38,32,30,25,27,22,20,19,18,13,12,10,8,8,6,4,5,6,5,4,1,4,3,3,3,1,2,2,2,2,2,0,0,21,21,21,21,20,20,20,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,29,19,16,17,19,17,3,7,9,10,12,8,7,6,6,5,4,4,3,3,3,2,2,2,2,1,0
2028,21,22,23,22,22,21,21,22,21,31,36,34,41,40,29,39,38,33,25,32,25,27,33,22,32,27,35,23,32,44,45,39,46,47,42,42,46,42,48,45,39,50,43,41,43,50,42,44,40,48,37,43,49,46,46,40,42,40,48,43,37,45,52,50,40,34,45,39,39,37,31,29,24,26,21,19,18,17,12,11,9,8,7,6,4,5,5,5,4,1,3,3,3,3,1,2,2,2,2,1,0,20,21,21,21,21,20,20,20,20,33,29,31,25,32,37,22,29,29,23,34,18,22,26,23,21,33,26,28,34,28,34,32,41,44,54,44,38,41,40,40,40,32,38,29,46,41,45,57,44,29,45,36,43,27,34,32,37,47,36,38,46,42,44,38,31,51,42,38,36,32,32,30,26,26,21,28,19,16,17,18,16,3,7,9,9,11,7,6,6,5,4,4,3,3,3,2,2,2,2,1,0
