year,male,female,total
2019,2156,1923,4079
2020,2174,1938,4112
2021,2189,1951,4140
2022,2202,1965,4167
2023,2210,1979,4189
2024,2217,1991,4208
2025,2227,2002,4229
2026,2229,2012,4241
2027,2229,2022,4251
2028,2223,2030,4253
2029,2219,2036,4255
2030,2214,2041,4255
2031,2206,2043,4249
2032,2198,2043,4241
2033,2189,2040,4229
2034,2174,2035,4209
2035,2169,2039,4208
2036,2154,2033,4187
2037,2140,2024,4164
2038,2124,2015,4139
2039,2108,2005,4113
2040,2089,1995,4084
2041,2069,1984,4053
2042,2051,1972,4023
2043,2031,1959,3990
2044,2011,1946,3957
2045,1994,1938,3932
2046,1975,1926,3901
2047,1955,1915,3870
2048,1936,1903,3839
2049,1915,1889,3804
2050,1893,1875,3768
2051,1872,1862,3734
2052,1851,1846,3697
2053,1830,1831,3661
2054,1809,1815,3624
2055,1792,1800,3592
2056,1770,1784,3554
2057,1747,1768,3515
2058,1722,1750,3472
2059,1697,1729,3426
2060,1670,1708,3378
2061,1642,1687,3329
2062,1614,1668,3282
2063,1587,1645,3232
2064,1560,1622,3182
2065,1533,1604,3137
