year,age_range,male,female,total
2019,0-4,1131,1024,2155
2019,5-9,1229,1154,2383
2019,10-14,1219,1130,2349
2019,15-19,1551,1408,2959
2019,20-24,1881,1694,3575
2019,25-29,2092,1944,4036
2019,30-34,2214,2132,4346
2019,35-39,2511,2558,5069
2019,40-44,2432,2526,4958
2019,45-49,1936,2054,3990
2019,50-54,2102,2289,4391
2019,55-59,2347,2414,4761
2019,60-64,2203,2287,4490
2019,65-69,1746,1780,3526
2019,70-74,930,975,1905
2019,75-79,728,873,1601
2019,80-84,549,750,1299
2019,85-89,306,529,835
2019,90-94,116,204,320
2019,95-99,19,62,81
2019,100+,1,3,4
2020,0-4,1124,1017,2141
2020,5-9,1257,1173,2430
2020,10-14,1188,1086,2274
2020,15-19,1434,1324,2758
2020,20-24,1864,1653,3517
2020,25-29,2040,1912,3952
2020,30-34,2180,2091,4271
2020,35-39,2400,2476,4876
2020,40-44,2572,2606,5178
2020,45-49,1963,2073,4036
2020,50-54,2032,2215,4247
2020,55-59,2299,2395,4694
2020,60-64,2236,2365,4601
2020,65-69,1843,1896,3739
2020,70-74,1062,1112,2174
2020,75-79,686,815,1501
2020,80-84,554,746,1300
2020,85-89,316,532,848
2020,90-94,130,241,371
2020,95-99,20,56,76
2020,100+,0,0,0
2021,0-4,1109,998,2107
2021,5-9,1267,1195,2462
2021,10-14,1165,1063,2228
2021,15-19,1364,1234,2598
2021,20-24,1789,1636,3425
2021,25-29,2026,1881,3907
2021,30-34,2170,2060,4230
2021,35-39,2315,2382,4697
2021,40-44,2575,2613,5188
2021,45-49,2054,2116,4170
2021,50-54,1980,2194,4174
2021,55-59,2238,2332,4570
2021,60-64,2258,2377,4635
2021,65-69,1878,1997,3875
2021,70-74,1267,1305,2572
2021,75-79,644,786,1430
2021,80-84,553,752,1305
2021,85-89,329,528,857
2021,90-94,138,266,404
2021,95-99,26,59,85
2021,100+,0,0,0
2022,0-4,1093,1002,2095
2022,5-9,1215,1143,2358
2022,10-14,1192,1065,2257
2022,15-19,1346,1221,2567
2022,20-24,1664,1557,3221
2022,25-29,2019,1855,3874
2022,30-34,2164,2008,4172
2022,35-39,2259,2239,4498
2022,40-44,2560,2637,5197
2022,45-49,2181,2277,4458
2022,50-54,1911,2134,4045
2022,55-59,2153,2322,4475
2022,60-64,2249,2369,4618
2022,65-69,1948,2089,4037
2022,70-74,1407,1438,2845
2022,75-79,645,779,1424
2022,80-84,565,744,1309
2022,85-89,324,533,857
2022,90-94,151,276,427
