year,male,female,total
2019,801,546,1347
2020,807,551,1358
2021,813,556,1369
2022,818,561,1379
2023,823,565,1388
2024,827,569,1396
2025,830,572,1402
2026,833,575,1408
2027,836,578,1414
2028,838,580,1418
2029,840,582,1422
2030,842,583,1425
2031,843,584,1427
2032,843,582,1425
2033,842,582,1424
2034,839,580,1419
2035,837,580,1417
2036,832,578,1410
2037,827,575,1402
2038,819,573,1392
2039,810,571,1381
2040,802,570,1372
2041,793,567,1360
2042,782,565,1347
2043,772,562,1334
2044,762,559,1321
2045,756,559,1315
2046,745,553,1298
2047,734,547,1281
2048,723,541,1264
2049,713,533,1246
2050,700,524,1224
2051,688,516,1204
2052,675,508,1183
2053,663,498,1161
2054,648,491,1139
2055,640,485,1125
2056,628,477,1105
2057,616,470,1086
2058,603,462,1065
2059,589,452,1041
2060,576,443,1019
2061,564,434,998
2062,552,424,976
2063,540,415,955
2064,526,407,933
2065,516,400,916
