year,male,female,total
2019,47702,46970,94672
2020,47771,47124,94895
2021,47824,47264,95088
2022,47855,47386,95241
2023,47870,47489,95359
2024,47870,47578,95448
2025,47880,47669,95549
2026,47864,47747,95611
2027,47834,47803,95637
2028,47788,47850,95638
2029,47725,47880,95605
2030,47648,47891,95539
2031,47548,47884,95432
2032,47432,47854,95286
2033,47298,47805,95103
2034,47148,47741,94889
2035,47018,47701,94719
2036,46872,47635,94507
2037,46713,47556,94269
2038,46532,47460,93992
2039,46338,47342,93680
2040,46122,47206,93328
2041,45890,47049,92939
2042,45647,46878,92525
2043,45384,46686,92070
2044,45107,46477,91584
2045,44851,46295,91146
2046,44575,46087,90662
2047,44282,45852,90134
2048,43961,45599,89560
2049,43618,45316,88934
2050,43258,45010,88268
2051,42874,44670,87544
2052,42469,44318,86787
2053,42046,43945,85991
2054,41601,43551,85152
2055,41180,43180,84360
2056,40745,42795,83540
2057,40293,42391,82684
2058,39817,41972,81789
2059,39334,41527,80861
2060,38841,41072,79913
2061,38337,40596,78933
2062,37818,40107,77925
2063,37291,39605,76896
2064,36761,39098,75859
2065,36248,38610,74858
