year,age_range,male,female,total
2019,0-4,393,383,776
2019,5-9,314,309,623
2019,10-14,356,307,663
2019,15-19,684,623,1307
2019,20-24,987,817,1804
2019,25-29,1020,903,1923
2019,30-34,888,758,1646
2019,35-39,955,831,1786
2019,40-44,937,877,1814
2019,45-49,1070,847,1917
2019,50-54,1113,929,2042
2019,55-59,1200,982,2182
2019,60-64,989,885,1874
2019,65-69,685,618,1303
2019,70-74,388,409,797
2019,75-79,414,438,852
2019,80-84,268,340,608
2019,85-89,138,219,357
2019,90-94,39,81,120
2019,95-99,3,21,24
2019,100+,0,1,1
2020,0-4,388,382,770
2020,5-9,357,353,710
2020,10-14,315,265,580
2020,15-19,599,549,1148
2020,20-24,963,789,1752
2020,25-29,1010,922,1932
2020,30-34,928,785,1713
2020,35-39,923,789,1712
2020,40-44,959,896,1855
2020,45-49,1036,824,1860
2020,50-54,1110,931,2041
2020,55-59,1187,970,2157
2020,60-64,995,887,1882
2020,65-69,758,685,1443
2020,70-74,403,447,850
2020,75-79,386,402,788
2020,80-84,288,355,643
2020,85-89,140,229,369
2020,90-94,56,87,143
2020,95-99,6,23,29
2020,100+,0,0,0
2021,0-4,390,363,753
2021,5-9,377,397,774
2021,10-14,307,251,558
2021,15-19,529,466,995
2021,20-24,875,762,1637
2021,25-29,1031,937,1968
2021,30-34,951,817,1768
2021,35-39,905,743,1648
2021,40-44,975,879,1854
2021,45-49,992,838,1830
2021,50-54,1109,913,2022
2021,55-59,1133,977,2110
2021,60-64,1049,892,1941
2021,65-69,809,738,1547
2021,70-74,461,496,957
2021,75-79,350,371,721
2021,80-84,300,359,659
2021,85-89,153,242,395
2021,90-94,62,95,157
2021,95-99,7,23,30
2021,100+,0,0,0
2022,0-4,397,370,767
2022,5-9,381,410,791
2022,10-14,321,251,572
2022,15-19,472,406,878
2022,20-24,787,722,1509
2022,25-29,1037,918,1955
2022,30-34,984,837,1821
2022,35-39,898,726,1624
2022,40-44,958,888,1846
2022,45-49,951,833,1784
2022,50-54,1100,922,2022
2022,55-59,1092,920,2012
2022,60-64,1111,952,2063
2022,65-69,833,761,1594
2022,70-74,509,517,1026
2022,75-79,343,373,716
2022,80-84,303,361,664
2022,85-89,164,240,404
2022,90-94,62,116,178
2022,95-99,11,24,35
2022,100+,0,0,0
2023,0-4,413,389,802
2023,5-9,388,387,775
2023,10-14,317,285,602
2023,15-19,409,348,757
2023,20-24,731,677,1408
2023,25-29,1011,861,1872
2023,30-34,1017,875,1892
2023,35-39,881,767,1648
2023,40-44,962,838,1800
2023,45-49,921,832,1753
2023,50-54,1089,912,2001
2023,55-59,1084,917,2001
2023,60-64,1125,961,2086
2023,65-69,858,804,1662
2023,70-74,571,558,1129
2023,75-79,331,356,687
2023,80-84,308,359,667
2023,85-89,168,259,427
2023,90-94,60,116,176
2023,95-99,16,29,45
2023,100+,0,0,0
2024,0-4,427,398,825
2024,5-9,393,383,776
2024,10-14,314,309,623
2024,15-19,356,307,663
2024,20-24,684,623,1307
2024,25-29,987,817,1804
2024,30-34,1020,903,1923
2024,35-39,888,758,1646
2024,40-44,945,831,1776
2024,45-49,912,877,1789
2024,50-54,1045,847,1892
2024,55-59,1069,913,1982
2024,60-64,1142,957,2099
2024,65-69,921,857,1778
2024,70-74,612,586,1198
2024,75-79,325,370,695
2024,80-84,308,366,674
2024,85-89,168,247,415
2024,90-94,69,127,196
