year,age_range,male,female,total
2019,0-4,635,591,1226
2019,5-9,564,510,1074
2019,10-14,552,491,1043
2019,15-19,981,835,1816
2019,20-24,1238,1164,2402
2019,25-29,1490,1306,2796
2019,30-34,1254,1140,2394
2019,35-39,1452,1315,2767
2019,40-44,1463,1280,2743
2019,45-49,1353,1272,2625
2019,50-54,1446,1462,2908
2019,55-59,1466,1547,3013
2019,60-64,1289,1382,2671
2019,65-69,984,1090,2074
2019,70-74,527,597,1124
2019,75-79,390,438,828
2019,80-84,235,323,558
2019,85-89,113,166,279
2019,90-94,45,75,120
2019,95-99,11,14,25
2019,100+,0,3,3
2020,0-4,639,598,1237
2020,5-9,614,560,1174
2020,10-14,510,444,954
2020,15-19,869,754,1623
2020,20-24,1189,1101,2290
2020,25-29,1464,1285,2749
2020,30-34,1289,1185,2474
2020,35-39,1440,1273,2713
2020,40-44,1460,1326,2786
2020,45-49,1346,1264,2610
2020,50-54,1429,1392,2821
2020,55-59,1467,1526,2993
2020,60-64,1295,1411,2706
2020,65-69,1073,1200,2273
2020,70-74,610,666,1276
2020,75-79,361,438,799
2020,80-84,239,330,569
2020,85-89,130,185,315
2020,90-94,44,76,120
2020,95-99,11,19,30
2020,100+,0,0,0
2021,0-4,645,596,1241
2021,5-9,642,582,1224
2021,10-14,490,448,938
2021,15-19,769,660,1429
2021,20-24,1167,1061,2228
2021,25-29,1428,1288,2716
2021,30-34,1336,1217,2553
2021,35-39,1362,1222,2584
2021,40-44,1461,1320,2781
2021,45-49,1373,1252,2625
2021,50-54,1441,1380,2821
2021,55-59,1437,1501,2938
2021,60-64,1318,1432,2750
2021,65-69,1063,1216,2279
2021,70-74,740,815,1555
2021,75-79,354,435,789
2021,80-84,254,335,589
2021,85-89,130,207,337
2021,90-94,50,76,126
2021,95-99,10,18,28
2021,100+,0,0,0
2022,0-4,664,608,1272
2022,5-9,628,573,1201
2022,10-14,511,491,1002
2022,15-19,698,577,1275
2022,20-24,1077,955,2032
2022,25-29,1392,1293,2685
2022,30-34,1395,1268,2663
2022,35-39,1298,1164,2462
2022,40-44,1460,1335,2795
2022,45-49,1415,1253,2668
2022,50-54,1395,1352,2747
2022,55-59,1430,1461,2891
2022,60-64,1360,1470,2830
2022,65-69,1113,1262,2375
2022,70-74,798,925,1723
2022,75-79,351,419,770
2022,80-84,269,359,628
2022,85-89,130,219,349
2022,90-94,59,77,136
2022,95-99,13,22,35
2022,100+,0,0,0
2023,0-4,664,617,1281
2023,5-9,643,590,1233
2023,10-14,538,495,1033
2023,15-19,605,533,1138
2023,20-24,1039,889,1928
2023,25-29,1339,1226,2565
2023,30-34,1421,1304,2725
2023,35-39,1267,1139,2406
2023,40-44,1456,1342,2798
2023,45-49,1413,1252,2665
2023,50-54,1363,1303,2666
2023,55-59,1428,1458,2886
2023,60-64,1368,1494,2862
2023,65-69,1149,1296,2445
2023,70-74,851,975,1826
2023,75-79,401,489,890
2023,80-84,271,370,641
2023,85-89,140,215,355
2023,90-94,54,86,140
2023,95-99,17,25,42
2023,100+,0,0,0
2024,0-4,681,633,1314
2024,5-9,635,591,1226
2024,10-14,564,510,1074
2024,15-19,552,491,1043
2024,20-24,981,835,1816
2024,25-29,1238,1164,2402
2024,30-34,1490,1306,2796
2024,35-39,1252,1140,2392
2024,40-44,1430,1315,2745
2024,45-49,1438,1280,2718
2024,50-54,1316,1258,2574
2024,55-59,1394,1437,2831
2024,60-64,1391,1517,2908
2024,65-69,1200,1337,2537
2024,70-74,880,1030,1910
2024,75-79,443,541,984
2024,80-84,291,367,658
2024,85-89,147,233,380
2024,90-94,57,93,150
2024,95-99,17,29,46
2024,100+,0,0,0
2025,0-4,679,630,1309
2025,5-9,639,598,1237
2025,10-14,614,560,1174
2025,15-19,510,444,954
2025,20-24,869,754,1623
2025,25-29,1189,1101,2290
2025,30-34,1464,1285,2749
2025,35-39,1289,1185,2474
2025,40-44,1418,1273,2691
2025,45-49,1434,1326,2760
2025,50-54,1311,1252,2563
2025,55-59,1379,1367,2746
2025,60-64,1394,1498,2892
2025,65-69,1208,1365,2573
2025,70-74,962,1136,2098
2025,75-79,513,605,1118
