year,age_range,male,female,total
2019,0-4,5315,4916,10231
2019,5-9,5963,5605,11568
2019,10-14,6063,5528,11591
2019,15-19,7082,6669,13751
2019,20-24,8367,8153,16520
2019,25-29,9040,8554,17594
2019,30-34,8937,8939,17876
2019,35-39,10426,11446,21872
2019,40-44,10377,12038,22415
2019,45-49,9513,11167,20680
2019,50-54,9603,11120,20723
2019,55-59,9264,11321,20585
2019,60-64,8837,10573,19410
2019,65-69,7351,8733,16084
2019,70-74,4139,4633,8772
2019,75-79,2784,3267,6051
2019,80-84,1408,2098,3506
2019,85-89,711,1000,1711
2019,90-94,281,336,617
2019,95-99,46,93,139
2019,100+,6,7,13
2020,0-4,5061,4694,9755
2020,5-9,6206,5793,11999
2020,10-14,5870,5384,11254
2020,15-19,6548,6154,12702
2020,20-24,8352,8047,16399
2020,25-29,8936,8473,17409
2020,30-34,8844,8753,17597
2020,35-39,10263,11015,21278
2020,40-44,10595,12225,22820
2020,45-49,9219,11040,20259
2020,50-54,9695,11148,20843
2020,55-59,9282,11173,20455
2020,60-64,8789,10742,19531
2020,65-69,7785,9473,17258
2020,70-74,4681,5236,9917
2020,75-79,2749,3289,6038
2020,80-84,1528,2236,3764
2020,85-89,733,1097,1830
2020,90-94,306,380,686
2020,95-99,68,96,164
2020,100+,0,0,0
2021,0-4,4854,4540,9394
2021,5-9,6190,5779,11969
2021,10-14,5854,5321,11175
2021,15-19,6262,5896,12158
2021,20-24,8077,7739,15816
2021,25-29,8904,8487,17391
2021,30-34,8911,8706,17617
2021,35-39,9775,10409,20184
2021,40-44,10548,12033,22581
2021,45-49,9516,11243,20759
2021,50-54,9659,11222,20881
2021,55-59,9298,11142,20440
2021,60-64,8571,10723,19294
2021,65-69,8038,9729,17767
2021,70-74,5410,6293,11703
2021,75-79,2767,3302,6069
2021,80-84,1662,2354,4016
2021,85-89,734,1185,1919
2021,90-94,331,418,749
2021,95-99,76,109,185
2021,100+,0,0,0
2022,0-4,4730,4395,9125
2022,5-9,5888,5497,11385
2022,10-14,5960,5476,11436
2022,15-19,6144,5736,11880
2022,20-24,7713,7246,14959
2022,25-29,8888,8582,17470
2022,30-34,8903,8662,17565
2022,35-39,9341,9764,19105
2022,40-44,10672,11976,22648
2022,45-49,9662,11463,21125
2022,50-54,9478,11244,20722
2022,55-59,9302,11014,20316
2022,60-64,8702,10854,19556
2022,65-69,8065,9885,17950
2022,70-74,5971,7151,13122
2022,75-79,2862,3425,6287
2022,80-84,1804,2502,4306
2022,85-89,780,1295,2075
2022,90-94,343,457,800
2022,95-99,84,117,201
2022,100+,0,0,0
2023,0-4,4622,4305,8927
2023,5-9,5698,5244,10942
2023,10-14,5921,5591,11512
2023,15-19,6164,5551,11715
2023,20-24,7356,7049,14405
2023,25-29,8562,8364,16926
2023,30-34,8914,8536,17450
2023,35-39,9203,9277,18480
2023,40-44,10483,11841,22324
