year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,89,87,92,87,101,85,84,106,95,106,89,108,92,76,113,83,90,86,86,76,80,78,71,67,66,59,48,50,41,34,34,20,29,27,36,18,26,23,26,24,16,20,20,17,13,15,18,7,9,13,3,11,2,3,1,0,3,1,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,66,71,65,75,61,62,66,67,57,46,45,61,41,46,40,37,35,43,40,28,41,34,30,30,25,23,16,18,14,13,11,11,7,5,3,2,2,0,0,1
2020,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,89,87,92,87,101,85,84,105,94,105,88,107,91,75,112,82,89,85,85,75,79,77,70,66,65,58,47,49,40,33,33,19,28,26,34,17,25,22,24,22,15,18,18,15,12,13,16,6,8,11,2,9,2,2,1,0,0,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,66,71,65,75,61,62,65,66,56,45,44,60,40,45,39,36,34,42,39,27,39,32,28,28,23,21,15,16,12,11,10,9,6,4,2,2,1,0,0
2021,20,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,89,87,92,87,100,85,84,104,93,104,87,106,90,74,111,81,88,84,84,74,78,76,69,65,64,57,46,48,39,32,32,18,27,25,32,16,23,21,22,20,14,16,16,13,11,11,14,5,7,9,2,7,2,1,1,0,18,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,66,71,65,74,61,61,64,65,55,44,43,59,39,44,38,35,33,41,37,26,37,30,26,26,21,19,14,14,11,10,9,8,5,3,2,1,1,0
2022,19,20,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,89,87,92,87,99,85,83,103,92,103,86,105,89,73,110,80,87,83,83,73,77,75,68,64,63,56,45,47,38,31,31,17,26,24,30,15,21,19,20,18,13,14,14,11,10,9,12,4,6,7,2,5,1,1,0,18,18,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,66,71,65,73,60,60,63,64,54,43,42,58,38,43,37,34,32,39,35,25,35,28,24,24,19,17,12,12,10,9,8,7,4,2,1,1,0
2023,18,19,20,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,89,87,92,87,98,84,82,102,91,102,85,104,88,72,109,79,86,82,82,72,76,74,67,63,61,55,44,46,37,30,30,16,25,23,28,14,19,18,18,16,12,12,12,10,9,8,10,3,5,6,2,4,1,0,16,18,18,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,66,70,64,72,59,59,62,63,53,42,41,57,37,42,36,33,31,37,33,24,33,26,22,22,17,15,11,10,9,8,7,6,3,1,1,0
2024,18,18,19,20,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,89,87,91,86,97,83,81,101,90,101,84,103,87,71,108,78,85,81,81,71,75,73,66,61,59,53,43,44,36,29,29,15,24,22,26,13,18,16,16,14,11,11,10,9,8,7,8,2,4,5,1,3,0,16,16,18,18,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,66,69,63,71,58,58,61,62,52,41,40,56,36,41,35,32,30,35,31,23,31,24,20,20,15,13,10,9,8,7,6,5,2,1,0
2025,18,18,18,19,20,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,89,87,90,85,96,82,80,100,89,100,83,102,86,70,107,77,84,80,80,70,74,72,65,60,57,51,42,42,35,28,28,14,23,21,24,12,17,15,14,13,10,10,9,8,7,6,6,2,3,4,1,0,16,16,16,18,18,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,66,68,62,70,57,57,60,61,51,40,39,55,35,40,34,31,29,33,29,22,29,22,18,18,13,11,9,8,7,6,5,4,1,0
2026,16,18,18,18,19,20,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,89,87,89,84,95,81,79,99,88,99,82,101,85,69,106,76,83,79,79,69,73,70,63,58,55,49,40,40,33,27,27,13,22,20,22,11,15,14,13,11,9,9,8,7,6,5,5,2,2,3,0,15,16,16,16,18,18,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,65,67,61,69,56,56,59,60,50,39,38,53,34,39,33,30,28,31,27,20,27,20,16,16,11,9,8,7,6,5,4,3,0
2027,16,16,18,18,18,19,20,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,88,86,88,83,94,80,78,98,87,98,81,100,84,68,105,75,82,78,78,68,71,68,61,56,53,47,38,38,31,26,25,12,20,19,20,10,14,13,11,10,8,8,7,6,5,4,4,2,1,0,15,15,16,16,16,18,18,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,79,56,61,62,64,66,60,68,55,55,58,59,49,38,37,51,33,37,31,28,26,29,25,18,25,18,14,14,9,8,7,6,5,4,3,0
2028,17,16,16,18,18,18,19,20,21,16,26,25,12,25,19,30,22,28,16,21,34,21,25,27,26,30,31,36,48,33,38,45,40,47,53,36,30,42,38,50,41,46,42,62,65,66,78,62,91,74,81,88,87,85,87,82,93,79,77,97,86,97,80,99,83,67,104,74,81,77,76,66,69,66,59,54,51,45,36,36,29,24,23,11,19,17,18,9,13,11,10,9,7,7,6,5,4,3,3,1,0,15,15,15,16,16,16,18,18,19,14,13,14,15,16,18,14,26,25,13,19,13,29,30,31,32,24,33,30,19,41,47,38,31,37,36,39,39,35,29,50,30,33,48,34,35,49,57,63,52,46,51,55,52,31,43,57,50,66,56,54,50,56,49,50,68,56,78,56,61,61,63,65,59,67,54,54,57,58,48,37,36,49,32,35,29,26,24,27,23,16,22,16,12,12,8,7,6,5,4,3,0
