year,male,female,total
2019,7690,6538,14228
2020,7635,6512,14147
2021,7579,6485,14064
2022,7522,6460,13982
2023,7462,6431,13893
2024,7400,6401,13801
2025,7344,6374,13718
2026,7282,6342,13624
2027,7221,6308,13529
2028,7156,6277,13433
2029,7096,6241,13337
2030,7028,6203,13231
2031,6958,6162,13120
2032,6883,6118,13001
2033,6801,6074,12875
2034,6716,6030,12746
2035,6640,5991,12631
2036,6562,5944,12506
2037,6476,5896,12372
2038,6387,5842,12229
2039,6294,5789,12083
2040,6197,5729,11926
2041,6094,5669,11763
2042,5988,5605,11593
2043,5879,5542,11421
2044,5770,5475,11245
2045,5671,5414,11085
2046,5567,5351,10918
2047,5462,5285,10747
2048,5355,5215,10570
2049,5248,5147,10395
2050,5144,5078,10222
2051,5040,5010,10050
2052,4937,4943,9880
2053,4835,4877,9712
2054,4736,4809,9545
2055,4640,4748,9388
2056,4544,4687,9231
2057,4451,4624,9075
2058,4361,4556,8917
2059,4275,4488,8763
2060,4191,4419,8610
2061,4109,4352,8461
2062,4027,4280,8307
2063,3947,4208,8155
2064,3870,4133,8003
2065,3794,4062,7856
