year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,68,58,74,55,58,54,59,54,53,45,50,45,52,49,40,29,35,27,24,23,23,16,12,9,13,16,21,11,13,12,12,14,7,11,5,9,8,5,7,4,1,3,4,0,2,1,1,2,0,0,0,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,37,25,33,26,25,29,33,29,23,24,20,30,24,15,21,14,17,18,10,11,10,7,15,7,7,4,4,2,1,0,0,1,1,0,0
2020,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,68,58,74,55,58,54,59,54,52,45,49,44,51,48,39,29,34,27,24,22,22,16,12,9,13,15,20,10,12,11,11,13,6,10,5,8,7,4,6,3,1,3,3,0,2,1,1,1,0,0,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,37,25,33,26,25,29,32,28,23,23,20,29,23,14,20,13,16,17,9,10,9,6,14,6,6,3,3,2,1,0,0,1,1,0
2021,10,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,68,58,73,55,58,54,58,53,51,45,48,43,50,47,38,29,33,26,23,21,21,16,12,9,12,14,19,9,11,10,10,12,6,9,5,7,6,4,5,3,1,3,2,0,2,1,1,1,0,9,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,37,25,33,26,25,29,31,27,22,22,19,28,22,13,19,12,15,16,8,9,8,5,12,5,5,3,3,2,1,0,0,1,0
2022,10,10,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,68,58,72,55,58,54,57,52,50,44,47,42,49,46,37,28,32,25,22,20,20,15,12,9,11,13,18,8,10,9,9,11,5,8,4,6,5,3,4,3,1,2,2,0,2,1,1,0,9,9,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,37,25,33,26,25,28,30,26,21,21,18,27,21,12,18,11,14,15,7,8,7,4,11,4,4,3,2,2,1,0,0,0
2023,9,10,10,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,68,58,71,55,57,53,56,51,49,43,46,41,48,45,36,27,31,24,21,19,19,14,12,9,10,12,17,8,9,8,8,10,5,7,4,5,4,3,3,3,1,2,2,0,1,1,0,9,9,9,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,37,25,33,26,25,27,29,25,20,20,17,26,20,11,17,10,13,14,6,7,6,4,10,3,3,2,2,2,1,0,0
2024,8,9,10,10,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,67,58,70,55,56,52,55,50,48,42,45,40,47,44,35,26,30,23,20,18,18,13,11,9,9,11,16,7,8,7,7,9,4,6,4,4,3,3,3,2,1,2,2,0,1,0,7,9,9,9,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,37,25,32,26,25,26,28,24,19,19,16,25,19,10,16,9,12,13,5,6,5,3,9,3,2,2,2,1,1,0
2025,8,8,9,10,10,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,66,58,69,55,55,51,54,49,47,41,44,39,46,43,34,25,29,22,19,17,17,12,11,9,9,10,15,7,7,6,6,8,4,5,3,3,3,3,2,2,1,2,2,0,0,8,7,9,9,9,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,37,25,31,26,24,25,27,23,18,18,15,24,18,9,15,8,11,12,4,5,4,3,8,2,2,2,2,1,0
2026,8,8,8,9,10,10,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,65,58,68,54,54,50,53,48,46,40,43,38,45,42,33,24,28,21,18,16,16,11,10,9,8,9,14,6,6,5,5,7,4,4,3,3,3,2,2,2,1,2,1,0,7,8,7,9,9,9,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,36,25,30,25,23,24,26,22,17,17,14,23,17,8,14,7,10,11,4,4,3,3,7,2,2,2,1,0
2027,8,8,8,8,9,10,10,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,64,57,67,53,53,49,52,47,45,39,42,37,44,41,32,23,27,20,17,15,15,10,9,8,7,8,13,6,5,5,4,6,3,3,3,3,2,2,2,2,1,1,0,7,7,8,7,9,9,9,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,32,35,25,29,24,22,23,25,21,16,16,13,22,16,7,13,6,9,10,3,3,3,2,6,2,2,1,0
2028,8,8,8,8,8,9,10,10,10,12,10,9,9,12,12,11,7,9,15,8,6,9,14,10,13,12,26,20,14,21,23,27,28,28,27,33,33,37,19,41,25,26,26,20,34,41,28,38,39,48,48,54,58,45,39,51,57,58,44,63,56,66,52,52,48,51,46,44,38,41,36,43,40,31,22,26,19,16,14,14,9,8,7,7,7,12,5,5,4,4,5,3,3,3,2,2,2,2,2,1,0,8,7,7,8,7,9,9,9,10,8,11,18,6,9,11,11,10,12,8,10,10,9,11,9,7,14,14,14,18,10,22,16,19,30,18,19,17,27,19,15,15,18,21,29,16,35,31,38,16,26,24,18,22,27,21,38,37,27,36,36,42,28,28,33,46,37,36,33,40,33,27,33,25,34,31,34,24,28,23,21,22,24,20,15,15,12,21,15,6,12,5,8,9,3,3,2,2,5,2,1,0
