year,male,female,total
2019,80723,81905,162628
2020,80790,82160,162950
2021,80829,82397,163226
2022,80843,82605,163448
2023,80816,82773,163589
2024,80764,82907,163671
2025,80719,83041,163760
2026,80650,83151,163801
2027,80545,83219,163764
2028,80405,83246,163651
2029,80228,83228,163456
2030,80009,83169,163178
2031,79757,83070,162827
2032,79464,82931,162395
2033,79134,82750,161884
2034,78772,82520,161292
2035,78437,82323,160760
2036,78062,82084,160146
2037,77643,81804,159447
2038,77193,81482,158675
2039,76712,81124,157836
2040,76194,80722,156916
2041,75653,80286,155939
2042,75080,79821,154901
2043,74489,79322,153811
2044,73873,78795,152668
2045,73305,78313,151618
2046,72709,77799,150508
2047,72086,77248,149334
2048,71443,76659,148102
2049,70771,76029,146800
2050,70079,75364,145443
2051,69361,74657,144018
2052,68615,73916,142531
2053,67849,73143,140992
2054,67058,72337,139395
2055,66310,71585,137895
2056,65533,70802,136335
2057,64738,70002,134740
2058,63920,69163,133083
2059,63079,68301,131380
2060,62223,67415,129638
2061,61352,66506,127858
2062,60462,65575,126037
2063,59559,64622,124181
2064,58650,63658,122308
2065,57778,62743,120521
