year,male,female,total
2019,116839,120664,237503
2020,116999,121083,238082
2021,117134,121476,238610
2022,117227,121833,239060
2023,117270,122144,239414
2024,117266,122411,239677
2025,117270,122690,239960
2026,117220,122917,240137
2027,117115,123092,240207
2028,116933,123201,240134
2029,116690,123235,239925
2030,116371,123196,239567
2031,115982,123085,239067
2032,115515,122896,238411
2033,114970,122624,237594
2034,114349,122274,236623
2035,113765,121959,235724
2036,113114,121562,234676
2037,112397,121083,233480
2038,111613,120525,232138
2039,110771,119891,230662
2040,109866,119176,229042
2041,108903,118380,227283
2042,107901,117515,225416
2043,106853,116580,223433
2044,105773,115574,221347
2045,104761,114642,219403
2046,103719,113642,217361
2047,102641,112566,215207
2048,101532,111427,212959
2049,100387,110216,210603
2050,99228,108949,208177
2051,98047,107618,205665
2052,96851,106251,203102
2053,95636,104851,200487
2054,94410,103424,197834
2055,93262,102091,195353
2056,92097,100727,192824
2057,90923,99353,190276
2058,89725,97938,187663
2059,88519,96508,185027
2060,87297,95061,182358
2061,86065,93613,179678
2062,84812,92148,176960
2063,83547,90676,174223
2064,82278,89213,171491
2065,81057,87845,168902
