year,male,female,total
2019,5405,4437,9842
2020,5371,4419,9790
2021,5338,4399,9737
2022,5305,4378,9683
2023,5268,4358,9626
2024,5235,4336,9571
2025,5204,4319,9523
2026,5171,4301,9472
2027,5136,4278,9414
2028,5101,4254,9355
2029,5064,4233,9297
2030,5032,4211,9243
2031,4994,4191,9185
2032,4950,4170,9120
2033,4904,4146,9050
2034,4856,4123,8979
2035,4814,4102,8916
2036,4769,4081,8850
2037,4719,4058,8777
2038,4668,4030,8698
2039,4611,4000,8611
2040,4551,3966,8517
2041,4489,3930,8419
2042,4428,3895,8323
2043,4363,3860,8223
2044,4299,3824,8123
2045,4240,3793,8033
2046,4176,3764,7940
2047,4112,3727,7839
2048,4046,3690,7736
2049,3982,3648,7630
2050,3920,3605,7525
2051,3854,3560,7414
2052,3790,3519,7309
2053,3723,3478,7201
2054,3654,3439,7093
2055,3593,3403,6996
2056,3531,3366,6897
2057,3471,3327,6798
2058,3410,3290,6700
2059,3351,3250,6601
2060,3293,3208,6501
2061,3235,3165,6400
2062,3183,3122,6305
2063,3129,3081,6210
2064,3074,3039,6113
2065,3024,3001,6025
