year,male,female,total
2019,5129,4699,9828
2020,5108,4696,9804
2021,5088,4692,9780
2022,5067,4688,9755
2023,5044,4681,9725
2024,5021,4672,9693
2025,5000,4664,9664
2026,4979,4656,9635
2027,4955,4644,9599
2028,4926,4627,9553
2029,4895,4612,9507
2030,4862,4593,9455
2031,4826,4575,9401
2032,4792,4551,9343
2033,4752,4529,9281
2034,4709,4504,9213
2035,4670,4485,9155
2036,4629,4465,9094
2037,4585,4441,9026
2038,4539,4415,8954
2039,4491,4386,8877
2040,4442,4357,8799
2041,4388,4324,8712
2042,4335,4292,8627
2043,4281,4257,8538
2044,4224,4221,8445
2045,4170,4191,8361
2046,4116,4157,8273
2047,4060,4121,8181
2048,4005,4084,8089
2049,3950,4045,7995
2050,3898,4004,7902
2051,3844,3962,7806
2052,3787,3920,7707
2053,3732,3877,7609
2054,3675,3833,7508
2055,3620,3791,7411
2056,3568,3747,7315
2057,3514,3703,7217
2058,3460,3657,7117
2059,3409,3609,7018
2060,3357,3558,6915
2061,3304,3504,6808
2062,3250,3452,6702
2063,3197,3398,6595
2064,3141,3343,6484
2065,3088,3292,6380
