年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2019-10,65000010-001,新北市板橋區,留侯里,688,1671,803,868,227,1159,285,1376,29
2019-10,65000010-002,新北市板橋區,流芳里,636,1549,723,826,226,1035,288,1251,32
2019-10,65000010-003,新北市板橋區,赤松里,390,936,446,490,147,621,168,750,13
2019-10,65000010-004,新北市板橋區,黃石里,477,1210,593,617,221,779,210,932,26
2019-10,65000010-005,新北市板橋區,挹秀里,861,1994,964,1030,286,1328,380,1626,28
2019-10,65000010-006,新北市板橋區,湳興里,2293,5441,2598,2843,658,3919,864,4540,119
2019-10,65000010-007,新北市板橋區,新興里,1552,3312,1587,1725,328,2396,588,2837,64
2019-10,65000010-008,新北市板橋區,社後里,5229,9378,5276,4102,638,7000,1740,8396,158
2019-10,65000010-009,新北市板橋區,香社里,1593,4370,2173,2197,489,3208,673,3677,92
2019-10,65000010-010,新北市板橋區,中正里,1641,4499,2207,2292,589,3267,643,3681,101
2019-10,65000010-011,新北市板橋區,自強里,2053,5329,2616,2713,669,3481,1179,4477,74
2019-10,65000010-012,新北市板橋區,自立里,1098,2884,1389,1495,308,2056,520,2444,57
2019-10,65000010-013,新北市板橋區,光華里,1143,2813,1366,1447,321,1990,502,2374,49
2019-10,65000010-014,新北市板橋區,國光里,1549,3801,1833,1968,301,2719,781,3300,103
2019-10,65000010-015,新北市板橋區,港尾里,1117,3040,1446,1594,439,2210,391,2432,67
2019-10,65000010-016,新北市板橋區,金華里,1480,4152,2034,2118,514,2943,695,3450,80
2019-10,65000010-017,新北市板橋區,港德里,1945,4938,2414,2524,555,3430,953,4144,98
2019-10,65000010-018,新北市板橋區,民權里,1089,2710,1309,1401,283,1847,580,2296,58
2019-10,65000010-019,新北市板橋區,建國里,1427,3633,1756,1877,389,2573,671,3072,77
2019-10,65000010-020,新北市板橋區,漢生里,1681,4368,2116,2252,663,2850,855,3538,72
2019-10,65000010-021,新北市板橋區,公舘里,1483,3974,1957,2017,538,2782,654,3202,95
2019-10,65000010-022,新北市板橋區,新民里,1745,4613,2257,2356,779,3105,729,3601,92
2019-10,65000010-023,新北市板橋區,幸福里,1503,4028,1995,2033,467,2882,679,3381,87
2019-10,65000010-024,新北市板橋區,忠誠里,1756,4368,2095,2273,608,2975,785,3533,94
2019-10,65000010-025,新北市板橋區,百壽里,1197,2948,1375,1573,545,1963,440,2280,48
2019-10,65000010-026,新北市板橋區,介壽里,1275,3251,1541,1710,528,2149,574,2585,62
2019-10,65000010-027,新北市板橋區,新埔里,892,2143,1042,1101,198,1524,421,1862,40
2019-10,65000010-028,新北市板橋區,華江里,3273,7994,3682,4312,1534,5503,957,6054,168
2019-10,65000010-029,新北市板橋區,江翠里,1967,5084,2512,2572,534,3754,796,4301,110
2019-10,65000010-030,新北市板橋區,純翠里,2097,5581,2685,2896,668,4082,831,4665,120
2019-10,65000010-031,新北市板橋區,溪頭里,2419,6146,3020,3126,740,4464,942,5075,160
2019-10,65000010-032,新北市板橋區,聯翠里,1674,3808,1797,2011,391,2805,612,3189,98
2019-10,65000010-033,新北市板橋區,宏翠里,2303,5138,2424,2714,610,3853,675,4312,100
2019-10,65000010-034,新北市板橋區,仁翠里,1101,2926,1419,1507,294,2087,545,2494,66
2019-10,65000010-035,新北市板橋區,新翠里,3219,8206,3932,4274,928,6223,1055,6811,226
