年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2019-07,65000010-001,新北市板橋區,留侯里,688,1678,799,879,229,1166,283,1383,29
2019-07,65000010-002,新北市板橋區,流芳里,635,1559,726,833,234,1038,287,1255,32
2019-07,65000010-003,新北市板橋區,赤松里,377,925,441,484,148,610,167,737,15
2019-07,65000010-004,新北市板橋區,黃石里,453,1155,569,586,211,736,208,889,22
2019-07,65000010-005,新北市板橋區,挹秀里,856,1997,963,1034,296,1324,377,1622,30
2019-07,65000010-006,新北市板橋區,湳興里,2289,5435,2594,2841,669,3920,846,4525,114
2019-07,65000010-007,新北市板橋區,新興里,1543,3340,1591,1749,339,2418,583,2858,58
2019-07,65000010-008,新北市板橋區,社後里,5232,9417,5308,4109,633,7058,1726,8446,156
2019-07,65000010-009,新北市板橋區,香社里,1596,4401,2190,2211,501,3231,669,3687,99
2019-07,65000010-010,新北市板橋區,中正里,1634,4499,2200,2299,588,3281,630,3678,102
2019-07,65000010-011,新北市板橋區,自強里,2061,5362,2627,2735,699,3500,1163,4479,81
2019-07,65000010-012,新北市板橋區,自立里,1093,2878,1393,1485,306,2059,513,2433,61
2019-07,65000010-013,新北市板橋區,光華里,1142,2810,1367,1443,317,2007,486,2373,51
2019-07,65000010-014,新北市板橋區,國光里,1550,3809,1828,1981,303,2734,772,3300,98
2019-07,65000010-015,新北市板橋區,港尾里,1122,3056,1438,1618,437,2232,387,2444,68
2019-07,65000010-016,新北市板橋區,金華里,1477,4130,2017,2113,499,2951,680,3437,89
2019-07,65000010-017,新北市板橋區,港德里,1941,4953,2421,2532,562,3451,940,4157,90
2019-07,65000010-018,新北市板橋區,民權里,1092,2735,1322,1413,289,1866,580,2309,57
2019-07,65000010-019,新北市板橋區,建國里,1426,3663,1770,1893,407,2594,662,3084,75
2019-07,65000010-020,新北市板橋區,漢生里,1678,4389,2125,2264,663,2888,838,3552,75
2019-07,65000010-021,新北市板橋區,公舘里,1488,3966,1960,2006,534,2790,642,3194,102
2019-07,65000010-022,新北市板橋區,新民里,1731,4597,2248,2349,761,3112,724,3596,96
2019-07,65000010-023,新北市板橋區,幸福里,1499,4038,2000,2038,473,2900,665,3374,95
2019-07,65000010-024,新北市板橋區,忠誠里,1753,4356,2095,2261,582,2986,788,3543,99
2019-07,65000010-025,新北市板橋區,百壽里,1185,2917,1370,1547,528,1950,439,2261,48
2019-07,65000010-026,新北市板橋區,介壽里,1260,3225,1535,1690,516,2147,562,2578,61
2019-07,65000010-027,新北市板橋區,新埔里,890,2152,1041,1111,205,1533,414,1861,43
2019-07,65000010-028,新北市板橋區,華江里,3254,7951,3666,4285,1494,5524,933,6049,166
2019-07,65000010-029,新北市板橋區,江翠里,1951,5092,2532,2560,555,3753,784,4291,105
2019-07,65000010-030,新北市板橋區,純翠里,2094,5594,2692,2902,669,4106,819,4663,131
