年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2019-04,65000010-001,新北市板橋區,留侯里,687,1672,801,871,227,1164,281,1377,29
2019-04,65000010-002,新北市板橋區,流芳里,634,1552,725,827,224,1045,283,1251,33
2019-04,65000010-003,新北市板橋區,赤松里,352,884,424,460,141,585,158,702,17
2019-04,65000010-004,新北市板橋區,黃石里,435,1142,562,580,211,724,207,877,22
2019-04,65000010-005,新北市板橋區,挹秀里,831,1932,933,999,278,1284,370,1575,35
2019-04,65000010-006,新北市板橋區,湳興里,2310,5488,2602,2886,665,3978,845,4578,117
2019-04,65000010-007,新北市板橋區,新興里,1526,3319,1580,1739,335,2398,586,2841,56
2019-04,65000010-008,新北市板橋區,社後里,5191,9394,5288,4106,637,7056,1701,8426,148
2019-04,65000010-009,新北市板橋區,香社里,1592,4413,2196,2217,501,3254,658,3693,108
2019-04,65000010-010,新北市板橋區,中正里,1634,4517,2218,2299,601,3291,625,3684,103
2019-04,65000010-011,新北市板橋區,自強里,2057,5345,2622,2723,681,3506,1158,4475,81
2019-04,65000010-012,新北市板橋區,自立里,1096,2886,1399,1487,308,2070,508,2436,55
2019-04,65000010-013,新北市板橋區,光華里,1139,2818,1371,1447,319,2018,481,2376,54
2019-04,65000010-014,新北市板橋區,國光里,1546,3817,1824,1993,304,2748,765,3295,106
2019-04,65000010-015,新北市板橋區,港尾里,1113,3047,1444,1603,429,2232,386,2441,76
2019-04,65000010-016,新北市板橋區,金華里,1481,4146,2025,2121,509,2961,676,3449,80
2019-04,65000010-017,新北市板橋區,港德里,1940,4935,2410,2525,548,3461,926,4148,95
2019-04,65000010-018,新北市板橋區,民權里,1094,2739,1333,1406,293,1873,573,2308,60
2019-04,65000010-019,新北市板橋區,建國里,1438,3691,1781,1910,412,2624,655,3109,72
2019-04,65000010-020,新北市板橋區,漢生里,1668,4385,2128,2257,662,2901,822,3544,77
2019-04,65000010-021,新北市板橋區,公舘里,1486,3979,1960,2019,546,2794,639,3186,107
2019-04,65000010-022,新北市板橋區,新民里,1724,4591,2243,2348,758,3122,711,3588,97
2019-04,65000010-023,新北市板橋區,幸福里,1501,4046,2000,2046,468,2919,659,3377,97
2019-04,65000010-024,新北市板橋區,忠誠里,1734,4296,2072,2224,552,2968,776,3504,106
2019-04,65000010-025,新北市板橋區,百壽里,1171,2888,1364,1524,511,1939,438,2243,53
2019-04,65000010-026,新北市板橋區,介壽里,1261,3242,1548,1694,513,2168,561,2592,61
2019-04,65000010-027,新北市板橋區,新埔里,890,2157,1044,1113,209,1535,413,1864,40
2019-04,65000010-028,新北市板橋區,華江里,3251,7939,3652,4287,1496,5534,909,6030,172
2019-04,65000010-029,新北市板橋區,江翠里,1941,5075,2529,2546,558,3732,785,4258,111
2019-04,65000010-030,新北市板橋區,純翠里,2095,5601,2698,2903,665,4113,823,4669,136
2019-04,65000010-031,新北市板橋區,溪頭里,2413,6191,3042,3149,757,4513,921,5104,157
2019-04,65000010-032,新北市板橋區,聯翠里,1656,3776,1789,1987,404,2772,600,3164,91
2019-04,65000010-033,新北市板橋區,宏翠里,2265,5063,2392,2671,591,3824,648,4245,112
2019-04,65000010-034,新北市板橋區,仁翠里,1095,2907,1402,1505,288,2096,523,2481,62
2019-04,65000010-035,新北市板橋區,新翠里,3148,8142,3909,4233,914,6219,1009,6731,240
2019-04,65000010-036,新北市板橋區,吉翠里,1372,3886,1902,1984,479,2863,544,3227,84
2019-04,65000010-037,新北市板橋區,德翠里,2739,7582,3704,3878,1085,5812,685,6052,197
2019-04,65000010-038,新北市板橋區,滿翠里,1144,3027,1451,1576,292,2175,560,2585,60
2019-04,65000010-039,新北市板橋區,明翠里,1957,4896,2398,2498,484,3571,841,4155,104
2019-04,65000010-040,新北市板橋區,松翠里,1377,3474,1680,1794,389,2537,548,2907,83
2019-04,65000010-041,新北市板橋區,柏翠里,1884,4423,2104,2319,571,3195,657,3641,101
2019-04,65000010-042,新北市板橋區,龍翠里,2010,5179,2516,2663,541,3897,741,4368,101
2019-04,65000010-043,新北市板橋區,華翠里,1407,3781,1812,1969,576,2672,533,3022,81
2019-04,65000010-044,新北市板橋區,忠翠里,4461,11011,5162,5849,1738,8083,1190,8588,308
2019-04,65000010-045,新北市板橋區,嵐翠里,968,2532,1274,1258,280,1841,411,2133,51
2019-04,65000010-046,新北市板橋區,文翠里,1596,4168,2024,2144,436,3046,686,3524,96
2019-04,65000010-047,新北市板橋區,青翠里,1203,3065,1574,1491,305,2266,494,2621,52
2019-04,65000010-048,新北市板橋區,懷翠里,2243,6203,3051,3152,663,4699,841,5189,181
2019-04,65000010-049,新北市板橋區,福翠里,557,1341,671,670,131,956,254,1162,21
2019-04,65000010-050,新北市板橋區,港嘴里,2421,6177,3047,3130,615,4693,869,5298,115
2019-04,65000010-051,新北市板橋區,振興里,1706,4561,2238,2323,432,3399,730,3902,94
2019-04,65000010-052,新北市板橋區,振義里,1652,4342,2128,2214,435,3246,661,3654,128
2019-04,65000010-053,新北市板橋區,光復里,1366,3464,1770,1694,387,2569,508,2880,91
2019-04,65000010-054,新北市板橋區,埔墘里,2596,6441,3054,3387,642,4895,904,5488,144
2019-04,65000010-055,新北市板橋區,長壽里,1080,2972,1482,1490,316,2129,527,2517,64
2019-04,65000010-056,新北市板橋區,福壽里,1289,3386,1659,1727,316,2588,482,2884,90
2019-04,65000010-057,新北市板橋區,海山里,2866,8520,4052,4468,1710,5809,1001,6289,215
2019-04,65000010-058,新北市板橋區,九如里,1085,2964,1427,1537,357,2160,447,2435,79
