year,male,female,total
2019,20462,19402,39864
2020,20425,19401,39826
2021,20380,19404,39784
2022,20324,19400,39724
2023,20267,19387,39654
2024,20205,19368,39573
2025,20143,19354,39497
2026,20075,19335,39410
2027,19998,19309,39307
2028,19909,19272,39181
2029,19809,19227,39036
2030,19698,19171,38869
2031,19577,19104,38681
2032,19444,19025,38469
2033,19300,18936,38236
2034,19143,18840,37983
2035,18998,18752,37750
2036,18837,18646,37483
2037,18665,18531,37196
2038,18480,18408,36888
2039,18286,18276,36562
2040,18080,18129,36209
2041,17866,17973,35839
2042,17649,17811,35460
2043,17423,17640,35063
2044,17194,17460,34654
2045,16982,17296,34278
2046,16768,17124,33892
2047,16550,16948,33498
2048,16330,16760,33090
2049,16107,16570,32677
2050,15883,16374,32257
2051,15662,16166,31828
2052,15437,15959,31396
2053,15214,15748,30962
2054,14989,15537,30526
2055,14782,15341,30123
2056,14573,15141,29714
2057,14363,14937,29300
2058,14152,14730,28882
2059,13934,14514,28448
2060,13714,14301,28015
2061,13488,14083,27571
2062,13262,13863,27125
2063,13033,13639,26672
2064,12805,13415,26220
2065,12586,13209,25795
