year,male,female,total
2019,6574,5585,12159
2020,6574,5602,12176
2021,6575,5620,12195
2022,6575,5635,12210
2023,6571,5651,12222
2024,6564,5668,12232
2025,6558,5688,12246
2026,6549,5704,12253
2027,6534,5718,12252
2028,6517,5732,12249
2029,6503,5745,12248
2030,6486,5757,12243
2031,6462,5765,12227
2032,6438,5770,12208
2033,6407,5771,12178
2034,6369,5766,12135
2035,6338,5769,12107
2036,6298,5763,12061
2037,6256,5755,12011
2038,6214,5743,11957
2039,6170,5729,11899
2040,6125,5717,11842
2041,6079,5701,11780
2042,6030,5681,11711
2043,5978,5658,11636
2044,5925,5632,11557
2045,5873,5613,11486
2046,5819,5591,11410
2047,5762,5565,11327
2048,5704,5538,11242
2049,5646,5511,11157
2050,5589,5480,11069
2051,5526,5446,10972
2052,5463,5409,10872
2053,5400,5368,10768
2054,5336,5324,10660
2055,5276,5282,10558
2056,5217,5239,10456
2057,5155,5196,10351
2058,5092,5153,10245
2059,5031,5104,10135
2060,4969,5055,10024
2061,4909,5004,9913
2062,4849,4951,9800
2063,4786,4896,9682
2064,4721,4840,9561
2065,4660,4788,9448
