year,age_range,male,female,total
2019,0-4,60164,55677,115841
2019,5-9,57218,53022,110240
2019,10-14,56876,51669,108545
2019,15-19,68894,62799,131693
2019,20-24,79372,73641,153013
2019,25-29,83492,78692,162184
2019,30-34,82629,81790,164419
2019,35-39,99402,103297,202699
2019,40-44,94957,97981,192938
2019,45-49,83539,87460,170999
2019,50-54,81489,85688,167177
2019,55-59,77141,82104,159245
2019,60-64,65765,71649,137414
2019,65-69,51322,58888,110210
2019,70-74,27310,32380,59690
2019,75-79,18489,24059,42548
2019,80-84,11168,16359,27527
2019,85-89,8929,8587,17516
2019,90-94,5216,3784,9000
2019,95-99,930,947,1877
2019,100+,136,148,284
2020,0-4,57671,53437,111108
2020,5-9,59969,55663,115632
2020,10-14,54715,49706,104421
2020,15-19,64614,58812,123426
2020,20-24,78823,72711,151534
2020,25-29,82730,77748,160478
2020,30-34,82323,80313,162636
2020,35-39,96690,100086,196776
2020,40-44,97954,101437,199391
2020,45-49,82785,86951,169736
2020,50-54,81577,85927,167504
2020,55-59,78248,83780,162028
2020,60-64,66927,72937,139864
2020,65-69,54971,62848,117819
2020,70-74,30855,36544,67399
2020,75-79,18280,23796,42076
2020,80-84,11776,17317,29093
2020,85-89,7922,9142,17064
2020,90-94,5540,4033,9573
2020,95-99,1098,1035,2133
2020,100+,0,0,0
2021,0-4,55167,51206,106373
2021,5-9,61582,56993,118575
2021,10-14,54144,49602,103746
2021,15-19,61702,55955,117657
2021,20-24,76399,70472,146871
2021,25-29,82982,77556,160538
2021,30-34,82949,80134,163083
2021,35-39,91441,94196,185637
2021,40-44,99000,103047,202047
2021,45-49,85077,89156,174233
2021,50-54,82006,86356,168362
2021,55-59,79044,84524,163568
2021,60-64,67855,74130,141985
2021,65-69,56906,64997,121903
2021,70-74,35460,42428,77888
2021,75-79,18456,23914,42370
2021,80-84,12356,18178,30534
2021,85-89,7303,9744,17047
2021,90-94,5594,4263,9857
2021,95-99,1255,1118,2373
2021,100+,0,0,0
2022,0-4,53115,49205,102320
2022,5-9,61204,56576,117780
2022,10-14,55615,51509,107124
2022,15-19,59460,53688,113148
2022,20-24,73229,67223,140452
2022,25-29,83036,77804,160840
2022,30-34,83695,79925,163620
2022,35-39,86688,88336,175024
2022,40-44,100344,104851,205195
2022,45-49,87250,91176,178426
2022,50-54,82008,86801,168809
2022,55-59,78696,84563,163259
2022,60-64,70203,76536,146739
2022,65-69,57690,66097,123787
2022,70-74,39810,47699,87509
2022,75-79,19278,24757,44035
2022,80-84,12899,18898,31797
2022,85-89,6986,10435,17421
2022,90-94,5362,4488,9850
2022,95-99,1437,1185,2622
2022,100+,0,0,0
2023,0-4,51817,48035,99852
2023,5-9,61092,56533,117625
2023,10-14,55995,51990,107985
2023,15-19,58143,52477,110620
2023,20-24,71214,65275,136489
2023,25-29,81185,75501,156686
2023,30-34,82999,79164,162163
2023,35-39,84158,84879,169037
2023,40-44,99975,104650,204625
2023,45-49,90044,94008,184052
2023,50-54,81680,86509,168189
2023,55-59,78282,84247,162529
2023,60-64,72294,79052,151346
2023,65-69,59318,67567,126885
2023,70-74,43397,52251,95648
2023,75-79,20491,26314,46805
2023,80-84,13394,19579,32973
2023,85-89,6983,11178,18161
2023,90-94,4910,4673,9583
2023,95-99,1655,1301,2956
2023,100+,0,0,0
2024,0-4,50904,47334,98238
2024,5-9,60124,55646,115770
2024,10-14,57189,52997,110186
2024,15-19,56799,51634,108433
2024,20-24,68725,62733,131458
2024,25-29,79125,73541,152666
2024,30-34,83123,78533,161656
2024,35-39,82020,81541,163561
2024,40-44,98175,102843,201018
2024,45-49,93137,97338,190475
2024,50-54,81259,86581,167840
2024,55-59,78489,84455,162944
2024,60-64,73345,80415,153760
2024,65-69,61227,69337,130564
2024,70-74,45956,55659,101615
2024,75-79,22909,29349,52258
2024,80-84,13866,20095,33961
2024,85-89,7131,11909,19040
2024,90-94,4395,4890,9285
2024,95-99,1825,1406,3231
2024,100+,0,0,0
2025,0-4,51281,47695,98976
2025,5-9,57634,53407,111041
2025,10-14,59940,55638,115578
2025,15-19,54643,49672,104315
2025,20-24,64460,58752,123212
2025,25-29,78588,72614,151202
2025,30-34,82376,77594,159970
2025,35-39,81733,80072,161805
2025,40-44,95503,99652,195155
2025,45-49,96080,100779,196859
2025,50-54,80547,86092,166639
2025,55-59,78615,84716,163331
2025,60-64,74459,82094,156553
2025,65-69,62396,70643,133039
2025,70-74,49287,59458,108745
2025,75-79,25931,33183,59114
2025,80-84,13734,19917,33651
2025,85-89,7562,12673,20235
2025,90-94,3927,5270,9197
2025,95-99,1941,1523,3464
2025,100+,0,0,0
2026,0-4,51361,47789,99150
2026,5-9,55133,51177,106310
