年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2018-10,65000010-001,新北市板橋區,留侯里,681,1649,783,866,219,1162,268,1357,33
2018-10,65000010-002,新北市板橋區,流芳里,643,1569,731,838,227,1065,277,1269,28
2018-10,65000010-003,新北市板橋區,赤松里,323,832,401,431,132,549,151,658,16
2018-10,65000010-004,新北市板橋區,黃石里,428,1130,564,566,197,727,206,878,20
2018-10,65000010-005,新北市板橋區,挹秀里,797,1877,913,964,264,1252,361,1535,37
2018-10,65000010-006,新北市板橋區,湳興里,2328,5552,2646,2906,667,4063,822,4627,111
2018-10,65000010-007,新北市板橋區,新興里,1523,3336,1594,1742,354,2413,569,2840,48
2018-10,65000010-008,新北市板橋區,社後里,5126,9336,5236,4100,641,7082,1613,8357,145
2018-10,65000010-009,新北市板橋區,香社里,1585,4409,2195,2214,499,3262,648,3682,112
2018-10,65000010-010,新北市板橋區,中正里,1631,4500,2205,2295,594,3319,587,3668,109
2018-10,65000010-011,新北市板橋區,自強里,2055,5362,2621,2741,678,3557,1127,4502,82
2018-10,65000010-012,新北市板橋區,自立里,1088,2892,1404,1488,323,2087,482,2429,49
2018-10,65000010-013,新北市板橋區,光華里,1128,2817,1372,1445,336,2013,468,2358,61
2018-10,65000010-014,新北市板橋區,國光里,1549,3796,1818,1978,297,2765,734,3275,107
2018-10,65000010-015,新北市板橋區,港尾里,1113,3052,1448,1604,432,2259,361,2455,66
2018-10,65000010-016,新北市板橋區,金華里,1472,4128,2014,2114,517,2966,645,3423,89
2018-10,65000010-017,新北市板橋區,港德里,1938,4973,2437,2536,579,3506,888,4150,97
2018-10,65000010-018,新北市板橋區,民權里,1088,2737,1326,1411,291,1880,566,2318,51
2018-10,65000010-019,新北市板橋區,建國里,1442,3719,1794,1925,407,2674,638,3140,71
2018-10,65000010-020,新北市板橋區,漢生里,1669,4379,2130,2249,645,2939,795,3553,75
2018-10,65000010-021,新北市板橋區,公舘里,1485,4014,1983,2031,553,2848,613,3205,103
2018-10,65000010-022,新北市板橋區,新民里,1734,4605,2271,2334,761,3154,690,3601,87
