年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2018-05,65000010-001,新北市板橋區,留侯里,678,1652,782,870,217,1175,260,1359,37
2018-05,65000010-002,新北市板橋區,流芳里,637,1549,723,826,218,1057,274,1257,29
2018-05,65000010-003,新北市板橋區,赤松里,322,839,405,434,139,551,149,657,16
2018-05,65000010-004,新北市板橋區,黃石里,426,1139,562,577,203,739,197,887,19
2018-05,65000010-005,新北市板橋區,挹秀里,791,1888,916,972,272,1269,347,1535,38
2018-05,65000010-006,新北市板橋區,湳興里,2315,5575,2660,2915,675,4095,805,4631,113
2018-05,65000010-007,新北市板橋區,新興里,1524,3331,1590,1741,347,2430,554,2842,47
2018-05,65000010-008,新北市板橋區,社後里,4919,9134,5088,4046,631,7084,1419,8164,138
2018-05,65000010-009,新北市板橋區,香社里,1599,4459,2218,2241,517,3322,620,3706,110
2018-05,65000010-010,新北市板橋區,中正里,1626,4513,2213,2300,595,3340,578,3682,99
2018-05,65000010-011,新北市板橋區,自強里,2065,5382,2619,2763,676,3626,1080,4529,65
2018-05,65000010-012,新北市板橋區,自立里,1098,2930,1423,1507,343,2110,477,2449,43
2018-05,65000010-013,新北市板橋區,光華里,1118,2818,1384,1434,340,2019,459,2350,67
2018-05,65000010-014,新北市板橋區,國光里,1548,3785,1824,1961,287,2781,717,3272,102
2018-05,65000010-015,新北市板橋區,港尾里,1107,3030,1440,1590,423,2256,351,2439,66
2018-05,65000010-016,新北市板橋區,金華里,1471,4137,2011,2126,522,3000,615,3441,76
2018-05,65000010-017,新北市板橋區,港德里,1939,5022,2470,2552,593,3566,863,4180,94
2018-05,65000010-018,新北市板橋區,民權里,1088,2748,1343,1405,295,1882,571,2328,43
2018-05,65000010-019,新北市板橋區,建國里,1442,3717,1787,1930,414,2684,619,3117,75
2018-05,65000010-020,新北市板橋區,漢生里,1674,4412,2143,2269,652,2979,781,3570,75
2018-05,65000010-021,新北市板橋區,公舘里,1488,4058,2003,2055,573,2876,609,3220,109
2018-05,65000010-022,新北市板橋區,新民里,1728,4626,2267,2359,753,3209,664,3623,84
2018-05,65000010-023,新北市板橋區,幸福里,1509,4103,2034,2069,485,2987,631,3402,99
2018-05,65000010-024,新北市板橋區,忠誠里,1710,4272,2074,2198,549,2976,747,3486,98
2018-05,65000010-025,新北市板橋區,百壽里,1124,2817,1342,1475,475,1937,405,2192,60
2018-05,65000010-026,新北市板橋區,介壽里,1243,3223,1527,1696,493,2195,535,2579,70
2018-05,65000010-027,新北市板橋區,新埔里,882,2157,1046,1111,208,1555,394,1863,42
2018-05,65000010-028,新北市板橋區,華江里,3212,7815,3620,4195,1451,5526,838,5957,156
2018-05,65000010-029,新北市板橋區,江翠里,1863,5005,2477,2528,538,3744,723,4194,104
2018-05,65000010-030,新北市板橋區,純翠里,2102,5680,2756,2924,680,4232,768,4717,116
2018-05,65000010-031,新北市板橋區,溪頭里,2417,6234,3085,3149,761,4598,875,5133,135
2018-05,65000010-032,新北市板橋區,聯翠里,1656,3792,1804,1988,415,2786,591,3169,74
