年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2018-01,65000010-001,新北市板橋區,留侯里,677,1650,778,872,218,1178,254,1355,38
2018-01,65000010-002,新北市板橋區,流芳里,636,1561,725,836,221,1066,274,1270,26
2018-01,65000010-003,新北市板橋區,赤松里,326,840,408,432,139,548,153,655,18
2018-01,65000010-004,新北市板橋區,黃石里,436,1149,566,583,194,756,199,902,20
2018-01,65000010-005,新北市板橋區,挹秀里,782,1890,908,982,277,1279,334,1539,34
2018-01,65000010-006,新北市板橋區,湳興里,2322,5601,2679,2922,668,4135,798,4652,113
2018-01,65000010-007,新北市板橋區,新興里,1514,3334,1601,1733,362,2421,551,2824,60
2018-01,65000010-008,新北市板橋區,社後里,4905,9162,5102,4060,629,7158,1375,8184,133
2018-01,65000010-009,新北市板橋區,香社里,1596,4475,2239,2236,511,3348,616,3721,112
2018-01,65000010-010,新北市板橋區,中正里,1618,4500,2203,2297,584,3360,556,3681,97
2018-01,65000010-011,新北市板橋區,自強里,2057,5378,2612,2766,665,3650,1063,4539,67
2018-01,65000010-012,新北市板橋區,自立里,1095,2950,1429,1521,356,2121,473,2451,55
2018-01,65000010-013,新北市板橋區,光華里,1106,2782,1376,1406,319,2011,452,2338,57
2018-01,65000010-014,新北市板橋區,國光里,1556,3800,1833,1967,294,2799,707,3274,95
2018-01,65000010-015,新北市板橋區,港尾里,1117,3052,1442,1610,432,2275,345,2454,64
2018-01,65000010-016,新北市板橋區,金華里,1474,4164,2024,2140,529,3024,611,3453,81
2018-01,65000010-017,新北市板橋區,港德里,1933,5024,2472,2552,592,3595,837,4193,89
2018-01,65000010-018,新北市板橋區,民權里,1086,2757,1353,1404,305,1890,562,2339,40
2018-01,65000010-019,新北市板橋區,建國里,1434,3711,1789,1922,410,2690,611,3114,70
2018-01,65000010-020,新北市板橋區,漢生里,1667,4430,2151,2279,652,3015,763,3589,74
2018-01,65000010-021,新北市板橋區,公舘里,1482,4059,2003,2056,571,2891,597,3222,101
2018-01,65000010-022,新北市板橋區,新民里,1735,4642,2264,2378,757,3231,654,3635,83
2018-01,65000010-023,新北市板橋區,幸福里,1520,4127,2055,2072,486,3009,632,3416,99
2018-01,65000010-024,新北市板橋區,忠誠里,1700,4248,2056,2192,534,2983,731,3479,91
2018-01,65000010-025,新北市板橋區,百壽里,1090,2765,1321,1444,459,1903,403,2156,62
2018-01,65000010-026,新北市板橋區,介壽里,1235,3193,1521,1672,478,2189,526,2556,68
2018-01,65000010-027,新北市板橋區,新埔里,877,2149,1042,1107,210,1555,384,1851,40
2018-01,65000010-028,新北市板橋區,華江里,3190,7800,3613,4187,1442,5533,825,5952,158
2018-01,65000010-029,新北市板橋區,江翠里,1841,4971,2464,2507,557,3709,705,4140,112
2018-01,65000010-030,新北市板橋區,純翠里,2096,5656,2764,2892,657,4254,745,4708,117
2018-01,65000010-031,新北市板橋區,溪頭里,2432,6242,3084,3158,755,4622,865,5147,132
2018-01,65000010-032,新北市板橋區,聯翠里,1660,3784,1793,1991,419,2794,571,3157,76
2018-01,65000010-033,新北市板橋區,宏翠里,2175,4931,2337,2594,575,3798,558,4127,93
2018-01,65000010-034,新北市板橋區,仁翠里,1109,2995,1445,1550,312,2191,492,2546,48
2018-01,65000010-035,新北市板橋區,新翠里,3087,8132,3908,4224,960,6298,874,6680,199
2018-01,65000010-036,新北市板橋區,吉翠里,1363,3883,1907,1976,480,2912,491,3226,72
2018-01,65000010-037,新北市板橋區,德翠里,2725,7651,3741,3910,1142,5887,622,6058,175
2018-01,65000010-038,新北市板橋區,滿翠里,1140,3064,1480,1584,308,2247,509,2599,58
2018-01,65000010-039,新北市板橋區,明翠里,1943,4932,2399,2533,510,3639,783,4184,81
2018-01,65000010-040,新北市板橋區,松翠里,1387,3501,1692,1809,407,2591,503,2912,76
2018-01,65000010-041,新北市板橋區,柏翠里,1767,4255,2031,2224,544,3095,616,3498,86
2018-01,65000010-042,新北市板橋區,龍翠里,2018,5289,2569,2720,594,4023,672,4419,102
2018-01,65000010-043,新北市板橋區,華翠里,1392,3844,1845,1999,608,2751,485,3053,76
2018-01,65000010-044,新北市板橋區,忠翠里,4439,11005,5186,5819,1797,8186,1022,8515,270
2018-01,65000010-045,新北市板橋區,嵐翠里,972,2586,1297,1289,286,1910,390,2170,50
2018-01,65000010-046,新北市板橋區,文翠里,1588,4177,2061,2116,436,3108,633,3520,93
2018-01,65000010-047,新北市板橋區,青翠里,1213,3100,1605,1495,311,2329,460,2635,68
2018-01,65000010-048,新北市板橋區,懷翠里,2256,6263,3080,3183,674,4813,776,5216,173
2018-01,65000010-049,新北市板橋區,福翠里,561,1370,684,686,127,994,249,1192,20
2018-01,65000010-050,新北市板橋區,港嘴里,2430,6291,3091,3200,661,4857,773,5358,113
2018-01,65000010-051,新北市板橋區,振興里,1680,4593,2256,2337,456,3457,680,3905,96
2018-01,65000010-052,新北市板橋區,振義里,1646,4382,2140,2242,453,3298,631,3664,102
2018-01,65000010-053,新北市板橋區,光復里,1363,3452,1747,1705,393,2586,473,2861,80
2018-01,65000010-054,新北市板橋區,埔墘里,2573,6463,3083,3380,678,4990,795,5435,160
2018-01,65000010-055,新北市板橋區,長壽里,1043,2949,1461,1488,322,2147,480,2483,63
2018-01,65000010-056,新北市板橋區,福壽里,1273,3417,1681,1736,338,2640,439,2889,72
2018-01,65000010-057,新北市板橋區,海山里,2853,8526,4063,4463,1720,5913,893,6252,196
2018-01,65000010-058,新北市板橋區,九如里,1084,2988,1423,1565,365,2180,443,2435,82
2018-01,65000010-059,新北市板橋區,玉光里,2202,5650,2674,2976,874,4095,681,4443,133
2018-01,65000010-060,新北市板橋區,光仁里,1051,3106,1552,1554,447,2190,469,2488,72
2018-01,65000010-061,新北市板橋區,埤墘里,1788,4714,2268,2446,845,3292,577,3641,83
2018-01,65000010-062,新北市板橋區,永安里,1415,3653,1785,1868,521,2653,479,2955,62
2018-01,65000010-063,新北市板橋區,雙玉里,1578,4388,2115,2273,741,3087,560,3361,101
2018-01,65000010-064,新北市板橋區,廣新里,1292,3782,1857,1925,586,2663,533,2998,81
2018-01,65000010-065,新北市板橋區,深丘里,3735,9382,4515,4867,1848,6494,1040,7034,165
2018-01,65000010-066,新北市板橋區,香丘里,1475,4005,1946,2059,686,2813,506,3118,80
2018-01,65000010-067,新北市板橋區,西安里,1048,2842,1390,1452,371,2039,432,2304,72
2018-01,65000010-068,新北市板橋區,東丘里,1680,4933,2398,2535,768,3471,694,3879,113
2018-01,65000010-069,新北市板橋區,長安里,1721,5007,2421,2586,997,3526,484,3716,104
2018-01,65000010-070,新北市板橋區,福丘里,2239,5052,2341,2711,845,3572,635,3953,102
2018-01,65000010-071,新北市板橋區,福祿里,1585,4125,1932,2193,623,2933,569,3266,79
2018-01,65000010-072,新北市板橋區,民族里,1800,5158,2478,2680,1176,3372,610,3687,102
2018-01,65000010-073,新北市板橋區,國泰里,1456,3805,1797,2008,572,2667,566,3010,72
2018-01,65000010-074,新北市板橋區,福德里,2001,5386,2690,2696,720,3820,846,4354,118
2018-01,65000010-075,新北市板橋區,景星里,1499,3587,1702,1885,417,2648,522,2993,74
2018-01,65000010-076,新北市板橋區,福星里,1358,3728,1796,1932,499,2665,564,3007,78
2018-01,65000010-077,新北市板橋區,鄉雲里,1569,3853,1839,2014,438,2816,599,3213,74
2018-01,65000010-078,新北市板橋區,廣德里,2620,7103,3452,3651,954,5241,908,5740,165
2018-01,65000010-079,新北市板橋區,大豐里,1798,4928,2396,2532,601,3543,784,4053,104
2018-01,65000010-080,新北市板橋區,重慶里,3277,9097,4438,4659,1221,6921,955,7346,227
2018-01,65000010-081,新北市板橋區,仁愛里,1178,3279,1624,1655,373,2383,523,2740,65
2018-01,65000010-082,新北市板橋區,和平里,1653,4164,1949,2215,897,2922,345,3075,66
2018-01,65000010-083,新北市板橋區,廣福里,1574,4345,2124,2221,614,3274,457,3471,89
2018-01,65000010-084,新北市板橋區,華興里,1615,4267,2061,2206,459,3243,565,3547,102
2018-01,65000010-085,新北市板橋區,華貴里,1029,2792,1350,1442,350,1983,459,2316,46
2018-01,65000010-086,新北市板橋區,華德里,2954,7372,3554,3818,957,5556,859,6028,164
2018-01,65000010-087,新北市板橋區,華東里,3214,7547,3662,3885,879,5733,935,6277,173
2018-01,65000010-088,新北市板橋區,信義里,1728,4419,2168,2251,541,3211,667,3677,68
2018-01,65000010-089,新北市板橋區,浮洲里,1396,4175,2133,2042,499,2962,714,3466,76
