年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2015-04,09007010-005,連江縣南竿鄉,仁愛村,114,573,311,262,82,438,53,451,17
2015-04,09007010-001,連江縣南竿鄉,介壽村,485,2345,1305,1040,317,1810,218,1832,86
2015-04,09007010-009,連江縣南竿鄉,四維村,27,173,97,76,15,128,30,147,6
2015-04,09007010-002,連江縣南竿鄉,復興村,228,1365,782,583,212,1021,132,1072,34
2015-04,09007010-006,連江縣南竿鄉,津沙村,73,370,230,140,31,291,48,320,9
2015-04,09007010-004,連江縣南竿鄉,清水村,178,892,521,371,152,692,48,690,21
2015-04,09007010-008,連江縣南竿鄉,珠螺村,28,205,122,83,21,169,15,170,8
2015-04,09007010-003,連江縣南竿鄉,福沃村,177,943,556,387,105,737,101,800,18
2015-04,09007010-007,連江縣南竿鄉,馬祖村,117,602,326,276,81,471,50,488,17
2015-04,09007020-002,連江縣北竿鄉,后沃村,45,191,109,82,22,140,29,162,2
2015-04,09007020-005,連江縣北竿鄉,坂里村,66,320,165,155,32,256,32,272,6
2015-04,09007020-001,連江縣北竿鄉,塘岐村,231,1127,624,503,147,875,105,913,27
2015-04,09007020-003,連江縣北竿鄉,橋仔村,65,353,189,164,38,274,41,293,11
2015-04,09007020-006,連江縣北竿鄉,白沙村,28,136,90,46,20,104,12,111,1
2015-04,09007020-004,連江縣北竿鄉,芹壁村,47,186,100,86,15,145,26,165,0
2015-04,09007030-005,連江縣莒光鄉,大坪村,85,479,257,222,42,371,66,409,9
2015-04,09007030-002,連江縣莒光鄉,田沃村,37,219,139,80,25,173,21,182,6
2015-04,09007030-004,連江縣莒光鄉,福正村,42,236,135,101,18,182,36,210,4
2015-04,09007030-003,連江縣莒光鄉,西坵村,23,73,42,31,9,51,13,61,1
2015-04,09007030-001,連江縣莒光鄉,青帆村,80,433,266,167,42,352,39,385,3
2015-04,09007040-001,連江縣東引鄉,中柳村,145,574,328,246,75,453,46,473,12
2015-04,09007040-002,連江縣東引鄉,樂華村,168,690,435,255,82,568,40,568,18
2015-04,09020010-004,金門縣金城鎮,北門里,1471,4723,2428,2295,597,3601,525,3873,124
2015-04,09020010-003,金門縣金城鎮,南門里,1887,6046,2999,3047,750,4613,683,4945,175
2015-04,09020010-005,金門縣金城鎮,古城里,1141,3857,1917,1940,439,2975,443,3240,89
2015-04,09020010-001,金門縣金城鎮,東門里,1675,5741,2869,2872,747,4406,588,4688,138
2015-04,09020010-007,金門縣金城鎮,珠沙里,899,2953,1513,1440,237,2334,382,2582,66
2015-04,09020010-002,金門縣金城鎮,西門里,3384,11209,5514,5695,1490,8560,1159,9053,320
2015-04,09020010-008,金門縣金城鎮,賢庵里,1400,4754,2446,2308,457,3828,469,4061,113
2015-04,09020010-006,金門縣金城鎮,金水里,654,2158,1123,1035,176,1729,253,1854,69
2015-04,09020020-002,金門縣金沙鎮,三山里,610,1998,1004,994,161,1528,309,1724,56
2015-04,09020020-005,金門縣金沙鎮,何斗里,641,2105,1027,1078,221,1611,273,1782,50
2015-04,09020020-004,金門縣金沙鎮,光前里,827,2509,1232,1277,256,1988,265,2100,75
2015-04,09020020-003,金門縣金沙鎮,大洋里,397,1243,625,618,120,949,174,1053,36
2015-04,09020020-007,金門縣金沙鎮,官嶼里,669,2231,1095,1136,175,1710,346,1942,60
2015-04,09020020-001,金門縣金沙鎮,汶沙里,1742,5555,2741,2814,642,4248,665,4672,125
2015-04,09020020-008,金門縣金沙鎮,浦山里,742,2501,1193,1308,287,1897,317,2057,80
2015-04,09020020-006,金門縣金沙鎮,西園里,470,1590,829,761,114,1246,230,1398,46
2015-04,09020030-002,金門縣金湖鎮,山外里,1076,3743,1837,1906,487,2879,377,3079,96
2015-04,09020030-004,金門縣金湖鎮,料羅里,509,1926,1032,894,160,1542,224,1674,53
2015-04,09020030-001,金門縣金湖鎮,新市里,1571,4858,2466,2392,603,3665,590,4038,111
2015-04,09020030-006,金門縣金湖鎮,新湖里,2422,7907,4001,3906,1006,6317,584,6491,209
2015-04,09020030-003,金門縣金湖鎮,正義里,800,2623,1332,1291,211,2102,310,2244,90
2015-04,09020030-007,金門縣金湖鎮,溪湖里,475,1575,797,778,159,1211,205,1334,41
2015-04,09020030-005,金門縣金湖鎮,瓊林里,1002,3341,1652,1689,372,2520,449,2797,80
2015-04,09020030-008,金門縣金湖鎮,蓮庵里,529,1749,865,884,172,1360,217,1486,45
2015-04,09020040-001,金門縣金寧鄉,古寧村,1029,3379,1677,1702,279,2551,549,2934,88
2015-04,09020040-003,金門縣金寧鄉,后盤村,493,1549,770,779,147,1179,223,1327,28
2015-04,09020040-002,金門縣金寧鄉,安美村,1371,4466,2254,2212,498,3459,509,3713,129
2015-04,09020040-005,金門縣金寧鄉,榜林村,1533,5177,2626,2551,523,4113,541,4392,132
2015-04,09020040-004,金門縣金寧鄉,湖埔村,1811,5807,2915,2892,629,4664,514,4864,162
2015-04,09020040-006,金門縣金寧鄉,盤山村,1543,7320,3768,3552,511,6361,448,5783,917
2015-04,09020050-001,金門縣烈嶼鄉,上岐村,697,2927,1404,1523,249,2246,432,2537,69
2015-04,09020050-002,金門縣烈嶼鄉,上林村,412,1505,713,792,147,1151,207,1285,29
2015-04,09020050-004,金門縣烈嶼鄉,林湖村,897,3578,1864,1714,347,2798,433,3041,100
2015-04,09020050-003,金門縣烈嶼鄉,西口村,636,2545,1254,1291,214,2003,328,2200,78
2015-04,09020050-005,金門縣烈嶼鄉,黃埔村,393,1605,771,834,148,1255,202,1368,48
2015-04,09020060-001,金門縣烏坵鄉,大坵村,52,310,168,142,47,228,35,240,10
2015-04,09020060-002,金門縣烏坵鄉,小坵村,82,360,168,192,70,263,27,255,20
2015-04,10002010-016,宜蘭縣宜蘭市,七張里,523,1737,921,816,281,1206,250,1347,50
2015-04,10002010-043,宜蘭縣宜蘭市,七結里,1139,3199,1471,1728,611,2305,283,2342,96
2015-04,10002010-031,宜蘭縣宜蘭市,中山里,477,1075,545,530,70,773,232,957,21
2015-04,10002010-046,宜蘭縣宜蘭市,中興里,1233,3461,1663,1798,483,2584,394,2760,98
2015-04,10002010-012,宜蘭縣宜蘭市,凱旋里,478,1486,772,714,211,1096,179,1153,56
2015-04,10002010-026,宜蘭縣宜蘭市,北津里,909,2568,1252,1316,288,2011,269,2098,85
2015-04,10002010-028,宜蘭縣宜蘭市,北門里,496,1357,696,661,124,1017,216,1148,32
2015-04,10002010-009,宜蘭縣宜蘭市,南橋里,456,1382,718,664,199,989,194,1093,46
2015-04,10002010-011,宜蘭縣宜蘭市,南津里,1020,2432,1178,1254,415,1564,453,1877,58
2015-04,10002010-034,宜蘭縣宜蘭市,南門里,674,1803,886,917,286,1241,276,1393,52
2015-04,10002010-045,宜蘭縣宜蘭市,大新里,384,940,458,482,112,623,205,782,20
2015-04,10002010-023,宜蘭縣宜蘭市,孝廉里,532,1388,728,660,149,980,259,1163,37
2015-04,10002010-021,宜蘭縣宜蘭市,小東里,653,1711,871,840,157,1237,317,1483,29
2015-04,10002010-015,宜蘭縣宜蘭市,延平里,1326,3907,1861,2046,727,2852,328,2824,146
2015-04,10002010-010,宜蘭縣宜蘭市,建業里,681,1976,1005,971,335,1406,235,1489,51
2015-04,10002010-037,宜蘭縣宜蘭市,建軍里,748,2083,965,1118,333,1544,206,1582,63
2015-04,10002010-040,宜蘭縣宜蘭市,復興里,1388,3337,1585,1752,393,2378,566,2720,87
