year,age_range,male,female,total
2019,0-4,1300,1157,2457
2019,5-9,1297,1238,2535
2019,10-14,1317,1255,2572
2019,15-19,1736,1581,3317
2019,20-24,1973,1854,3827
2019,25-29,1997,1858,3855
2019,30-34,1968,1827,3795
2019,35-39,2303,2361,4664
2019,40-44,2317,2212,4529
2019,45-49,1985,1829,3814
2019,50-54,2008,1879,3887
2019,55-59,2010,1845,3855
2019,60-64,1737,1774,3511
2019,65-69,1396,1578,2974
2019,70-74,893,921,1814
2019,75-79,645,741,1386
2019,80-84,405,595,1000
2019,85-89,260,298,558
2019,90-94,115,139,254
2019,95-99,25,26,51
2019,100+,1,1,2
2020,0-4,1252,1123,2375
2020,5-9,1332,1276,2608
2020,10-14,1288,1169,2457
2020,15-19,1603,1472,3075
2020,20-24,1968,1854,3822
2020,25-29,2014,1896,3910
2020,30-34,1954,1772,3726
2020,35-39,2208,2289,4497
2020,40-44,2369,2313,4682
2020,45-49,1956,1833,3789
2020,50-54,2071,1877,3948
2020,55-59,1965,1827,3792
2020,60-64,1758,1775,3533
2020,65-69,1489,1680,3169
2020,70-74,966,1023,1989
2020,75-79,639,729,1368
2020,80-84,423,604,1027
2020,85-89,256,321,577
2020,90-94,130,146,276
2020,95-99,25,31,56
2020,100+,0,0,0
2021,0-4,1175,1072,2247
2021,5-9,1388,1277,2665
2021,10-14,1212,1185,2397
2021,15-19,1552,1380,2932
2021,20-24,1919,1772,3691
2021,25-29,2057,1941,3998
2021,30-34,1904,1781,3685
2021,35-39,2128,2137,4265
2021,40-44,2383,2390,4773
2021,45-49,2064,1871,3935
2021,50-54,2007,1900,3907
2021,55-59,1991,1845,3836
2021,60-64,1765,1740,3505
2021,65-69,1530,1704,3234
2021,70-74,1071,1173,2244
2021,75-79,627,753,1380
2021,80-84,450,588,1038
2021,85-89,237,347,584
2021,90-94,148,159,307
2021,95-99,26,33,59
2021,100+,0,0,0
2022,0-4,1141,1031,2172
2022,5-9,1330,1244,2574
2022,10-14,1271,1210,2481
2022,15-19,1462,1332,2794
2022,20-24,1835,1672,3507
2022,25-29,2057,1985,4042
2022,30-34,1928,1769,3697
2022,35-39,2068,2022,4090
2022,40-44,2382,2440,4822
2022,45-49,2125,1958,4083
2022,50-54,1984,1886,3870
2022,55-59,1945,1819,3764
2022,60-64,1826,1788,3614
2022,65-69,1588,1721,3309
2022,70-74,1116,1224,2340
2022,75-79,646,792,1438
2022,80-84,471,602,1073
2022,85-89,254,378,632
2022,90-94,135,164,299
2022,95-99,34,42,76
2022,100+,0,0,0
2023,0-4,1073,1003,2076
2023,5-9,1369,1219,2588
2023,10-14,1258,1198,2456
2023,15-19,1394,1315,2709
2023,20-24,1788,1617,3405
2023,25-29,2018,1925,3943
2023,30-34,1948,1841,3789
2023,35-39,2012,1903,3915
2023,40-44,2343,2399,4742
2023,45-49,2186,2088,4274
2023,50-54,1937,1800,3737
2023,55-59,1988,1858,3846
2023,60-64,1859,1831,3690
2023,65-69,1591,1693,3284
2023,70-74,1198,1370,2568
2023,75-79,679,803,1482
2023,80-84,491,618,1109
2023,85-89,252,399,651
2023,90-94,131,171,302
2023,95-99,39,44,83
2023,100+,0,0,0
2024,0-4,1077,1001,2078
2024,5-9,1300,1157,2457
2024,10-14,1297,1238,2535
2024,15-19,1317,1255,2572
2024,20-24,1736,1581,3317
2024,25-29,1973,1854,3827
2024,30-34,1997,1858,3855
2024,35-39,1950,1827,3777
2024,40-44,2275,2357,4632
2024,45-49,2271,2192,4463
2024,50-54,1931,1804,3735
2024,55-59,1934,1854,3788
2024,60-64,1911,1809,3720
2024,65-69,1616,1716,3332
