year,male,female,total
2019,27688,26969,54657
2020,27666,27010,54676
2021,27634,27048,54682
2022,27598,27079,54677
2023,27554,27095,54649
2024,27498,27103,54601
2025,27455,27121,54576
2026,27407,27133,54540
2027,27344,27132,54476
2028,27271,27124,54395
2029,27187,27100,54287
2030,27096,27071,54167
2031,26990,27029,54019
2032,26875,26977,53852
2033,26749,26915,53664
2034,26614,26843,53457
2035,26494,26784,53278
2036,26354,26710,53064
2037,26205,26622,52827
2038,26044,26519,52563
2039,25870,26400,52270
2040,25683,26266,51949
2041,25484,26123,51607
2042,25276,25970,51246
2043,25063,25803,50866
2044,24841,25627,50468
2045,24631,25468,50099
2046,24418,25297,49715
2047,24194,25115,49309
2048,23963,24921,48884
2049,23723,24715,48438
2050,23477,24498,47975
2051,23222,24273,47495
2052,22966,24045,47011
2053,22700,23803,46503
2054,22425,23560,45985
2055,22168,23337,45505
2056,21911,23107,45018
2057,21648,22875,44523
2058,21385,22634,44019
2059,21115,22384,43499
2060,20841,22129,42970
2061,20572,21877,42449
2062,20292,21613,41905
2063,20018,21339,41357
2064,19738,21068,40806
2065,19474,20813,40287
