year,age_range,male,female,total
2019,0-4,662,546,1208
2019,5-9,1128,1071,2199
2019,10-14,1281,1203,2484
2019,15-19,985,870,1855
2019,20-24,1118,1114,2232
2019,25-29,1306,1096,2402
2019,30-34,1201,1154,2355
2019,35-39,1470,1568,3038
2019,40-44,1650,1859,3509
2019,45-49,1563,1633,3196
2019,50-54,1752,1573,3325
2019,55-59,1731,1671,3402
2019,60-64,1736,1744,3480
2019,65-69,1448,1623,3071
2019,70-74,757,935,1692
2019,75-79,692,907,1599
2019,80-84,448,697,1145
2019,85-89,254,438,692
2019,90-94,112,166,278
2019,95-99,33,46,79
2019,100+,7,7,14
2020,0-4,622,533,1155
2020,5-9,1066,1029,2095
2020,10-14,1334,1190,2524
2020,15-19,937,834,1771
2020,20-24,1130,1121,2251
2020,25-29,1259,1109,2368
2020,30-34,1234,1112,2346
2020,35-39,1407,1453,2860
2020,40-44,1630,1927,3557
2020,45-49,1542,1617,3159
2020,50-54,1717,1558,3275
2020,55-59,1713,1648,3361
2020,60-64,1732,1709,3441
2020,65-69,1504,1687,3191
2020,70-74,899,1073,1972
2020,75-79,627,863,1490
2020,80-84,467,714,1181
2020,85-89,265,444,709
2020,90-94,120,186,306
2020,95-99,32,53,85
2020,100+,0,0,0
2021,0-4,595,542,1137
2021,5-9,1033,953,1986
2021,10-14,1320,1178,2498
2021,15-19,971,880,1851
2021,20-24,1075,1029,2104
2021,25-29,1214,1133,2347
2021,30-34,1306,1139,2445
2021,35-39,1320,1338,2658
2021,40-44,1579,1893,3472
2021,45-49,1565,1672,3237
2021,50-54,1668,1556,3224
2021,55-59,1715,1615,3330
2021,60-64,1709,1681,3390
2021,65-69,1544,1717,3261
2021,70-74,1055,1252,2307
2021,75-79,555,767,1322
2021,80-84,498,748,1246
2021,85-89,272,447,719
2021,90-94,117,208,325
2021,95-99,35,59,94
2021,100+,0,0,0
2022,0-4,635,583,1218
2022,5-9,891,793,1684
2022,10-14,1292,1193,2485
2022,15-19,1066,987,2053
2022,20-24,1030,934,1964
2022,25-29,1196,1164,2360
2022,30-34,1328,1143,2471
2022,35-39,1240,1213,2453
2022,40-44,1530,1783,3313
2022,45-49,1608,1735,3343
2022,50-54,1602,1625,3227
2022,55-59,1731,1576,3307
2022,60-64,1700,1673,3373
2022,65-69,1538,1686,3224
2022,70-74,1155,1402,2557
2022,75-79,570,754,1324
2022,80-84,510,753,1263
2022,85-89,280,476,756
2022,90-94,117,211,328
2022,95-99,37,60,97
2022,100+,0,0,0
2023,0-4,676,618,1294
2023,5-9,765,659,1424
2023,10-14,1201,1160,2361
2023,15-19,1209,1100,2309
2023,20-24,991,885,1876
2023,25-29,1169,1141,2310
2023,30-34,1316,1129,2445
2023,35-39,1230,1176,2406
2023,40-44,1468,1695,3163
2023,45-49,1615,1790,3405
2023,50-54,1591,1607,3198
2023,55-59,1675,1539,3214
2023,60-64,1704,1680,3384
2023,65-69,1551,1682,3233
2023,70-74,1246,1501,2747
2023,75-79,605,777,1382
2023,80-84,504,764,1268
2023,85-89,279,481,760
2023,90-94,127,231,358
2023,95-99,38,63,101
2023,100+,0,0,0
2024,0-4,741,689,1430
2024,5-9,662,546,1208
2024,10-14,1128,1071,2199
2024,15-19,1281,1203,2484
2024,20-24,985,870,1855
2024,25-29,1118,1114,2232
2024,30-34,1306,1096,2402
2024,35-39,1200,1154,2354
2024,40-44,1447,1568,3015
2024,45-49,1620,1848,3468
2024,50-54,1519,1610,3129
2024,55-59,1687,1548,3235
2024,60-64,1645,1638,3283
2024,65-69,1618,1686,3304
2024,70-74,1297,1533,2830
2024,75-79,636,848,1484
2024,80-84,518,758,1276
2024,85-89,284,508,792
2024,90-94,127,249,376
2024,95-99,39,60,99
2024,100+,0,0,0
2025,0-4,749,696,1445
2025,5-9,622,533,1155
2025,10-14,1066,1029,2095
2025,15-19,1334,1190,2524
2025,20-24,937,834,1771
2025,25-29,1130,1121,2251
2025,30-34,1259,1109,2368
2025,35-39,1234,1112,2346
2025,40-44,1385,1453,2838
2025,45-49,1600,1914,3514
2025,50-54,1497,1594,3091
2025,55-59,1655,1533,3188
2025,60-64,1630,1616,3246
2025,65-69,1616,1654,3270
2025,70-74,1352,1593,2945
2025,75-79,757,976,1733
2025,80-84,468,722,1190
2025,85-89,299,521,820
2025,90-94,134,254,388
2025,95-99,41,72,113
2025,100+,0,0,0
2026,0-4,750,697,1447
2026,5-9,595,542,1137
2026,10-14,1033,953,1986
2026,15-19,1320,1178,2498
2026,20-24,971,880,1851
2026,25-29,1075,1029,2104
2026,30-34,1214,1133,2347
2026,35-39,1306,1139,2445
2026,40-44,1302,1338,2640
2026,45-49,1550,1882,3432
2026,50-54,1519,1648,3167
2026,55-59,1609,1531,3140
2026,60-64,1634,1584,3218
2026,65-69,1596,1628,3224
2026,70-74,1390,1624,3014
2026,75-79,888,1138,2026
2026,80-84,416,641,1057
2026,85-89,322,548,870
2026,90-94,138,259,397
2026,95-99,40,81,121
2026,100+,0,0,0
2027,0-4,750,697,1447
2027,5-9,635,583,1218
2027,10-14,891,793,1684
2027,15-19,1292,1193,2485
2027,20-24,1066,987,2053
2027,25-29,1030,934,1964
2027,30-34,1196,1164,2360
2027,35-39,1327,1143,2470
2027,40-44,1224,1213,2437
2027,45-49,1503,1774,3277
2027,50-54,1560,1710,3270
2027,55-59,1545,1600,3145
2027,60-64,1651,1547,3198
2027,65-69,1588,1621,3209
2027,70-74,1385,1596,2981
2027,75-79,975,1276,2251
2027,80-84,432,632,1064
2027,85-89,332,555,887
2027,90-94,142,277,419
2027,95-99,42,83,125
2027,100+,0,0,0
2028,0-4,751,699,1450
2028,5-9,676,618,1294
2028,10-14,765,659,1424
2028,15-19,1201,1160,2361
2028,20-24,1209,1100,2309
2028,25-29,991,885,1876
2028,30-34,1169,1141,2310
2028,35-39,1315,1129,2444
2028,40-44,1214,1176,2390
2028,45-49,1443,1688,3131
2028,50-54,1567,1765,3332
2028,55-59,1534,1582,3116
2028,60-64,1600,1512,3112
2028,65-69,1594,1627,3221
2028,70-74,1399,1595,2994
2028,75-79,1052,1366,2418
2028,80-84,463,656,1119
2028,85-89,329,564,893
2028,90-94,142,281,423
2028,95-99,46,92,138
2028,100+,0,0,0
2029,0-4,751,700,1451
2029,5-9,741,689,1430
2029,10-14,662,546,1208
2029,15-19,1128,1071,2199
2029,20-24,1281,1203,2484
2029,25-29,985,870,1855
2029,30-34,1118,1114,2232
2029,35-39,1304,1096,2400
2029,40-44,1184,1154,2338
2029,45-49,1422,1564,2986
2029,50-54,1575,1823,3398
2029,55-59,1465,1585,3050
2029,60-64,1610,1521,3131
2029,65-69,1540,1589,3129
2029,70-74,1460,1601,3061
2029,75-79,1094,1397,2491
2029,80-84,489,722,1211
